Sample,SampleType,Easting,Northing,Ag,As,Au,Be,Bi,Cd,Ce,Co,Cs,Ga,Ge,Hf,Hg,In,La,Lu,Mo,Nb,Pb,Pd,Pt,Rb,Sb,Sc,Se,Sn,Ta,Tb,Te,Th,Tl,U,W,Y,Yb,Al,B,Ba,Ca,Cr,Cu,Fe,K,Li,Mg,Mn,Na,Ni,P,S,Sr,Ti,V,Zn,Zr,Analytical_method
555164,A,231766,321410,0.09,7,0.05,0.4,0.15,0.91,33.3,7.4,1.65,5.1,0.1,0.3,0.11,0.01,12.7,0.11,1.07,0.28,22.4,0.25,0.05,13.9,0.17,5.5,1,1.6,0.025,0.43,0.025,4.1,0.25,2.11,0.05,10,0.9,1.81,5,113,0.67,22,32.2,2.07,0.12,17,0.15,424,0.01,21.6,1520,0.15,53.6,0.005,31,112,4.3,ICM12B
555165,A,225478,331603,0.11,4.6,0.05,0.5,0.16,1.79,38.6,4.7,1.79,5.7,0.1,0.21,0.18,0.01,16.7,0.1,1.68,0.33,39.8,0.25,0.05,12.6,0.25,5,2,2.1,0.025,0.52,0.025,3.7,0.37,4.38,0.05,11,0.9,2.1,5,138,0.5,22,53,1.17,0.11,21,0.12,297,0.01,16.7,1770,0.17,40,0.005,36,67,2.8,ICM12B
555167,A,221826,331890,0.04,5.9,0.05,0.3,0.1,0.27,18.7,6.4,1.24,3.4,0.05,0.15,0.04,0.01,7.8,0.05,0.95,0.21,15.3,0.25,0.05,16.3,0.11,2.9,0.5,0.8,0.025,0.2,0.025,3.6,0.15,0.88,0.05,4.1,0.4,1.28,5,56,0.29,17,5.6,2.14,0.1,12,0.1,233,0.02,13.5,361,0.05,23.6,0.005,25,39,3.3,ICM12B
555168,A,226737,336466,0.07,8,0.05,0.5,0.16,0.92,36.3,8.3,1.12,4.6,0.2,0.32,0.1,0.01,17.4,0.14,1.41,0.53,19.1,0.25,0.05,17.3,0.27,4.8,3,1.2,0.025,0.45,0.025,3.9,0.18,4.93,0.05,13.2,1.2,1.7,10,129,1.36,29,46.3,2.59,0.17,16,0.34,499,0.02,35.6,1370,0.28,66.2,0.005,29,65,4.9,ICM12B
555169,A,224506,336259,0.09,11.2,0.05,0.6,0.19,1.75,39.3,7.7,1.41,5.1,0.2,0.45,0.15,0.01,20.5,0.17,0.76,0.61,25.1,0.25,0.05,8.5,0.53,5.7,3,2.1,0.025,0.64,0.025,4.7,0.32,5.35,0.2,16.8,1.4,2.06,5,172,1.16,26,110.7,2.46,0.09,14,0.16,453,0.02,33.9,1090,0.19,55,0.005,43,72,6.5,ICM12B
555170,A,219750,339501,0.08,7.2,0.05,0.5,0.18,0.6,29.4,8.5,1.89,6.5,0.1,0.31,0.08,0.02,12.7,0.1,0.74,0.44,45.8,0.25,0.05,18.2,0.19,6.1,1,1.6,0.025,0.4,0.025,4.9,0.31,1.76,0.05,8.91,0.8,2.63,5,117,0.72,35,18.2,3,0.15,25,0.26,313,0.02,27.9,1160,0.15,56.9,0.005,40,97,4.6,ICM12B
555171,A,224167,342135,0.13,7.4,0.05,0.6,0.19,0.96,41.8,7.2,1.35,5.9,0.2,0.39,0.19,0.01,20.9,0.18,1.08,0.6,76.8,0.25,0.05,13.4,0.34,6.4,2,1.5,0.025,0.69,0.025,4.9,0.28,5.22,0.05,17.2,1.5,2.52,5,238,0.86,36,31.2,2.77,0.17,26,0.31,401,0.02,37,2010,0.28,64,0.005,50,74,6.2,ICM12B
555172,A,226452,330500,0.08,7.2,0.05,0.4,0.14,0.84,28.9,7,1.4,4.2,0.1,0.3,0.09,0.01,13.1,0.08,1.42,0.32,23.2,0.25,0.05,12.6,0.3,4.6,1,1.8,0.025,0.36,0.025,3.7,0.22,1.71,0.05,8.07,0.7,1.76,5,179,0.79,21,25.1,2.46,0.11,14,0.14,424,0.02,28.7,888,0.16,81.2,0.005,30,60,6.1,ICM12B
555173,A,227733,321768,0.07,1.5,0.05,0.05,0.05,0.14,10.3,1.3,1.11,2.4,0.05,0.07,0.07,0.01,5.1,0.02,0.23,0.13,14,0.25,0.05,6,0.12,1.1,0.5,0.5,0.025,0.09,0.025,0.8,0.12,0.71,0.05,2,0.2,0.65,5,26,0.46,7,5.2,0.38,0.08,4,0.05,81,0.01,4.5,466,0.07,11.8,0.005,10,10,1.3,ICM12B
555174,A,224489,330516,0.12,8.2,0.05,0.3,0.24,3.22,28.9,4.4,0.74,2.4,0.1,0.16,0.2,0.01,14.3,0.12,3.06,0.21,31.2,0.25,0.05,13.7,0.64,3,3,2.1,0.06,0.53,0.025,1.5,0.18,4.92,0.05,12.7,1,0.98,5,133,1.57,11,229.4,1.24,0.09,5,0.1,372,0.02,20.5,1770,0.33,148.5,0.005,25,58,2.3,ICM12B
555175,A,211634,339406,0.09,8.6,0.05,0.5,0.1,1.27,11.5,6.9,0.53,1.7,0.05,0.22,0.07,0.01,5.2,0.1,1.19,0.42,19,0.25,0.05,17,0.3,2,7,0.6,0.025,0.21,0.13,1.7,0.14,0.72,0.05,8.12,0.6,0.69,10,50,5.81,7,14,1.41,0.09,6,3.38,1740,0.02,18.8,1730,0.16,14.3,0.005,16,57,2.6,ICM12B
555176,A,231563,325539,0.08,8.9,0.05,0.9,0.13,0.53,19.8,4.8,1.34,3.2,0.05,0.29,0.08,0.03,8.1,0.07,1.03,0.55,27.1,0.25,0.05,13.2,0.17,3.3,1,1.3,0.11,0.31,0.08,2.7,0.2,1.23,0.05,6.44,0.5,1.29,5,60,0.41,17,18.9,1.69,0.1,13,0.11,136,0.02,12.8,1050,0.13,35.3,0.005,24,61,2.8,ICM12B
555177,A,221121,327698,0.06,11.2,0.05,0.9,0.17,0.77,21.3,14.3,1.3,3.5,0.05,0.14,0.07,0.03,7.9,0.09,2.74,0.37,25.6,0.25,0.05,27.4,0.31,3.8,3,0.8,0.025,0.25,0.08,3.9,0.2,0.9,0.05,6.01,0.4,1.45,5,59,0.41,19,21.4,2.81,0.17,15,0.17,1710,0.01,31.4,1160,0.1,13.9,0.005,26,82,3.9,ICM12B
555178,A,226521,339033,0.06,7.5,0.05,1,0.16,0.46,33.5,8.3,0.93,4.2,0.05,0.13,0.06,0.03,16,0.12,0.91,0.66,25.7,0.25,0.05,26.4,0.13,4,3,0.8,0.025,0.45,0.025,3.8,0.19,1.1,0.05,11.1,0.8,1.6,5,84,0.23,27,12.4,2.25,0.22,22,0.39,333,0.02,28,1130,0.1,12.1,0.005,26,79,3.1,ICM12B
555179,A,228769,320535,0.06,9,0.05,0.6,0.08,0.52,7.83,7.3,0.57,1.5,0.05,0.025,0.07,0.01,3.2,0.04,1.38,0.14,21.7,0.25,0.05,3.7,0.37,1,1,0.6,0.025,0.09,0.12,0.8,0.17,0.87,0.05,3.17,0.2,0.41,5,63,0.1,9,28.1,2,0.03,2,0.03,2490,0.01,18.7,631,0.05,6.8,0.005,17,56,0.25,ICM12B
555180,A,229637,329620,0.06,7.6,0.05,0.9,0.13,0.55,20.2,4.9,1.23,3.2,0.05,0.13,0.09,0.03,8.1,0.07,0.9,0.35,19.5,0.25,0.05,15.7,0.16,3.3,1,0.7,0.025,0.27,0.025,3.2,0.19,1.76,0.05,5.96,0.5,1.3,5,67,0.45,18,8.6,1.94,0.14,13,0.11,136,0.02,11.8,1300,0.1,33.7,0.005,26,52,2.9,ICM12B
555181,A,227645,323696,0.05,1.7,0.05,0.2,0.04,0.21,3.91,0.9,0.29,0.5,0.05,0.025,0.02,0.01,2.8,0.03,0.39,0.12,14.4,0.25,0.05,2.5,0.12,0.3,0.5,0.7,0.025,0.09,0.07,0.2,0.05,0.48,0.05,3.29,0.2,0.13,5,20,0.09,3,28.8,0.29,0.02,0.5,0.01,188,0.005,2.5,409,0.03,5.1,0.005,4,12,0.25,ICM12B
555182,A,231313,323366,0.06,4.2,0.05,0.5,0.09,0.49,9.32,3.3,0.39,1.1,0.05,0.45,0.1,0.01,4.1,0.05,0.98,0.58,31,0.25,0.05,4.1,0.44,1.2,2,1.2,0.31,0.14,0.025,1,0.08,0.84,0.05,3.54,0.3,0.46,5,40,1.38,6,43.8,0.71,0.05,2,0.07,178,0.01,10.1,1020,0.28,82.2,0.005,9,42,2.2,ICM12B
555183,A,213477,345393,0.07,9.3,0.05,1.5,0.23,0.4,33.8,10.3,1.66,5,0.05,0.14,0.07,0.05,13.5,0.11,0.73,0.43,25.5,0.25,0.05,15,0.12,5.7,2,1,0.025,0.49,0.06,4.5,0.29,1.28,0.05,9.46,0.7,2.05,5,97,0.71,25,15.8,2.56,0.13,23,0.18,339,0.02,25.4,876,0.1,44.3,0.005,33,69,4.3,ICM12B
555184,A,208330,342844,0.05,2.4,0.05,0.3,0.08,0.2,5.56,0.5,0.3,1.3,0.05,0.28,0.09,0.01,2.7,0.005,0.88,0.41,17.3,0.25,0.05,2.5,0.17,0.5,0.5,0.6,0.23,0.05,0.09,0.5,0.06,0.43,0.05,0.77,0.05,0.31,5,18,0.16,3,2.7,0.45,0.05,2,0.05,8,0.02,2.1,420,0.18,9.5,0.005,5,14,1.3,ICM12B
555185,A,215650,339608,0.04,3.1,0.05,0.5,0.07,0.22,13.8,3.1,0.8,2,0.05,0.06,0.04,0.01,6,0.05,0.55,0.22,13.7,0.25,0.05,10,0.07,1.8,1,0.4,0.025,0.2,0.025,1.8,0.11,0.71,0.05,4.2,0.3,0.76,5,43,0.14,10,4.9,1.07,0.08,7,0.05,162,0.02,7.9,511,0.05,10,0.005,16,24,1.7,ICM12B
555186,A,230618,320775,0.04,4.3,0.05,0.4,0.1,0.36,11.9,3.7,1.14,2.4,0.05,0.06,0.05,0.01,5.5,0.04,0.62,0.24,20.9,0.25,0.05,10.6,0.14,1.5,2,0.8,0.025,0.14,0.08,1.6,0.14,0.91,0.05,3.1,0.2,0.87,5,45,0.31,15,14.4,0.98,0.09,9,0.09,165,0.01,9.8,875,0.08,14.2,0.005,17,43,1.6,ICM12B
555187,A,208259,340817,0.04,3.7,0.05,0.3,0.09,0.39,11.7,3,0.67,1.8,0.05,0.025,0.07,0.01,5.3,0.02,0.98,0.22,13.5,0.25,0.05,20.4,0.12,0.7,0.5,0.5,0.025,0.1,0.025,1.7,0.1,0.41,0.05,1.56,0.1,0.62,5,23,0.07,7,5,1.07,0.15,5,0.06,540,0.01,4.8,468,0.04,4.9,0.005,14,21,2.3,ICM12B
555188,A,220712,328316,0.08,8.9,0.05,0.9,0.19,0.72,21.6,8.6,1.43,3.9,0.05,0.13,0.09,0.03,9.6,0.07,1.18,0.52,26.7,0.25,0.05,13.3,0.21,3.8,2,1.7,0.025,0.3,0.09,2.5,0.21,1.15,0.1,6.55,0.5,1.67,5,116,0.72,23,24.9,2.31,0.12,14,0.14,339,0.02,27.7,1010,0.15,52.2,0.005,43,64,3.7,ICM12B
555189,A,207726,341714,0.07,17.1,0.05,0.3,0.29,0.42,4.28,2,0.07,0.5,0.05,0.25,0.18,0.03,1.7,0.01,1.27,0.37,52.6,0.25,0.05,0.9,0.75,0.3,0.5,1.4,0.3,0.05,0.1,0.5,0.08,0.15,0.05,1.31,0.05,0.11,5,74,0.35,0.5,5,1.3,0.03,0.5,0.08,40,0.03,4.6,634,0.47,19.3,0.005,3,27,1.4,ICM12B
555190,A,222642,328352,0.06,7.7,0.05,0.7,0.13,0.41,21.3,6,1.12,2.7,0.05,0.06,0.07,0.02,8.6,0.08,1,0.21,20.1,0.25,0.05,10.1,0.17,2.5,0.5,1.3,0.025,0.32,0.025,2.1,0.18,1.31,0.05,6.85,0.5,1.07,5,77,0.14,15,58.1,1.71,0.09,14,0.09,571,0.01,16.1,814,0.05,10.1,0.005,25,55,1.4,ICM12B
555191,A,225847,335644,0.06,8.1,0.05,1.3,0.17,0.47,32.2,11.5,1.14,4.6,0.05,0.14,0.08,0.03,13.4,0.15,1.12,0.43,42,0.25,0.05,19.6,0.12,5.8,1,0.8,0.025,0.55,0.12,4.5,0.21,1.21,0.05,12.7,1,2,5,99,0.42,30,18.2,3.66,0.16,23,0.31,515,0.02,34.8,959,0.08,25.4,0.005,31,91,4.5,ICM12B
555192,A,230337,330561,0.07,6.2,0.05,1,0.15,0.91,25.2,6.5,1.01,3.6,0.05,0.14,0.13,0.03,13,0.12,0.96,0.58,34.3,0.25,0.05,8.4,0.3,3.8,2,1.8,0.025,0.43,0.1,2.4,0.16,2.24,0.1,10.1,0.7,1.48,5,162,1.15,23,46.8,1.96,0.08,9,0.11,781,0.02,24.6,1740,0.22,86.4,0.005,34,95,3.6,ICM12B
555193,A,228929,322661,0.05,1.5,0.05,0.4,0.06,0.24,8.85,1,0.9,1.7,0.05,0.025,0.06,0.01,4.5,0.03,0.25,0.17,11.2,0.25,0.05,4.5,0.13,0.5,0.5,0.5,0.025,0.1,0.09,0.6,0.11,0.86,0.05,2.35,0.2,0.43,5,25,0.23,6,17.2,0.26,0.05,3,0.03,66,0.01,3,661,0.07,9,0.005,8,21,0.9,ICM12B
555194,A,228663,330667,0.07,3.5,0.05,0.5,0.14,0.42,18.2,2.4,0.8,2.5,0.05,0.07,0.08,0.01,7.9,0.06,0.37,0.2,27.8,0.25,0.05,5.2,0.1,2.3,2,1,0.025,0.26,0.025,1.7,0.15,1.43,0.05,5.7,0.4,1,5,60,0.19,12,8.9,0.93,0.06,11,0.06,33,0.01,8,752,0.07,10.5,0.005,19,41,1.7,ICM12B
555195,A,226248,332358,0.07,3.9,0.05,0.8,0.13,0.97,17.6,4.3,1.09,2.6,0.05,0.11,0.15,0.02,7.4,0.06,2.19,0.27,41,0.25,0.05,13.1,0.29,1.9,1,1,0.07,0.26,0.025,1.1,0.21,1.46,0.05,5.31,0.4,1.04,5,105,0.52,12,19.9,1.32,0.12,8,0.1,310,0.02,13.7,2380,0.28,58,0.005,19,49,1.9,ICM12B
555197,A,233418,325507,0.15,8.6,0.05,0.9,0.37,0.97,25.4,5.1,0.83,3.3,0.05,0.13,0.23,0.03,13.7,0.14,1.56,0.41,28,0.25,0.05,7.6,0.36,4.6,3,1.1,0.06,0.54,0.11,2.1,0.18,3.92,0.5,12.4,0.9,1.24,5,109,1.17,18,43.1,1.41,0.11,9,0.12,220,0.01,21.4,1070,0.27,150.1,0.005,21,39,3,ICM12B
555198,A,232480,326302,0.06,8.5,0.05,0.7,0.18,0.62,19.7,5.6,1.7,4.2,0.05,0.1,0.09,0.03,8.8,0.07,1.08,0.36,28.5,0.25,0.05,14.3,0.25,3.3,1,1.5,0.025,0.28,0.1,3.2,0.26,2.27,0.1,5.92,0.5,1.35,5,93,0.44,17,27.3,1.7,0.11,15,0.13,264,0.01,16.3,1550,0.15,60.4,0.005,23,57,3.8,ICM12B
555199,A,212409,338524,0.04,6.4,0.05,0.6,0.1,0.49,12.9,5,0.62,1.7,0.05,0.09,0.04,0.01,5.6,0.06,0.59,0.17,15.4,0.25,0.05,8.5,0.88,2.7,4,3.1,0.025,0.24,0.07,2,0.1,0.41,0.05,5.31,0.4,0.71,5,46,2.45,10,17.5,1.4,0.09,9,0.14,236,0.01,15.6,493,0.11,68.3,0.005,13,39,2.5,ICM12B
555200,A,225699,339605,0.08,7.8,0.05,1.1,0.16,0.54,40.6,12.1,0.97,4.5,0.05,0.16,0.07,0.03,18.9,0.17,0.74,0.49,23.5,0.25,0.05,21,0.18,5.2,2,0.8,0.025,0.58,0.09,5,0.19,1.03,0.05,14.6,1.1,1.71,5,88,0.77,33,22.2,2.86,0.2,21,0.45,599,0.02,41.4,1000,0.07,34.2,0.005,31,79,4.9,ICM12B
555201,A,226335,342447,0.1,10,0.05,0.8,0.13,0.31,31.6,9.1,1.02,4.1,0.05,0.08,0.05,0.02,13.1,0.09,0.89,0.53,34.7,0.25,0.05,19.5,0.15,3.2,2,0.8,0.025,0.34,0.025,3.7,0.16,0.83,0.1,7.09,0.6,1.54,5,93,0.2,40,15.1,2.42,0.18,21,0.44,468,0.02,29.2,769,0.05,9.8,0.005,34,78,2.4,ICM12B
555202,A,218527,344672,0.05,11.4,0.05,1,0.16,0.33,35.2,8.1,0.97,3.9,0.05,0.14,0.06,0.03,14.2,0.14,0.95,0.35,24,0.25,0.05,22.5,0.26,5.3,0.5,2.9,0.025,0.54,0.07,5.4,0.21,1.1,0.05,11.6,1,1.61,5,81,0.28,27,19.9,3.31,0.15,17,0.22,225,0.02,23.6,864,0.07,19.2,0.005,26,71,4.1,ICM12B
555203,A,216567,336472,0.03,5.9,0.05,0.6,0.11,0.33,11.6,4.5,1.18,2.6,0.05,0.07,0.04,0.02,4.8,0.04,0.99,0.22,19.5,0.25,0.05,12.7,0.13,1.9,0.5,0.8,0.025,0.15,0.05,2.5,0.16,0.67,0.05,3.11,0.2,1.1,5,48,0.26,14,6.2,1.92,0.09,11,0.1,129,0.01,9.4,468,0.06,16.3,0.005,19,41,2.2,ICM12B
555204,A,232351,338795,0.06,4.5,0.05,0.4,0.11,0.21,20.4,4.1,0.85,3.1,0.05,0.025,0.05,0.01,9.8,0.05,0.39,0.43,17.3,0.25,0.05,9.4,0.13,1.7,0.5,1.1,0.025,0.22,0.08,1.9,0.13,0.71,0.05,3.95,0.3,0.99,5,95,0.15,18,95.7,1.22,0.09,11,0.22,114,0.02,14.3,639,0.05,10.5,0.005,20,51,0.8,ICM12B
555205,A,234409,338513,0.07,8.1,0.05,1,0.16,0.28,28.1,11.4,0.61,3.1,0.05,0.13,0.08,0.02,13.8,0.12,1.12,0.71,102.4,0.25,0.05,13.8,0.73,4,2,4.7,0.025,0.44,0.07,4.2,0.09,0.72,0.05,9.86,0.7,1.13,5,178,2.75,21,41.5,2.39,0.18,17,0.36,387,0.03,35.1,518,0.08,135.8,0.005,29,150,4.6,ICM12B
555206,A,219634,331504,0.05,10.9,0.05,0.6,0.14,0.39,12.5,7.1,1.59,3.4,0.05,0.06,0.06,0.02,5.1,0.05,1.11,0.2,21.7,0.25,0.05,14,0.17,2.4,2,0.8,0.025,0.18,0.025,2.4,0.2,0.98,0.05,4.06,0.3,1.26,5,54,0.48,16,5.6,2.53,0.11,14,0.1,199,0.02,12.9,536,0.09,30.8,0.005,28,43,2.2,ICM12B
555207,A,219212,349218,0.07,8.8,0.05,0.9,0.14,0.62,40.3,10.3,0.7,4.1,0.05,0.08,0.06,0.03,15.9,0.14,1.62,0.71,21,0.25,0.05,22.2,0.19,3.9,2,0.8,0.025,0.45,0.07,3.6,0.23,1.26,0.05,12,0.9,1.61,5,34,0.24,38,15.6,2.8,0.19,21,0.38,569,0.02,32.2,1120,0.09,10.4,0.005,50,100,2.6,ICM12B
555208,A,222538,334738,0.07,9.7,0.05,1.3,0.19,0.66,30,9.6,1.49,4.7,0.05,0.15,0.16,0.04,12.7,0.11,1.05,0.42,27.8,0.25,0.05,18.2,1.56,6.5,2,1.4,0.025,0.49,0.09,4.9,0.27,1.19,0.05,9.54,0.7,1.98,5,121,1.25,26,31.9,2.97,0.15,17,0.2,291,0.02,27.7,822,0.12,80.6,0.005,32,54,3.9,ICM12B
555209,A,220929,342359,0.05,10.4,0.05,1.3,0.21,0.37,27.5,13.7,1.49,5.2,0.05,0.15,0.08,0.04,10.9,0.11,0.82,0.47,24.6,0.25,0.05,27.4,0.2,6,2,1.3,0.025,0.44,0.07,5.6,0.24,1.5,0.05,8.87,0.7,2.26,5,88,0.5,40,13.2,4.01,0.21,25,0.34,427,0.02,34.6,781,0.08,24.8,0.005,39,84,4.8,ICM12B
555210,A,221318,335562,0.05,9.2,0.05,0.8,1.6,0.64,19.7,6.2,1.09,3.2,0.05,0.1,0.11,0.03,9.4,0.07,0.7,0.38,30.7,0.25,0.05,9.7,0.46,3.3,2,2.2,0.025,0.29,0.08,2.7,0.2,0.93,0.05,6.25,0.5,1.37,5,91,0.78,18,206.5,1.98,0.09,9,0.12,208,0.02,20.3,1160,0.18,56,0.005,21,60,3.6,ICM12B
555211,A,224644,340402,0.1,13.1,0.05,1.7,0.21,1.26,39.5,10.4,1.33,5.5,0.05,0.23,0.09,0.04,17,0.18,1.21,0.59,42.2,0.25,0.05,12.3,0.27,6.8,4,1,0.025,0.7,0.08,5.8,0.29,4.36,0.05,15.7,1.2,2.19,5,217,0.73,34,19.4,3.47,0.14,26,0.33,443,0.02,36.2,984,0.13,36.6,0.005,49,83,7.9,ICM12B
555212,A,218593,340646,0.08,3.3,0.05,0.5,0.1,0.37,16.3,2.7,1.29,3,0.05,0.07,0.06,0.02,7.3,0.06,0.31,0.2,16.9,0.25,0.05,10.6,0.1,2.4,2,0.7,0.025,0.24,0.1,2.2,0.19,1.5,0.05,5.05,0.4,1.15,5,79,0.49,13,7.3,0.97,0.1,11,0.09,76,0.02,8,737,0.09,27.3,0.005,17,32,1.9,ICM12B
555213,A,219520,345409,0.07,10.5,0.05,1.4,0.21,0.82,39.4,15.9,0.84,5.5,0.05,0.21,0.06,0.04,18.8,0.2,1.45,0.72,23.3,0.25,0.05,29.7,0.26,7.9,3,1.2,0.025,0.67,0.1,5.7,0.25,1.74,0.05,16.5,1.3,2.17,12,79,0.64,44,29.5,3.9,0.22,20,0.38,701,0.02,51.5,1440,0.12,24.4,0.005,45,109,6.1,ICM12B
555214,A,208596,344665,0.04,4.3,0.05,0.1,0.16,0.32,3.61,1.1,0.37,0.8,0.05,0.15,0.07,0.02,1.5,0.02,0.47,0.25,35.3,0.25,0.05,2,0.31,0.6,0.5,0.8,0.2,0.06,0.07,0.5,0.05,0.22,0.05,1.32,0.1,0.28,5,24,0.38,3,4.6,0.42,0.03,3,0.11,41,0.03,3.7,351,0.38,29.7,0.005,6,33,1.7,ICM12B
555215,A,218780,328652,0.12,6,0.05,0.6,0.16,0.74,22.8,4.3,1.61,3.3,0.05,0.09,0.16,0.03,9.3,0.07,1.49,0.26,33.9,0.25,0.05,6,0.31,2.6,2,1.5,0.025,0.32,0.06,2,0.28,2.45,0.05,6.08,0.4,1.21,5,97,0.19,14,16,1.27,0.08,12,0.07,116,0.01,10,1420,0.17,25.9,0.005,32,36,1.9,ICM12B
555216,A,216753,340336,0.08,12.8,0.05,0.6,0.15,0.94,15.1,5.7,0.53,1.9,0.05,0.08,0.17,0.01,6.1,0.07,1.33,0.3,43.2,0.25,0.05,4.9,0.42,2.7,2,1.9,0.025,0.25,0.1,1.7,0.1,1.77,0.05,6.02,0.5,0.79,5,145,1.62,13,61.2,2.56,0.06,6,0.1,447,0.01,19.2,1990,0.38,44.7,0.005,19,83,2.3,ICM12B
555217,A,219749,337505,0.16,7.8,0.05,0.6,0.14,0.81,22.6,4.3,0.93,3,0.05,0.08,0.14,0.03,9,0.08,0.64,0.33,28.8,0.25,0.05,7.7,0.22,3.7,1,1.1,0.025,0.35,0.09,2.3,0.19,1.56,0.05,6.71,0.5,1.2,5,105,0.82,15,42.3,1.49,0.09,10,0.12,102,0.01,12.8,1180,0.17,44.5,0.005,19,42,2,ICM12B
555218,A,218544,342514,0.11,12,0.05,1.5,0.2,0.66,48.5,16.3,1.86,6.5,0.1,0.21,0.1,0.05,20.8,0.22,2.27,0.44,36.7,0.25,0.05,14.9,0.13,7.3,2,1.2,0.025,0.88,0.08,6.7,0.39,1.73,0.05,18.8,1.5,2.67,5,187,0.44,34,18.1,6.43,0.18,25,0.19,1030,0.01,25,1150,0.1,22.5,0.005,45,87,6.2,ICM12B
555219,A,218839,332430,0.07,6.2,0.05,0.7,0.13,0.38,15.5,4.1,1.74,4.1,0.05,0.06,0.08,0.03,6.4,0.05,0.6,0.24,25.7,0.25,0.05,15.5,0.11,3,0.5,0.9,0.025,0.23,0.06,2.1,0.23,0.97,0.05,4.25,0.3,1.52,5,48,0.21,19,6.5,1.53,0.1,19,0.1,86,0.02,11.9,680,0.08,12.1,0.005,29,53,1.8,ICM12B
555220,A,213276,347143,0.04,14,0.05,0.9,0.22,0.3,19,10.6,1.66,4.9,0.05,0.21,0.05,0.04,8.3,0.05,0.91,0.48,24.1,0.25,0.05,20.7,0.14,4,0.5,0.9,0.025,0.21,0.07,5.6,0.23,1.06,0.05,3.58,0.3,1.88,5,69,0.49,26,6.4,3.71,0.17,25,0.19,353,0.02,17.2,349,0.08,53,0.005,37,60,4.9,ICM12B
555221,A,232312,340678,0.06,4.3,0.05,0.6,0.1,0.41,24.1,4.9,0.66,3,0.05,0.37,0.09,0.01,12.6,0.08,0.64,0.81,20.8,0.25,0.05,13.9,0.18,2.4,0.5,1,0.08,0.33,0.025,2.8,0.12,1.05,0.05,6.91,0.5,1.11,5,159,0.85,18,34,1.33,0.12,11,0.22,217,0.02,18.5,940,0.18,89.5,0.005,22,92,3.3,ICM12B
555222,A,228423,334758,0.07,5,0.05,0.7,0.12,0.59,26.6,4.1,0.86,3,0.05,0.2,0.09,0.02,14.9,0.15,0.54,0.29,38.5,0.25,0.05,6.8,0.14,4.4,0.5,1,0.025,0.55,0.08,3.2,0.14,1.39,0.05,13.5,0.9,1.19,5,99,0.45,17,19.6,1.46,0.07,14,0.13,188,0.01,17,734,0.09,33.5,0.005,21,41,4.4,ICM12B
555223,A,219423,333451,0.04,7.2,0.05,0.5,0.12,0.32,13.6,6,1.21,2.9,0.05,0.09,0.05,0.02,5.5,0.05,1.02,0.29,21,0.25,0.05,11.9,0.16,2.7,0.5,1,0.025,0.21,0.025,2.8,0.17,0.89,0.05,4.28,0.3,1.22,5,63,0.3,17,16,2.32,0.1,12,0.1,210,0.02,13.3,731,0.07,15.7,0.005,27,57,2.7,ICM12B
555224,A,219726,347264,0.06,6.2,0.05,1.6,0.19,0.37,31.7,14.2,0.91,4.9,0.05,0.14,0.04,0.04,11.1,0.09,0.97,0.47,14.6,0.25,0.05,28.3,0.13,5.8,0.5,0.8,0.025,0.32,0.11,6,0.19,0.92,0.05,6.9,0.6,2.43,12,42,0.35,38,20,4.05,0.3,29,0.51,296,0.02,53.8,520,0.07,15,0.005,32,92,6.3,ICM12B
555225,A,234451,342636,0.06,4.7,0.05,0.2,0.07,0.28,17.8,2,0.77,3.1,0.05,0.05,0.06,0.01,9.1,0.04,0.32,0.52,14.4,0.25,0.05,8.2,0.18,0.9,0.5,0.5,0.025,0.16,0.08,0.9,0.12,0.94,0.05,3.28,0.2,0.81,5,52,0.2,14,15.5,0.73,0.09,6,0.15,76,0.02,8.1,1010,0.08,14,0.005,16,29,0.25,ICM12B
555226,A,210753,346848,0.05,15.4,0.05,1,0.21,2.24,25.5,12.4,1.53,3.7,0.05,0.11,0.11,0.03,10.8,0.12,1.95,0.32,29.4,0.25,0.05,29.8,0.37,3.5,0.5,0.9,0.025,0.34,0.06,3.2,0.23,0.52,0.05,9.37,0.8,1.53,5,52,0.33,17,16.2,2.4,0.15,15,0.14,2330,0.01,28.4,1800,0.1,9,0.005,27,114,3.2,ICM12B
555227,A,231597,339284,0.05,5.7,0.05,0.5,0.08,0.23,21.3,6.2,0.87,3.5,0.05,0.06,0.04,0.01,10.4,0.05,0.47,0.61,18,0.25,0.05,10.3,0.11,2,0.5,0.6,0.025,0.2,0.11,2.2,0.14,0.93,0.05,3.7,0.3,1.25,5,118,0.27,23,10.8,1.75,0.1,14,0.24,202,0.02,16.2,854,0.07,18.8,0.005,32,52,1.8,ICM12B
555229,A,219501,329324,0.05,9.3,0.05,0.6,0.14,0.3,14.1,5.6,1.42,3.4,0.05,0.08,0.05,0.02,6.2,0.05,1.06,0.22,16.4,0.25,0.05,12,0.14,2.7,1,1.1,0.025,0.2,0.12,2.7,0.17,0.7,0.05,3.86,0.3,1.24,5,57,0.25,16,8.7,2.19,0.1,13,0.1,172,0.02,15.4,439,0.05,22.1,0.005,26,39,2.5,ICM12B
