"ENQUIRY_TYPE","ENQUIRY_CATEGORY","DATE_RECORDED","DIVISION","CLIENT_OFFICE_NAME","EASTING","NORTHING","APPROVAL_STATUS_NAME"
"Pothole","Public Enquiry",16/01/2015 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",300261.19720578,354067.83838787,"Completed Enquiries"
"Pothole","Public Enquiry",12/01/2015 11:06:00,"NORTHERN DIVISION","LARNE / BALLYMENA",336089.5,397299.875,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 15:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",240054.84375,414582.34375,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 15:18:00,"NORTHERN DIVISION","LARNE / BALLYMENA",340463.90625,403266.625,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293233.0077232,376225.39644188,"Completed Enquiries"
"Pothole","Complaints",19/01/2015 00:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",229211.49489072,384595.39830773,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",296894.4228017,403035.78575602,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",276360.84375,392234.15625,"Completed Enquiries"
"Pothole","Complaints",19/01/2015 00:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",259667.49484728,393140.68217938,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",285583.5625,405239.40625,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 17:01:00,"NORTHERN DIVISION","LARNE / BALLYMENA",318516.71875,399316.40625,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",341337.89690273,387723.27107232,"Completed Enquiries"
"Pothole","Complaints",20/01/2015 10:10:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",317050.28125,362012.4375,"Completed Enquiries"
"Pothole","Public Enquiry",12/01/2015 11:21:22,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",287582.94751599,401968.0851944,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",292846.77396873,384995.58069858,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 11:50:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",328955.875,393379.875,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 12:15:19,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",20/01/2015 11:30:00,"ALL CLIENTS","LONDONDERRY & STRABANE",243896.953125,418627.375,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 11:30:00,"ALL CLIENTS","LONDONDERRY & STRABANE",243878.984375,418643.0625,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2015 00:00:00,"SOUTHERN DIVISION","ARDS & NORTH DOWN",359460.79985584,370644.35915699,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",287344.70181824,401647.10874274,"New Enquiries"
"Pothole","Public Enquiry",20/01/2015 14:22:41,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Complaints",18/01/2015 00:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",234074.5,392967.5625,"Completed Enquiries"
"Pothole","Public Enquiry",13/01/2015 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",302339.61668575,353685.43393311,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",332695.90625,383900.9375,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",297903.35826884,357714.74400034,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",283290.1234974,372171.64091517,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2015 00:00:00,"EASTERN DIVISION","BELFAST NORTH",329470.875,371273.90625,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 12:37:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",235697.68146104,334671.27960051,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 16:30:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",283101.65625,433305.125,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 16:30:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",276799.6875,434220.28125,"Completed Enquiries"
"Pothole","Correspondence",20/01/2015 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",12/01/2015 11:12:00,"NORTHERN DIVISION","LARNE / BALLYMENA",301292.0625,400239.1875,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 16:50:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",328669.29290476,392247.76881274,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2015 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",258528.6875,377557.375,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2015 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",296036.15020959,391235.65327388,"Completed Enquiries"
"Pothole","Public Enquiry",14/01/2015 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",295305.54253468,399416.89977965,"Completed Enquiries"
"Pothole","Complaints",07/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",325443.375,373221.65625,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",278222.25,353735.65625,"Completed Enquiries"
"Pothole","Complaints",06/01/2015 00:00:00,"ALL CLIENTS","NEWTOWNABBEY / CARRICK",326107.03125,389704.0625,"Completed Enquiries"
"Pothole","Complaints",21/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324340.53125,365863.15625,"Completed Enquiries"
"Pothole","Complaints",09/01/2015 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",324643.89992349,344247.10213447,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334653.6875,382583.3125,"Completed Enquiries"
"Pothole","Complaints",12/12/2014 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",320191.15625,372224.0625,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 00:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",254523.8125,407069.09375,"Completed Enquiries"
"Pothole","Public Enquiry",14/01/2015 12:20:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",340494.85248176,387945.40071808,"Completed Enquiries"
"Pothole","Complaints",15/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",326497.48100789,364103.88261602,"Completed Enquiries"
"Pothole","Public Enquiry",22/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",333805.39749853,384289.03326662,"Completed Enquiries"
"Pothole","Public Enquiry",22/01/2015 10:12:57,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",22/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",330864.40625,388285.78125,"Completed Enquiries"
"Pothole","Complaints",20/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",313339.6875,370387.09375,"Completed Enquiries"
"Pothole","Public Enquiry",22/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",283414.13099296,371994.5571497,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2015 10:52:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",322103.25320583,429110.22289463,"Completed Enquiries"
"Pothole","Complaints",22/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",315241.53125,370912.96875,"Completed Enquiries"
"Pothole","Public Enquiry",22/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",273011.50427136,381635.72070835,"Completed Enquiries"
"Pothole","Public Enquiry",22/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",285583.5625,405239.40625,"Completed Enquiries"
"Pothole","Public Enquiry",15/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",291484.40625,395523.1875,"Completed Enquiries"
"Pothole","Public Enquiry",16/12/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",332089.23250044,389432.23411413,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 00:00:00,"EASTERN DIVISION","BELFAST NORTH",332030.78125,377912.65625,"Completed Enquiries"
"Pothole","Complaints",19/01/2015 00:00:00,"EASTERN DIVISION","BELFAST SOUTH",339587.03125,372487.84375,"Completed Enquiries"
"Pothole","Public Enquiry",23/01/2015 11:07:55,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",23/01/2015 00:00:00,"EASTERN DIVISION","BELFAST NORTH",331269.552784445,373022.253830755,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",287308.21875,401624.65625,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 14:56:00,"NORTHERN DIVISION","LARNE / BALLYMENA",297986.875,403878.625,"Completed Enquiries"
"Pothole","Complaints",23/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",312151,370893.65625,"Completed Enquiries"
"Pothole","Public Enquiry",23/01/2015 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",245605.359375,359724.375,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",282922.44987646,372533.24676159,"Completed Enquiries"
"Pothole","Public Enquiry",20/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293232.39867716,376222.79938033,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",246300.125,379952.59375,"Completed Enquiries"
"Pothole","Complaints",23/01/2015 15:10:22,"ALL CLIENTS","CASTLEREAGH / LISBURN",321883.53125,364968.5625,"Completed Enquiries"
"Pothole","Public Enquiry",23/01/2015 14:40:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",21/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",331871.125,383406.84375,"Completed Enquiries"
"Pothole","Public Enquiry",21/01/2015 09:40:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334205.8125,383685.75,"Completed Enquiries"
"Pothole","Public Enquiry",21/01/2015 11:09:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",340196.82596494,388273.38622945,"Completed Enquiries"
"Pothole","Public Enquiry",26/01/2015 09:40:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",283844.6401725,341751.71637698,"Completed Enquiries"
"Pothole","Complaints",26/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",320270.84375,361753.15625,"Completed Enquiries"
"Pothole","Complaints",23/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",319423.40625,371520.96875,"Completed Enquiries"
"Pothole","Public Enquiry",26/01/2015 11:02:00,"NORTHERN DIVISION","LARNE / BALLYMENA",309290.875,419085.71875,"Completed Enquiries"
"Pothole","Public Enquiry",26/01/2015 11:14:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",21/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",325750.59375,391405.96875,"Completed Enquiries"
"Pothole","Public Enquiry",21/01/2015 11:32:00,"NORTHERN DIVISION","LARNE / BALLYMENA",314033.125,399217.21875,"Completed Enquiries"
"Pothole","Public Enquiry",26/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",327237.72785182,393415.42893679,"Completed Enquiries"
"Pothole","Public Enquiry",26/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",333973.9220411,384086.60373034,"Completed Enquiries"
"Pothole","Public Enquiry",26/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334169.72859507,383779.04517423,"Completed Enquiries"
"Pothole","Public Enquiry",21/01/2015 10:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334205.8125,383685.75,"Completed Enquiries"
"Pothole","Public Enquiry",26/01/2015 14:17:04,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Complaints",26/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",321654.96875,361665.4375,"Completed Enquiries"
"Pothole","Public Enquiry",26/01/2015 10:18:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",287813.176746709,422768.486358117,"Completed Enquiries"
"Pothole","Public Enquiry",21/01/2015 10:30:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334096.233455,383935.40954577,"Completed Enquiries"
"Pothole","Public Enquiry",26/01/2015 15:52:27,"NORTHERN DIVISION","LARNE / BALLYMENA",310866.4375,402634.25,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 10:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",331849.39626971,393521.1685225,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 13:55:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",300974.48690592,430578.36538773,"Completed Enquiries"
"Pothole","Public Enquiry",22/01/2015 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",241579.90625,377804.21875,"Completed Enquiries"
"Pothole","Public Enquiry",25/01/2015 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",245431.21875,374723.65625,"Completed Enquiries"
"Pothole","Complaints",27/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",331526.65625,364205.53125,"Completed Enquiries"
"Pothole","Complaints",26/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",320339.34375,372158,"Completed Enquiries"
"Pothole","Public Enquiry",21/01/2015 11:25:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",324915.40625,394302.34375,"Completed Enquiries"
"Pothole","Complaints",26/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",315510.75,372800,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 15:00:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",286558.64629114,433111.32180063,"Completed Enquiries"
"Pothole","Complaints",23/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",318326.09375,371117.15625,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",285382.875,403126.1875,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",269226.39242156,382933.84876454,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 11:29:07,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",27/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",290959.22388163,376113.47775231,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 00:00:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",27/01/2015 00:00:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",27/01/2015 13:49:50,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",27/01/2015 13:55:13,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",27/01/2015 13:58:00,"NORTHERN DIVISION","LARNE / BALLYMENA",307380.15625,402078.5,"Completed Enquiries"
"Pothole","Complaints",22/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",315241.53125,370912.96875,"Completed Enquiries"
"Pothole","Public Enquiry",23/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",291672.83907832,379336.99600773,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 15:00:00,"ALL CLIENTS","LONDONDERRY & STRABANE",243744.265625,416366.59375,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 15:44:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",27/01/2015 15:40:00,"ALL CLIENTS","LONDONDERRY & STRABANE",243318.640625,416975.0625,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",301963.68296467,355170.77394146,"Completed Enquiries"
"Pothole","Complaints",27/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",319061.875,366127.625,"Completed Enquiries"
"Pothole","Complaints",27/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",322094.65625,360738.34375,"Completed Enquiries"
"Pothole","Public Enquiry",23/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",327293.06983582,393472.75529473,"Completed Enquiries"
"Pothole","Public Enquiry",23/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",332382.79899535,381685.26504886,"Completed Enquiries"
"Pothole","Public Enquiry",28/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",292617.95035371,372902.8418711,"Completed Enquiries"
"Pothole","Complaints",23/01/2015 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",311710.52027695,344543.02376225,"Completed Enquiries"
"Pothole","Complaints",26/01/2015 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",313551.32465867,343282.55371321,"Completed Enquiries"
"Pothole","Complaints",26/01/2015 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",318896.25082797,345456.12402558,"Completed Enquiries"
"Pothole","Public Enquiry",28/01/2015 14:25:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",294151.46913434,352429.54119044,"Completed Enquiries"
"Pothole","Public Enquiry",28/01/2015 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",245346.296875,377082.0625,"Completed Enquiries"
"Pothole","Public Enquiry",28/01/2015 16:26:08,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",28/01/2015 11:31:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",224921.65625,342908.375,"Completed Enquiries"
"Pothole","Public Enquiry",29/01/2015 12:25:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",294194.37900111,341821.81301072,"Completed Enquiries"
"Pothole","Complaints",28/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",322241.37510954,360432.94388494,"Completed Enquiries"
"Pothole","Public Enquiry",29/01/2015 00:00:00,"SOUTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",23/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323815.21875,360933.3125,"Completed Enquiries"
"Pothole","Complaints",23/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323822,360595.5625,"Completed Enquiries"
"Pothole","Public Enquiry",29/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",288468.31337259,381916.59762566,"Completed Enquiries"
"Pothole","Public Enquiry",29/01/2015 16:51:00,"NORTHERN DIVISION","LARNE / BALLYMENA",339613.8125,402522.59375,"Completed Enquiries"
"Pothole","Complaints",30/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",320026.53125,369242.5625,"Completed Enquiries"
"Pothole","Public Enquiry",21/01/2015 15:56:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",284673.015157132,409845.866117718,"Completed Enquiries"
"Pothole","Public Enquiry",30/01/2015 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",244617.84375,360990.125,"Completed Enquiries"
"Pothole","Public Enquiry",30/01/2015 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",244617.84375,360990.125,"Completed Enquiries"
"Pothole","Public Enquiry",30/01/2015 13:15:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",243766.96875,419537.625,"Completed Enquiries"
"Pothole","Public Enquiry",21/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334205.8125,383685.75,"Completed Enquiries"
"Pothole","Public Enquiry",30/01/2015 14:35:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",337227.1385081,385641.1299119,"Completed Enquiries"
"Pothole","Public Enquiry",30/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",285799.9375,387685.375,"Completed Enquiries"
"Pothole","Public Enquiry",22/01/2015 14:19:00,"NORTHERN DIVISION","LARNE / BALLYMENA",317737.3125,407055.21875,"Completed Enquiries"
"Pothole","Public Enquiry",22/01/2015 14:50:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",282354.75,428316.6875,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",288946.23893499,378872.10683733,"Completed Enquiries"
"Pothole","Public Enquiry",02/02/2015 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",284012.24037472,407120.97688409,"Completed Enquiries"
"Pothole","Public Enquiry",02/02/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",290255.5,391073.34375,"Completed Enquiries"
"Pothole","Public Enquiry",02/02/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",283400.34031036,372015.3822253,"Completed Enquiries"
"Pothole","Public Enquiry",02/02/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",285799.9375,387685.375,"Completed Enquiries"
"Pothole","Complaints",02/02/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",315652.09375,372878.0625,"Completed Enquiries"
"Pothole","Complaints",02/02/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",320120.9375,369130.4375,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 14:29:00,"NORTHERN DIVISION","LARNE / BALLYMENA",313793.625,414517.125,"Completed Enquiries"
"Pothole","Complaints",23/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",327671.375,365395.1875,"Completed Enquiries"
"Pothole","Complaints",02/02/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",334732.71875,365728.75,"Completed Enquiries"
"Pothole","Complaints",02/02/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",333729.21875,365392.625,"Completed Enquiries"
"Pothole","Complaints",23/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",324552.34375,365826.90625,"Completed Enquiries"
"Pothole","Complaints",02/02/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",312834.8125,367601.71875,"Completed Enquiries"
"Pothole","Public Enquiry",02/02/2015 14:50:32,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",292696.99729261,354110.08198481,"Completed Enquiries"
"Pothole","Complaints",27/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",315652.09375,372878.0625,"Completed Enquiries"
"Pothole","Public Enquiry",02/02/2015 15:35:00,"NORTHERN DIVISION","LARNE / BALLYMENA",306533.71875,401857.75,"Completed Enquiries"
"Pothole","Complaints",29/01/2015 14:27:00,"ALL CLIENTS","NEWRY MOURNE & DOWN (WEST)",314178.921395505,319133.644871495,"Completed Enquiries"
"Pothole","Complaints",02/02/2015 16:22:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",333729.21875,365392.625,"Completed Enquiries"
"Pothole","Public Enquiry",02/02/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",290846.3125,394302.75,"Completed Enquiries"
"Pothole","Public Enquiry",17/01/2015 17:55:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (EAST)",299094.27072166,410970.75946885,"Completed Enquiries"
"Pothole","Public Enquiry",03/02/2015 10:00:45,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",03/02/2015 10:13:34,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Complaints",03/02/2015 00:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",231879.98998959,386277.27910988,"Completed Enquiries"
"Pothole","Complaints",03/02/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",335841.75,364436.46875,"Completed Enquiries"
"Pothole","Public Enquiry",30/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",283400.68603239,372014.5196841,"Completed Enquiries"
"Pothole","Public Enquiry",26/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",293468.25562963,380587.57844351,"Completed Enquiries"
"Pothole","Public Enquiry",03/02/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",283401.72619985,372012.79203443,"Completed Enquiries"
"Pothole","Public Enquiry",03/02/2015 14:37:00,"NORTHERN DIVISION","LARNE / BALLYMENA",304760.59375,401439.5625,"Completed Enquiries"
"Pothole","Public Enquiry",02/02/2015 08:35:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",325543.25594642,389550.294509498,"Completed Enquiries"
"Pothole","Public Enquiry",03/02/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",278656.00309429,392555.67476168,"Completed Enquiries"
"Pothole","Complaints",26/01/2015 10:45:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334414.79091349,382281.127067305,"Completed Enquiries"
"Pothole","Complaints",26/01/2015 12:51:00,"ALL CLIENTS","NEWRY MOURNE & DOWN (WEST)",307804.8927333,327096.179856445,"Completed Enquiries"
"Pothole","Complaints",26/01/2015 15:23:00,"NORTHERN DIVISION","LARNE / BALLYMENA",314493.40625,414170.375,"Completed Enquiries"
"Pothole","Correspondence",26/01/2015 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",26/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",320339.34375,372158,"Completed Enquiries"
"Pothole","Public Enquiry",27/01/2015 09:20:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334092.70585825,382316.35279134,"Completed Enquiries"
