Council/Group Name,Financial Item,FY Ending,Value ($000)
New Zealand,9009_Public equity (H-I),2021,$129273468
New Zealand,9009_Public equity (H-I),2022,$133172613
Hamilton City,"9001_Investment in CCOs, CCTOs & other entities",2013,$13431
Hamilton City,"9001_Investment in CCOs, CCTOs & other entities",2014,$13431
Hamilton City,"9001_Investment in CCOs, CCTOs & other entities",2015,$13431
Hamilton City,"9001_Investment in CCOs, CCTOs & other entities",2016,$13431
Hamilton City,"9001_Investment in CCOs, CCTOs & other entities",2017,$13431
Hamilton City,"9001_Investment in CCOs, CCTOs & other entities",2018,$13431
Hamilton City,"9001_Investment in CCOs, CCTOs & other entities",2019,$13431
Hamilton City,"9001_Investment in CCOs, CCTOs & other entities",2020,$13431
Hamilton City,"9001_Investment in CCOs, CCTOs & other entities",2021,$13431
Hamilton City,"9001_Investment in CCOs, CCTOs & other entities",2022,$13431
Hamilton City,9002_Other assets,2013,$79593
Hamilton City,9002_Other assets,2014,$81131
Hamilton City,9002_Other assets,2015,$83989
Hamilton City,9002_Other assets,2016,$85179
Hamilton City,9002_Other assets,2017,$87412
Hamilton City,9002_Other assets,2018,$89590
Hamilton City,9002_Other assets,2019,$92625
Hamilton City,9002_Other assets,2020,$95180
Hamilton City,9002_Other assets,2021,$97923
Hamilton City,9002_Other assets,2022,$100222
Hamilton City,9003_Total fixed assets,2013,$3597707
Hamilton City,9003_Total fixed assets,2014,$3742096
Hamilton City,9003_Total fixed assets,2015,$3898458
Hamilton City,9003_Total fixed assets,2016,$4051087
Hamilton City,9003_Total fixed assets,2017,$4210845
Hamilton City,9003_Total fixed assets,2018,$4385785
Hamilton City,9003_Total fixed assets,2019,$4573517
Hamilton City,9003_Total fixed assets,2020,$4763592
Hamilton City,9003_Total fixed assets,2021,$4962581
Hamilton City,9003_Total fixed assets,2022,$5173154
Hamilton City,9004_Cash & financial investments/monetary assets,2013,$39516
Hamilton City,9004_Cash & financial investments/monetary assets,2014,$41047
Hamilton City,9004_Cash & financial investments/monetary assets,2015,$43053
Hamilton City,9004_Cash & financial investments/monetary assets,2016,$43000
Hamilton City,9004_Cash & financial investments/monetary assets,2017,$42901
Hamilton City,9004_Cash & financial investments/monetary assets,2018,$42880
Hamilton City,9004_Cash & financial investments/monetary assets,2019,$42912
Hamilton City,9004_Cash & financial investments/monetary assets,2020,$42983
Hamilton City,9004_Cash & financial investments/monetary assets,2021,$42929
Hamilton City,9004_Cash & financial investments/monetary assets,2022,$42897
Hamilton City,9005_Total assets (H),2013,$3730247
Hamilton City,9005_Total assets (H),2014,$3877705
Hamilton City,9005_Total assets (H),2015,$4038931
Hamilton City,9005_Total assets (H),2016,$4192697
Hamilton City,9005_Total assets (H),2017,$4354589
Hamilton City,9005_Total assets (H),2018,$4531686
Hamilton City,9005_Total assets (H),2019,$4722485
Hamilton City,9005_Total assets (H),2020,$4915186
Hamilton City,9005_Total assets (H),2021,$5116864
Hamilton City,9005_Total assets (H),2022,$5329704
Hamilton City,9006_Borrowing (total debt),2013,$447366
Hamilton City,9006_Borrowing (total debt),2014,$450547
Hamilton City,9006_Borrowing (total debt),2015,$457069
Hamilton City,9006_Borrowing (total debt),2016,$452682
Hamilton City,9006_Borrowing (total debt),2017,$446849
Hamilton City,9006_Borrowing (total debt),2018,$447720
Hamilton City,9006_Borrowing (total debt),2019,$453052
Hamilton City,9006_Borrowing (total debt),2020,$454433
Hamilton City,9006_Borrowing (total debt),2021,$453572
Hamilton City,9006_Borrowing (total debt),2022,$454606
Hamilton City,9007_Other liabilities,2013,$35400
Hamilton City,9007_Other liabilities,2014,$36534
Hamilton City,9007_Other liabilities,2015,$37702
Hamilton City,9007_Other liabilities,2016,$38904
Hamilton City,9007_Other liabilities,2017,$40144
Hamilton City,9007_Other liabilities,2018,$41418
Hamilton City,9007_Other liabilities,2019,$42728
Hamilton City,9007_Other liabilities,2020,$44108
Hamilton City,9007_Other liabilities,2021,$45524
Hamilton City,9007_Other liabilities,2022,$46976
Hamilton City,9008_Total liabilities (I),2013,$482766
Hamilton City,9008_Total liabilities (I),2014,$487081
Hamilton City,9008_Total liabilities (I),2015,$494771
Hamilton City,9008_Total liabilities (I),2016,$491586
Hamilton City,9008_Total liabilities (I),2017,$486993
Hamilton City,9008_Total liabilities (I),2018,$489138
Hamilton City,9008_Total liabilities (I),2019,$495780
Hamilton City,9008_Total liabilities (I),2020,$498541
Hamilton City,9008_Total liabilities (I),2021,$499096
Hamilton City,9008_Total liabilities (I),2022,$501582
Hamilton City,9009_Public equity (H-I),2013,$3247481
Hamilton City,9009_Public equity (H-I),2014,$3390624
Hamilton City,9009_Public equity (H-I),2015,$3544160
Hamilton City,9009_Public equity (H-I),2016,$3701111
Hamilton City,9009_Public equity (H-I),2017,$3867596
Hamilton City,9009_Public equity (H-I),2018,$4042548
Hamilton City,9009_Public equity (H-I),2019,$4226705
Hamilton City,9009_Public equity (H-I),2020,$4416645
Hamilton City,9009_Public equity (H-I),2021,$4617768
Hamilton City,9009_Public equity (H-I),2022,$4828122
Tauranga City,"9001_Investment in CCOs, CCTOs & other entities",2013,$0
Tauranga City,"9001_Investment in CCOs, CCTOs & other entities",2014,$0
Tauranga City,"9001_Investment in CCOs, CCTOs & other entities",2015,$0
Tauranga City,"9001_Investment in CCOs, CCTOs & other entities",2016,$0
Tauranga City,"9001_Investment in CCOs, CCTOs & other entities",2017,$0
Tauranga City,"9001_Investment in CCOs, CCTOs & other entities",2018,$0
Tauranga City,"9001_Investment in CCOs, CCTOs & other entities",2019,$0
Tauranga City,"9001_Investment in CCOs, CCTOs & other entities",2020,$0
Tauranga City,"9001_Investment in CCOs, CCTOs & other entities",2021,$0
Tauranga City,"9001_Investment in CCOs, CCTOs & other entities",2022,$0
Tauranga City,9002_Other assets,2013,$114624
Tauranga City,9002_Other assets,2014,$120132
Tauranga City,9002_Other assets,2015,$125558
Tauranga City,9002_Other assets,2016,$126779
Tauranga City,9002_Other assets,2017,$130996
Tauranga City,9002_Other assets,2018,$137079
Tauranga City,9002_Other assets,2019,$142184
Tauranga City,9002_Other assets,2020,$149844
Tauranga City,9002_Other assets,2021,$158364
Tauranga City,9002_Other assets,2022,$168071
Tauranga City,9003_Total fixed assets,2013,$3573822
Tauranga City,9003_Total fixed assets,2014,$3747476
Tauranga City,9003_Total fixed assets,2015,$3920852
Tauranga City,9003_Total fixed assets,2016,$4116781
Tauranga City,9003_Total fixed assets,2017,$4326635
Tauranga City,9003_Total fixed assets,2018,$4553435
Tauranga City,9003_Total fixed assets,2019,$4825558
Tauranga City,9003_Total fixed assets,2020,$5135136
Tauranga City,9003_Total fixed assets,2021,$5447581
Tauranga City,9003_Total fixed assets,2022,$5796875
Tauranga City,9004_Cash & financial investments/monetary assets,2013,$12919
Tauranga City,9004_Cash & financial investments/monetary assets,2014,$13880
Tauranga City,9004_Cash & financial investments/monetary assets,2015,$14880
Tauranga City,9004_Cash & financial investments/monetary assets,2016,$15937
Tauranga City,9004_Cash & financial investments/monetary assets,2017,$17053
Tauranga City,9004_Cash & financial investments/monetary assets,2018,$18244
Tauranga City,9004_Cash & financial investments/monetary assets,2019,$19520
Tauranga City,9004_Cash & financial investments/monetary assets,2020,$21031
Tauranga City,9004_Cash & financial investments/monetary assets,2021,$22805
Tauranga City,9004_Cash & financial investments/monetary assets,2022,$24869
Tauranga City,9005_Total assets (H),2013,$3701365
Tauranga City,9005_Total assets (H),2014,$3881488
Tauranga City,9005_Total assets (H),2015,$4061290
Tauranga City,9005_Total assets (H),2016,$4259497
Tauranga City,9005_Total assets (H),2017,$4474684
Tauranga City,9005_Total assets (H),2018,$4708758
Tauranga City,9005_Total assets (H),2019,$4987262
Tauranga City,9005_Total assets (H),2020,$5306011
Tauranga City,9005_Total assets (H),2021,$5628750
Tauranga City,9005_Total assets (H),2022,$5989815
Tauranga City,9006_Borrowing (total debt),2013,$400036
Tauranga City,9006_Borrowing (total debt),2014,$402274
Tauranga City,9006_Borrowing (total debt),2015,$412116
Tauranga City,9006_Borrowing (total debt),2016,$415967
Tauranga City,9006_Borrowing (total debt),2017,$416099
Tauranga City,9006_Borrowing (total debt),2018,$408141
Tauranga City,9006_Borrowing (total debt),2019,$420911
Tauranga City,9006_Borrowing (total debt),2020,$437230
Tauranga City,9006_Borrowing (total debt),2021,$432467
Tauranga City,9006_Borrowing (total debt),2022,$446747
Tauranga City,9007_Other liabilities,2013,$69732
Tauranga City,9007_Other liabilities,2014,$69093
Tauranga City,9007_Other liabilities,2015,$70461
Tauranga City,9007_Other liabilities,2016,$71929
Tauranga City,9007_Other liabilities,2017,$73484
Tauranga City,9007_Other liabilities,2018,$74885
Tauranga City,9007_Other liabilities,2019,$76343
Tauranga City,9007_Other liabilities,2020,$78007
Tauranga City,9007_Other liabilities,2021,$79815
Tauranga City,9007_Other liabilities,2022,$81662
Tauranga City,9008_Total liabilities (I),2013,$469768
Tauranga City,9008_Total liabilities (I),2014,$471367
Tauranga City,9008_Total liabilities (I),2015,$482577
Tauranga City,9008_Total liabilities (I),2016,$487895
Tauranga City,9008_Total liabilities (I),2017,$489584
Tauranga City,9008_Total liabilities (I),2018,$483026
Tauranga City,9008_Total liabilities (I),2019,$497254
Tauranga City,9008_Total liabilities (I),2020,$515237
Tauranga City,9008_Total liabilities (I),2021,$512282
Tauranga City,9008_Total liabilities (I),2022,$528409
Tauranga City,9009_Public equity (H-I),2013,$3231597
Tauranga City,9009_Public equity (H-I),2014,$3410121
Tauranga City,9009_Public equity (H-I),2015,$3578713
Tauranga City,9009_Public equity (H-I),2016,$3771602
Tauranga City,9009_Public equity (H-I),2017,$3985100
Tauranga City,9009_Public equity (H-I),2018,$4225732
Tauranga City,9009_Public equity (H-I),2019,$4490008
Tauranga City,9009_Public equity (H-I),2020,$4790774
Tauranga City,9009_Public equity (H-I),2021,$5116468
Tauranga City,9009_Public equity (H-I),2022,$5461406
Palmerston North City,"9001_Investment in CCOs, CCTOs & other entities",2013,$11307
Palmerston North City,"9001_Investment in CCOs, CCTOs & other entities",2014,$11307
Palmerston North City,"9001_Investment in CCOs, CCTOs & other entities",2015,$11307
Palmerston North City,"9001_Investment in CCOs, CCTOs & other entities",2016,$11307
Palmerston North City,"9001_Investment in CCOs, CCTOs & other entities",2017,$11307
Palmerston North City,"9001_Investment in CCOs, CCTOs & other entities",2018,$13307
Palmerston North City,"9001_Investment in CCOs, CCTOs & other entities",2019,$13307
Palmerston North City,"9001_Investment in CCOs, CCTOs & other entities",2020,$13307
Palmerston North City,"9001_Investment in CCOs, CCTOs & other entities",2021,$13307
Palmerston North City,"9001_Investment in CCOs, CCTOs & other entities",2022,$13307
Palmerston North City,9002_Other assets,2013,$23962
Palmerston North City,9002_Other assets,2014,$23962
Palmerston North City,9002_Other assets,2015,$23962
Palmerston North City,9002_Other assets,2016,$23962
Palmerston North City,9002_Other assets,2017,$23962
Palmerston North City,9002_Other assets,2018,$23962
Palmerston North City,9002_Other assets,2019,$23962
Palmerston North City,9002_Other assets,2020,$23962
Palmerston North City,9002_Other assets,2021,$23962
Palmerston North City,9002_Other assets,2022,$23962
Palmerston North City,9003_Total fixed assets,2013,$1315639
Palmerston North City,9003_Total fixed assets,2014,$1377077
Palmerston North City,9003_Total fixed assets,2015,$1392683
Palmerston North City,9003_Total fixed assets,2016,$1410142
Palmerston North City,9003_Total fixed assets,2017,$1478424
Palmerston North City,9003_Total fixed assets,2018,$1492309
Palmerston North City,9003_Total fixed assets,2019,$1511986
Palmerston North City,9003_Total fixed assets,2020,$1589241
Palmerston North City,9003_Total fixed assets,2021,$1596275
Palmerston North City,9003_Total fixed assets,2022,$1614441
Palmerston North City,9004_Cash & financial investments/monetary assets,2013,$19250
Palmerston North City,9004_Cash & financial investments/monetary assets,2014,$19250
Palmerston North City,9004_Cash & financial investments/monetary assets,2015,$18107
Palmerston North City,9004_Cash & financial investments/monetary assets,2016,$17107
Palmerston North City,9004_Cash & financial investments/monetary assets,2017,$14107
Palmerston North City,9004_Cash & financial investments/monetary assets,2018,$8137
Palmerston North City,9004_Cash & financial investments/monetary assets,2019,$8137
Palmerston North City,9004_Cash & financial investments/monetary assets,2020,$8137
Palmerston North City,9004_Cash & financial investments/monetary assets,2021,$8137
Palmerston North City,9004_Cash & financial investments/monetary assets,2022,$8137
Palmerston North City,9005_Total assets (H),2013,$1370158
Palmerston North City,9005_Total assets (H),2014,$1431596
Palmerston North City,9005_Total assets (H),2015,$1446059
Palmerston North City,9005_Total assets (H),2016,$1462518
Palmerston North City,9005_Total assets (H),2017,$1527800
Palmerston North City,9005_Total assets (H),2018,$1537715
Palmerston North City,9005_Total assets (H),2019,$1557393
Palmerston North City,9005_Total assets (H),2020,$1634647
Palmerston North City,9005_Total assets (H),2021,$1641681
Palmerston North City,9005_Total assets (H),2022,$1659847
Palmerston North City,9006_Borrowing (total debt),2013,$154726
Palmerston North City,9006_Borrowing (total debt),2014,$160379
Palmerston North City,9006_Borrowing (total debt),2015,$175473
Palmerston North City,9006_Borrowing (total debt),2016,$184127
Palmerston North City,9006_Borrowing (total debt),2017,$188398
Palmerston North City,9006_Borrowing (total debt),2018,$194294
Palmerston North City,9006_Borrowing (total debt),2019,$201565
Palmerston North City,9006_Borrowing (total debt),2020,$204091
Palmerston North City,9006_Borrowing (total debt),2021,$201731
Palmerston North City,9006_Borrowing (total debt),2022,$201250
Palmerston North City,9007_Other liabilities,2013,$24911
Palmerston North City,9007_Other liabilities,2014,$24911
Palmerston North City,9007_Other liabilities,2015,$24911
Palmerston North City,9007_Other liabilities,2016,$24911
Palmerston North City,9007_Other liabilities,2017,$24911
Palmerston North City,9007_Other liabilities,2018,$24911
Palmerston North City,9007_Other liabilities,2019,$24911
Palmerston North City,9007_Other liabilities,2020,$24911
Palmerston North City,9007_Other liabilities,2021,$24911
Palmerston North City,9007_Other liabilities,2022,$24911
Palmerston North City,9008_Total liabilities (I),2013,$179637
Palmerston North City,9008_Total liabilities (I),2014,$185290
Palmerston North City,9008_Total liabilities (I),2015,$200384
Palmerston North City,9008_Total liabilities (I),2016,$209038
Palmerston North City,9008_Total liabilities (I),2017,$213309
Palmerston North City,9008_Total liabilities (I),2018,$219205
Palmerston North City,9008_Total liabilities (I),2019,$226476
Palmerston North City,9008_Total liabilities (I),2020,$229002
Palmerston North City,9008_Total liabilities (I),2021,$226642
Palmerston North City,9008_Total liabilities (I),2022,$226161
Palmerston North City,9009_Public equity (H-I),2013,$1190522
Palmerston North City,9009_Public equity (H-I),2014,$1246306
Palmerston North City,9009_Public equity (H-I),2015,$1245675
Palmerston North City,9009_Public equity (H-I),2016,$1253480
Palmerston North City,9009_Public equity (H-I),2017,$1314492
Palmerston North City,9009_Public equity (H-I),2018,$1318510
Palmerston North City,9009_Public equity (H-I),2019,$1330917
Palmerston North City,9009_Public equity (H-I),2020,$1405645
Palmerston North City,9009_Public equity (H-I),2021,$1415038
