Council/Group Name,Financial Item,FY Ending,Value ($000)
Selwyn District,9008_Total liabilities (I),2020,$122953
Selwyn District,9008_Total liabilities (I),2021,$121121
Selwyn District,9008_Total liabilities (I),2022,$115225
Selwyn District,9009_Public equity (H-I),2013,$1156456
Selwyn District,9009_Public equity (H-I),2014,$1268161
Selwyn District,9009_Public equity (H-I),2015,$1272601
Selwyn District,9009_Public equity (H-I),2016,$1287789
Selwyn District,9009_Public equity (H-I),2017,$1403570
Selwyn District,9009_Public equity (H-I),2018,$1416661
Selwyn District,9009_Public equity (H-I),2019,$1437263
Selwyn District,9009_Public equity (H-I),2020,$1576643
Selwyn District,9009_Public equity (H-I),2021,$1592399
Selwyn District,9009_Public equity (H-I),2022,$1618770
Ashburton District,"9001_Investment in CCOs, CCTOs & other entities",2013,$2528
Ashburton District,"9001_Investment in CCOs, CCTOs & other entities",2014,$2528
Ashburton District,"9001_Investment in CCOs, CCTOs & other entities",2015,$2528
Ashburton District,"9001_Investment in CCOs, CCTOs & other entities",2016,$2528
Ashburton District,"9001_Investment in CCOs, CCTOs & other entities",2017,$2528
Ashburton District,"9001_Investment in CCOs, CCTOs & other entities",2018,$2528
Ashburton District,"9001_Investment in CCOs, CCTOs & other entities",2019,$2528
Ashburton District,"9001_Investment in CCOs, CCTOs & other entities",2020,$2528
Ashburton District,"9001_Investment in CCOs, CCTOs & other entities",2021,$2528
Ashburton District,"9001_Investment in CCOs, CCTOs & other entities",2022,$2528
Ashburton District,9002_Other assets,2013,$68664
Ashburton District,9002_Other assets,2014,$67461
Ashburton District,9002_Other assets,2015,$65580
Ashburton District,9002_Other assets,2016,$66842
Ashburton District,9002_Other assets,2017,$68223
Ashburton District,9002_Other assets,2018,$69765
Ashburton District,9002_Other assets,2019,$71354
Ashburton District,9002_Other assets,2020,$73124
Ashburton District,9002_Other assets,2021,$75145
Ashburton District,9002_Other assets,2022,$77277
Ashburton District,9003_Total fixed assets,2013,$592473
Ashburton District,9003_Total fixed assets,2014,$628147
Ashburton District,9003_Total fixed assets,2015,$648932
Ashburton District,9003_Total fixed assets,2016,$665843
Ashburton District,9003_Total fixed assets,2017,$684969
Ashburton District,9003_Total fixed assets,2018,$712483
Ashburton District,9003_Total fixed assets,2019,$738060
Ashburton District,9003_Total fixed assets,2020,$757481
Ashburton District,9003_Total fixed assets,2021,$779909
Ashburton District,9003_Total fixed assets,2022,$803543
Ashburton District,9004_Cash & financial investments/monetary assets,2013,$13440
Ashburton District,9004_Cash & financial investments/monetary assets,2014,$16730
Ashburton District,9004_Cash & financial investments/monetary assets,2015,$18981
Ashburton District,9004_Cash & financial investments/monetary assets,2016,$20942
Ashburton District,9004_Cash & financial investments/monetary assets,2017,$22644
Ashburton District,9004_Cash & financial investments/monetary assets,2018,$24930
Ashburton District,9004_Cash & financial investments/monetary assets,2019,$29207
Ashburton District,9004_Cash & financial investments/monetary assets,2020,$35962
Ashburton District,9004_Cash & financial investments/monetary assets,2021,$42348
Ashburton District,9004_Cash & financial investments/monetary assets,2022,$50239
Ashburton District,9005_Total assets (H),2013,$677105
Ashburton District,9005_Total assets (H),2014,$714867
Ashburton District,9005_Total assets (H),2015,$736021
Ashburton District,9005_Total assets (H),2016,$756155
Ashburton District,9005_Total assets (H),2017,$778364
Ashburton District,9005_Total assets (H),2018,$809706
Ashburton District,9005_Total assets (H),2019,$841150
Ashburton District,9005_Total assets (H),2020,$869095
Ashburton District,9005_Total assets (H),2021,$899930
Ashburton District,9005_Total assets (H),2022,$933586
Ashburton District,9006_Borrowing (total debt),2013,$55737
Ashburton District,9006_Borrowing (total debt),2014,$67840
Ashburton District,9006_Borrowing (total debt),2015,$64537
Ashburton District,9006_Borrowing (total debt),2016,$60659
Ashburton District,9006_Borrowing (total debt),2017,$56552
Ashburton District,9006_Borrowing (total debt),2018,$61511
Ashburton District,9006_Borrowing (total debt),2019,$64443
Ashburton District,9006_Borrowing (total debt),2020,$61121
Ashburton District,9006_Borrowing (total debt),2021,$58312
Ashburton District,9006_Borrowing (total debt),2022,$56900
Ashburton District,9007_Other liabilities,2013,$5966
Ashburton District,9007_Other liabilities,2014,$5967
Ashburton District,9007_Other liabilities,2015,$5966
Ashburton District,9007_Other liabilities,2016,$5966
Ashburton District,9007_Other liabilities,2017,$5966
Ashburton District,9007_Other liabilities,2018,$5965
Ashburton District,9007_Other liabilities,2019,$5967
Ashburton District,9007_Other liabilities,2020,$5966
Ashburton District,9007_Other liabilities,2021,$5966
Ashburton District,9007_Other liabilities,2022,$5965
Ashburton District,9008_Total liabilities (I),2013,$61703
Ashburton District,9008_Total liabilities (I),2014,$73807
Ashburton District,9008_Total liabilities (I),2015,$70503
Ashburton District,9008_Total liabilities (I),2016,$66625
Ashburton District,9008_Total liabilities (I),2017,$62518
Ashburton District,9008_Total liabilities (I),2018,$67476
Ashburton District,9008_Total liabilities (I),2019,$70410
Ashburton District,9008_Total liabilities (I),2020,$67087
Ashburton District,9008_Total liabilities (I),2021,$64278
Ashburton District,9008_Total liabilities (I),2022,$62865
Ashburton District,9009_Public equity (H-I),2013,$615402
Ashburton District,9009_Public equity (H-I),2014,$641060
Ashburton District,9009_Public equity (H-I),2015,$665518
Ashburton District,9009_Public equity (H-I),2016,$689530
Ashburton District,9009_Public equity (H-I),2017,$715846
Ashburton District,9009_Public equity (H-I),2018,$742230
Ashburton District,9009_Public equity (H-I),2019,$770740
Ashburton District,9009_Public equity (H-I),2020,$802008
Ashburton District,9009_Public equity (H-I),2021,$835652
Ashburton District,9009_Public equity (H-I),2022,$870721
Timaru District,"9001_Investment in CCOs, CCTOs & other entities",2013,$0
Timaru District,"9001_Investment in CCOs, CCTOs & other entities",2014,$0
Timaru District,"9001_Investment in CCOs, CCTOs & other entities",2015,$0
Timaru District,"9001_Investment in CCOs, CCTOs & other entities",2016,$0
Timaru District,"9001_Investment in CCOs, CCTOs & other entities",2017,$0
Timaru District,"9001_Investment in CCOs, CCTOs & other entities",2018,$0
Timaru District,"9001_Investment in CCOs, CCTOs & other entities",2019,$0
Timaru District,"9001_Investment in CCOs, CCTOs & other entities",2020,$0
Timaru District,"9001_Investment in CCOs, CCTOs & other entities",2021,$0
Timaru District,"9001_Investment in CCOs, CCTOs & other entities",2022,$0
Timaru District,9002_Other assets,2013,$7005
Timaru District,9002_Other assets,2014,$7005
Timaru District,9002_Other assets,2015,$7005
Timaru District,9002_Other assets,2016,$7005
Timaru District,9002_Other assets,2017,$7005
Timaru District,9002_Other assets,2018,$7005
Timaru District,9002_Other assets,2019,$7005
Timaru District,9002_Other assets,2020,$7005
Timaru District,9002_Other assets,2021,$7005
Timaru District,9002_Other assets,2022,$7005
Timaru District,9003_Total fixed assets,2013,$763206
Timaru District,9003_Total fixed assets,2014,$773895
Timaru District,9003_Total fixed assets,2015,$781353
Timaru District,9003_Total fixed assets,2016,$788335
Timaru District,9003_Total fixed assets,2017,$792049
Timaru District,9003_Total fixed assets,2018,$795187
Timaru District,9003_Total fixed assets,2019,$796095
Timaru District,9003_Total fixed assets,2020,$799258
Timaru District,9003_Total fixed assets,2021,$800431
Timaru District,9003_Total fixed assets,2022,$808590
Timaru District,9004_Cash & financial investments/monetary assets,2013,$47633
Timaru District,9004_Cash & financial investments/monetary assets,2014,$46001
Timaru District,9004_Cash & financial investments/monetary assets,2015,$45426
Timaru District,9004_Cash & financial investments/monetary assets,2016,$41925
Timaru District,9004_Cash & financial investments/monetary assets,2017,$44344
Timaru District,9004_Cash & financial investments/monetary assets,2018,$47166
Timaru District,9004_Cash & financial investments/monetary assets,2019,$49710
Timaru District,9004_Cash & financial investments/monetary assets,2020,$51832
Timaru District,9004_Cash & financial investments/monetary assets,2021,$54460
Timaru District,9004_Cash & financial investments/monetary assets,2022,$55255
Timaru District,9005_Total assets (H),2013,$817844
Timaru District,9005_Total assets (H),2014,$826902
Timaru District,9005_Total assets (H),2015,$833784
Timaru District,9005_Total assets (H),2016,$837265
Timaru District,9005_Total assets (H),2017,$843399
Timaru District,9005_Total assets (H),2018,$849358
Timaru District,9005_Total assets (H),2019,$852809
Timaru District,9005_Total assets (H),2020,$858096
Timaru District,9005_Total assets (H),2021,$861896
Timaru District,9005_Total assets (H),2022,$870850
Timaru District,9006_Borrowing (total debt),2013,$90144
Timaru District,9006_Borrowing (total debt),2014,$96688
Timaru District,9006_Borrowing (total debt),2015,$99500
Timaru District,9006_Borrowing (total debt),2016,$99523
Timaru District,9006_Borrowing (total debt),2017,$100747
Timaru District,9006_Borrowing (total debt),2018,$101542
Timaru District,9006_Borrowing (total debt),2019,$100272
Timaru District,9006_Borrowing (total debt),2020,$100763
Timaru District,9006_Borrowing (total debt),2021,$99934
Timaru District,9006_Borrowing (total debt),2022,$102820
Timaru District,9007_Other liabilities,2013,$16822
Timaru District,9007_Other liabilities,2014,$16962
Timaru District,9007_Other liabilities,2015,$17104
Timaru District,9007_Other liabilities,2016,$17249
Timaru District,9007_Other liabilities,2017,$17397
Timaru District,9007_Other liabilities,2018,$17548
Timaru District,9007_Other liabilities,2019,$17702
Timaru District,9007_Other liabilities,2020,$17859
Timaru District,9007_Other liabilities,2021,$18019
Timaru District,9007_Other liabilities,2022,$18183
Timaru District,9008_Total liabilities (I),2013,$106966
Timaru District,9008_Total liabilities (I),2014,$113649
Timaru District,9008_Total liabilities (I),2015,$116604
Timaru District,9008_Total liabilities (I),2016,$116772
Timaru District,9008_Total liabilities (I),2017,$118144
Timaru District,9008_Total liabilities (I),2018,$119089
Timaru District,9008_Total liabilities (I),2019,$117973
Timaru District,9008_Total liabilities (I),2020,$118622
Timaru District,9008_Total liabilities (I),2021,$117953
Timaru District,9008_Total liabilities (I),2022,$121003
Timaru District,9009_Public equity (H-I),2013,$710878
Timaru District,9009_Public equity (H-I),2014,$713252
Timaru District,9009_Public equity (H-I),2015,$717180
Timaru District,9009_Public equity (H-I),2016,$720493
Timaru District,9009_Public equity (H-I),2017,$725255
Timaru District,9009_Public equity (H-I),2018,$730269
Timaru District,9009_Public equity (H-I),2019,$734836
Timaru District,9009_Public equity (H-I),2020,$739474
Timaru District,9009_Public equity (H-I),2021,$743943
Timaru District,9009_Public equity (H-I),2022,$749847
Waitaki District,"9001_Investment in CCOs, CCTOs & other entities",2013,$5000
Waitaki District,"9001_Investment in CCOs, CCTOs & other entities",2014,$5000
Waitaki District,"9001_Investment in CCOs, CCTOs & other entities",2015,$5000
Waitaki District,"9001_Investment in CCOs, CCTOs & other entities",2016,$5000
Waitaki District,"9001_Investment in CCOs, CCTOs & other entities",2017,$5000
Waitaki District,"9001_Investment in CCOs, CCTOs & other entities",2018,$5000
Waitaki District,"9001_Investment in CCOs, CCTOs & other entities",2019,$5000
Waitaki District,"9001_Investment in CCOs, CCTOs & other entities",2020,$5000
Waitaki District,"9001_Investment in CCOs, CCTOs & other entities",2021,$5000
Waitaki District,"9001_Investment in CCOs, CCTOs & other entities",2022,$5000
Waitaki District,9002_Other assets,2013,$8460
Waitaki District,9002_Other assets,2014,$8601
Waitaki District,9002_Other assets,2015,$8630
Waitaki District,9002_Other assets,2016,$8780
Waitaki District,9002_Other assets,2017,$8896
Waitaki District,9002_Other assets,2018,$8952
Waitaki District,9002_Other assets,2019,$9122
Waitaki District,9002_Other assets,2020,$9156
Waitaki District,9002_Other assets,2021,$9306
Waitaki District,9002_Other assets,2022,$9527
Waitaki District,9003_Total fixed assets,2013,$716401
Waitaki District,9003_Total fixed assets,2014,$719979
Waitaki District,9003_Total fixed assets,2015,$768035
Waitaki District,9003_Total fixed assets,2016,$783047
Waitaki District,9003_Total fixed assets,2017,$785280
Waitaki District,9003_Total fixed assets,2018,$834207
Waitaki District,9003_Total fixed assets,2019,$844722
Waitaki District,9003_Total fixed assets,2020,$846657
Waitaki District,9003_Total fixed assets,2021,$915822
Waitaki District,9003_Total fixed assets,2022,$937917
Waitaki District,9004_Cash & financial investments/monetary assets,2013,$17472
Waitaki District,9004_Cash & financial investments/monetary assets,2014,$19657
Waitaki District,9004_Cash & financial investments/monetary assets,2015,$23133
Waitaki District,9004_Cash & financial investments/monetary assets,2016,$25218
Waitaki District,9004_Cash & financial investments/monetary assets,2017,$32102
Waitaki District,9004_Cash & financial investments/monetary assets,2018,$38832
Waitaki District,9004_Cash & financial investments/monetary assets,2019,$46255
Waitaki District,9004_Cash & financial investments/monetary assets,2020,$54027
Waitaki District,9004_Cash & financial investments/monetary assets,2021,$61662
Waitaki District,9004_Cash & financial investments/monetary assets,2022,$68062
Waitaki District,9005_Total assets (H),2013,$747333
Waitaki District,9005_Total assets (H),2014,$753237
Waitaki District,9005_Total assets (H),2015,$804798
Waitaki District,9005_Total assets (H),2016,$822045
Waitaki District,9005_Total assets (H),2017,$831279
Waitaki District,9005_Total assets (H),2018,$886992
Waitaki District,9005_Total assets (H),2019,$905099
Waitaki District,9005_Total assets (H),2020,$914840
Waitaki District,9005_Total assets (H),2021,$991790
Waitaki District,9005_Total assets (H),2022,$1020506
Waitaki District,9006_Borrowing (total debt),2013,$6
Waitaki District,9006_Borrowing (total debt),2014,$4
Waitaki District,9006_Borrowing (total debt),2015,$1
Waitaki District,9006_Borrowing (total debt),2016,$0
Waitaki District,9006_Borrowing (total debt),2017,$0
Waitaki District,9006_Borrowing (total debt),2018,$0
Waitaki District,9006_Borrowing (total debt),2019,$0
Waitaki District,9006_Borrowing (total debt),2020,$0
Waitaki District,9006_Borrowing (total debt),2021,$0
Waitaki District,9006_Borrowing (total debt),2022,$0
Waitaki District,9007_Other liabilities,2013,$7818
Waitaki District,9007_Other liabilities,2014,$8084
Waitaki District,9007_Other liabilities,2015,$8292
Waitaki District,9007_Other liabilities,2016,$8376
Waitaki District,9007_Other liabilities,2017,$8590
Waitaki District,9007_Other liabilities,2018,$8676
Waitaki District,9007_Other liabilities,2019,$8842
Waitaki District,9007_Other liabilities,2020,$9016
Waitaki District,9007_Other liabilities,2021,$9273
Waitaki District,9007_Other liabilities,2022,$9531
Waitaki District,9008_Total liabilities (I),2013,$7824
Waitaki District,9008_Total liabilities (I),2014,$8088
Waitaki District,9008_Total liabilities (I),2015,$8293
Waitaki District,9008_Total liabilities (I),2016,$8376
Waitaki District,9008_Total liabilities (I),2017,$8590
Waitaki District,9008_Total liabilities (I),2018,$8676
Waitaki District,9008_Total liabilities (I),2019,$8842
Waitaki District,9008_Total liabilities (I),2020,$9016
Waitaki District,9008_Total liabilities (I),2021,$9273
Waitaki District,9008_Total liabilities (I),2022,$9531
Waitaki District,9009_Public equity (H-I),2013,$739509
Waitaki District,9009_Public equity (H-I),2014,$745149
Waitaki District,9009_Public equity (H-I),2015,$796505
Waitaki District,9009_Public equity (H-I),2016,$813669
Waitaki District,9009_Public equity (H-I),2017,$822689
Waitaki District,9009_Public equity (H-I),2018,$878316
Waitaki District,9009_Public equity (H-I),2019,$896257
Waitaki District,9009_Public equity (H-I),2020,$905824
Waitaki District,9009_Public equity (H-I),2021,$982517
Waitaki District,9009_Public equity (H-I),2022,$1010975
Queenstown-Lakes District,"9001_Investment in CCOs, CCTOs & other entities",2013,$5512
Queenstown-Lakes District,"9001_Investment in CCOs, CCTOs & other entities",2014,$5512
Queenstown-Lakes District,"9001_Investment in CCOs, CCTOs & other entities",2015,$5512
Queenstown-Lakes District,"9001_Investment in CCOs, CCTOs & other entities",2016,$5512
Queenstown-Lakes District,"9001_Investment in CCOs, CCTOs & other entities",2017,$5512
Queenstown-Lakes District,"9001_Investment in CCOs, CCTOs & other entities",2018,$5512
Queenstown-Lakes District,"9001_Investment in CCOs, CCTOs & other entities",2019,$5512
Queenstown-Lakes District,"9001_Investment in CCOs, CCTOs & other entities",2020,$5512
Queenstown-Lakes District,"9001_Investment in CCOs, CCTOs & other entities",2021,$5512
Queenstown-Lakes District,"9001_Investment in CCOs, CCTOs & other entities",2022,$5512
Queenstown-Lakes District,9002_Other assets,2013,$76575
Queenstown-Lakes District,9002_Other assets,2014,$76575
Queenstown-Lakes District,9002_Other assets,2015,$76577
Queenstown-Lakes District,9002_Other assets,2016,$82630
Queenstown-Lakes District,9002_Other assets,2017,$81620
Queenstown-Lakes District,9002_Other assets,2018,$80637
Queenstown-Lakes District,9002_Other assets,2019,$87059
Queenstown-Lakes District,9002_Other assets,2020,$85988
Queenstown-Lakes District,9002_Other assets,2021,$84946
Queenstown-Lakes District,9002_Other assets,2022,$86440
Queenstown-Lakes District,9003_Total fixed assets,2013,$899234
Queenstown-Lakes District,9003_Total fixed assets,2014,$998749
Queenstown-Lakes District,9003_Total fixed assets,2015,$1048389
Queenstown-Lakes District,9003_Total fixed assets,2016,$1086804
Queenstown-Lakes District,9003_Total fixed assets,2017,$1200510
Queenstown-Lakes District,9003_Total fixed assets,2018,$1226969
Queenstown-Lakes District,9003_Total fixed assets,2019,$1247219
Queenstown-Lakes District,9003_Total fixed assets,2020,$1350237
Queenstown-Lakes District,9003_Total fixed assets,2021,$1355804
Queenstown-Lakes District,9003_Total fixed assets,2022,$1382061
Queenstown-Lakes District,9004_Cash & financial investments/monetary assets,2013,$395
Queenstown-Lakes District,9004_Cash & financial investments/monetary assets,2014,$394
Queenstown-Lakes District,9004_Cash & financial investments/monetary assets,2015,$395
Queenstown-Lakes District,9004_Cash & financial investments/monetary assets,2016,$397
Queenstown-Lakes District,9004_Cash & financial investments/monetary assets,2017,$397
Queenstown-Lakes District,9004_Cash & financial investments/monetary assets,2018,$398
Queenstown-Lakes District,9004_Cash & financial investments/monetary assets,2019,$399
Queenstown-Lakes District,9004_Cash & financial investments/monetary assets,2020,$400
Queenstown-Lakes District,9004_Cash & financial investments/monetary assets,2021,$401
Queenstown-Lakes District,9004_Cash & financial investments/monetary assets,2022,$401
Queenstown-Lakes District,9005_Total assets (H),2013,$981716
Queenstown-Lakes District,9005_Total assets (H),2014,$1081230
Queenstown-Lakes District,9005_Total assets (H),2015,$1130873
Queenstown-Lakes District,9005_Total assets (H),2016,$1175343
Queenstown-Lakes District,9005_Total assets (H),2017,$1288039
Queenstown-Lakes District,9005_Total assets (H),2018,$1313517
Queenstown-Lakes District,9005_Total assets (H),2019,$1340190
Queenstown-Lakes District,9005_Total assets (H),2020,$1442137
Queenstown-Lakes District,9005_Total assets (H),2021,$1446663
Queenstown-Lakes District,9005_Total assets (H),2022,$1474414
Queenstown-Lakes District,9006_Borrowing (total debt),2013,$128093
Queenstown-Lakes District,9006_Borrowing (total debt),2014,$136035
Queenstown-Lakes District,9006_Borrowing (total debt),2015,$166740
Queenstown-Lakes District,9006_Borrowing (total debt),2016,$185159
Queenstown-Lakes District,9006_Borrowing (total debt),2017,$186127
Queenstown-Lakes District,9006_Borrowing (total debt),2018,$185118
Queenstown-Lakes District,9006_Borrowing (total debt),2019,$194984
Queenstown-Lakes District,9006_Borrowing (total debt),2020,$182019
Queenstown-Lakes District,9006_Borrowing (total debt),2021,$161202
Queenstown-Lakes District,9006_Borrowing (total debt),2022,$170970
Queenstown-Lakes District,9007_Other liabilities,2013,$14267
Queenstown-Lakes District,9007_Other liabilities,2014,$14267
Queenstown-Lakes District,9007_Other liabilities,2015,$14266
Queenstown-Lakes District,9007_Other liabilities,2016,$14268
Queenstown-Lakes District,9007_Other liabilities,2017,$14267
Queenstown-Lakes District,9007_Other liabilities,2018,$14270
Queenstown-Lakes District,9007_Other liabilities,2019,$14271
Queenstown-Lakes District,9007_Other liabilities,2020,$14272
Queenstown-Lakes District,9007_Other liabilities,2021,$14272
Queenstown-Lakes District,9007_Other liabilities,2022,$14272
Queenstown-Lakes District,9008_Total liabilities (I),2013,$142360
Queenstown-Lakes District,9008_Total liabilities (I),2014,$150302
Queenstown-Lakes District,9008_Total liabilities (I),2015,$181006
Queenstown-Lakes District,9008_Total liabilities (I),2016,$199427
Queenstown-Lakes District,9008_Total liabilities (I),2017,$200394
Queenstown-Lakes District,9008_Total liabilities (I),2018,$199388
Queenstown-Lakes District,9008_Total liabilities (I),2019,$209255
Queenstown-Lakes District,9008_Total liabilities (I),2020,$196291
Queenstown-Lakes District,9008_Total liabilities (I),2021,$175474
Queenstown-Lakes District,9008_Total liabilities (I),2022,$185242
Queenstown-Lakes District,9009_Public equity (H-I),2013,$839356
Queenstown-Lakes District,9009_Public equity (H-I),2014,$930928
Queenstown-Lakes District,9009_Public equity (H-I),2015,$949867
Queenstown-Lakes District,9009_Public equity (H-I),2016,$975916
Queenstown-Lakes District,9009_Public equity (H-I),2017,$1087645
Queenstown-Lakes District,9009_Public equity (H-I),2018,$1114129
Queenstown-Lakes District,9009_Public equity (H-I),2019,$1130935
Queenstown-Lakes District,9009_Public equity (H-I),2020,$1245846
Queenstown-Lakes District,9009_Public equity (H-I),2021,$1271189
Queenstown-Lakes District,9009_Public equity (H-I),2022,$1289172
Southland District,"9001_Investment in CCOs, CCTOs & other entities",2013,$0
Southland District,"9001_Investment in CCOs, CCTOs & other entities",2014,$0
Southland District,"9001_Investment in CCOs, CCTOs & other entities",2015,$0
Southland District,"9001_Investment in CCOs, CCTOs & other entities",2016,$0
Southland District,"9001_Investment in CCOs, CCTOs & other entities",2017,$0
Southland District,"9001_Investment in CCOs, CCTOs & other entities",2018,$0
Southland District,"9001_Investment in CCOs, CCTOs & other entities",2019,$0
Southland District,"9001_Investment in CCOs, CCTOs & other entities",2020,$0
Southland District,"9001_Investment in CCOs, CCTOs & other entities",2021,$0
Southland District,"9001_Investment in CCOs, CCTOs & other entities",2022,$0
Southland District,9002_Other assets,2013,$18348
Southland District,9002_Other assets,2014,$19038
Southland District,9002_Other assets,2015,$19977
Southland District,9002_Other assets,2016,$20496
Southland District,9002_Other assets,2017,$21143
Southland District,9002_Other assets,2018,$19976
Southland District,9002_Other assets,2019,$20325
Southland District,9002_Other assets,2020,$20123
Southland District,9002_Other assets,2021,$17581
Southland District,9002_Other assets,2022,$16303
Southland District,9003_Total fixed assets,2013,$1420325
Southland District,9003_Total fixed assets,2014,$1472039
Southland District,9003_Total fixed assets,2015,$1516818
Southland District,9003_Total fixed assets,2016,$1559694
Southland District,9003_Total fixed assets,2017,$1605432
Southland District,9003_Total fixed assets,2018,$1652645
Southland District,9003_Total fixed assets,2019,$1712665
Southland District,9003_Total fixed assets,2020,$1769669
Southland District,9003_Total fixed assets,2021,$1826947
Southland District,9003_Total fixed assets,2022,$1904736
Southland District,9004_Cash & financial investments/monetary assets,2013,$1655
Southland District,9004_Cash & financial investments/monetary assets,2014,$2129
Southland District,9004_Cash & financial investments/monetary assets,2015,$4385
Southland District,9004_Cash & financial investments/monetary assets,2016,$4921
Southland District,9004_Cash & financial investments/monetary assets,2017,$2982
Southland District,9004_Cash & financial investments/monetary assets,2018,$2921
Southland District,9004_Cash & financial investments/monetary assets,2019,$2585
Southland District,9004_Cash & financial investments/monetary assets,2020,$4169
Southland District,9004_Cash & financial investments/monetary assets,2021,$4154
Southland District,9004_Cash & financial investments/monetary assets,2022,$3581
Southland District,9005_Total assets (H),2013,$1440328
Southland District,9005_Total assets (H),2014,$1493205
Southland District,9005_Total assets (H),2015,$1541180
Southland District,9005_Total assets (H),2016,$1585111
Southland District,9005_Total assets (H),2017,$1629556
Southland District,9005_Total assets (H),2018,$1675542
Southland District,9005_Total assets (H),2019,$1735575
Southland District,9005_Total assets (H),2020,$1793960
Southland District,9005_Total assets (H),2021,$1848681
Southland District,9005_Total assets (H),2022,$1924619
Southland District,9006_Borrowing (total debt),2013,$11200
Southland District,9006_Borrowing (total debt),2014,$23331
Southland District,9006_Borrowing (total debt),2015,$22110
Southland District,9006_Borrowing (total debt),2016,$21424
Southland District,9006_Borrowing (total debt),2017,$21554
Southland District,9006_Borrowing (total debt),2018,$19176
Southland District,9006_Borrowing (total debt),2019,$21669
Southland District,9006_Borrowing (total debt),2020,$17605
Southland District,9006_Borrowing (total debt),2021,$13133
Southland District,9006_Borrowing (total debt),2022,$24623
Southland District,9007_Other liabilities,2013,$11635
Southland District,9007_Other liabilities,2014,$12040
Southland District,9007_Other liabilities,2015,$12525
Southland District,9007_Other liabilities,2016,$13139
Southland District,9007_Other liabilities,2017,$13510
Southland District,9007_Other liabilities,2018,$13920
Southland District,9007_Other liabilities,2019,$14171
Southland District,9007_Other liabilities,2020,$14872
Southland District,9007_Other liabilities,2021,$15615
Southland District,9007_Other liabilities,2022,$16193
Southland District,9008_Total liabilities (I),2013,$22836
Southland District,9008_Total liabilities (I),2014,$35371
Southland District,9008_Total liabilities (I),2015,$34635
Southland District,9008_Total liabilities (I),2016,$34563
Southland District,9008_Total liabilities (I),2017,$35064
Southland District,9008_Total liabilities (I),2018,$33096
Southland District,9008_Total liabilities (I),2019,$35839
Southland District,9008_Total liabilities (I),2020,$32478
Southland District,9008_Total liabilities (I),2021,$28747
Southland District,9008_Total liabilities (I),2022,$40816
Southland District,9009_Public equity (H-I),2013,$1417493
Southland District,9009_Public equity (H-I),2014,$1457835
Southland District,9009_Public equity (H-I),2015,$1506546
Southland District,9009_Public equity (H-I),2016,$1550547
Southland District,9009_Public equity (H-I),2017,$1594492
Southland District,9009_Public equity (H-I),2018,$1642446
Southland District,9009_Public equity (H-I),2019,$1699736
Southland District,9009_Public equity (H-I),2020,$1761483
Southland District,9009_Public equity (H-I),2021,$1819934
Southland District,9009_Public equity (H-I),2022,$1883803
Invercargill City,"9001_Investment in CCOs, CCTOs & other entities",2013,$0
Invercargill City,"9001_Investment in CCOs, CCTOs & other entities",2014,$0
Invercargill City,"9001_Investment in CCOs, CCTOs & other entities",2015,$0
Invercargill City,"9001_Investment in CCOs, CCTOs & other entities",2016,$0
Invercargill City,"9001_Investment in CCOs, CCTOs & other entities",2017,$0
Invercargill City,"9001_Investment in CCOs, CCTOs & other entities",2018,$0
Invercargill City,"9001_Investment in CCOs, CCTOs & other entities",2019,$0
Invercargill City,"9001_Investment in CCOs, CCTOs & other entities",2020,$0
Invercargill City,"9001_Investment in CCOs, CCTOs & other entities",2021,$0
Invercargill City,"9001_Investment in CCOs, CCTOs & other entities",2022,$0
Invercargill City,9002_Other assets,2013,$41052
Invercargill City,9002_Other assets,2014,$42439
Invercargill City,9002_Other assets,2015,$43754
Invercargill City,9002_Other assets,2016,$45153
Invercargill City,9002_Other assets,2017,$46665
Invercargill City,9002_Other assets,2018,$48155
Invercargill City,9002_Other assets,2019,$49750
Invercargill City,9002_Other assets,2020,$51727
Invercargill City,9002_Other assets,2021,$53576
Invercargill City,9002_Other assets,2022,$55568
Invercargill City,9003_Total fixed assets,2013,$621631
Invercargill City,9003_Total fixed assets,2014,$698005
Invercargill City,9003_Total fixed assets,2015,$701562
Invercargill City,9003_Total fixed assets,2016,$706941
Invercargill City,9003_Total fixed assets,2017,$767978
Invercargill City,9003_Total fixed assets,2018,$764411
Invercargill City,9003_Total fixed assets,2019,$761631
Invercargill City,9003_Total fixed assets,2020,$832287
Invercargill City,9003_Total fixed assets,2021,$838132
Invercargill City,9003_Total fixed assets,2022,$844372
Invercargill City,9004_Cash & financial investments/monetary assets,2013,$45819
Invercargill City,9004_Cash & financial investments/monetary assets,2014,$45762
Invercargill City,9004_Cash & financial investments/monetary assets,2015,$46081
Invercargill City,9004_Cash & financial investments/monetary assets,2016,$47049
Invercargill City,9004_Cash & financial investments/monetary assets,2017,$48018
Invercargill City,9004_Cash & financial investments/monetary assets,2018,$48800
Invercargill City,9004_Cash & financial investments/monetary assets,2019,$49082
Invercargill City,9004_Cash & financial investments/monetary assets,2020,$50079
Invercargill City,9004_Cash & financial investments/monetary assets,2021,$49965
Invercargill City,9004_Cash & financial investments/monetary assets,2022,$48569
Invercargill City,9005_Total assets (H),2013,$708502
Invercargill City,9005_Total assets (H),2014,$786206
Invercargill City,9005_Total assets (H),2015,$791396
Invercargill City,9005_Total assets (H),2016,$799143
Invercargill City,9005_Total assets (H),2017,$862661
