SAMPLE_NO,EASTING,NORTHING,B
552797,264200,413990,14
552798,274720,405920,5
552799,276250,406670,5
552800,271850,405020,15
552801,259160,398050,3
552802,277010,412610,1
552803,281400,411170,3
552804,280900,404590,18
552805,282790,403310,5
552806,281240,407920,20
552807,283590,414500,22
552808,277620,410400,5
552809,274880,411170,5
552810,272210,415300,9
552811,263780,399020,14
552812,270350,413800,10
552813,274090,411800,5
552815,280580,403100,17
552816,271500,413300,17
552817,282000,408470,8
552818,269300,415360,18
552819,280730,407840,5
552820,276520,415800,5
552821,263300,395900,9
552822,265200,396750,19
552823,281310,409020,5
552824,281610,413200,5
552825,260690,399400,2
552826,279400,414790,5
552827,282100,404800,11
552829,280300,402300,25
552830,280670,412420,6
552831,276200,414480,5
552833,278300,413320,5
552834,265290,396270,16
552835,283010,407910,5
552836,281410,403780,11
552837,276200,414480,5
552838,260250,399510,3
552839,264510,396030,30
552840,273910,414210,1
552841,263280,394470,25
552842,275300,409910,5
552843,278690,412290,5
552844,282150,411900,5
552845,275340,411180,5
552846,262850,396540,6
552847,265140,397500,19
552848,265920,394820,10
552849,277600,409310,5
552850,278400,408300,9
552851,278810,411500,10
552853,279150,414120,5
552854,264690,394900,27
552855,277120,421080,5
552856,273980,413080,2
552857,278530,410220,1
552859,283120,407650,5
552860,272200,413980,12
552861,276080,415800,5
552863,276250,408480,8
552864,262420,394230,44
552865,281390,412730,4
552866,281080,414160,2
552867,276710,410510,5
552868,259950,397910,13
552869,273890,410100,5
552870,260810,394020,25
552871,259350,398530,5
552872,282310,409410,5
552873,260140,398040,8
552874,282450,413810,1
552875,272530,413020,7
552876,259150,397790,6
552878,281740,408700,1
552879,276600,409450,5
552881,279790,411910,5
552882,261700,394020,21
552883,278040,414290,9
552884,277210,413790,5
552885,263460,396300,15
552886,281380,402320,40
552887,282490,412020,4
552888,282240,408020,14
552890,272740,414250,16
552891,276200,407920,6
552892,279990,413230,7
552894,279280,411570,9
552895,276970,410110,5
552896,266660,394320,31
552897,279890,413530,5
552898,274940,411950,14
552899,273000,413350,7
552900,280550,401620,27
552901,275310,434320,5
552902,278700,420390,5
552903,271500,421150,12
552904,277010,427850,5
552905,270800,423810,37
552906,277620,417400,5
552907,281650,419230,5
552908,283790,420230,4
552909,283540,415800,5
552910,281520,420700,5
552911,274900,421600,5
552912,273700,428330,5
552913,276300,419680,5
552914,274350,422290,5
552915,282710,417560,7
552916,269150,418500,18
552918,273650,419000,5
552919,271300,417560,14
552921,285120,420310,9
552922,266560,420080,23
552923,273600,420900,10
552924,273050,419810,8
552925,269350,423050,22
552926,270850,422350,13
552927,279910,419810,5
552928,279300,421200,5
552929,273570,420470,3
552930,281050,416250,5
552931,270400,416850,12
552932,270250,418520,35
552933,273170,425500,5
552934,268610,420900,24
552935,275480,430420,5
552936,281850,417900,5
552937,275090,421790,5
552938,272250,419300,6
552939,274110,419320,5
552940,271750,425910,22
552941,271750,418010,8
552943,273700,421650,12
552945,270350,422060,13
552946,277500,422820,11
552947,277580,428350,4
552948,272650,422180,17
552949,279720,422010,5
552950,275050,418360,5
552951,273300,427300,5
552952,272110,422800,26
552954,274600,419470,1
552955,267700,419900,25
552956,283940,421420,5
552957,271700,420350,27
552958,277770,419440,5
552959,278090,419860,5
552960,274400,423100,5
552961,279370,419070,5
552963,273600,418700,3
552964,279560,417700,2
552965,282480,415410,2
552966,271890,418700,6
552967,273360,428490,5
552968,271260,424890,11
552969,273180,420220,5
552970,274050,415980,1
552971,269700,421700,34
552972,273270,423010,8
552973,274360,430870,1
552974,274600,415690,1
552976,274520,422730,10
552978,281060,421250,5
552979,267210,420340,29
552980,272900,426280,4
552981,273600,418380,11
552982,273400,430980,5
552983,278200,418080,5
552984,271240,418860,9
552985,273150,416150,1
552986,276960,422400,5
552988,272300,421280,4
552989,274220,426750,1
552990,283030,419800,5
552991,277800,428620,5
552992,279700,417460,5
552993,271750,417060,5
552994,270450,420460,13
552995,277010,423030,5
552996,277010,427850,5
552997,278000,422460,5
552998,273550,425750,5
552999,273720,426440,25
553000,278650,417230,7
553001,277470,427230,6
553002,287950,424900,7
553003,280850,424700,5
553004,282300,429510,3
553005,280680,427400,5
553006,281690,422730,5
553007,285550,428870,17
553008,270810,433730,15
553009,279210,432840,19
553010,272950,433790,5
553011,278150,426760,5
553012,278070,432850,6
553013,289180,425250,5
553015,282380,425980,1
553016,276910,432470,5
553017,285500,424380,8
553018,277770,432010,5
553019,282740,422440,5
553020,290050,417650,5
553021,268600,427180,59
553022,276690,430910,9
553023,283300,423830,2
553024,286090,429760,12
553025,270900,428300,7
553026,287800,419220,5
553027,283010,428600,5
553029,283300,427590,13
553030,271830,432260,5
553031,287620,422830,7
553032,271930,434810,5
553033,286790,423800,5
553034,278000,430650,5
553035,279350,432550,5
553036,279450,426700,1
553037,287620,422830,10
553038,270510,429410,5
553039,278800,428420,5
553040,275010,433420,5
553041,268660,426160,23
553042,279990,431520,8
553043,286740,426130,19
553044,281390,425290,5
553045,280100,433070,29
553046,269260,427380,80
553047,276250,431790,5
553048,280420,428480,5
553049,272010,435120,1
553052,288500,426400,4
553053,288860,418950,1
553054,279150,428930,5
553055,288680,418150,4
553056,288060,427400,17
553057,270630,432990,5
553059,280750,423370,5
553060,275200,432960,5
553063,273190,434820,5
553064,269800,425460,51
553066,285300,418310,1
553067,273050,433290,5
553068,275090,427200,5
553069,279110,431990,22
553070,277510,424210,5
553071,275850,426140,5
553072,284900,424500,3
553073,275210,427020,5
553074,285570,429600,19
553075,275880,434010,9
553076,277840,425820,3
553078,284100,424320,5
553079,272880,434580,5
553081,270300,431280,11
553082,270860,426270,34
553083,286250,423190,5
553084,288890,421100,5
553085,270520,427010,40
553086,281520,426150,2
553087,279360,425560,5
553089,286100,428520,22
553090,274320,432630,5
553091,272380,433780,5
553092,286950,419450,10
553093,278970,423710,6
553094,270510,431820,1
553095,272290,432900,5
553096,282000,428600,5
553097,286300,419750,5
553098,289950,424730,7
553099,274610,433990,5
553100,284010,426760,5
553123,288390,416250,5
553129,288310,415050,5
553143,286830,416700,1
553157,287000,414100,5
553169,287900,413700,27
563007,322083,319235,13
563008,328197,315503,24
563013,320750,315537,21
563015,313815,321243,42
563016,326133,312334,49
563017,326948,312780,23
563018,321619,327231,22
563019,315048,320044,37
563021,323053,318328,17
563023,329217,317772,27
563025,330820,315620,37
563026,316871,319122,29
563032,317800,321784,28
563034,322179,319450,17
563035,320855,316547,21
563036,327714,319873,25
563037,332254,314586,24
563039,313159,319652,36
563040,324810,316837,12
563041,319683,317271,20
563045,317410,319686,27
563046,319695,317837,24
563047,333367,316133,30
563048,321703,315634,34
563049,319676,318608,19
563051,319457,315869,34
563052,325974,317523,30
563056,315379,321118,35
563057,323088,316273,20
563059,326434,318918,25
563060,328866,315565,30
563062,326234,314124,39
563064,325728,317276,18
563065,327925,313891,29
563066,324965,318490,17
563071,324224,316143,26
563072,329038,312895,30
563074,329533,317349,32
563077,320890,319900,22
563079,329173,316428,29
563080,327449,311903,37
563083,322438,317017,21
563088,324676,318872,16
563089,322356,320228,17
563093,324843,315798,29
563094,319573,321110,30
563095,322355,317179,32
563096,325874,315507,32
563097,322213,319975,19
563098,316618,321779,29
563100,333293,315247,31
563101,306664,420763,4
563102,295794,422522,20
563104,301292,425329,9
563107,297118,427748,11
563108,296597,415371,13
563110,302005,416398,10
563111,307923,421128,4
563113,298783,427942,18
563115,304781,427916,6
563117,306650,425688,6
563118,298117,418806,31
563119,306219,427065,17
563120,297608,422475,15
563121,307582,414614,11
563122,303774,414535,4
563123,307659,424552,7
563124,300679,422832,9
563125,307747,418316,5
563126,297139,424968,8
563127,301642,424718,4
563129,305490,427806,6
563131,297700,422799,17
563133,295844,421915,21
563134,298462,415414,19
563135,307564,427170,8
563136,300964,425204,6
563138,308476,419327,6
563139,304700,413800,6
563141,308100,416250,5
563142,299119,418497,16
563144,308365,428513,26
563145,298923,420500,15
563146,300812,415398,23
563147,302458,413589,14
563148,303960,423862,9
563149,295883,414701,20
563150,295694,413658,17
563151,296763,414980,13
563152,299150,427150,9
563153,297822,424518,12
563154,306650,413800,4
563155,297554,423969,11
563157,296116,417457,16
563159,307365,429005,17
563160,300895,421720,7
563163,296611,413523,18
563164,308260,416630,11
563165,308130,427857,16
563166,299609,423543,10
563167,301593,416780,4
563168,304932,421948,7
563169,298878,418148,14
563170,298835,415112,18
563171,305707,421456,4
563172,306994,425985,6
563173,305548,417972,8
563174,295992,426791,10
563175,303373,420323,12
563176,307577,421621,5
563178,308463,424481,8
563179,302877,417776,7
563181,297463,415062,14
563182,308541,417194,12
563184,297438,421151,19
563185,307429,418200,6
563186,303737,427084,5
563188,297365,420190,23
563189,297182,427420,16
563190,302308,415744,15
563191,303178,417073,11
563192,297474,425284,14
563193,306297,425081,7
563194,297035,414595,21
563196,302554,424194,8
563197,298229,425097,13
563198,298558,428405,18
563199,302306,421778,18
563200,305939,427693,5
563202,313260,328499,20
563203,333272,317719,30
563204,328797,328350,15
563205,328821,329689,20
563206,317902,331391,18
563207,315669,325476,24
563208,318745,329301,26
563209,314851,326598,16
563210,315911,326869,25
563211,323262,327076,22
563212,316480,331670,20
563214,325800,330080,24
563215,315170,325778,32
563216,321087,327441,33
563218,336208,318541,25
563219,337520,322810,17
563220,319600,328800,30
563221,320800,328350,30
563223,329297,319357,31
563224,333610,320610,24
563225,317155,329815,27
563226,316137,329782,15
563227,312691,329126,24
563228,317257,323526,21
563229,331706,320144,21
563230,310914,326853,17
563232,320446,326623,27
563233,323733,331351,15
563234,320676,325355,21
563235,317685,323979,26
563236,317347,324364,23
563239,317342,328047,20
563240,324669,331458,17
563241,337206,321761,22
563242,310653,325500,17
563243,330286,319332,26
563245,321452,325843,18
563246,316510,322611,27
563247,328686,331492,21
563249,316810,323984,19
563250,332718,318709,22
563251,315820,331090,17
563252,327795,330066,17
563254,335232,317535,27
563255,321106,325108,16
563256,320846,329239,31
563257,331849,318363,17
563259,315864,329643,11
563261,314373,328768,16
563264,318688,326661,27
563265,324356,329231,20
563266,315651,323344,20
563267,318959,323158,29
563268,328720,330550,18
563269,331235,319044,25
563270,335380,321080,15
563271,320822,325671,20
563273,319730,328270,28
563274,334605,320373,20
563276,326712,330357,19
563277,317278,325838,24
563278,316519,327348,23
563279,318691,322475,40
563280,320006,331259,17
563281,313885,323585,29
563282,316640,330360,19
563283,315327,328005,19
563284,313750,323780,29
563285,334700,321100,21
563286,330936,320435,45
563288,333894,318626,22
563289,319331,330064,13
563290,316600,326006,30
563292,317481,326748,25
563293,335672,319291,23
563294,331430,317062,18
563295,319425,323890,22
563296,328797,328350,17
563297,316440,323560,17
563298,322729,331199,14
563299,319470,331380,11
563300,311491,326242,11
563301,287532,432233,44
563304,281292,432048,19
563305,290408,438306,20
563306,282566,434590,20
563309,293807,436424,30
563311,292525,441670,40
563312,294231,433602,33
563313,290303,439730,32
563314,293422,440094,28
563315,291140,430217,17
563316,284111,439433,24
563317,279248,432724,38
563318,281740,434309,35
563319,322743,439887,46
563321,285506,436223,98
563322,288848,436042,28
563323,286060,438497,25
563324,286284,434460,19
563325,283094,434425,33
563327,288545,432942,22
563329,282863,430374,21
563331,293125,435407,41
563333,287410,432537,33
563335,282742,432570,30
563336,280552,428460,17
563337,290853,436278,24
563338,283112,431406,38
563342,280429,433781,33
563343,293086,439727,64
563344,285159,436353,26
563345,292459,430654,23
563346,291913,437507,26
563349,295924,433737,19
563350,290115,430325,21
563351,322473,440339,48
563352,286680,438087,50
563354,319600,437100,25
563355,295177,435912,38
563356,281067,434913,19
563357,292801,431254,16
563358,322178,440517,72
563362,290592,440886,26
563363,292655,432421,52
563364,288192,440086,64
563367,292635,431826,43
563368,292146,432733,18
563372,282092,432336,24
563373,279069,432078,28
563374,279030,429030,10
563375,289761,437511,24
563376,285064,438888,36
563377,288654,430506,22
563378,294784,434743,27
563380,280124,431528,25
563381,280169,433246,33
563384,291209,441427,40
563385,292671,438356,26
563387,289194,433893,23
563388,288889,430328,24
563389,289787,432400,22
563390,292136,439652,77
563391,293288,432769,19
563392,320334,440212,35
563393,293135,440649,44
563394,279658,434887,57
563395,283030,428604,8
563397,278048,432894,21
563400,296185,434589,46
563401,321998,322362,48
563402,327914,333920,54
563403,321163,322376,34
563404,316179,332081,19
563405,330146,324329,15
563406,330491,332803,22
563407,314392,331043,21
563408,332068,321485,17
563409,325293,321442,15
563412,330831,331437,18
563413,327168,335606,24
563414,328796,332804,17
563415,327341,326815,17
563417,314727,329533,22
563418,329644,326639,16
563419,326317,326363,10
563420,320610,327070,27
563421,317075,333071,17
563423,323936,324210,9
563425,329036,325135,15
563426,327022,325915,17
563427,320780,337301,24
563428,324145,325390,9
563429,325038,327837,14
563430,322171,336086,22
563431,319558,336896,21
563432,331189,330167,11
563433,312251,322267,53
563434,313844,329965,17
563436,322217,324115,6
563437,315792,332125,21
563440,325363,322662,13
563441,329375,329564,14
563442,312686,326445,18
563443,326283,329466,16
563445,330715,331055,17
563446,329914,330308,15
563447,328879,323502,15
563448,326454,338803,24
563449,328445,328114,134
563453,319559,337530,22
563454,325099,324833,10
563456,327440,327258,15
563457,327083,322693,20
563458,320395,327118,26
563459,325487,334117,24
563461,326823,338738,17
563462,324510,326134,10
563463,319566,335482,25
563465,315330,332450,19
563466,327871,334982,24
563467,319318,324308,34
563469,322498,322209,8
563470,325039,334734,19
563472,314295,330620,14
563473,326076,328890,32
563474,323782,324190,4
563476,322714,338735,21
563477,325208,321023,19
563480,330674,325325,7
563481,322738,338755,25
563482,328257,332510,33
563483,316959,332461,17
563484,313249,331235,27
563485,325476,320214,7
563487,331197,333316,23
563488,325505,333129,24
563489,313211,329989,14
563490,316393,333057,25
563491,320133,323118,14
563492,328204,333978,21
563493,325598,323210,23
563495,317286,332781,17
563496,331277,322810,9
563497,323325,324559,5
563498,327017,327809,18
563499,321828,322004,8
563501,319348,439312,44
563502,303531,439424,14
563503,302339,443406,21
563504,298381,442980,18
563505,298192,443968,22
563506,305576,441131,16
563507,293606,428329,14
563509,309035,436547,15
563511,319781,437245,18
563513,290494,426847,25
563515,297459,445252,16
563517,304742,444576,13
563518,286560,421569,19
563519,304044,440439,20
563520,298022,435892,26
563522,295203,441833,26
563523,306066,441381,19
563524,292135,427687,20
563526,300750,436513,15
563527,297295,442382,20
563529,303598,442123,28
563530,318087,435265,24
563532,319841,436005,17
563534,294461,440157,54
563535,300436,443603,14
563539,294781,438296,21
563540,316993,438972,33
563542,286461,422861,16
563544,303171,443757,22
563545,309130,437522,22
563546,294207,428281,17
563547,295556,441504,17
563550,315923,437210,17
563551,318943,434924,33
563552,288330,428201,30
563553,299168,435872,43
563554,294201,429018,23
563555,299083,435411,18
563557,319409,435203,25
563559,301681,443208,17
563561,298461,436120,16
563564,298510,437939,23
563566,291100,427858,17
563567,317723,442439,28
563568,318404,438996,39
563569,287680,422825,24
563570,295739,439237,20
563571,319654,437770,20
563572,306623,443278,14
563574,291941,428447,36
563576,320165,438657,16
563578,305652,442671,12
563582,297743,438414,29
563583,298556,437371,17
563584,298226,437037,25
563586,297842,444574,27
563588,301503,441642,10
563589,289346,429178,29
563592,301577,436517,12
563593,300234,441953,11
563595,317563,440026,22
563596,295937,443652,14
563598,291388,426873,28
563600,303881,442162,17
563601,310629,337828,31
563602,335296,332408,43
563603,331214,326884,19
563604,348083,336680,37
563605,316050,337300,23
563606,331890,334635,22
563607,333541,330514,19
563608,333107,330928,10
563609,334090,324293,10
563610,332061,330928,13
563611,313581,338068,30
563612,331007,334569,21
563613,334242,323922,9
563614,312914,338366,32
563615,333762,329744,5
563616,323546,332590,17
563618,335882,324352,20
563619,322773,333978,18
563620,329339,333378,24
563621,326286,332175,23
563622,331875,329159,31
563623,334283,326888,9
563624,318672,334471,9
563625,322448,332973,20
563627,335759,333750,30
563629,334349,325313,7
563630,333331,324224,10
563631,324400,334550,14
563632,323390,332570,17
563633,310561,338187,32
563634,325430,338560,33
563635,323424,334043,19
563636,328603,339792,21
563637,311841,337310,31
563638,317879,335137,16
563640,312159,337248,27
563641,321492,334444,15
563642,333967,324929,10
563643,334424,327348,9
563645,325959,335641,21
563646,337081,329132,11
563648,332181,327736,15
563649,335482,330579,16
563650,333774,328068,8
563651,331339,333792,27
563652,316998,336455,19
563654,331509,329033,7
563655,324508,338530,28
563656,327224,320628,17
563657,337640,326875,12
563658,334635,324079,17
563659,334781,323210,14
563660,315542,334061,21
563661,334571,335051,27
563663,337650,325170,12
563664,330368,339481,26
563665,333404,324201,11
563666,321580,337558,23
563668,315929,338263,33
563669,336447,326717,12
563670,317617,334367,27
563672,316977,335073,21
563673,338631,326409,21
563674,318186,333686,15
563676,314196,335945,34
563677,328582,338264,18
563678,336455,329444,17
563680,320050,321341,12
563681,338262,325031,22
563682,330558,335008,19
563683,333351,335452,30
563684,318156,335728,18
563685,317994,332888,20
563686,334451,327499,11
563688,332341,327505,8
563690,333580,330891,15
563692,330168,339237,21
563693,319528,332697,20
563694,337685,327220,16
563696,348082,336708,62
563697,335301,330719,17
563700,333449,324468,12
563701,302189,438274,14
563702,305101,431908,18
563704,303333,421349,9
563705,304604,439513,16
563706,313153,437529,65
563707,295485,424845,18
563708,302115,427777,11
563710,309175,442886,17
563711,302643,436819,17
563712,291811,423751,22
563713,309405,439488,24
563714,308776,440938,36
563715,299128,433253,19
563716,311907,434624,16
563717,314025,438626,35
563718,312655,437739,25
563720,310223,442090,22
563721,310603,439101,35
563722,308758,439156,16
563723,309441,437367,18
563724,310032,439111,22
563725,315903,440890,17
563726,301907,432399,20
563727,302419,439214,14
563728,301983,428904,15
563729,308430,430472,28
563731,304390,435323,24
563733,302917,438220,18
563735,308623,436104,18
563737,305364,438786,22
563739,309589,440407,12
563740,305742,436534,21
563741,313489,434917,18
563742,314954,439126,27
563743,313307,435752,20
563746,301327,435461,19
563748,300802,435207,16
563749,290841,423340,33
563750,300326,433255,10
563751,300242,427159,23
563752,309441,437894,59
563753,303528,431690,18
563754,294022,423818,15
563755,305651,437492,34
563757,298091,434586,20
563758,307975,430582,25
563761,307030,435021,47
563762,303356,440351,13
563763,305299,430692,13
563765,306154,430959,11
563766,295229,424524,14
563767,298937,434799,14
563768,304685,431553,12
563769,305263,435150,39
563770,302876,433956,13
563771,295229,424524,11
563773,313676,439195,23
563775,306360,439742,28
563776,310026,438215,22
563777,309167,433519,24
563778,303894,431076,10
563779,302833,437400,17
563781,314815,438694,17
563783,304443,439646,11
563784,301835,440539,9
563785,302148,428843,13
563786,308505,443221,17
563787,301937,439310,12
563788,309042,433178,19
563789,302026,439432,11
563790,308849,433455,22
563791,291768,423954,11
563793,307625,440981,10
563794,312436,440185,29
563795,306634,430373,12
563797,313411,436908,31
563798,313426,436075,16
563799,307283,438626,6
563800,290306,425817,16
563801,351509,339283,41
563802,358307,379810,53
563803,352507,340073,41
563804,355803,338143,79
563805,340211,375892,37
563806,355790,380550,36
563807,353732,342161,42
563808,339063,376304,39
563809,341398,372784,66
563812,356634,380611,47
563813,343183,374885,42
563814,347670,380489,35
563815,313336,335422,28
563816,353203,337428,72
563817,354338,339021,89
563818,311383,336513,55
563819,312563,333891,25
563821,357795,340979,74
563823,360263,363612,50
563824,345490,380956,40
563825,343410,381500,48
563826,312930,334337,32
563827,352662,375133,33
563828,349291,339206,49
563829,345120,378300,33
563830,353741,373053,41
563831,356604,378335,49
563832,311665,332866,22
563833,342994,371192,30
563834,353737,340646,45
563835,344067,374692,40
563836,345958,371833,15
563837,355585,338498,81
563838,348311,375822,29
563839,348018,340572,38
563840,350600,336383,40
563841,311147,334140,26
563842,343334,371573,30
563843,346001,379334,39
563844,346067,378147,32
563845,312799,333135,28
563846,311963,336062,33
563847,343653,380842,35
563848,344269,375321,42
563849,312719,336307,26
563850,342297,371901,46
563851,343313,376408,49
563852,341049,377704,58
563854,349515,338353,54
563856,314522,334970,28
563857,351963,375183,51
563859,344892,370738,40
563860,339768,375954,60
563862,348660,337257,55
563863,358527,378238,38
563864,341411,378651,41
563865,355925,338541,87
563866,340777,345313,47
563867,353796,343439,38
563869,352563,339226,42
563870,345607,370658,22
563871,351933,335115,50
563872,356041,339565,48
563873,340754,344737,36
563874,342235,375077,33
563876,347146,376220,39
563877,359733,363768,49
563880,348481,337754,39
563881,347073,376207,37
563882,346792,379754,33
563883,356666,340299,42
563884,344859,337639,31
563885,342041,371177,33
563887,356139,381798,69
563888,348089,370498,41
563889,355029,340359,35
563890,353653,338068,73
563891,349908,374814,40
563892,357341,380767,43
563893,345559,336268,38
563894,314495,333485,23
563895,357454,339599,48
563896,342974,379649,40
563897,342304,376186,33
563898,313641,333986,27
563899,351849,340177,57
563900,345000,380640,34
563901,295870,423286,17
563902,286936,370285,34
563903,290101,417697,19
563904,293740,415773,21
563905,291152,419654,22
563906,294646,419425,20
563907,284967,409881,17
563908,295290,408809,21
563909,287803,401376,20
563910,286038,407205,14
563911,294324,423084,17
563913,287589,411548,17
563915,291754,420856,30
563917,293155,421101,21
563919,294819,418428,17
563920,287063,374338,31
563921,302663,429788,15
563922,289975,424574,16
563923,295765,420847,17
563924,284560,410746,19
563926,286301,375863,32
563927,283279,372056,51
563929,292068,422231,23
563930,291047,408397,28
563931,289952,371413,22
563932,294985,410053,16
563933,286306,372945,35
563934,289270,425286,24
563935,288373,416214,12
563936,292340,418454,18
563937,289952,371413,26
563938,292966,423553,20
563939,288623,426460,15
563940,289111,404430,12
563941,300825,429773,18
563942,289012,401478,17
563944,288785,418941,18
563945,286972,410330,16
563946,303083,430037,4
563947,304911,429632,8
563948,286113,428412,51
563950,289100,409895,12
563951,292553,410481,17
563953,287578,375434,26
563955,288880,374304,28
563956,285352,412172,14
563957,293406,408877,19
563959,289303,416414,17
563960,287096,408390,16
563961,286296,374959,41
563963,289043,409121,13
563966,281412,370225,21
563967,286579,406830,17
563968,297230,423831,16
563969,289030,402244,34
563970,304754,428822,9
563971,296802,423598,16
563973,293021,422821,19
563974,284884,410531,17
563975,288802,402951,14
563976,294701,422993,16
563978,294794,420603,17
563979,289132,407535,8
563981,291607,408879,20
563982,302804,429107,8
563983,285903,373703,31
563984,285962,374768,31
563985,290343,409255,21
563986,291271,420501,23
563987,283334,374659,31
563988,283795,371484,50
563989,285417,410296,13
563991,288108,406411,11
563993,288317,414955,17
563994,292539,409517,23
563995,287498,407162,27
563996,285514,428902,34
563997,282589,370688,27
563998,286929,411208,14
563999,289437,403717,20
564000,283011,370756,35
564001,344261,367386,37
564002,361059,354226,42
564003,341624,345159,30
564004,340480,368711,39
564005,339946,369139,33
564006,349815,350925,28
564007,344205,346587,50
564008,351611,345133,39
564009,344576,344860,37
564010,342041,347437,45
564011,342304,368537,36
564012,348007,350948,39
564013,345536,344771,26
564014,342620,369341,47
564015,342878,346108,37
564016,349733,365302,50
564018,359351,370529,46
564019,360101,374445,42
564020,349668,342473,19
564021,351776,342353,36
564022,356457,371913,49
564023,353569,378413,36
564024,348481,366951,42
564025,336880,371110,36
564026,350667,372717,44
564027,362038,354288,45
564028,343574,343386,39
564029,354142,380197,44
564030,347893,342883,44
564031,359486,375077,50
564032,359496,374691,56
564033,343565,366322,42
564034,353830,371942,41
564035,350454,340963,35
564036,350143,340269,45
564037,341698,367584,42
564038,361328,372158,44
564039,358618,371509,45
564040,343722,367748,34
564041,359044,373769,51
564042,346536,343590,57
564043,352530,378192,37
564045,352371,371438,51
564046,342140,344206,28
564047,338524,369360,55
564048,358178,368892,39
564050,356625,369939,38
564052,340678,368203,43
564054,346215,367755,46
564055,354620,372328,49
564056,351346,343431,38
564057,354319,382098,35
564058,345189,346436,46
564059,347377,345668,117
564060,340860,370463,38
564061,348644,348746,31
564063,362702,369896,46
564064,347257,344237,129
564066,336632,333156,32
564067,336597,369898,39
564068,339766,368443,41
564069,355228,382455,33
564070,355732,375745,43
564071,354030,371597,49
564072,341361,369195,42
564073,350045,341518,48
564076,343921,370235,42
564077,347558,343580,89
564078,344724,343913,39
564079,354592,371258,38
564080,335874,365909,38
564081,361890,370960,43
564082,349232,351535,24
564083,350207,350136,37
564084,347372,367108,35
564085,356796,374949,52
564086,341873,346790,33
564088,359160,366929,43
564089,336392,367834,35
564090,344501,347241,41
564092,347212,343448,76
564093,356790,374036,57
564094,353456,382789,36
564095,341549,343755,34
564096,340471,368702,38
564097,342975,344132,32
564098,342484,365722,30
564099,336781,366964,34
564100,347300,342670,53
564101,291950,384558,19
564102,292600,390007,16
564104,295049,389902,33
564105,290763,370353,39
564106,320117,383373,17
564107,287521,398030,33
564108,291310,395936,21
564109,287693,389776,11
564110,319482,378322,17
564111,318787,378113,14
564113,288741,375152,33
564115,323667,370179,20
564116,317728,380808,11
564117,321870,376671,15
564118,318451,383763,15
564119,313432,370898,16
564121,312564,379400,17
564122,291394,370466,29
564123,319557,380626,16
564124,313886,378428,18
564125,321751,382746,15
564126,286822,389564,18
564127,293477,374058,29
564128,288066,397566,17
564131,290360,385009,16
564133,291553,385073,17
564135,291176,383826,11
564136,287770,382519,15
564137,290962,371016,27
564138,291756,382641,29
564141,324754,379704,12
564142,321254,376090,13
564143,323601,378616,17
564144,312192,380533,22
564148,285452,386953,52
564149,285798,384823,49
564150,291311,389572,16
564151,290083,391950,17
564152,320511,381899,18
564153,291954,391308,16
564154,289392,399192,14
564155,288166,384143,14
564156,317115,381744,21
564158,291876,387045,17
564159,290360,387583,25
564161,290161,382537,29
564162,289381,375027,41
564163,293507,389441,30
564164,322032,379448,15
564165,288679,381577,15
564167,285649,388755,61
564168,293058,388971,25
564169,289351,384096,19
564170,287021,390104,40
564171,290972,396844,21
564172,291628,383179,17
564173,324215,376310,7
564174,290031,383327,14
564175,291505,370677,25
564176,317707,381154,19
564177,290315,389354,11
564178,287708,384507,14
564180,293858,391541,21
564181,322893,376596,15
564182,318951,381517,16
564183,288979,370754,35
564184,289906,376056,37
564185,286517,389847,29
564186,320915,378970,17
564187,288949,376667,32
564188,289736,388839,17
564190,289340,387931,17
564191,324610,370640,9
564192,315131,382017,20
564193,317073,377775,14
564195,294572,387863,32
564197,324042,376721,17
564198,322776,377180,12
564199,291231,371484,33
564200,285309,383394,23
564201,360671,362045,54
564202,340497,341017,36
564204,364187,364317,47
564205,363047,360451,61
564206,338607,343202,36
564207,358128,344983,49
564208,362206,361048,80
564209,339169,335877,40
564212,339311,342261,28
564213,351026,353335,38
564214,340964,342386,34
564215,362301,349203,43
564216,363566,352298,42
564217,363444,351887,38
564219,361491,350280,35
564220,358903,376726,38
564221,357104,347535,38
564223,344411,349284,39
564224,362037,359099,30
564225,360946,359764,35
564226,362340,349705,38
564227,337262,340680,33
564229,343001,340286,35
564230,337126,340413,24
564231,340528,339099,32
564232,363420,355820,42
564233,337535,334017,28
564234,358103,345422,43
564235,349957,353070,47
564236,344578,351404,37
564237,362712,364686,53
564238,359497,346292,46
564239,360180,349807,45
564240,347988,354360,43
564241,362764,355600,41
564242,338321,333690,27
564243,342728,341468,27
564244,356715,373042,40
564245,363556,355605,38
564247,361248,359270,46
564248,349915,352453,33
564249,358220,348088,52
564250,339216,337598,35
564251,341455,348286,40
564252,351896,347294,52
564253,336001,340836,25
564254,362415,351492,39
564255,341806,341392,35
564256,361290,347910,48
564257,348421,353374,38
564258,357984,375494,50
564259,354676,349172,41
564260,362206,360094,45
564261,349502,352866,40
564262,362967,352871,43
564263,340340,339993,41
564264,353343,347869,44
564265,363343,366274,50
564266,353852,346790,49
564267,359514,343803,50
564269,362561,362348,41
564270,345678,350355,37
564271,347340,353439,44
564272,363827,351543,40
564273,342858,341268,38
564274,343066,349256,45
564276,335111,341216,22
564277,338667,334249,35
564279,350258,346958,47
564280,363599,353387,46
564281,335102,341192,18
564282,342781,341687,36
564283,357956,346371,49
