SAMPLE_NO,Easting,Northing,Au,Pt,Pd
564085,356796,374949,3.0,0.70,0.60
564086,341873,346790,6.0,1.00,1.50
564088,359160,366929,3.0,1.20,1.40
564089,336392,367834,5.0,1.50,1.40
564090,344501,347241,3.0,1.10,1.00
564092,347212,343448,1.0,1.00,1.00
564093,356790,374036,4.0,1.50,3.20
564094,353456,382789,24.0,1.50,2.70
564095,341549,343755,2.0,0.50,2.60
564097,342975,344132,4.0,0.30,2.70
564098,342484,365722,2.0,1.00,2.10
564099,336781,366964,4.0,0.90,3.10
564100,347300,342670,3.0,0.70,1.70
564101,291950,384558,4.0,0.70,2.70
564102,292600,390007,2.0,1.60,1.90
564104,295049,389902,1.0,0.10,2.10
564105,290763,370353,2.0,0.40,1.40
564106,320117,383373,2.0,1.20,1.90
564107,287521,398030,3.0,1.20,1.30
564108,291310,395936,2.0,0.60,4.30
564109,287693,389776,8.0,2.70,0.80
564110,319482,378322,4.0,1.40,2.80
564111,318787,378113,1.0,2.60,2.70
564113,288741,375152,1.0,0.90,2.50
564115,323667,370179,1.0,0.05,1.60
564116,317728,380808,1.0,1.30,1.50
564117,321870,376671,1.0,0.50,1.90
564118,318451,383763,0.5,0.40,1.60
564119,313432,370898,3.0,2.50,0.25
564121,312564,379400,3.0,2.60,0.25
564122,291394,370466,0.5,0.70,0.25
564123,319557,380626,0.5,0.05,0.25
564124,313886,378428,12.0,0.90,0.70
564125,321751,382746,0.5,0.90,1.40
564126,286822,389564,0.5,0.40,1.20
564127,293477,374058,0.5,0.60,0.80
564128,288066,397566,0.5,0.30,0.80
564131,290360,385009,0.5,0.30,1.10
564133,291553,385073,4.0,1.00,2.20
564135,291176,383826,5.0,1.20,2.40
564136,287770,382519,2.0,2.30,2.80
564137,290962,371016,1.0,0.05,0.25
564138,291756,382641,2.0,0.30,3.20
564141,324754,379704,2.0,1.60,2.50
564142,321254,376090,2.0,1.00,3.30
564143,323601,378616,1.0,0.60,2.30
564144,312192,380533,15.0,1.50,2.80
564148,285452,386953,6.0,0.40,0.70
564149,285798,384823,2.0,1.20,1.60
564150,291311,389572,1.0,0.70,0.60
564151,290083,391950,1.0,1.30,1.10
564152,320511,381899,4.0,0.30,0.25
564153,291954,391308,6.0,1.30,0.25
564154,289392,399192,2.0,2.10,1.90
564155,288166,384143,0.5,0.50,1.60
564156,317115,381744,1.0,1.30,0.25
564158,291876,387045,1.0,0.20,0.25
564159,290360,387583,1.0,0.30,0.25
564161,290161,382537,4.0,0.60,0.25
564162,289381,375027,2.0,0.60,0.25
564163,293507,389441,2.0,0.90,
564164,322032,379448,1.0,1.00,0.25
564165,288679,381577,2.0,2.30,0.25
564167,285649,388755,0.5,0.05,0.25
564168,293058,388971,0.5,0.05,0.25
564169,289351,384096,1.0,0.80,0.25
564170,287021,390104,3.0,1.60,1.70
564171,290972,396844,2.0,1.30,1.30
564172,291628,383179,2.0,0.50,0.25
564173,324215,376310,0.5,0.10,0.25
564174,290031,383327,2.0,0.80,1.50
564175,291505,370677,2.0,0.50,0.25
564176,317707,381154,2.0,0.80,0.25
564177,290315,389354,2.0,1.30,0.70
564178,287708,384507,4.0,1.60,2.30
564180,293858,391541,21.0,5.50,6.30
564181,322893,376596,0.5,0.80,0.25
564182,318951,381517,0.5,0.70,0.25
564183,288979,370754,3.0,0.20,1.60
564184,289906,376056,1.0,0.90,0.25
564185,286517,389847,3.0,0.90,0.25
564186,320915,378970,0.5,0.40,
564187,288949,376667,0.5,0.50,0.25
564188,289736,388839,2.0,1.20,1.20
564190,289340,387931,1.0,1.30,0.25
564191,324610,370640,0.5,0.30,0.25
564192,315131,382017,3.0,1.80,1.10
564193,317073,377775,13.0,0.80,0.25
564195,294572,387863,0.5,0.05,0.25
564197,324042,376721,0.5,0.20,0.80
564198,322776,377180,1.0,0.30,0.25
564199,291231,371484,1.0,0.30,0.25
564200,285309,383394,5.0,0.30,0.25
564201,360671,362045,0.5,0.05,0.25
564202,340497,341017,1.0,0.05,0.25
564204,364187,364317,1.0,0.05,0.25
564205,363047,360451,1.0,0.05,0.25
564206,338607,343202,5.0,2.10,0.60
564207,358128,344983,2.0,0.05,0.25
564208,362206,361048,1.0,0.05,0.80
564209,339169,335877,3.0,0.60,1.90
564212,339311,342261,2.0,0.90,3.80
564213,351026,353335,2.0,1.10,3.40
564214,340964,342386,0.5,0.90,1.70
564215,362301,349203,2.0,1.10,2.40
564216,363566,352298,4.0,1.20,3.60
564217,363444,351887,0.5,1.10,2.50
564219,361491,350280,1.0,0.80,1.90
564220,358903,376726,1.0,1.30,0.60
564221,357104,347535,0.5,1.50,2.00
564223,344411,349284,0.5,0.90,1.80
564224,362037,359099,3.0,1.20,2.20
564225,360946,359764,2.0,0.60,1.40
564226,362340,349705,0.5,0.80,2.00
564227,337262,340680,3.0,0.90,1.80
564229,343001,340286,2.0,0.80,2.00
564230,337126,340413,2.0,1.70,1.10
564231,340528,339099,4.0,1.30,0.25
564232,363420,355820,4.0,1.70,2.50
564233,337535,334017,1.0,1.60,0.25
564234,358103,345422,6.0,0.90,0.50
564235,349957,353070,1.0,1.90,1.40
564236,344578,351404,4.0,2.00,1.60
564237,362712,364686,1.0,0.80,0.25
564238,359497,346292,0.5,0.90,0.50
564239,360180,349807,1.0,1.20,0.25
564240,347988,354360,0.5,0.80,0.80
564241,362764,355600,4.0,0.90,0.60
564242,338321,333690,6.0,0.70,0.25
564243,342728,341468,0.5,0.10,0.25
564244,356715,373042,46.0,1.00,1.30
564245,363556,355605,9.0,0.80,0.25
564247,361248,359270,1.0,0.50,0.25
564248,349915,352453,0.5,0.30,0.25
564249,358220,348088,1.0,0.90,0.25
564250,339216,337598,1.0,0.90,0.50
564251,341455,348286,6.0,1.10,1.00
564252,351896,347294,0.5,0.90,1.00
564253,336001,340836,2.0,1.50,0.90
564254,362415,351492,0.5,1.10,0.25
564255,341806,341392,1.0,1.50,1.30
564256,361290,347910,2.0,1.00,1.50
564257,348421,353374,0.5,1.20,0.70
564258,357984,375494,0.5,1.20,0.25
564259,354676,349172,1.0,1.20,1.10
564260,362206,360094,1.0,1.40,0.50
564261,349502,352866,0.5,1.80,0.50
564262,362967,352871,3.0,0.80,0.60
564263,340340,339993,4.0,1.30,0.60
564264,353343,347869,5.0,2.30,2.20
564265,363343,366274,0.5,0.80,0.25
564266,353852,346790,65.0,1.20,0.25
564267,359514,343803,3.0,1.00,0.25
564269,362561,362348,2.0,1.50,0.25
564270,345678,350355,15.0,0.60,0.25
564271,347340,353439,1.0,1.00,0.25
564272,363827,351543,2.0,0.30,0.25
564273,342858,341268,0.5,0.60,0.25
564274,343066,349256,1.0,1.20,0.25
564276,335111,341216,1.0,3.10,0.25
564277,338667,334249,16.0,3.30,1.00
564279,350258,346958,0.5,0.40,0.25
564280,363599,353387,8.0,2.10,0.25
564282,342781,341687,0.5,0.90,0.25
564283,357956,346371,0.5,0.90,0.25
564284,349225,355418,0.5,0.05,0.25
564285,339525,336269,29.0,0.50,0.25
564287,339268,344512,2.0,0.50,0.25
564288,354693,347822,3.0,1.60,2.30
564289,357590,345810,2.0,0.30,0.25
564290,363723,362399,2.0,0.20,0.25
564291,359110,344721,3.0,0.40,0.25
564292,339960,340905,15.0,0.70,1.20
564293,347845,355496,2.0,0.40,0.50
564295,356876,347082,0.5,0.10,0.60
564296,360955,360077,0.5,0.10,0.25
564297,342173,350145,0.5,0.05,0.25
564298,361716,348512,0.5,0.05,0.25
564299,360334,362567,8.0,0.05,0.25
564300,361549,358499,0.5,0.05,0.25
564301,286280,394358,0.5,1.30,0.25
564302,316107,393772,1.0,1.70,1.10
564304,322104,370491,0.5,0.50,0.25
564305,321889,373022,0.5,0.30,0.25
564306,320503,372359,0.5,0.30,0.25
564307,324295,387083,0.5,0.50,0.25
564308,307214,386900,1.0,0.50,0.25
564309,299814,388445,1.0,0.50,0.90
564310,299494,392308,3.0,1.20,0.25
564311,286266,399527,6.0,1.80,0.60
564312,303503,386176,0.5,0.05,0.25
564313,321239,386437,1.0,1.80,2.00
564315,323676,372996,0.5,0.90,0.90
564316,303886,387170,3.0,1.30,2.00
564317,316846,371626,0.5,0.10,0.25
564318,302772,385487,4.0,1.10,0.80
564319,320342,371708,2.0,0.60,2.00
564321,298018,391965,3.0,1.00,0.90
564322,296409,394884,6.0,1.50,3.30
564323,319367,373144,1.0,0.30,0.25
564324,322090,392053,1.0,1.10,0.90
564326,317917,389049,1.0,1.00,1.80
564327,322127,370288,0.5,0.05,0.25
564329,322763,375010,0.5,1.90,1.60
564330,304223,390150,4.0,1.70,1.90
564331,323456,381163,0.5,0.50,0.25
564332,306247,388957,2.0,1.10,0.50
564333,315724,393452,0.5,1.40,0.25
564335,312806,370920,0.5,1.00,0.25
564336,320358,370750,0.5,0.10,0.25
564339,291900,389367,0.5,0.40,0.25
564340,300351,390743,3.0,0.70,0.25
564341,295960,392822,1.0,0.40,0.25
564342,299531,386786,0.5,0.60,0.50
564344,301863,389456,0.5,0.40,0.50
564345,300517,388356,0.5,0.20,0.25
564346,284779,392089,21.0,0.10,0.25
564347,295784,395959,2.0,0.90,0.25
564348,290483,393913,0.5,0.40,0.25
564349,306206,387756,0.5,0.70,0.50
564350,305731,385772,0.5,0.50,0.60
564351,308493,388971,2.0,6.00,2.80
564353,318520,388889,0.5,1.30,0.25
564354,287526,396219,0.5,1.00,0.50
564355,319403,387748,0.5,1.60,0.25
564356,324316,383924,2.0,1.50,0.25
564357,309222,388331,0.5,0.70,0.25
564360,301041,390799,8.0,0.90,1.30
564361,318110,390220,0.5,1.40,0.25
564363,304689,386103,3.0,0.20,1.60
564364,295448,393916,2.0,0.60,4.10
564365,303642,388297,0.5,1.20,2.80
564366,320499,391576,2.0,1.10,2.50
564367,300161,393324,1.0,0.50,2.00
564368,288351,393410,0.5,0.70,2.00
564369,300946,386886,1.0,0.70,2.80
564370,294187,395509,4.0,2.50,1.70
564372,316717,374071,0.5,1.10,0.25
564373,287466,390930,1.0,0.70,1.50
564374,322947,390796,0.5,1.20,2.30
564375,303008,387434,0.5,0.60,2.50
564376,286268,400382,1.0,1.50,1.60
564379,300413,394335,46.0,0.60,0.80
564381,304350,390286,1.0,2.30,0.70
564382,294992,394713,2.0,0.70,0.25
564383,316221,392815,0.5,1.30,0.25
564384,317791,391780,0.5,0.30,0.25
564385,285324,391159,2220.0,0.30,0.25
564386,323271,372603,1.0,1.40,0.25
564387,302976,389357,1.0,0.90,0.25
564388,315827,371734,1.0,1.20,0.25
564389,323596,384780,3.0,0.90,0.25
564390,300547,391932,2.0,1.40,0.25
564391,300989,393143,2.0,0.70,0.25
564392,319776,389915,0.5,1.70,0.25
564393,314042,371624,586.0,0.50,0.25
564394,305374,389788,1.0,0.90,0.25
564395,300908,392628,1.0,1.00,0.25
564396,285305,391722,2.0,0.60,0.25
564397,319813,391046,2.0,1.40,0.25
564398,302007,388601,3.0,0.60,0.25
564399,299590,390610,1.0,1.50,0.25
564400,321636,375690,1.0,1.50,0.25
564401,342237,353652,3.0,0.70,3.30
564402,329852,365166,4.0,1.40,4.30
564403,345134,342346,4.0,0.50,2.60
564404,333824,355307,4.0,1.70,3.90
564406,336053,362934,2.0,1.30,2.70
564407,346838,365462,2.0,1.00,1.80
564408,344966,362867,6.0,0.80,2.60
564409,333430,368130,4.0,5.00,9.10
564410,351591,355720,2.0,0.80,1.60
564411,341522,353679,2.0,0.90,1.60
564412,333859,361701,4.0,1.40,2.80
564413,333632,366839,3.0,0.80,1.20
564414,341184,355801,4.0,0.50,1.30
564415,349674,363951,1.0,0.10,0.60
564416,348602,360246,1.0,0.50,1.00
564418,355164,344051,4.0,1.30,2.10
564419,345896,360240,4.0,0.80,0.25
564420,345652,363416,1.0,0.05,0.25
564421,346164,362984,3.0,0.20,1.00
564422,343075,363091,1.0,0.20,0.80
564423,338417,340548,0.5,0.05,0.25
564424,361339,368510,1.0,0.05,0.25
564425,348963,360916,0.5,0.05,0.25
564426,339036,363903,3.0,0.50,1.30
564427,330653,364422,3.0,0.80,1.10
564428,348975,356710,1.0,0.05,0.25
564429,337195,341896,3.0,0.05,1.30
564430,334704,366205,5.0,0.50,0.25
564431,346718,361234,3.0,0.30,2.00
564432,346785,361591,1.0,0.20,0.25
564433,344549,355376,3.0,1.10,1.50
564434,340559,365415,3.0,2.90,1.50
564435,337634,361054,7.0,1.50,2.40
564436,337223,359263,3.0,0.50,0.25
564437,341088,353465,3.0,1.20,1.00
564438,360260,371171,4.0,0.50,2.10
564439,356965,344018,5.0,1.10,1.50
564440,341125,353008,4.0,0.80,2.20
564441,343171,359779,6.0,1.10,0.80
564443,339525,338025,3.0,0.80,1.00
564445,338479,364620,5.0,1.30,1.50
564446,351645,359504,3.0,1.40,1.90
564447,331267,355233,5.0,2.00,2.30
564448,344262,341524,2.0,0.90,1.70
564449,349248,358049,2.0,1.50,2.30
564450,345024,340858,4.0,2.00,4.70
564451,334502,361642,10.0,1.00,1.90
564452,332992,355613,2.0,0.20,2.20
564454,345817,340292,2.0,0.70,1.30
564455,341549,363521,4.0,0.90,0.80
564456,345187,362667,3.0,1.20,1.90
564457,360242,356479,2.0,1.30,0.50
564458,333031,366002,4.0,1.10,1.10
564459,331304,365754,1.0,0.80,0.70
564460,340517,354912,1.0,1.10,0.25
564461,333462,354712,1.0,0.20,0.25
564463,355913,342914,4.0,0.20,0.25
564464,337880,356148,1.0,1.00,0.25
564465,334381,367502,6.0,2.50,5.80
564466,361631,372841,3.0,0.60,1.10
564468,331939,355913,14.0,2.10,2.10
564469,361916,357264,3.0,1.90,3.40
564471,339423,366078,2.0,0.50,1.20
564472,339970,353776,2.0,0.30,1.60
564476,340529,355904,5.0,0.60,1.20
564477,336115,357531,7.0,0.80,1.40
564478,350294,355789,2.0,0.40,2.30
564480,334773,361364,6.0,0.60,1.50
564481,356985,342651,7.0,0.70,1.30
564482,334257,360480,6.0,1.00,2.00
564484,361963,371682,12.0,0.90,1.00
564486,338929,339383,4.0,1.00,2.10
564488,345585,341844,8.0,0.30,1.90
564489,334737,362587,3.0,0.70,1.40
564490,346094,365299,2.0,0.80,0.70
564492,336951,356899,6.0,1.40,1.10
564493,352032,361965,3.0,0.80,0.90
564494,358873,355902,2.0,0.20,0.25
564495,352408,357780,2.0,0.20,0.25
564497,350785,359140,3.0,3.50,2.90
564498,334351,354110,9.0,0.40,1.10
564499,333485,362839,4.0,1.70,1.30
564500,339354,354493,3.0,1.10,0.25
564502,302703,392282,1.0,1.20,0.25
564504,313493,398520,0.5,1.20,2.00
564505,317338,393926,1.0,0.70,0.25
564506,310343,398001,3.0,1.80,0.25
564507,305782,393807,2.0,1.70,0.25
564508,306621,392103,2.0,1.40,0.25
564509,306582,409605,1.0,2.00,0.25
564510,312235,389169,22.0,3.70,1.00
564511,315992,390304,2.0,1.70,2.10
564512,302286,393356,2.0,1.50,1.60
564513,315428,395732,1.0,0.40,0.25
564514,313802,391295,3.0,1.20,1.20
564515,303616,409219,1.0,1.50,2.40
564516,310456,392730,0.5,1.00,0.70
564517,314360,394677,0.5,0.90,0.25
564518,311998,400063,4.0,1.80,1.30
564519,306626,390891,4.0,1.00,0.25
564520,314235,389011,0.5,4.00,2.40
564521,313622,393250,0.5,1.00,0.25
564522,317465,395430,0.5,1.00,1.40
564523,309622,390530,4.0,1.80,0.25
564524,315066,392689,3.0,1.50,1.00
564525,310417,399517,6.0,2.00,2.20
564526,302911,412062,1.0,1.40,0.80
564527,318292,395781,3.0,1.20,3.10
564528,305864,392576,0.5,0.60,0.25
564529,309749,410342,1.0,1.30,1.10
564535,308309,413211,4.0,3.00,1.60
564536,311503,409986,5.0,3.20,4.70
564538,309084,412825,8.0,1.90,2.90
564539,316404,391788,7.0,1.90,2.60
564540,305197,409595,5.0,1.70,2.20
564541,310474,394177,3.0,1.80,2.40
564542,302553,395753,4.0,2.00,1.90
564543,311314,394030,3.0,2.40,2.50
564544,303987,394899,2.0,2.40,2.30
564545,302985,408874,2.0,1.00,1.50
564546,302241,411741,0.5,2.00,2.80
564548,302147,410922,2.0,1.60,2.00
564549,302217,395270,12.0,3.20,3.60
564551,307134,390453,2.0,1.70,1.10
564552,312728,392298,0.5,1.50,0.25
564555,305597,410629,3.0,2.30,2.60
564556,312721,400905,0.5,1.20,0.70
564558,310261,408269,0.5,1.30,0.25
564559,311451,407393,35.0,2.40,0.90
564561,310547,411293,5.0,1.20,0.25
564562,316238,396239,0.5,0.30,0.25
564563,302552,390532,0.5,1.60,0.25
564564,311268,390743,0.5,0.90,0.25
564567,302057,410283,198.0,0.40,0.25
564568,302441,391877,0.5,0.60,0.25
564569,305743,408119,5.0,0.90,0.25
564570,306663,410752,0.5,0.90,0.25
564572,312415,398505,0.5,0.40,0.25
564573,313546,395669,0.5,0.40,0.25
564574,310427,410612,0.5,2.30,0.25
564575,318230,394458,0.5,0.90,0.25
564576,310729,388461,0.5,0.70,0.25
564578,304319,410394,2.0,0.80,0.70
564579,316333,388230,1.0,1.70,0.25
564580,314384,399099,0.5,1.40,0.25
564581,314665,395036,3.0,1.30,0.25
564582,311547,391718,0.5,0.70,0.25
564583,316809,394818,0.5,0.10,0.25
564584,315951,396949,0.5,0.80,0.25
564585,303262,411081,0.5,1.00,0.70
564586,312205,390061,0.5,2.20,0.90
564587,317423,396802,0.5,0.90,0.25
564588,307952,409596,1.0,1.90,1.60
564589,316792,396699,0.5,1.90,1.20
564590,308905,409365,0.5,1.10,0.80
564591,303353,393050,1.0,1.00,0.25
564592,313881,400921,0.5,1.60,0.25
564593,313672,390709,2.0,1.40,0.60
564594,312605,399909,0.5,1.30,0.60
564595,290705,380206,1.0,1.10,1.80
564597,312419,395582,3.0,1.30,1.10
564598,311607,395068,4.0,2.30,2.30
564599,320392,393991,2.0,1.50,2.60
564600,299916,404601,0.5,0.10,0.25
564601,338774,351087,3.0,0.40,
564602,295569,321725,0.5,0.05,0.25
564603,341432,364848,9.0,0.05,0.25
564604,338253,352852,5.0,0.30,0.25
564605,330319,345677,4.0,0.10,0.25
564606,294471,323819,1.0,0.05,0.25
564607,339817,349307,4.0,0.30,0.25
564608,332409,342835,1.0,1.10,0.25
564609,334023,341643,1.0,1.00,0.50
564612,294158,322242,645.0,0.05,0.25
564613,334260,346274,7.0,0.05,0.25
564614,297991,324342,3.0,0.05,0.25
564615,332509,353480,2.0,0.10,0.25
564616,332409,358831,7.0,0.30,0.25
564617,332083,358333,3.0,0.20,0.25
564618,330816,355971,22.0,0.90,0.60
564619,334140,352700,4.0,0.80,0.25
564620,297170,323869,2.0,0.60,0.25
564621,335132,349450,4.0,0.10,0.25
564623,337305,343230,4.0,0.90,0.25
564624,331874,343799,2.0,1.60,0.60
564625,330663,343553,3.0,0.30,0.90
564626,333760,353100,2.0,0.60,0.25
564627,295259,325097,0.5,0.05,0.25
564628,334815,357732,1.0,1.10,0.70
564629,297699,321064,2.0,0.80,0.25
564631,295628,326793,0.5,0.40,0.60
564632,328524,354921,3.0,0.80,0.90
564633,335338,341970,4.0,0.70,1.40
564634,337966,350110,0.5,0.40,0.25
564635,335203,346550,18.0,0.50,0.25
564636,339958,347776,0.5,1.70,0.25
564637,337780,353237,2.0,0.20,1.00
564638,350525,379132,11.0,1.40,0.25
564639,333895,357804,2.0,0.70,1.00
564640,332664,339065,0.5,1.10,0.25
564641,328329,355680,0.5,0.70,0.60
564643,299494,324247,0.5,1.00,0.90
564644,297389,322064,3.0,0.30,1.10
564645,329215,354355,0.5,0.60,0.25
564646,330339,354800,2.0,0.90,0.80
564647,330133,344613,2.0,0.50,0.70
564648,331248,339201,2.0,0.70,2.00
564649,329545,355805,6.0,1.00,1.60
564650,334720,342951,2.0,1.70,1.40
564651,334181,344786,3.0,0.50,2.60
564652,335652,347213,2.0,0.70,2.10
564653,295043,326439,0.5,0.50,1.60
564654,334772,358986,1.0,1.10,1.80
564655,298051,325272,1.0,0.30,1.40
564656,331492,353314,1.0,0.20,1.40
564657,332069,339582,2.0,0.10,1.30
564658,297813,323335,0.5,0.40,1.60
564659,338527,347333,15.0,25.60,3.50
564660,332280,346848,39.0,0.20,1.90
564661,289744,312428,6.0,0.40,2.80
564662,333783,359417,4.0,0.40,2.60
564663,296066,323430,2.0,0.90,2.70
564664,336781,347095,6.0,0.50,2.80
564665,337206,353789,10.0,2.00,3.00
564666,337399,346260,4.0,0.30,2.50
564669,339184,351675,2.0,0.30,0.25
564670,338645,348123,3.0,0.40,0.25
564671,332937,339801,3.0,0.20,0.25
564672,330751,359391,2.0,1.20,0.25
564673,298198,320146,0.5,0.20,0.25
564674,335886,343041,2.0,0.10,0.50
564676,291140,330268,1.0,0.20,0.25
564677,331070,344292,0.5,0.20,1.40
564679,335682,346371,4.0,0.60,0.25
564680,333622,358622,3.0,0.30,0.25
564682,299253,325147,0.5,0.50,0.25
564683,335876,349168,1.0,1.40,0.90
564684,334339,348426,4.0,0.30,0.80
564687,298961,322849,2.0,1.40,0.50
564688,337709,347154,3.0,1.40,1.20
564689,337428,349344,2.0,0.70,2.20
564690,339180,352595,2.0,0.80,1.30
564691,344578,379473,1.0,0.70,0.25
564692,294598,321256,0.5,0.40,0.25
564693,334439,339088,0.5,0.05,0.50
564694,330629,354174,0.5,0.05,0.25
564695,335158,348754,0.5,0.05,0.25
564696,332786,343077,0.5,1.80,0.60
564697,335351,344078,0.5,0.05,0.25
564698,330249,353599,0.5,0.05,1.70
564700,330665,344385,0.5,0.05,0.25
564701,307258,395072,0.5,0.05,0.25
564702,300616,413084,23.0,1.40,2.00
564704,292573,379523,3.0,0.50,1.20
564706,292152,380701,14.0,0.50,1.10
564707,297002,407343,8.0,1.20,1.50
564708,298085,405922,22.0,1.40,1.80
564709,302609,401857,8.0,1.00,1.10
564710,308582,404914,5.0,1.70,1.90
564711,307508,394252,8.0,0.90,0.90
564712,299283,406641,2.0,1.20,0.25
564713,309544,396707,2.0,1.10,1.10
564715,294658,384177,5.0,0.50,0.50
564716,304350,408436,1.0,1.20,1.10
564718,301867,404458,16.0,2.40,1.80
564719,291544,380602,1.0,0.80,0.80
564721,308800,398205,5.0,1.30,0.60
564722,300062,395856,3.0,0.60,0.25
564723,291318,381703,0.5,1.70,0.80
564724,297498,410485,2.0,1.60,1.40
564725,307160,398514,1.0,1.00,0.25
564726,295092,406625,0.5,0.80,0.25
564727,292704,377640,1.0,0.50,0.25
564729,294079,385310,0.5,0.50,0.25
564730,304470,399524,13.0,1.40,0.25
564731,295364,411823,4.0,1.00,0.25
564732,299591,401251,5.0,1.40,1.60
564733,296857,412369,4.0,2.30,0.25
564734,301054,395803,0.5,0.70,0.25
564735,300629,405856,7.0,0.80,0.25
564736,294633,380372,4.0,0.90,0.25
564738,306195,398842,1.0,0.70,0.25
564739,301478,394533,6.0,1.30,0.70
564740,302671,407065,1.0,0.60,1.20
564741,301152,397716,4.0,2.50,1.00
564742,302360,402626,7.0,1.60,2.00
564744,305210,398086,1.0,0.50,1.30
564745,303434,401434,0.5,1.30,1.50
564746,308038,396714,0.5,0.60,1.10
564747,300242,396658,1.0,1.10,0.90
564748,296031,377775,2.0,2.60,0.80
564749,299188,402018,1.0,1.70,1.10
564750,298709,401608,1.0,1.00,0.60
564751,306066,402042,0.5,1.80,0.25
564752,300466,407086,0.5,1.20,0.80
564753,294172,407753,2.0,0.80,0.60
564755,294192,406225,0.5,0.40,0.25
564756,299131,408351,2.0,1.70,0.25
564757,307175,400481,2.0,1.90,0.25
564760,304293,404380,0.5,1.20,0.25
564761,291567,404690,3.0,0.70,0.80
564763,298610,400973,3.0,2.80,2.60
564765,303722,398944,6.0,1.20,0.25
564766,298640,410642,2.0,0.90,0.25
564767,297493,405858,1.0,1.10,0.60
564768,305836,396224,0.5,0.30,1.40
564770,299466,397147,0.5,1.10,0.25
564771,307084,395960,0.5,1.40,0.50
564772,284503,380564,0.5,0.50,0.25
564773,305712,397240,0.5,0.30,0.50
564774,296833,410240,0.5,0.70,0.25
564775,304553,407595,0.5,0.30,0.25
564778,295093,381501,8.0,1.40,0.25
564779,300906,399331,1.0,0.50,1.00
564781,304517,400139,1.0,1.20,0.25
564782,299974,397927,1.0,0.80,0.25
564783,290615,404808,2.0,0.60,0.25
564784,291168,404259,2.0,1.00,0.25
564785,307878,397541,2.0,1.30,1.80
564786,293699,383312,2.0,1.70,3.00
564787,304629,398451,1.0,1.40,2.10
564788,285461,380345,0.5,0.50,0.25
564789,298003,408564,0.5,1.30,1.10
564790,305206,405353,3.0,1.80,2.90
564791,301799,399294,2.0,1.60,2.60
564792,296335,405386,1.0,1.20,2.10
564793,299797,405539,0.5,1.70,1.60
564794,305128,400929,3.0,1.50,2.10
564795,302050,398134,0.5,1.40,2.60
564796,294842,377557,0.5,1.40,1.00
564797,299793,410465,0.5,0.70,0.70
564798,305623,403022,0.5,1.00,2.10
564799,304053,406495,1.0,1.10,0.25
564800,292943,386332,1.0,1.30,2.90
564801,295199,334463,0.5,0.90,1.30
564802,298660,337689,0.5,0.05,0.25
564803,294702,312865,4.0,1.00,0.25
564805,286067,334938,30.0,4.80,1.40
564806,293110,333829,3.0,0.80,0.25
564807,291487,325675,3.0,0.70,1.10
564808,293099,326896,6.0,1.10,0.25
564809,295094,332373,3.0,0.20,0.25
564810,290482,329129,1.0,0.80,0.25
564811,295702,336065,3.0,0.50,0.25
564812,294057,334312,2.0,0.50,0.25
564813,296456,332610,0.5,0.20,0.25
564814,296860,336468,2.0,0.20,
564815,291536,323799,1.0,0.80,0.25
564816,298856,329288,2.0,0.30,0.60
564818,294177,317688,1.0,1.00,0.25
564819,297397,326872,2.0,1.40,0.70
564820,293712,324033,2.0,1.70,2.00
564821,292558,325103,0.5,0.10,1.00
564822,293595,329740,0.5,1.10,3.00
564823,289400,315752,4.0,1.50,3.40
