FID,AREA,PERIMETER,BLOCKS_,BLOCKS_ID,TILEBLOCK,TILE,BLOCK,TILENUM,TILEBLKNUM
6433,1030985,4098.875,6580,6669,0425E,0425,E,425,425E
6434,1027638,4090.71,6179,6040,0528B,0528,B,528,528B
6435,1027895,4092.777,6079,6125,0515E,0515,E,515,515E
6436,1028722,4093.599,6581,6552,0432C,0432,C,432,432C
6437,1022064,4081.045,6080,5919,0625R,0625,R,625,625R
6438,1024779,4085.731,6180,6147,0520G,0520,G,520,520G
6439,1024881,4085.959,6582,6343,1095L,1095,L,1095,1095L
6440,1023088,4082.881,6583,6446,0527P,0527,P,527,527P
6441,1024816,4085.814,6181,6254,0513K,0513,K,513,513K
6442,1027988,4092.986,6081,6233,0508J,0508,J,508,508J
6443,1025029,4086.294,6584,6786,0700K,0700,K,700,700K
6444,1027508,4090.426,6182,6041,0528C,0528,C,528,528C
6445,1027729,4090.91,6082,6018,0522D,0522,D,522,522D
6446,1026549,4088.87,6585,6670,0425F,0425,F,425,425F
6447,1025266,4087.617,6183,6362,0600P,0600,P,600,600P
6448,1024794,4085.771,6083,6126,0515F,0515,F,515,515F
6449,1026261,4089.078,6586,6344,1095M,1095,M,1095,1095M
6450,1024666,4085.477,6184,6148,0520H,0520,H,520,520H
6451,1023624,4084.541,6084,5920,0625S,0625,S,625,625S
6452,1023088,4082.881,6587,6447,0527R,0527,R,527,527R
6453,1028656,4093.052,6185,6042,0528D,0528,D,528,528D
6454,1026711,4090.103,6085,6234,0508K,0508,K,508,508K
6455,1025505,4086.374,6588,6553,0432D,0432,D,432,432D
6456,1024868,4085.933,6186,6255,0513L,0513,L,513,513L
6457,1027446,4090.275,6086,6019,0523A,0523,A,523,523A
6458,1025029,4086.292,6589,6787,0700L,0700,L,700,700L
6459,1023439,4083.485,6187,6363,0600R,0600,R,600,600R
6460,1024793,4085.768,6087,6127,0515G,0515,G,515,515G
6461,1026583,4088.956,6590,6671,0425G,0425,G,425,425G
6462,1024997,4086.225,6188,6149,0521E,0521,E,521,521E
6463,1022407,4081.784,6088,5921,0626N,0626,N,626,626N
6464,1028152,4091.917,6189,6043,0529A,0529,A,529,529A
6465,1024828,4085.848,6089,6235,0508L,0508,L,508,508L
6466,1023252,4083.222,6591,6448,0527S,0527,S,527,527S
6467,1029516,4094.9,6090,6020,0523B,0523,B,523,523B
6468,1022614,4080.832,6190,6256,0513M,0513,M,513,513M
6469,1028106,4092.24,6592,6554,0433A,0433,A,433,433A
6470,1019235,4073.946,6191,6364,0600S,0600,S,600,600S
6471,1022003,4080.908,6091,5922,0626P,0626,P,626,626P
6472,1023252,4081.446,6593,6672,0425H,0425,H,425,425H
6473,1021591,4078.528,6594,6788,0700M,0700,M,700,700M
6474,1024828,4085.844,6192,6150,0521F,0521,F,521,521F
6475,1022853,4081.386,6092,6128,0515H,0515,H,515,515H
6476,1022971,4082.589,6595,6449,0528N,0528,N,528,528N
6477,1020952,4077.093,6093,6236,0508M,0508,M,508,508M
6478,1027554,4090.534,6193,6044,0529B,0529,B,529,529B
6479,1026882,4089.453,6596,6555,0433B,0433,B,433,433B
6480,1029033,4095.333,6194,6257,0514J,0514,J,514,514J
6481,1027682,4090.768,6094,6021,0523C,0523,C,523,523C
6482,1029845,4096.319,6597,6673,0426E,0426,E,426,426E
6483,1022056,4081.029,6095,5923,0626R,0626,R,626,626R
6484,1027743,4093.194,6195,6365,0507N,0507,N,507,507N
6485,1027685,4092.958,6096,6345,1052N,1052,N,1052,1052N
6486,1026705,4090.086,6196,6151,0521G,0521,G,521,521G
6487,1028395,4093.902,6598,6789,0599J,0599,J,599,599J
6488,1028679,4094.541,6097,6129,0516E,0516,E,516,516E
6489,1027554,4090.532,6197,6045,0529C,0529,C,529,529C
6490,1024807,4085.796,6198,6258,0514K,0514,K,514,514K
6491,1028771,4094.748,6098,6237,0509J,0509,J,509,509J
6492,1023080,4082.865,6599,6450,0528P,0528,P,528,528P
6493,1023826,4083.582,6199,6152,0521H,0521,H,521,521H
6494,1026886,4089.014,6099,6022,0523D,0523,D,523,523D
6495,1026882,4089.453,6600,6556,0433C,0433,C,433,433C
6496,1026629,4089.063,6601,6674,0426F,0426,F,426,426F
6497,1022825,4082.744,6100,5924,0626S,0626,S,626,626S
6498,1023378,4083.346,6200,6366,0507P,0507,P,507,507P
6499,1023574,4083.7,6101,6346,1052P,1052,P,1052,1052P
6500,1027925,4091.407,6201,6046,0529D,0529,D,529,529D
6501,1026845,4090.398,6602,6790,0599K,0599,K,599,599K
6502,1024877,4085.947,6202,6259,0514L,0514,L,514,514L
6503,1026501,4088.77,6702,6695,0431G,0431,G,431,431G
6504,1023041,4082.767,6603,6451,0528R,0528,R,528,528R
6505,1025817,4088.081,6203,6153,0522E,0522,E,522,522E
6506,1025023,4086.295,6703,6810,0424K,0424,K,424,424K
6507,1026605,4088.857,6604,6557,0433D,0433,D,433,433D
6508,1025007,4086.253,6802,6830,0429K,0429,K,429,429K
6509,1023002,4082.729,6402,6407,0517R,0517,R,517,517R
6510,1023412,4083.435,6204,6367,0507R,0507,R,507,507R
6511,1026828,4089.374,6704,6579,0439B,0439,B,439,439B
6512,1026535,4088.842,6605,6675,0426G,0426,G,426,426G
6513,1026977,4089.272,6205,6047,0530A,0530,A,530,530A
6514,1024438,4085.891,6606,6452,0528S,0528,S,528,528S
6515,1023170,4083.006,6705,6475,0966R,0966,R,966,966R
6516,1021830,4079.062,6206,6260,0514M,0514,M,514,514M
6517,1025015,4086.266,6607,6791,0599L,0599,L,599,599L
6518,1024944,4087.186,6706,6927,0809R,0809,R,809,809R
6519,1024763,4085.698,6207,6154,0522F,0522,F,522,522F
6520,1025853,4087.266,6803,6602,0733A,0733,A,733,733A
6521,1027006,4089.753,6608,6558,0434A,0434,A,434,434A
6522,1026075,4087.799,6707,6696,0431H,0431,H,431,431H
6523,1024825,4085.839,6403,6198,0845F,0845,F,845,845F
6524,1027529,4090.487,6208,6048,0530B,0530,B,530,530B
6525,1027151,4090.23,6804,6717,0437E,0437,E,437,437E
6526,1023755,4084.354,6609,6453,0529N,0529,N,529,529N
6527,1026752,4089.212,6708,6580,0439C,0439,C,439,439C
6528,1026706,4090.078,6404,6302,0525K,0525,K,525,525K
6529,1020295,4076.364,6209,6368,0507S,0507,S,507,507S
6530,1022759,4082.361,6805,6946,0422P,0422,P,422,422P
6531,1024370,4083.959,6610,6676,0426H,0426,H,426,426H
6532,1026585,4088.957,6405,6635,0926G,0926,G,926,926G
6533,1024983,4086.195,6709,6811,0424L,0424,L,424,424L
6534,1031203,4099.609,6210,6622,1184A,1184,A,1184,1184A
6535,1020878,4076.911,6611,6792,0599M,0599,M,599,599M
6536,1025506,4088.255,6710,6476,0966S,0966,S,966,966S
6537,1026566,4088.904,6406,6516,0423C,0423,C,423,423C
6538,1028903,4094.017,6806,7065,1050C,1050,C,1050,1050C
6539,1027899,4092.784,6211,6261,0515J,0515,J,515,515J
6540,1026892,4089.468,6612,6559,0434B,0434,B,434,434B
6541,1027125,4090.168,6711,6697,0432E,0432,E,432,432E
6542,1024824,4085.836,6407,6199,0845G,0845,G,845,845G
6543,1024966,4086.154,6807,6831,0429L,0429,L,429,429L
6544,1024833,4085.849,6212,6155,0522G,0522,G,522,522G
6545,1023090,4082.88,6613,6454,0529P,0529,P,529,529P
6546,1018589,4072.771,6712,6928,0809S,0809,S,809,809S
6547,1021398,4079.068,6408,6408,0517S,0517,S,517,517S
6548,1026644,4089.012,6808,6603,0733B,0733,B,733,733B
6549,1027582,4090.608,6213,6049,0530C,0530,C,530,530C
6550,1027638,4091.241,6713,6581,0439D,0439,D,439,439D
6551,1030612,4098.052,6614,6677,0427E,0427,E,427,427E
6552,1026538,4088.848,6809,6718,0437F,0437,F,437,437F
6553,1024858,4085.915,6409,6303,0525L,0525,L,525,525L
6554,1026574,4090.581,6214,6369,0508N,0508,N,508,508N
6555,1022851,4082.246,6714,6477,1095N,1095,N,1095,1095N
6556,1028701,4093.558,6615,6560,0434C,0434,C,434,434C
6557,1022885,4080.603,6410,6636,0926H,0926,H,926,926H
6558,1022812,4082.481,6810,6947,0422R,0422,R,422,422R
6559,1022507,4080.594,6715,6812,0424M,0424,M,424,424M
6560,1026230,4088.35,6215,6623,1184B,1184,B,1184,1184B
6561,1029179,4095.664,6616,6793,0506J,0506,J,506,506J
6562,1026002,4088.488,6411,6200,0845H,0845,H,845,845H
6563,1024996,4086.218,6216,6156,0522H,0522,H,522,522H
6564,1026605,4089.006,6716,6698,0432F,0432,F,432,432F
6565,1022381,4080.303,6811,6832,0429M,0429,M,429,429M
6566,1023033,4082.751,6617,6455,0529R,0529,R,529,529R
6567,1024851,4085.9,6217,6262,0515K,0515,K,515,515K
6568,1022924,4080.709,6412,6517,0423D,0423,D,423,423D
6569,1026562,4088.917,6618,6678,0427F,0427,F,427,427F
6570,1027636,4091.235,6717,6582,0440A,0440,A,440,440A
6571,1022136,4078.787,6812,7066,1050D,1050,D,1050,1050D
6572,1028951,4093.732,6218,6050,0530D,0530,D,530,530D
6573,1026513,4090.657,6413,6409,0518N,0518,N,518,518N
6574,1026697,4089.133,6813,6604,0733C,0733,C,733,733C
6575,1025856,4087.18,6619,6561,0434D,0434,D,434,434D
6576,1023182,4083.024,6718,6478,1095P,1095,P,1095,1095P
6577,1025228,4087.575,6219,6370,0508P,0508,P,508,508P
6578,1024507,4085.13,6414,6304,0525M,0525,M,525,525M
6579,1024972,4086.159,6620,6794,0506K,0506,K,506,506K
6580,1026590,4088.967,6814,6719,0437G,0437,G,437,437G
6581,1027536,4093.023,6719,6929,0700N,0700,N,700,700N
6582,1026118,4088.098,6220,6624,1184C,1184,C,1184,1184C
6583,1030255,4097.228,6415,6637,0809E,0809,E,809,809E
6584,1024645,4085.435,6221,6157,0523E,0523,E,523,523E
6585,1020122,4076.353,6815,6948,0422S,0422,S,422,422S
6586,1023657,4084.124,6621,6456,0529S,0529,S,529,529S
6587,1029403,4096.185,6720,6813,0425J,0425,J,425,425J
6588,1023619,4083.106,6416,6201,0966E,0966,E,966,966E
6589,1026802,4089.325,6721,6583,0440B,0440,B,440,440B
6590,1027782,4091.097,6222,6051,0627A,0627,A,627,627A
6591,1026579,4088.945,6622,6679,0427G,0427,G,427,427G
6592,1021080,4078.398,6417,6410,0518P,0518,P,518,518P
6593,1027692,4092.302,6816,6833,0430J,0430,J,430,430J
6594,1027792,4091.546,6623,6562,0435A,0435,A,435,435A
6595,1023253,4083.177,6722,6479,1095R,1095,R,1095,1095R
6596,1028509,4093.258,6817,6605,0733D,0733,D,733,733D
6597,1024811,4085.8,6223,6263,0515L,0515,L,515,515L
6598,1030087,4096.859,6418,6518,0424A,0424,A,424,424A
6599,1023291,4083.193,6224,6371,0508R,0508,R,508,508R
6600,1028396,4093.036,6723,6699,0432G,0432,G,432,432G
6601,1025188,4086.66,6419,6305,0526J,0526,J,526,526J
6602,1025023,4086.277,6624,6795,0506L,0506,L,506,506L
6603,1031742,4100.441,6818,7067,0925A,0925,A,925,925A
6604,1022145,4079.152,6225,6481,1184D,1184,D,1184,1184D
6605,1022750,4082.053,6625,6457,0530N,0530,N,530,530N
6606,1022985,4082.763,6724,6930,0700P,0700,P,700,700P
6607,1027464,4090.343,6226,6052,0627B,0627,B,627,627B
6608,1024918,4086.052,6725,6814,0425K,0425,K,425,425K
6609,1023584,4082.189,6626,6680,0427H,0427,H,427,427H
6610,1024836,4085.854,6420,6202,0966F,0966,F,966,966F
6611,1027143,4090.215,6819,6720,0437H,0437,H,437,437H
6612,1024722,4086.454,6726,6480,1095S,1095,S,1095,1095S
6613,1026690,4090.055,6227,6158,0523F,0523,F,523,523F
6614,1026808,4089.29,6627,6563,0435B,0435,B,435,435B
6615,1026744,4089.198,6727,6584,0440C,0440,C,440,440C
6616,1022928,4081.545,6228,6264,0515M,0515,M,515,515M
6617,1023062,4082.799,6628,6458,0530P,0530,P,530,530P
6618,1026595,4088.973,6421,6638,0809F,0809,F,809,809F
6619,1027444,4092.941,6820,6949,0423N,0423,N,423,423N
6620,1025362,4086.184,6728,6700,0432H,0432,H,432,432H
6621,1019529,4074.654,6229,6372,0508S,0508,S,508,508S
6622,1021976,4079.393,6629,6796,0506M,0506,M,506,506M
6623,1028368,4094.827,6630,6913,1184N,1184,N,1184,1184N
6624,1023020,4082.852,6729,6931,0700R,0700,R,700,700R
6625,1027574,4090.592,6230,6053,0627C,0627,C,627,627C
6626,1025045,4086.329,6730,6815,0425L,0425,L,425,425L
6627,1029548,4095.655,6631,6681,0428E,0428,E,428,428E
6628,1030211,4097.335,6231,6482,1051A,1051,A,1051,1051A
6629,1025034,4086.298,6821,6834,0430K,0430,K,430,430K
6630,1022957,4082.648,6422,6411,0518R,0518,R,518,518R
6631,1026854,4089.473,6731,6585,0440D,0440,D,440,440D
6632,1024825,4085.832,6232,6159,0523G,0523,G,523,523G
6633,1026862,4089.412,6632,6564,0435C,0435,C,435,435C
6634,1023114,4082.919,6633,6459,0530R,0530,R,530,530R
6635,1028719,4094.638,6233,6265,0516J,0516,J,516,516J
6636,1027835,4091.772,6732,6701,0433E,0433,E,433,433E
6637,1028081,4093.177,6634,6797,0421J,0421,J,421,421J
6638,1028239,4092.119,6234,6054,0627D,0627,D,627,627D
6639,1019630,4075.159,6733,6932,0700S,0700,S,700,700S
6640,1026612,4088.981,6423,6519,0424B,0424,B,424,424B
6641,1026582,4088.904,6822,6606,0846A,0846,A,846,846A
6642,1027299,4092.244,6235,6373,0509N,0509,N,509,509N
6643,1023119,4082.977,6635,6914,1184P,1184,P,1184,1184P
6644,1021777,4078.947,6734,6816,0425M,0425,M,425,425M
6645,1024177,4084.36,6236,6160,0523H,0523,H,523,523H
6646,1026934,4089.625,6636,6565,0435D,0435,D,435,435D
6647,1026572,4088.84,6735,6586,0441A,0441,A,441,441A
6648,1026182,4088.205,6237,6483,1051B,1051,B,1051,1051B
6649,1026572,4088.931,6637,6682,0428F,0428,F,428,428F
6650,1027045,4089.81,6823,7068,0925B,0925,B,925,925B
6651,1024798,4085.779,6424,6306,0526K,0526,K,526,526K
6652,1024785,4085.753,6238,6266,0516K,0516,K,516,516K
6653,1024805,4086.697,6638,6460,0530S,0530,S,530,530S
6654,1026614,4089.02,6736,6702,0433F,0433,F,433,433F
6655,1026607,4088.453,6239,6055,0732A,0732,A,732,732A
6656,1028249,4093.57,6737,6817,0426J,0426,J,426,426J
6657,1024817,4085.821,6425,6203,0966G,0966,G,966,966G
6658,1026915,4090.544,6639,6798,0421K,0421,K,421,421K
6659,1025977,4087.585,6824,6721,0438E,0438,E,438,438E
6660,1023246,4083.114,6240,6374,0509P,0509,P,509,509P
6661,1026367,4090.408,6738,6933,0599N,0599,N,599,599N
6662,1023172,4083.096,6640,6915,1184R,1184,R,1184,1184R
6663,1028479,4093.221,6426,6639,0809G,0809,G,809,809G
6664,1022767,4082.401,6825,6950,0423P,0423,P,423,423P
6665,1026790,4089.303,6739,6587,0441B,0441,B,441,441B
6666,1026581,4088.837,6641,6566,0436A,0436,A,436,436A
6667,1025483,4087.321,6241,6161,0524E,0524,E,524,524E
6668,1026556,4088.889,6740,6703,0433G,0433,G,433,433G
6669,1026588,4088.958,6642,6683,0428G,0428,G,428,428G
6670,1024837,4085.872,6242,6267,0516L,0516,L,516,516L
6671,1022511,4081.61,6427,6412,0518S,0518,S,518,518S
6672,1026690,4089.119,6826,6607,0846B,0846,B,846,846B
6673,1028176,4092.705,6243,6484,1051C,1051,C,1051,1051C
6674,1023458,4083.659,6643,6461,0627N,0627,N,627,627N
6675,1025037,4086.314,6741,6818,0426K,0426,K,426,426K
6676,1026733,4089.175,6742,6588,0441C,0441,C,441,441C
6677,1024958,4086.136,6827,6835,0430L,0430,L,430,430L
6678,1025014,4086.258,6644,6799,0421L,0421,L,421,421L
6679,1027531,4090.515,6244,6056,0732B,0732,B,732,732B
6680,1026683,4089.132,6428,6520,0424C,0424,C,424,424C
6681,1024818,4086.933,6743,6934,0599P,0599,P,599,599P
6682,1019172,4074.025,6645,6916,1184S,1184,S,1184,1184S
6683,1024799,4085.786,6245,6162,0524F,0524,F,524,524F
6684,1024850,4085.898,6429,6307,0526L,0526,L,526,526L
6685,1026369,4088.477,6744,6704,0433H,0433,H,433,433H
6686,1028702,4093.584,6646,6567,0436B,0436,B,436,436B
6687,1027062,4089.84,6828,7069,0925C,0925,C,925,925C
6688,1023356,4083.362,6246,6375,0509R,0509,R,509,509R
6689,1027933,4091.92,6745,6589,0441D,0441,D,441,441D
6690,1023107,4082.905,6647,6462,0627P,0627,P,627,627P
6691,1022123,4079.739,6247,6268,0516M,0516,M,516,516M
6692,1024979,4086.184,6746,6819,0426L,0426,L,426,426L
6693,1027083,4090.942,6430,6204,0966H,0966,H,966,966H
6694,1028468,4093.205,6829,6722,0438F,0438,F,438,438F
6695,1021303,4077.225,6248,6485,1051D,1051,D,1051,1051D
6696,1024645,4084.576,6648,6684,0428H,0428,H,428,428H
6697,1022974,4082.771,6747,6935,0599R,0599,R,599,599R
6698,1022100,4078.832,6431,6640,0809H,0809,H,809,809H
6699,1027473,4090.385,6249,6057,0732C,0732,C,732,732C
6700,1026753,4089.346,6748,6705,0434E,0434,E,434,434E
6701,1026672,4089.087,6830,6608,0846C,0846,C,846,846C
6702,1021120,4077.471,6649,6800,0421M,0421,M,421,421M
6703,1023500,4083.85,6432,6413,0519N,0519,N,519,519N
6704,1024817,4085.815,6250,6163,0524G,0524,G,524,524G
6705,1027265,4090.415,6749,6590,0442A,0442,A,442,442A
6706,1022749,4082.369,6831,6951,0423R,0423,R,423,423R
6707,1026817,4089.333,6650,6568,0436C,0436,C,436,436C
6708,1020479,4076.824,6251,6376,0509S,0509,S,509,509S
6709,1031240,4099.379,6750,7203,1324A,1324,A,1324,1324A
6710,1025753,4087.928,6433,6308,0526M,0526,M,526,526M
6711,1023067,4082.806,6651,6463,0627R,0627,R,627,627R
6712,1023443,4082.724,6832,6836,0430M,0430,M,430,430M
6713,1027563,4092.022,6252,6269,0517J,0517,J,517,517J
6714,1022817,4081.299,6751,6820,0426M,0426,M,426,426M
6715,1024021,4083.158,6434,6521,0424D,0424,D,424,424D
6716,1027217,4092.244,6652,6917,1051N,1051,N,1051,1051N
6717,1026582,4088.952,6833,6723,0438G,0438,G,438,438G
6718,1029377,4094.696,6253,6058,0732D,0732,D,732,732D
6719,1018865,4073.45,6752,6936,0599S,0599,S,599,599S
6720,1024440,4084.964,6435,6205,1095E,1095,E,1095,1095E
6721,1023289,4081.361,6834,7070,0925D,0925,D,925,925D
6722,1030352,4097.45,6653,6685,0429E,0429,E,429,429E
6723,1031014,4099.129,6254,6486,0926A,0926,A,926,926A
6724,1026530,4088.843,6753,6706,0434F,0434,F,434,434F
6725,1022946,4082.626,6436,6414,0519P,0519,P,519,519P
6726,1027779,4091.614,6835,6609,0846D,0846,D,846,846D
6727,1025862,4088.173,6437,6309,0527J,0527,J,527,527J
6728,1028882,4094.998,6654,6801,0422J,0422,J,422,422J
6729,1025311,4086.934,6255,6164,0524H,0524,H,524,524H
6730,1026764,4089.256,6754,6591,0442B,0442,B,442,442B
6731,1028440,4094.004,6836,6837,0431J,0431,J,431,431J
6732,1024024,4084.932,6655,6464,0627S,0627,S,627,627S
6733,1028045,4093.944,6256,6377,0510N,0510,N,510,510N
6734,1029015,4095.303,6755,6821,0427J,0427,J,427,427J
6735,1026207,4087.986,6656,6569,0436D,0436,D,436,436D
6736,1031080,4099.088,6438,6641,0700E,0700,E,700,700E
6737,1026929,4089.619,6756,7204,1324B,1324,B,1324,1324B
6738,1024906,4086.018,6257,6270,0517K,0517,K,517,517K
6739,1019228,4074.36,6837,6952,0423S,0423,S,423,423S
6740,1023127,4083.016,6657,6918,1051P,1051,P,1051,1051P
6741,1024825,4085.833,6439,6206,1095F,1095,F,1095,1095F
6742,1027358,4090.156,6258,6059,0845A,0845,A,845,845A
6743,1026359,4088.447,6838,6724,0438H,0438,H,438,438H
6744,1027090,4092.069,6757,6937,0506N,0506,N,506,506N
6745,1030944,4098.775,6440,6522,0425A,0425,A,425,425A
6746,1026634,4089.065,6658,6686,0429F,0429,F,429,429F
6747,1026319,4088.498,6259,6487,0926B,0926,B,926,926B
6748,1025391,4086.229,6839,6610,0967A,0967,A,967,967A
6749,1028432,4093.124,6758,6707,0434G,0434,G,434,434G
6750,1024824,4085.832,6441,6207,1095G,1095,G,1095,1095G
6751,1022435,4081.327,6659,6465,0732N,0732,N,732,732N
6752,1024350,4084.773,6260,6165,0525E,0525,E,525,525E
6753,1030713,4098.104,6840,7071,0808A,0808,A,808,808A
6754,1026707,4089.127,6759,6592,0442C,0442,C,442,442C
6755,1024790,4085.762,6442,6310,0527K,0527,K,527,527K
6756,1027328,4090.506,6660,6570,0437A,0437,A,437,437A
6757,1023144,4082.03,6841,6838,0431K,0431,K,431,431K
6758,1024823,4086.876,6443,6415,0519R,0519,R,519,519R
6759,1023348,4083.345,6261,6378,0510P,0510,P,510,510P
6760,1025028,4086.296,6760,6822,0427K,0427,K,427,427K
6761,1025006,4086.243,6661,6802,0422K,0422,K,422,422K
6762,1025674,4086.893,6761,6708,0434H,0434,H,434,434H
6763,1027466,4090.371,6262,6060,0845B,0845,B,845,845B
6764,1026567,4088.921,6444,6642,0700F,0700,F,700,700F
6765,1026366,4090.513,6842,6953,0424N,0424,N,424,424N
6766,1024847,4085.886,6263,6271,0517L,0517,L,517,517L
6767,1026947,4089.649,6762,7057,1324C,1324,C,1324,1324C
6768,1026522,4088.812,6662,6687,0429G,0429,G,429,429G
6769,1026635,4089.019,6445,6523,0425B,0425,B,425,425B
6770,1026745,4089.319,6843,6725,0439E,0439,E,439,439E
6771,1022872,4082.563,6763,6938,0506P,0506,P,506,506P
6772,1025000,4087.259,6663,6919,1051R,1051,R,1051,1051R
6773,1026278,4088.398,6264,6488,0926C,0926,C,926,926C
6774,1023079,4082.824,6664,6466,0732P,0732,P,732,732P
6775,1026616,4089.894,6265,6166,0525F,0525,F,525,525F
6776,1027149,4090.154,6764,6593,0442D,0442,D,442,442D
6777,1026261,4089.078,6446,6208,1095H,1095,H,1095,1095H
6778,1026646,4089.041,6844,6611,0967B,0967,B,967,967B
6779,1026827,4089.348,6665,6571,0437B,0437,B,437,437B
6780,1027086,4089.878,6845,7072,0808B,0808,B,808,808B
6781,1024970,4086.166,6765,6823,0427L,0427,L,427,427L
6782,1027537,4090.522,6266,6061,0845C,0845,C,845,845C
6783,1024896,4086.003,6447,6311,0527L,0527,L,527,527L
6784,1027539,4091.11,6766,6709,0435E,0435,E,435,435E
6785,1023272,4083.185,6267,6379,0510R,0510,R,510,510R
6786,1024986,4086.207,6666,6803,0422L,0422,L,422,422L
6787,1023932,4082.961,6667,6688,0429H,0429,H,429,429H
6788,1023181,4082.125,6268,6272,0517M,0517,M,517,517M
6789,1025020,4086.271,6846,6839,0431L,0431,L,431,431L
6790,1021690,4079.746,6448,6416,0519S,0519,S,519,519S
6791,1023583,4082.081,6767,7058,1324D,1324,D,1324,1324D
6792,1024805,4085.792,6269,6167,0525G,0525,G,525,525G
6793,1018424,4072.345,6668,6920,1051S,1051,S,1051,1051S
6794,1022758,4082.383,6847,6954,0424P,0424,P,424,424P
6795,1026580,4088.943,6449,6643,0700G,0700,G,700,700G
6796,1022906,4082.65,6768,6939,0506R,0506,R,506,506R
6797,1026575,4088.937,6848,6726,0439F,0439,F,439,439F
6798,1026652,4089.048,6450,6524,0425C,0425,C,425,425C
6799,1026646,4089.039,6849,6612,0967C,0967,C,967,967C
6800,1024966,4086.155,6451,6312,0527M,0527,M,527,527M
6801,1028988,4094.158,6850,7073,0808C,0808,C,808,808C
6802,1024358,4085.774,6452,6417,0520N,0520,N,520,520N
6803,1022508,4079.921,6270,6489,0926D,0926,D,926,926D
6804,1023189,4083.072,6669,6467,0732R,0732,R,732,732R
6805,1024463,4085.013,6851,6840,0431M,0431,M,431,431M
6806,1026241,4088.117,6769,6594,0531A,0531,A,531,531A
6807,1026808,4089.314,6670,6572,0437C,0437,C,437,437C
6808,1023272,4081.451,6453,6525,0425D,0425,D,425,425D
6809,1028574,4092.898,6271,6062,0845D,0845,D,845,845D
6810,1022051,4079.562,6770,6824,0427M,0427,M,427,427M
6811,1022214,4079.946,6671,6804,0422M,0422,M,422,422M
6812,1028383,4093.877,6272,6273,0518J,0518,J,518,518J
6813,1026646,4089.087,6852,6727,0439G,0439,G,439,439G
6814,1026540,4088.858,6771,6710,0435F,0435,F,435,435F
6815,1029306,4095.083,6672,6689,0430E,0430,E,430,430E
6816,1023142,4081.187,6454,6644,0700H,0700,H,700,700H
6817,1019713,4075.113,6273,6380,0510S,0510,S,510,510S
6818,1022739,4082.351,6853,6955,0424R,0424,R,424,424R
6819,1026681,4089.081,6772,6595,0531B,0531,B,531,531B
6820,1024744,4085.652,6455,6313,0528J,0528,J,528,528J
6821,1025139,4087.448,6673,6468,0732S,0732,S,732,732S
6822,1024543,4085.192,6274,6168,0525H,0525,H,525,525H
6823,1028862,4094.069,6854,6613,0967D,0967,D,967,967D
6824,1019867,4075.74,6773,6940,0506S,0506,S,506,506S
6825,1026184,4087.512,6275,6063,0966A,0966,A,966,966A
6826,1027905,4093.815,6674,6921,0926N,0926,N,926,926N
6827,1032008,4101.082,6774,7059,1183A,1183,A,1183,1183A
6828,1022901,4082.518,6456,6418,0520P,0520,P,520,520P
6829,1027286,4090.433,6675,6573,0437D,0437,D,437,437D
6830,1029932,4096.671,6276,6490,0809A,0809,A,809,809A
6831,1028046,4093.096,6775,6825,0428J,0428,J,428,428J
6832,1022554,4079.678,6855,7074,0808D,0808,D,808,808D
