FID,AREA,GRID_CODE,SQFT,ACRES,SQMI
3662,6724,3,6724,0.154362,0.000241
3663,6724,5,6724,0.154362,0.000241
3664,625332,13,625332,14.35565,0.022431
3665,6724,6,6724,0.154362,0.000241
3666,20172,5,20172,0.463085,0.000724
3667,6724,6,6724,0.154362,0.000241
3668,121032,4,121032,2.778512,0.004341
3669,67240,6,67240,1.543618,0.002412
3670,87412,5,87412,2.006703,0.003135
3671,13448,3,13448,0.308724,0.000482
3672,47068,6,47068,1.080533,0.001688
3673,20172,6,20172,0.463085,0.000724
3674,786708,6,786708,18.06033,0.028219
3675,13448,6,13448,0.308724,0.000482
3676,141204,3,141204,3.241598,0.005065
3677,100860,6,100860,2.315427,0.003618
3678,127756,5,127756,2.932874,0.004583
3679,40344,5,40344,0.926171,0.001447
3680,6724,5,6724,0.154362,0.000241
3681,13448,5,13448,0.308724,0.000482
3682,342924,5,342924,7.87245,0.012301
3683,6724,6,6724,0.154362,0.000241
3684,289132,7,289132,6.637558,0.010371
3685,53792,4,53792,1.234894,0.00193
3686,6724,2,6724,0.154362,0.000241
3687,161376,6,161376,3.704683,0.005789
3688,6724,4,6724,0.154362,0.000241
3689,33620,5,33620,0.771809,0.001206
3690,1559968,6,1559968,35.81194,0.055956
3691,114308,4,114308,2.624151,0.0041
3692,13448,2,13448,0.308724,0.000482
3693,6724,6,6724,0.154362,0.000241
3694,13448,3,13448,0.308724,0.000482
3695,26896,3,26896,0.617447,0.000965
3696,154652,5,154652,3.550321,0.005547
3697,194996,7,194996,4.476492,0.006995
3698,13448,6,13448,0.308724,0.000482
3699,20172,3,20172,0.463085,0.000724
3700,6724,5,6724,0.154362,0.000241
3701,188272,3,188272,4.32213,0.006753
3702,3893196,6,3893196,89.37548,0.139649
3703,6724,6,6724,0.154362,0.000241
3704,60516,3,60516,1.389256,0.002171
3705,53792,6,53792,1.234894,0.00193
3706,26896,14,26896,0.617447,0.000965
3707,13448,3,13448,0.308724,0.000482
3708,20172,4,20172,0.463085,0.000724
3709,87412,5,87412,2.006703,0.003135
3710,1983580,5,1983580,45.53673,0.071151
3711,6724,3,6724,0.154362,0.000241
3712,114308,4,114308,2.624151,0.0041
3713,5520400,6,5520400,126.731,0.198017
3714,53792,5,53792,1.234894,0.00193
3715,6724,6,6724,0.154362,0.000241
3716,201720,4,201720,4.630854,0.007236
3717,1929788,5,1929788,44.30184,0.069222
3718,827052,5,827052,18.9865,0.029666
3719,33620,6,33620,0.771809,0.001206
3720,6724,4,6724,0.154362,0.000241
3721,87412,6,87412,2.006703,0.003135
3722,174824,3,174824,4.013407,0.006271
3723,6724,5,6724,0.154362,0.000241
3724,67240,5,67240,1.543618,0.002412
3725,20172,6,20172,0.463085,0.000724
3726,26896,4,26896,0.617447,0.000965
3727,13448,5,13448,0.308724,0.000482
3728,26896,6,26896,0.617447,0.000965
3729,6724,6,6724,0.154362,0.000241
3730,13448,4,13448,0.308724,0.000482
3731,13448,5,13448,0.308724,0.000482
3732,33620,5,33620,0.771809,0.001206
3733,60516,4,60516,1.389256,0.002171
3734,33620,6,33620,0.771809,0.001206
3735,1217044,6,1217044,27.93949,0.043655
3736,127756,5,127756,2.932874,0.004583
3737,40344,6,40344,0.926171,0.001447
3738,6724,4,6724,0.154362,0.000241
3739,6724,5,6724,0.154362,0.000241
3740,6724,5,6724,0.154362,0.000241
3741,100860,6,100860,2.315427,0.003618
3742,6724,3,6724,0.154362,0.000241
3743,40344,14,40344,0.926171,0.001447
3744,632056,6,632056,14.51001,0.022672
3745,2192024,6,2192024,50.32195,0.078628
3746,60516,6,60516,1.389256,0.002171
3747,6724,5,6724,0.154362,0.000241
3748,53792,5,53792,1.234894,0.00193
3749,33620,5,33620,0.771809,0.001206
3750,6724,3,6724,0.154362,0.000241
3751,827052,5,827052,18.9865,0.029666
3752,47068,5,47068,1.080533,0.001688
3753,6724,6,6724,0.154362,0.000241
3754,73964,5,73964,1.69798,0.002653
3755,268960,6,268960,6.174472,0.009648
3756,13448,6,13448,0.308724,0.000482
3757,1102736,5,1102736,25.31533,0.039555
3758,20172,6,20172,0.463085,0.000724
3759,6724,5,6724,0.154362,0.000241
3760,356372,4,356372,8.181175,0.012783
3761,13448,5,13448,0.308724,0.000482
3762,20172,3,20172,0.463085,0.000724
3763,147928,6,147928,3.39596,0.005306
3764,215168,5,215168,4.939578,0.007718
3765,154652,5,154652,3.550321,0.005547
3766,73964,7,73964,1.69798,0.002653
3767,1102736,5,1102736,25.31533,0.039555
3768,6724,3,6724,0.154362,0.000241
3769,6724,5,6724,0.154362,0.000241
3770,6724,5,6724,0.154362,0.000241
3771,134480,14,134480,3.087236,0.004824
3772,6724,5,6724,0.154362,0.000241
3773,47068,6,47068,1.080533,0.001688
3774,13448,6,13448,0.308724,0.000482
3775,2198748,5,2198748,50.47631,0.078869
3776,13448,6,13448,0.308724,0.000482
3777,20172,6,20172,0.463085,0.000724
3778,94136,3,94136,2.161065,0.003377
3779,948084,6,948084,21.76501,0.034008
3780,6724,6,6724,0.154362,0.000241
3781,114308,14,114308,2.624151,0.0041
3782,4619390,5,4619390,106.047,0.165698
3783,255512,6,255512,5.865748,0.009165
3784,26896,6,26896,0.617447,0.000965
3785,13448,6,13448,0.308724,0.000482
3786,6724,4,6724,0.154362,0.000241
3787,26896,6,26896,0.617447,0.000965
3788,13448,6,13448,0.308724,0.000482
3789,147928,4,147928,3.39596,0.005306
3790,6724,6,6724,0.154362,0.000241
3791,53792,14,53792,1.234894,0.00193
3792,107584,6,107584,2.469789,0.003859
3793,773260,5,773260,17.75161,0.027737
3794,6724,4,6724,0.154362,0.000241
3795,6724,5,6724,0.154362,0.000241
3796,13448,6,13448,0.308724,0.000482
3797,26896,5,26896,0.617447,0.000965
3798,6724,3,6724,0.154362,0.000241
3799,13448,2,13448,0.308724,0.000482
3800,33620,14,33620,0.771809,0.001206
3801,127756,5,127756,2.932874,0.004583
3802,6724,2,6724,0.154362,0.000241
3803,40344,5,40344,0.926171,0.001447
3804,121032,6,121032,2.778512,0.004341
3805,6724,3,6724,0.154362,0.000241
3806,6724,6,6724,0.154362,0.000241
3807,6724,6,6724,0.154362,0.000241
3808,13448,2,13448,0.308724,0.000482
3809,40344,3,40344,0.926171,0.001447
3810,221892,6,221892,5.093939,0.007959
3811,948084,5,948084,21.76501,0.034008
3812,26896,4,26896,0.617447,0.000965
3813,6724,4,6724,0.154362,0.000241
3814,6724,6,6724,0.154362,0.000241
3815,26896,3,26896,0.617447,0.000965
3816,33620,6,33620,0.771809,0.001206
3817,33620,5,33620,0.771809,0.001206
3818,6724,5,6724,0.154362,0.000241
3819,33620,5,33620,0.771809,0.001206
3820,47068,5,47068,1.080533,0.001688
3821,60516,6,60516,1.389256,0.002171
3822,6724,6,6724,0.154362,0.000241
3823,67240,6,67240,1.543618,0.002412
3824,114308,5,114308,2.624151,0.0041
3825,282408,5,282408,6.483196,0.01013
3826,107584,6,107584,2.469789,0.003859
3827,242064,6,242064,5.557025,0.008683
3828,20172,5,20172,0.463085,0.000724
3829,127756,2,127756,2.932874,0.004583
3830,161376,6,161376,3.704683,0.005789
3831,33620,5,33620,0.771809,0.001206
3832,168100,5,168100,3.859045,0.00603
3833,20172,5,20172,0.463085,0.000724
3834,13448,6,13448,0.308724,0.000482
3835,6724,2,6724,0.154362,0.000241
3836,60516,5,60516,1.389256,0.002171
3837,100860,2,100860,2.315427,0.003618
3838,403440,6,403440,9.261708,0.014471
3839,13448,5,13448,0.308724,0.000482
3840,33620,6,33620,0.771809,0.001206
3841,309304,6,309304,7.100643,0.011095
3842,6724,6,6724,0.154362,0.000241
3843,6724,2,6724,0.154362,0.000241
3844,26896,3,26896,0.617447,0.000965
3845,100860,5,100860,2.315427,0.003618
3846,719468,3,719468,16.51671,0.025807
3847,121032,7,121032,2.778512,0.004341
3848,134480,2,134480,3.087236,0.004824
3849,73964,1,73964,1.69798,0.002653
3850,114308,14,114308,2.624151,0.0041
3851,80688,5,80688,1.852342,0.002894
3852,13448,3,13448,0.308724,0.000482
3853,13448,6,13448,0.308724,0.000482
3854,6724,4,6724,0.154362,0.000241
3855,60516,5,60516,1.389256,0.002171
3856,73964,4,73964,1.69798,0.002653
3857,100860,5,100860,2.315427,0.003618
3858,40344,6,40344,0.926171,0.001447
3859,376544,5,376544,8.64426,0.013507
3860,20172,5,20172,0.463085,0.000724
3861,161376,5,161376,3.704683,0.005789
3862,87412,5,87412,2.006703,0.003135
3863,188272,6,188272,4.32213,0.006753
3864,87412,6,87412,2.006703,0.003135
3865,6724,6,6724,0.154362,0.000241
3866,13448,5,13448,0.308724,0.000482
3867,26896,5,26896,0.617447,0.000965
3868,26896,6,26896,0.617447,0.000965
3869,67240,4,67240,1.543618,0.002412
3870,33620,6,33620,0.771809,0.001206
3871,26896,5,26896,0.617447,0.000965
3872,363096,5,363096,8.335537,0.013024
3873,60516,14,60516,1.389256,0.002171
3874,60516,5,60516,1.389256,0.002171
3875,20172,5,20172,0.463085,0.000724
3876,329476,5,329476,7.563728,0.011818
3877,20172,6,20172,0.463085,0.000724
3878,20172,5,20172,0.463085,0.000724
3879,26896,6,26896,0.617447,0.000965
3880,40344,6,40344,0.926171,0.001447
3881,33620,14,33620,0.771809,0.001206
3882,6724,5,6724,0.154362,0.000241
3883,6724,6,6724,0.154362,0.000241
3884,13448,5,13448,0.308724,0.000482
3885,6724,14,6724,0.154362,0.000241
3886,6724,6,6724,0.154362,0.000241
3887,33620,6,33620,0.771809,0.001206
3888,3583892,5,3583892,82.27484,0.128554
3889,6724,5,6724,0.154362,0.000241
3890,67240,6,67240,1.543618,0.002412
3891,201720,6,201720,4.630854,0.007236
3892,6724,4,6724,0.154362,0.000241
3893,168100,6,168100,3.859045,0.00603
3894,6724,5,6724,0.154362,0.000241
3895,47068,5,47068,1.080533,0.001688
3896,33620,3,33620,0.771809,0.001206
3897,47068,5,47068,1.080533,0.001688
3898,73964,5,73964,1.69798,0.002653
3899,40344,5,40344,0.926171,0.001447
3900,26896,3,26896,0.617447,0.000965
3901,80688,5,80688,1.852342,0.002894
3902,20172,14,20172,0.463085,0.000724
3903,739640,5,739640,16.9798,0.026531
3904,154652,6,154652,3.550321,0.005547
3905,87412,3,87412,2.006703,0.003135
3906,13448,6,13448,0.308724,0.000482
3907,40344,5,40344,0.926171,0.001447
3908,94136,14,94136,2.161065,0.003377
3909,161376,6,161376,3.704683,0.005789
3910,188272,6,188272,4.32213,0.006753
3911,6724,2,6724,0.154362,0.000241
3912,625332,5,625332,14.35565,0.022431
3913,13448,6,13448,0.308724,0.000482
3914,6724,6,6724,0.154362,0.000241
3915,6724,3,6724,0.154362,0.000241
3916,13448,3,13448,0.308724,0.000482
3917,26896,14,26896,0.617447,0.000965
3918,33620,5,33620,0.771809,0.001206
3919,13448,6,13448,0.308724,0.000482
3920,262236,4,262236,6.02011,0.009406
3921,746364,6,746364,17.13416,0.026772
3922,847224,7,847224,19.44959,0.03039
3923,147928,5,147928,3.39596,0.005306
3924,13448,3,13448,0.308724,0.000482
3925,60516,4,60516,1.389256,0.002171
3926,6724,6,6724,0.154362,0.000241
3927,6724,6,6724,0.154362,0.000241
3928,53792,5,53792,1.234894,0.00193
3929,255512,5,255512,5.865748,0.009165
3930,53792,5,53792,1.234894,0.00193
3931,80688,5,80688,1.852342,0.002894
3932,94136,6,94136,2.161065,0.003377
3933,141204,6,141204,3.241598,0.005065
3934,100860,5,100860,2.315427,0.003618
3935,87412,14,87412,2.006703,0.003135
3936,181548,6,181548,4.167768,0.006512
3937,87412,5,87412,2.006703,0.003135
3938,114308,6,114308,2.624151,0.0041
3939,121032,6,121032,2.778512,0.004341
3940,6724,6,6724,0.154362,0.000241
3941,13448,6,13448,0.308724,0.000482
3942,6724,6,6724,0.154362,0.000241
3943,47068,5,47068,1.080533,0.001688
3944,194996,7,194996,4.476492,0.006995
3945,73964,5,73964,1.69798,0.002653
3946,6724,5,6724,0.154362,0.000241
3947,73964,3,73964,1.69798,0.002653
3948,6724,6,6724,0.154362,0.000241
3949,6724,6,6724,0.154362,0.000241
3950,289132,5,289132,6.637558,0.010371
3951,47068,5,47068,1.080533,0.001688
3952,443784,5,443784,10.18788,0.015919
3953,53792,5,53792,1.234894,0.00193
3954,235340,5,235340,5.402663,0.008442
3955,20172,4,20172,0.463085,0.000724
3956,6724,4,6724,0.154362,0.000241
3957,813604,5,813604,18.67778,0.029184
3958,26896,6,26896,0.617447,0.000965
3959,20172,5,20172,0.463085,0.000724
3960,6724,6,6724,0.154362,0.000241
3961,6724,3,6724,0.154362,0.000241
3962,4431116,5,4431116,101.7244,0.158944
3963,67240,14,67240,1.543618,0.002412
3964,26896,14,26896,0.617447,0.000965
3965,6724,5,6724,0.154362,0.000241
3966,47068,6,47068,1.080533,0.001688
3967,773260,2,773260,17.7516,0.027737
3968,40344,5,40344,0.926171,0.001447
3969,121032,14,121032,2.778512,0.004341
3970,127756,6,127756,2.932874,0.004583
3971,13448,6,13448,0.308724,0.000482
3972,73964,2,73964,1.69798,0.002653
3973,47068,5,47068,1.080533,0.001688
3974,40344,4,40344,0.926171,0.001447
3975,6724,6,6724,0.154362,0.000241
3976,73964,10,73964,1.69798,0.002653
3977,13448,5,13448,0.308724,0.000482
3978,645504,7,645504,14.81873,0.023154
3979,26896,6,26896,0.617447,0.000965
3980,40344,6,40344,0.926171,0.001447
3981,6724,6,6724,0.154362,0.000241
3982,13448,3,13448,0.308724,0.000482
3983,26896,5,26896,0.617447,0.000965
3984,161376,6,161376,3.704683,0.005789
3985,20172,14,20172,0.463085,0.000724
3986,20172,6,20172,0.463085,0.000724
3987,13448,5,13448,0.308724,0.000482
3988,6724,3,6724,0.154362,0.000241
3989,13448,3,13448,0.308724,0.000482
3990,40344,2,40344,0.926171,0.001447
3991,47068,3,47068,1.080533,0.001688
3992,26896,5,26896,0.617447,0.000965
3993,443784,14,443784,10.18788,0.015919
3994,289132,6,289132,6.637558,0.010371
3995,154652,6,154652,3.550321,0.005547
3996,20172,5,20172,0.463085,0.000724
3997,100860,6,100860,2.315427,0.003618
3998,121032,5,121032,2.778512,0.004341
3999,6724,6,6724,0.154362,0.000241
4000,127756,2,127756,2.932874,0.004583
1001,396716,14,396716,9.107347,0.01423
1002,94136,5,94136,2.161065,0.003377
1003,33620,5,33620,0.771809,0.001206
1004,13448,6,13448,0.308724,0.000482
1005,60516,6,60516,1.389256,0.002171
1006,309304,5,309304,7.100643,0.011095
1007,53792,6,53792,1.234894,0.00193
1008,60516,5,60516,1.389256,0.002171
1009,6724,3,6724,0.154362,0.000241
1010,20172,4,20172,0.463085,0.000724
1011,6724,6,6724,0.154362,0.000241
1012,73964,3,73964,1.69798,0.002653
1013,13448,4,13448,0.308724,0.000482
1014,981704,6,981704,22.53682,0.035214
1015,6724,6,6724,0.154362,0.000241
1016,268960,3,268960,6.174472,0.009648
1017,60516,6,60516,1.389256,0.002171
1018,6724,3,6724,0.154362,0.000241
1019,13448,4,13448,0.308724,0.000482
1020,13448,3,13448,0.308724,0.000482
1021,13448,3,13448,0.308724,0.000482
1022,33620,5,33620,0.771809,0.001206
1023,134480,6,134480,3.087236,0.004824
1024,13448,5,13448,0.308724,0.000482
1025,134480,5,134480,3.087236,0.004824
1026,174824,5,174824,4.013407,0.006271
1027,26896,6,26896,0.617447,0.000965
1028,20172,5,20172,0.463085,0.000724
1029,6724,6,6724,0.154362,0.000241
1030,26896,6,26896,0.617447,0.000965
1031,6724,3,6724,0.154362,0.000241
1032,6724,6,6724,0.154362,0.000241
1033,13448,6,13448,0.308724,0.000482
1034,13448,6,13448,0.308724,0.000482
1035,47068,6,47068,1.080533,0.001688
1036,134480,6,134480,3.087236,0.004824
1037,80688,5,80688,1.852342,0.002894
1038,248788,6,248788,5.711387,0.008924
1039,121032,6,121032,2.778512,0.004341
1040,6724,5,6724,0.154362,0.000241
1041,141204,3,141204,3.241598,0.005065
1042,389992,5,389992,8.952985,0.013989
1043,87412,5,87412,2.006703,0.003135
1044,282408,5,282408,6.483196,0.01013
1045,53792,6,53792,1.234894,0.00193
1046,6724,5,6724,0.154362,0.000241
1047,927912,5,927912,21.30193,0.033284
1048,161376,5,161376,3.704683,0.005789
1049,60516,6,60516,1.389256,0.002171
1050,47068,6,47068,1.080533,0.001688
1051,6724,5,6724,0.154362,0.000241
1052,134480,14,134480,3.087236,0.004824
1053,6724,5,6724,0.154362,0.000241
1054,13448,6,13448,0.308724,0.000482
1055,20172,6,20172,0.463085,0.000724
1056,13448,6,13448,0.308724,0.000482
1057,6724,6,6724,0.154362,0.000241
1058,20172,6,20172,0.463085,0.000724
1059,20172,5,20172,0.463085,0.000724
1060,13448,5,13448,0.308724,0.000482
1061,26896,6,26896,0.617447,0.000965
1062,13448,6,13448,0.308724,0.000482
1063,174824,6,174824,4.013407,0.006271
1064,174824,13,174824,4.013407,0.006271
1065,26896,5,26896,0.617447,0.000965
1066,13448,6,13448,0.308724,0.000482
1067,6724,5,6724,0.154362,0.000241
1068,13448,6,13448,0.308724,0.000482
1069,511024,4,511024,11.7315,0.01833
1070,80688,6,80688,1.852342,0.002894
1071,127756,6,127756,2.932874,0.004583
1072,20172,6,20172,0.463085,0.000724
1073,13448,6,13448,0.308724,0.000482
1074,20172,14,20172,0.463085,0.000724
1075,5170756,5,5170756,118.7042,0.185475
1076,141204,5,141204,3.241598,0.005065
1077,289132,3,289132,6.637558,0.010371
1078,47068,6,47068,1.080533,0.001688
1079,201720,6,201720,4.630854,0.007236
1080,6724,3,6724,0.154362,0.000241
1081,201720,5,201720,4.630854,0.007236
1082,40344,6,40344,0.926171,0.001447
1083,255512,6,255512,5.865748,0.009165
1084,13448,14,13448,0.308724,0.000482
1085,33620,5,33620,0.771809,0.001206
1086,26896,5,26896,0.617447,0.000965
1087,6724,1,6724,0.154362,0.000241
1088,47068,6,47068,1.080533,0.001688
1089,6724,6,6724,0.154362,0.000241
1090,47068,5,47068,1.080533,0.001688
1091,6724,3,6724,0.154362,0.000241
1092,1775136,6,1775136,40.75151,0.063674
1093,80688,6,80688,1.852342,0.002894
1094,6724,5,6724,0.154362,0.000241
1095,262236,5,262236,6.02011,0.009406
1096,336200,14,336200,7.71809,0.01206
1097,6724,6,6724,0.154362,0.000241
1098,376544,6,376544,8.64426,0.013507
1099,40344,5,40344,0.926171,0.001447
1100,6724,5,6724,0.154362,0.000241
1101,141204,6,141204,3.241598,0.005065
1102,13448,6,13448,0.308724,0.000482
1103,40344,3,40344,0.926171,0.001447
1104,1008600,6,1008600,23.15427,0.036179
1105,161376,5,161376,3.704683,0.005789
1106,134480,5,134480,3.087236,0.004824
1107,6724,6,6724,0.154362,0.000241
1108,242064,5,242064,5.557025,0.008683
1109,504300,5,504300,11.57714,0.018089
1110,40344,6,40344,0.926171,0.001447
1111,13448,3,13448,0.308724,0.000482
1112,6724,6,6724,0.154362,0.000241
1113,80688,5,80688,1.852342,0.002894
1114,20172,5,20172,0.463085,0.000724
1115,1048944,5,1048944,24.08044,0.037626
1116,13448,5,13448,0.308724,0.000482
1117,13448,6,13448,0.308724,0.000482
1118,6724,5,6724,0.154362,0.000241
1119,26896,5,26896,0.617447,0.000965
1120,94136,4,94136,2.161065,0.003377
1121,134480,5,134480,3.087236,0.004824
1122,188272,14,188272,4.32213,0.006753
1123,33620,6,33620,0.771809,0.001206
1124,13448,14,13448,0.308724,0.000482
1125,13448,5,13448,0.308724,0.000482
1126,13448,14,13448,0.308724,0.000482
1127,645504,3,645504,14.81873,0.023154
1128,87412,5,87412,2.006703,0.003135
1129,20172,5,20172,0.463085,0.000724
1130,235340,3,235340,5.402663,0.008442
1131,20172,6,20172,0.463085,0.000724
1132,87412,6,87412,2.006703,0.003135
1133,26896,5,26896,0.617447,0.000965
1134,537920,3,537920,12.34894,0.019295
1135,107584,6,107584,2.469789,0.003859
1136,13448,3,13448,0.308724,0.000482
1137,558092,5,558092,12.81203,0.020019
1138,13448,6,13448,0.308724,0.000482
1139,161376,3,161376,3.704683,0.005789
1140,33620,6,33620,0.771809,0.001206
1141,73964,5,73964,1.69798,0.002653
1142,6724,6,6724,0.154362,0.000241
1143,40344,3,40344,0.926171,0.001447
1144,13448,6,13448,0.308724,0.000482
1145,6724,10,6724,0.154362,0.000241
1146,564816,6,564816,12.96639,0.02026
1147,6724,6,6724,0.154362,0.000241
1148,20172,3,20172,0.463085,0.000724
1149,188272,4,188272,4.32213,0.006753
1150,6724,5,6724,0.154362,0.000241
1151,13448,14,13448,0.308724,0.000482
1152,6724,5,6724,0.154362,0.000241
1153,100860,6,100860,2.315427,0.003618
1154,6724,3,6724,0.154362,0.000241
1155,26896,6,26896,0.617447,0.000965
1156,67240,5,67240,1.543618,0.002412
1157,53792,6,53792,1.234894,0.00193
1158,6724,6,6724,0.154362,0.000241
1159,168100,5,168100,3.859045,0.00603
1160,121032,5,121032,2.778512,0.004341
1161,100860,5,100860,2.315427,0.003618
1162,134480,6,134480,3.087236,0.004824
1163,26896,6,26896,0.617447,0.000965
1164,6724,3,6724,0.154362,0.000241
1165,26896,5,26896,0.617447,0.000965
1166,1169976,5,1169976,26.85895,0.041967
1167,168100,6,168100,3.859045,0.00603
1168,6724,3,6724,0.154362,0.000241
1169,40344,5,40344,0.926171,0.001447
1170,73964,6,73964,1.69798,0.002653
1171,6724,6,6724,0.154362,0.000241
1172,127756,14,127756,2.932874,0.004583
1173,134480,3,134480,3.087236,0.004824
1174,73964,4,73964,1.69798,0.002653
1175,6724,5,6724,0.154362,0.000241
1176,80688,5,80688,1.852342,0.002894
1177,13448,6,13448,0.308724,0.000482
1178,40344,3,40344,0.926171,0.001447
1179,20172,6,20172,0.463085,0.000724
1180,1875996,6,1875996,43.06694,0.067292
1181,6724,6,6724,0.154362,0.000241
1182,20172,6,20172,0.463085,0.000724
1183,13448,6,13448,0.308724,0.000482
1184,114308,5,114308,2.624151,0.0041
1185,6724,6,6724,0.154362,0.000241
1186,80688,6,80688,1.852342,0.002894
1187,60516,6,60516,1.389256,0.002171
1188,6724,5,6724,0.154362,0.000241
1189,13448,14,13448,0.308724,0.000482
1190,94136,5,94136,2.161065,0.003377
1191,13448,5,13448,0.308724,0.000482
1192,13448,6,13448,0.308724,0.000482
1193,73964,5,73964,1.69798,0.002653
1194,141204,5,141204,3.241598,0.005065
1195,6724,5,6724,0.154362,0.000241
1196,67240,3,67240,1.543618,0.002412
1197,26896,14,26896,0.617447,0.000965
1198,33620,6,33620,0.771809,0.001206
1199,6724,6,6724,0.154362,0.000241
1200,47068,6,47068,1.080533,0.001688
1201,94136,3,94136,2.161065,0.003377
1202,13448,6,13448,0.308724,0.000482
1203,60516,6,60516,1.389256,0.002171
1204,107584,6,107584,2.469789,0.003859
1205,6724,6,6724,0.154362,0.000241
1206,40344,3,40344,0.926171,0.001447
1207,289132,3,289132,6.637558,0.010371
1208,6724,5,6724,0.154362,0.000241
1209,26896,5,26896,0.617447,0.000965
1210,13448,5,13448,0.308724,0.000482
1211,430336,6,430336,9.879155,0.015436
