Council/Group Name,Statement Category,Financial Item,FY Ending,Value ($000)
Provincial,Cash flows from investing activities,Net cash flow from investing activities,2018,-878979
Provincial,Cash flows from investing activities,Net cash flow from investing activities,2019,-824876
Provincial,Cash flows from investing activities,Net cash flow from investing activities,2020,-805115
Provincial,Cash flows from investing activities,Net cash flow from investing activities,2021,-895335
Provincial,Cash flows from investing activities,Net cash flow from investing activities,2022,-1016259
Provincial,Cash flows from investing activities,Payments for investing activities,2013,1208640
Provincial,Cash flows from investing activities,Payments for investing activities,2014,993860
Provincial,Cash flows from investing activities,Payments for investing activities,2015,925647
Provincial,Cash flows from investing activities,Payments for investing activities,2016,977516
Provincial,Cash flows from investing activities,Payments for investing activities,2017,940645
Provincial,Cash flows from investing activities,Payments for investing activities,2018,959080
Provincial,Cash flows from investing activities,Payments for investing activities,2019,888143
Provincial,Cash flows from investing activities,Payments for investing activities,2020,884280
Provincial,Cash flows from investing activities,Payments for investing activities,2021,961930
Provincial,Cash flows from investing activities,Payments for investing activities,2022,1087757
Provincial,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2013,1130124
Provincial,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2014,957857
Provincial,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2015,894247
Provincial,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2016,913643
Provincial,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2017,880729
Provincial,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2018,879202
Provincial,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2019,826593
Provincial,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2020,821689
Provincial,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2021,876912
Provincial,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2022,1023903
Provincial,Cash flows from investing activities,Receipts from investing activities,2013,160154
Provincial,Cash flows from investing activities,Receipts from investing activities,2014,89526
Provincial,Cash flows from investing activities,Receipts from investing activities,2015,90053
Provincial,Cash flows from investing activities,Receipts from investing activities,2016,103783
Provincial,Cash flows from investing activities,Receipts from investing activities,2017,65438
Provincial,Cash flows from investing activities,Receipts from investing activities,2018,80102
Provincial,Cash flows from investing activities,Receipts from investing activities,2019,63267
Provincial,Cash flows from investing activities,Receipts from investing activities,2020,79165
Provincial,Cash flows from investing activities,Receipts from investing activities,2021,66593
Provincial,Cash flows from investing activities,Receipts from investing activities,2022,71501
Provincial,Cash flows from operating activities,Net cash flow from operating activities,2013,663361
Provincial,Cash flows from operating activities,Net cash flow from operating activities,2014,676225
Provincial,Cash flows from operating activities,Net cash flow from operating activities,2015,722960
Provincial,Cash flows from operating activities,Net cash flow from operating activities,2016,773944
Provincial,Cash flows from operating activities,Net cash flow from operating activities,2017,806208
Provincial,Cash flows from operating activities,Net cash flow from operating activities,2018,859290
Provincial,Cash flows from operating activities,Net cash flow from operating activities,2019,910093
Provincial,Cash flows from operating activities,Net cash flow from operating activities,2020,935794
Provincial,Cash flows from operating activities,Net cash flow from operating activities,2021,994185
Provincial,Cash flows from operating activities,Net cash flow from operating activities,2022,1042969
Provincial,Cash flows from operating activities,Payments for operating activities,2013,1711339
Provincial,Cash flows from operating activities,Payments for operating activities,2014,1781093
Provincial,Cash flows from operating activities,Payments for operating activities,2015,1845072
Provincial,Cash flows from operating activities,Payments for operating activities,2016,1913130
Provincial,Cash flows from operating activities,Payments for operating activities,2017,1981272
Provincial,Cash flows from operating activities,Payments for operating activities,2018,2047283
Provincial,Cash flows from operating activities,Payments for operating activities,2019,2112750
Provincial,Cash flows from operating activities,Payments for operating activities,2020,2171402
Provincial,Cash flows from operating activities,Payments for operating activities,2021,2232843
Provincial,Cash flows from operating activities,Payments for operating activities,2022,2298917
Provincial,Cash flows from operating activities,Receipts from operating activities,2013,2374701
Provincial,Cash flows from operating activities,Receipts from operating activities,2014,2457319
Provincial,Cash flows from operating activities,Receipts from operating activities,2015,2568032
Provincial,Cash flows from operating activities,Receipts from operating activities,2016,2687075
Provincial,Cash flows from operating activities,Receipts from operating activities,2017,2787481
Provincial,Cash flows from operating activities,Receipts from operating activities,2018,2906574
Provincial,Cash flows from operating activities,Receipts from operating activities,2019,3022843
Provincial,Cash flows from operating activities,Receipts from operating activities,2020,3107195
Provincial,Cash flows from operating activities,Receipts from operating activities,2021,3227027
Provincial,Cash flows from operating activities,Receipts from operating activities,2022,3341887
Regional,Cash flows from financing activities,Net cash flow from financing activities,2013,114974
Regional,Cash flows from financing activities,Net cash flow from financing activities,2014,57150
Regional,Cash flows from financing activities,Net cash flow from financing activities,2015,114091
Regional,Cash flows from financing activities,Net cash flow from financing activities,2016,25911
Regional,Cash flows from financing activities,Net cash flow from financing activities,2017,26315
Regional,Cash flows from financing activities,Net cash flow from financing activities,2018,24564
Regional,Cash flows from financing activities,Net cash flow from financing activities,2019,6831
Regional,Cash flows from financing activities,Net cash flow from financing activities,2020,2255
Regional,Cash flows from financing activities,Net cash flow from financing activities,2021,-12129
Regional,Cash flows from financing activities,Net cash flow from financing activities,2022,-3250
Regional,Cash flows from financing activities,Payments for financing activities,2013,17667
Regional,Cash flows from financing activities,Payments for financing activities,2014,32827
Regional,Cash flows from financing activities,Payments for financing activities,2015,32489
Regional,Cash flows from financing activities,Payments for financing activities,2016,31077
Regional,Cash flows from financing activities,Payments for financing activities,2017,35617
Regional,Cash flows from financing activities,Payments for financing activities,2018,36689
Regional,Cash flows from financing activities,Payments for financing activities,2019,40033
Regional,Cash flows from financing activities,Payments for financing activities,2020,44654
Regional,Cash flows from financing activities,Payments for financing activities,2021,45278
Regional,Cash flows from financing activities,Payments for financing activities,2022,36454
Regional,Cash flows from financing activities,Receipts from financing activities,2013,132641
Regional,Cash flows from financing activities,Receipts from financing activities,2014,89977
Regional,Cash flows from financing activities,Receipts from financing activities,2015,146580
Regional,Cash flows from financing activities,Receipts from financing activities,2016,56988
Regional,Cash flows from financing activities,Receipts from financing activities,2017,61932
Regional,Cash flows from financing activities,Receipts from financing activities,2018,61253
Regional,Cash flows from financing activities,Receipts from financing activities,2019,46864
Regional,Cash flows from financing activities,Receipts from financing activities,2020,46909
Regional,Cash flows from financing activities,Receipts from financing activities,2021,33149
Regional,Cash flows from financing activities,Receipts from financing activities,2022,33204
Regional,Cash flows from investing activities,Net cash flow from investing activities,2013,-92414
Regional,Cash flows from investing activities,Net cash flow from investing activities,2014,-127104
Regional,Cash flows from investing activities,Net cash flow from investing activities,2015,-172054
Regional,Cash flows from investing activities,Net cash flow from investing activities,2016,-120580
Regional,Cash flows from investing activities,Net cash flow from investing activities,2017,-89150
Regional,Cash flows from investing activities,Net cash flow from investing activities,2018,-89355
Regional,Cash flows from investing activities,Net cash flow from investing activities,2019,-79501
Regional,Cash flows from investing activities,Net cash flow from investing activities,2020,-78738
Regional,Cash flows from investing activities,Net cash flow from investing activities,2021,-78450
Regional,Cash flows from investing activities,Net cash flow from investing activities,2022,-87193
Regional,Cash flows from investing activities,Payments for investing activities,2013,130220
Regional,Cash flows from investing activities,Payments for investing activities,2014,135693
Regional,Cash flows from investing activities,Payments for investing activities,2015,180341
Regional,Cash flows from investing activities,Payments for investing activities,2016,126873
Regional,Cash flows from investing activities,Payments for investing activities,2017,98789
Regional,Cash flows from investing activities,Payments for investing activities,2018,93182
Regional,Cash flows from investing activities,Payments for investing activities,2019,83863
Regional,Cash flows from investing activities,Payments for investing activities,2020,94223
Regional,Cash flows from investing activities,Payments for investing activities,2021,81679
Regional,Cash flows from investing activities,Payments for investing activities,2022,89518
Regional,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2013,111480
Regional,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2014,98003
Regional,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2015,94952
Regional,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2016,90897
Regional,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2017,70754
Regional,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2018,62762
Regional,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2019,56859
Regional,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2020,61468
Regional,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2021,49579
Regional,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2022,48902
Regional,Cash flows from investing activities,Receipts from investing activities,2013,37805
Regional,Cash flows from investing activities,Receipts from investing activities,2014,8590
Regional,Cash flows from investing activities,Receipts from investing activities,2015,8286
Regional,Cash flows from investing activities,Receipts from investing activities,2016,6293
Regional,Cash flows from investing activities,Receipts from investing activities,2017,9640
Regional,Cash flows from investing activities,Receipts from investing activities,2018,3827
Regional,Cash flows from investing activities,Receipts from investing activities,2019,4361
Regional,Cash flows from investing activities,Receipts from investing activities,2020,15485
Regional,Cash flows from investing activities,Receipts from investing activities,2021,3230
Regional,Cash flows from investing activities,Receipts from investing activities,2022,2325
Regional,Cash flows from operating activities,Net cash flow from operating activities,2013,41207
Regional,Cash flows from operating activities,Net cash flow from operating activities,2014,29235
Regional,Cash flows from operating activities,Net cash flow from operating activities,2015,21766
Regional,Cash flows from operating activities,Net cash flow from operating activities,2016,75065
Regional,Cash flows from operating activities,Net cash flow from operating activities,2017,69117
Regional,Cash flows from operating activities,Net cash flow from operating activities,2018,79299
Regional,Cash flows from operating activities,Net cash flow from operating activities,2019,82446
Regional,Cash flows from operating activities,Net cash flow from operating activities,2020,89542
Regional,Cash flows from operating activities,Net cash flow from operating activities,2021,96185
Regional,Cash flows from operating activities,Net cash flow from operating activities,2022,103579
Regional,Cash flows from operating activities,Payments for operating activities,2013,737563
Regional,Cash flows from operating activities,Payments for operating activities,2014,767411
Regional,Cash flows from operating activities,Payments for operating activities,2015,816275
Regional,Cash flows from operating activities,Payments for operating activities,2016,800698
Regional,Cash flows from operating activities,Payments for operating activities,2017,835622
Regional,Cash flows from operating activities,Payments for operating activities,2018,853553
Regional,Cash flows from operating activities,Payments for operating activities,2019,874036
Regional,Cash flows from operating activities,Payments for operating activities,2020,906700
Regional,Cash flows from operating activities,Payments for operating activities,2021,933574
Regional,Cash flows from operating activities,Payments for operating activities,2022,967620
Regional,Cash flows from operating activities,Receipts from operating activities,2013,778770
Regional,Cash flows from operating activities,Receipts from operating activities,2014,796646
Regional,Cash flows from operating activities,Receipts from operating activities,2015,838038
Regional,Cash flows from operating activities,Receipts from operating activities,2016,875763
Regional,Cash flows from operating activities,Receipts from operating activities,2017,904740
Regional,Cash flows from operating activities,Receipts from operating activities,2018,932852
Regional,Cash flows from operating activities,Receipts from operating activities,2019,956480
Regional,Cash flows from operating activities,Receipts from operating activities,2020,996241
Regional,Cash flows from operating activities,Receipts from operating activities,2021,1029758
Regional,Cash flows from operating activities,Receipts from operating activities,2022,1071199
Rural,Cash flows from financing activities,Net cash flow from financing activities,2013,76687
Rural,Cash flows from financing activities,Net cash flow from financing activities,2014,32047
Rural,Cash flows from financing activities,Net cash flow from financing activities,2015,22430
Rural,Cash flows from financing activities,Net cash flow from financing activities,2016,14002
Rural,Cash flows from financing activities,Net cash flow from financing activities,2017,8559
Rural,Cash flows from financing activities,Net cash flow from financing activities,2018,6641
Rural,Cash flows from financing activities,Net cash flow from financing activities,2019,-4913
Rural,Cash flows from financing activities,Net cash flow from financing activities,2020,-17622
Rural,Cash flows from financing activities,Net cash flow from financing activities,2021,-12534
Rural,Cash flows from financing activities,Net cash flow from financing activities,2022,-9750
Rural,Cash flows from financing activities,Payments for financing activities,2013,49144
Rural,Cash flows from financing activities,Payments for financing activities,2014,63171
Rural,Cash flows from financing activities,Payments for financing activities,2015,103501
Rural,Cash flows from financing activities,Payments for financing activities,2016,57171
Rural,Cash flows from financing activities,Payments for financing activities,2017,64773
Rural,Cash flows from financing activities,Payments for financing activities,2018,61331
Rural,Cash flows from financing activities,Payments for financing activities,2019,69093
Rural,Cash flows from financing activities,Payments for financing activities,2020,74910
Rural,Cash flows from financing activities,Payments for financing activities,2021,68261
Rural,Cash flows from financing activities,Payments for financing activities,2022,81254
Rural,Cash flows from financing activities,Receipts from financing activities,2013,125831
Rural,Cash flows from financing activities,Receipts from financing activities,2014,95218
Rural,Cash flows from financing activities,Receipts from financing activities,2015,125930
Rural,Cash flows from financing activities,Receipts from financing activities,2016,71172
Rural,Cash flows from financing activities,Receipts from financing activities,2017,73330
Rural,Cash flows from financing activities,Receipts from financing activities,2018,67972
Rural,Cash flows from financing activities,Receipts from financing activities,2019,64179
Rural,Cash flows from financing activities,Receipts from financing activities,2020,57288
Rural,Cash flows from financing activities,Receipts from financing activities,2021,55726
Rural,Cash flows from financing activities,Receipts from financing activities,2022,71504
Rural,Cash flows from investing activities,Net cash flow from investing activities,2013,-262182
Rural,Cash flows from investing activities,Net cash flow from investing activities,2014,-213093
Rural,Cash flows from investing activities,Net cash flow from investing activities,2015,-195976
Rural,Cash flows from investing activities,Net cash flow from investing activities,2016,-199064
Rural,Cash flows from investing activities,Net cash flow from investing activities,2017,-222682
Rural,Cash flows from investing activities,Net cash flow from investing activities,2018,-214293
Rural,Cash flows from investing activities,Net cash flow from investing activities,2019,-199834
Rural,Cash flows from investing activities,Net cash flow from investing activities,2020,-191099
Rural,Cash flows from investing activities,Net cash flow from investing activities,2021,-205292
Rural,Cash flows from investing activities,Net cash flow from investing activities,2022,-219079
Rural,Cash flows from investing activities,Payments for investing activities,2013,302076
Rural,Cash flows from investing activities,Payments for investing activities,2014,242499
Rural,Cash flows from investing activities,Payments for investing activities,2015,225023
Rural,Cash flows from investing activities,Payments for investing activities,2016,227602
Rural,Cash flows from investing activities,Payments for investing activities,2017,254744
Rural,Cash flows from investing activities,Payments for investing activities,2018,247057
Rural,Cash flows from investing activities,Payments for investing activities,2019,232123
Rural,Cash flows from investing activities,Payments for investing activities,2020,227686
Rural,Cash flows from investing activities,Payments for investing activities,2021,238298
Rural,Cash flows from investing activities,Payments for investing activities,2022,255493
Rural,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2013,269533
Rural,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2014,215265
Rural,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2015,193297
Rural,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2016,193238
Rural,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2017,217762
Rural,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2018,207366
Rural,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2019,190026
Rural,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2020,183347
Rural,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2021,192144
Rural,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2022,208038
Rural,Cash flows from investing activities,Receipts from investing activities,2013,39894
Rural,Cash flows from investing activities,Receipts from investing activities,2014,29406
Rural,Cash flows from investing activities,Receipts from investing activities,2015,29047
Rural,Cash flows from investing activities,Receipts from investing activities,2016,28538
Rural,Cash flows from investing activities,Receipts from investing activities,2017,32062
Rural,Cash flows from investing activities,Receipts from investing activities,2018,32763
Rural,Cash flows from investing activities,Receipts from investing activities,2019,32289
Rural,Cash flows from investing activities,Receipts from investing activities,2020,36587
Rural,Cash flows from investing activities,Receipts from investing activities,2021,33006
Rural,Cash flows from investing activities,Receipts from investing activities,2022,36414
Rural,Cash flows from operating activities,Net cash flow from operating activities,2013,175925
Rural,Cash flows from operating activities,Net cash flow from operating activities,2014,184631
Rural,Cash flows from operating activities,Net cash flow from operating activities,2015,179911
Rural,Cash flows from operating activities,Net cash flow from operating activities,2016,189915
Rural,Cash flows from operating activities,Net cash flow from operating activities,2017,220519
Rural,Cash flows from operating activities,Net cash flow from operating activities,2018,219477
Rural,Cash flows from operating activities,Net cash flow from operating activities,2019,214357
Rural,Cash flows from operating activities,Net cash flow from operating activities,2020,222412
Rural,Cash flows from operating activities,Net cash flow from operating activities,2021,224858
Rural,Cash flows from operating activities,Net cash flow from operating activities,2022,238428
Rural,Cash flows from operating activities,Payments for operating activities,2013,389191
Rural,Cash flows from operating activities,Payments for operating activities,2014,405398
Rural,Cash flows from operating activities,Payments for operating activities,2015,418067
Rural,Cash flows from operating activities,Payments for operating activities,2016,432264
Rural,Cash flows from operating activities,Payments for operating activities,2017,443499
Rural,Cash flows from operating activities,Payments for operating activities,2018,459905
Rural,Cash flows from operating activities,Payments for operating activities,2019,472739
Rural,Cash flows from operating activities,Payments for operating activities,2020,486295
Rural,Cash flows from operating activities,Payments for operating activities,2021,498512
Rural,Cash flows from operating activities,Payments for operating activities,2022,513826
Rural,Cash flows from operating activities,Receipts from operating activities,2013,565115
Rural,Cash flows from operating activities,Receipts from operating activities,2014,590028
Rural,Cash flows from operating activities,Receipts from operating activities,2015,597979
Rural,Cash flows from operating activities,Receipts from operating activities,2016,622178
Rural,Cash flows from operating activities,Receipts from operating activities,2017,664019
Rural,Cash flows from operating activities,Receipts from operating activities,2018,679381
Rural,Cash flows from operating activities,Receipts from operating activities,2019,687094
Rural,Cash flows from operating activities,Receipts from operating activities,2020,708707
Rural,Cash flows from operating activities,Receipts from operating activities,2021,723369
Rural,Cash flows from operating activities,Receipts from operating activities,2022,752254
Auckland (Group),Cash flows from financing activities,Net cash flow from financing activities,2013,880499
Auckland (Group),Cash flows from financing activities,Net cash flow from financing activities,2014,984530
Auckland (Group),Cash flows from financing activities,Net cash flow from financing activities,2015,796464
Auckland (Group),Cash flows from financing activities,Net cash flow from financing activities,2016,498938
Auckland (Group),Cash flows from financing activities,Net cash flow from financing activities,2017,852114
Auckland (Group),Cash flows from financing activities,Net cash flow from financing activities,2018,761885
Auckland (Group),Cash flows from financing activities,Net cash flow from financing activities,2019,756267
Auckland (Group),Cash flows from financing activities,Net cash flow from financing activities,2020,1146472
Auckland (Group),Cash flows from financing activities,Net cash flow from financing activities,2021,528390
Auckland (Group),Cash flows from financing activities,Net cash flow from financing activities,2022,489058
Auckland (Group),Cash flows from financing activities,Payments for financing activities,2013,1143893
Auckland (Group),Cash flows from financing activities,Payments for financing activities,2014,1265000
Auckland (Group),Cash flows from financing activities,Payments for financing activities,2015,1370496
Auckland (Group),Cash flows from financing activities,Payments for financing activities,2016,1479682
Auckland (Group),Cash flows from financing activities,Payments for financing activities,2017,1481474
Auckland (Group),Cash flows from financing activities,Payments for financing activities,2018,1610732
Auckland (Group),Cash flows from financing activities,Payments for financing activities,2019,1663747
Auckland (Group),Cash flows from financing activities,Payments for financing activities,2020,1736229
Auckland (Group),Cash flows from financing activities,Payments for financing activities,2021,1835150
Auckland (Group),Cash flows from financing activities,Payments for financing activities,2022,1763508
Auckland (Group),Cash flows from financing activities,Receipts from financing activities,2013,2024392
Auckland (Group),Cash flows from financing activities,Receipts from financing activities,2014,2249530
Auckland (Group),Cash flows from financing activities,Receipts from financing activities,2015,2166960
Auckland (Group),Cash flows from financing activities,Receipts from financing activities,2016,1978620
