FID,FEATURECOD,UPDATE_YEA,SHAPE_len
3080,520,2004,406.304913
3081,540,2004,44.215987
3082,520,2004,2507.753129
3083,520,2004,264.913271
3084,520,2004,901.883936
3085,520,2004,964.927757
3086,520,2004,281.533698
3087,540,2004,65.880194
3088,540,2004,12.339793
3089,540,2004,760.827957
3090,540,2004,89.353749
3091,520,2004,1360.436864
3092,520,2004,1573.884303
3093,520,2004,4124.940515
3094,520,2004,790.595658
3095,540,2004,64.634119
3096,520,2004,2123.108989
3097,520,2004,414.790678
3098,520,2004,630.705976
3099,520,2004,1111.548921
3100,520,2004,244.502228
3101,520,2004,14.152444
3102,540,2004,197.339029
3103,540,2004,62.813431
3104,520,2004,1061.513868
3105,540,2004,22.585015
3106,520,2004,174.398049
3107,520,2004,1028.683547
3108,520,2004,3464.905479
3109,520,2004,166.121768
3110,520,2004,436.295673
3111,520,2004,38.820145
3112,540,2004,39.454452
3113,520,2004,625.341041
3114,520,2004,293.026177
3115,520,2004,50.833787
3116,430,2004,1104.801552
3117,540,2004,20.876996
3118,520,2004,1330.945058
3119,540,2004,33.350284
3120,520,2004,331.369869
3121,540,2004,99.98172
3122,520,2004,152.752133
3123,520,2004,826.595455
3124,520,2004,242.233255
3125,430,2004,780.858551
3126,520,2004,178.080833
3127,520,2004,601.608975
3128,510,2004,4187.118564
3129,520,2004,106.157713
3130,520,2004,320.91897
3131,540,2004,62.447225
3132,430,2004,892.216996
3133,540,2004,63.892767
3134,520,2004,685.570899
3135,520,2004,69.793709
3136,520,2004,180.561841
3137,520,2004,57.26461
3138,520,2004,732.152573
3139,520,2004,302.264736
3140,430,2004,668.063439
3141,520,2004,357.107228
3142,520,2004,40.648418
3143,520,2004,1121.501549
3144,520,2004,179.266354
3145,520,2004,42.559262
3146,520,2004,1299.762509
3147,520,2004,44.710407
3148,520,2004,228.828873
3149,520,2004,3336.297705
3150,540,2004,46.318016
3151,540,2004,53.03112
3152,540,2004,23.719377
3153,520,2004,980.005785
3154,520,2004,440.798862
3155,520,2004,1697.490041
3156,520,2004,1138.972069
3157,540,2004,49.274765
3158,540,2004,54.964745
3159,520,2004,633.384756
3160,540,2004,23.875426
3161,540,2004,53.727883
3162,520,2004,179.676164
3163,540,2004,334.968933
3164,520,2004,1644.84636
3165,540,2004,146.576301
3166,520,2004,1268.630496
3167,520,2004,1397.12523
3168,520,2004,243.850426
3169,540,2004,20.723861
3170,540,2004,67.896433
3171,520,2004,1876.573102
3172,520,2004,2102.368462
3173,520,2004,64.641041
3174,520,2004,847.816797
3175,520,2004,2589.898179
3176,520,2004,750.945862
3177,520,2004,26.656097
3178,520,2004,829.117868
3179,540,2004,44.597034
3180,520,2004,2257.143346
3181,520,2004,1019.048913
3182,520,2004,288.710653
3183,520,2004,135.764754
3184,520,2004,546.39081
3185,520,2004,164.664511
3186,540,2004,29.780971
3187,520,2004,369.307412
3188,520,2004,968.868278
3189,520,2004,1440.851013
3190,520,2004,733.815963
3191,540,2004,72.3707
3192,520,2004,2179.729646
3193,520,2004,33.871164
3194,540,2004,30.299001
3195,520,2004,524.037608
3196,520,2004,67.778008
3197,520,2004,365.602482
3198,520,2004,844.253524
3199,520,2004,302.179039
3200,520,2004,78.371079
3201,540,2004,47.634854
3202,520,2004,688.991155
3203,520,2004,737.13603
3204,520,2004,437.895835
3205,520,2004,2377.927996
3206,540,2004,41.630556
3207,540,2004,49.185762
3208,540,2004,38.123748
3209,520,2004,25.387739
3210,520,2004,368.9766
3211,520,2004,958.447179
3212,540,2004,50.552442
3213,520,2004,292.898269
3214,520,2004,2448.626796
3215,520,2004,585.53762
3216,520,2004,1233.631288
3217,520,2004,141.002979
3218,520,2004,468.413981
3219,520,2004,319.256618
3220,520,2004,1019.561816
3221,540,2004,50.815972
3222,520,2004,26.146788
3223,520,2004,2098.085641
3224,540,2004,62.946131
3225,520,2004,84.66865
3226,520,2004,711.18324
3227,520,2004,821.48793
3228,520,2004,1574.812088
3229,540,2004,50.802937
3230,540,2004,42.272091
3231,520,2004,654.238335
3232,520,2004,1792.849503
3233,520,2004,144.958845
3234,520,2004,677.356185
3235,520,2004,478.090306
3236,520,2004,293.892966
3237,520,2004,53.247267
3238,520,2004,245.02462
3239,540,2004,66.382274
3240,520,2004,1573.180299
3241,520,2004,129.055998
3242,520,2004,805.218203
3243,520,2004,235.687808
3244,540,2004,52.781063
3245,540,2004,66.050129
3246,520,2004,216.371282
3247,520,2004,485.459435
3248,520,2004,656.741232
3249,520,2004,142.113204
3250,540,2004,186.78881
3251,520,2004,370.253322
3252,540,2004,37.4212
3253,430,2004,644.041094
3254,540,2004,56.151051
3255,540,2004,18.002241
3256,520,2004,63.12246
3257,520,2004,365.770081
3258,520,2004,3113.094531
3259,430,2004,906.468261
3260,520,2004,320.034602
3261,520,2004,109.417372
3262,540,2004,73.353238
3263,520,2004,327.971045
3264,520,2004,427.155249
3265,540,2004,64.697415
3266,540,2004,96.843272
3267,520,2004,85.426395
3268,520,2004,504.383994
3269,520,2004,993.562154
3270,520,2004,429.869551
3271,520,2004,163.418091
3272,540,2004,30.122935
3273,520,2004,2418.450971
3274,520,2004,116.987464
3275,540,2004,44.465024
3276,520,2004,120.303106
3277,520,2004,151.849571
3278,520,2004,1105.3756
3279,540,2004,25.579605
3280,520,2004,444.175604
3281,520,2004,338.444917
3282,520,2004,2216.578843
3283,520,2004,993.025464
3284,520,2004,997.550274
3285,520,2004,430.99471
3286,540,2004,322.941682
3287,540,2004,36.475126
3288,520,2004,123.730881
3289,540,2004,60.30544
3290,520,2004,2760.975
3291,540,2004,35.26605
3292,520,2004,1405.987642
3293,520,2004,862.373522
3294,520,2004,884.33487
3295,520,2004,469.426997
3296,520,2004,964.269067
3297,520,2004,698.086898
3298,520,2004,53.317172
3299,520,2004,563.78337
3300,520,2004,347.883534
3301,520,2004,1323.382887
3302,540,2004,569.859831
3303,520,2004,1311.156348
3304,520,2004,304.814362
3305,520,2004,254.121124
3306,540,2004,41.752654
3307,520,2004,124.958738
3308,520,2004,285.005652
3309,520,2004,35.636088
3310,520,2004,72.360663
3311,520,2004,145.304758
3312,520,2004,426.759963
3313,520,2004,149.936631
3314,520,2004,1739.445973
3315,520,2004,1118.076298
3316,540,2004,49.839877
3317,520,2004,72.981189
3318,520,2004,1409.448153
3319,520,2004,964.895304
3320,510,2004,2464.561674
3321,540,2004,48.588181
3322,520,2004,740.182313
3323,520,2004,146.220798
3324,520,2004,128.05417
3325,540,2004,37.060448
3326,520,2004,416.55158
3327,520,2004,788.250947
3328,520,2004,807.553891
3329,520,2004,1572.999609
3330,520,2004,221.545277
3331,520,2004,927.879026
3332,520,2004,55.54345
3333,520,2004,123.888706
3334,540,2004,45.042424
3335,520,2004,98.630778
3336,540,2004,34.916213
3337,520,2004,142.743998
3338,540,2004,50.205255
3339,540,2004,167.711641
3340,520,2004,438.469412
3341,520,2004,820.803471
3342,540,2004,54.715612
3343,540,2004,57.633173
3344,520,2004,255.928479
3345,520,2004,1576.843245
3346,520,2004,1317.232109
3347,540,2004,31.382804
3348,540,2004,37.754569
3349,520,2004,55.971505
3350,520,2004,475.489501
3351,540,2004,43.840764
3352,520,2004,625.141666
3353,540,2004,57.448151
3354,520,2004,1568.85067
3355,520,2004,285.112222
3356,520,2004,109.285229
3357,540,2004,168.613227
3358,520,2004,1392.101004
3359,520,2004,111.585199
3360,520,2004,827.016508
3361,520,2004,64.972689
3362,520,2004,221.705662
3363,520,2004,6.572078
3364,540,2004,109.645692
3365,540,2004,42.695259
3366,540,2004,11.433802
3367,520,2004,285.76429
3368,430,2004,509.489811
3369,520,2004,298.823267
3370,520,2004,671.950697
3371,520,2004,264.404814
3372,520,2004,857.478525
3373,540,2004,87.882361
3374,540,2004,245.37143
3375,520,2004,1961.795889
3376,520,2004,2973.428888
3377,520,2004,45.130319
3378,520,2004,164.891081
3379,520,2004,138.13737
3380,520,2004,73.177302
3381,540,2004,86.808968
3382,520,2004,4065.165556
3383,510,2004,1480.476052
3384,520,2004,425.264695
3385,540,2004,12.041893
3386,540,2004,59.133313
3387,540,2004,183.334406
3388,540,2004,41.78734
3389,540,2004,79.054576
3390,520,2004,453.228113
3391,540,2004,44.597664
3392,540,2004,37.178097
3393,540,2004,50.733211
3394,520,2004,1706.01495
3395,540,2004,29.496031
3396,520,2004,516.555052
3397,540,2004,106.996652
3398,520,2004,1625.57019
3399,520,2004,1538.303599
3400,520,2004,828.705084
3401,520,2004,1455.231566
3402,520,2004,956.785962
3403,520,2004,17.697125
3404,540,2004,331.573579
3405,540,2004,36.861121
3406,520,2004,773.253561
3407,520,2004,119.418449
3408,540,2004,51.847041
3409,520,2004,590.629327
3410,540,2004,117.197432
3411,520,2004,257.231845
3412,520,2004,1606.884569
3413,520,2004,73.211846
3414,520,2004,909.889816
3415,520,2004,560.251354
3416,520,2004,1567.653889
3417,520,2004,947.587546
3418,520,2004,2451.957592
3419,520,2004,33.480769
3420,540,2004,41.600862
3421,520,2004,62.434529
3422,520,2004,76.366675
3423,520,2004,1540.796493
3424,540,2004,80.558509
3425,540,2004,65.218583
3426,540,2004,8.834303
3427,520,2004,2399.161354
3428,520,2004,379.772929
3429,520,2004,833.298648
3430,520,2004,22.467167
3431,520,2004,801.404546
3432,520,2004,156.184507
3433,520,2004,1206.351816
3434,520,2004,700.081166
3435,540,2004,57.413254
3436,520,2004,295.243091
3437,520,2004,1957.61903
3438,430,2004,689.760697
3439,520,2004,244.230799
3440,520,2004,118.182172
3441,540,2004,11.083854
3442,540,2004,45.21918
3443,520,2004,197.555036
3444,520,2004,359.522252
3445,520,2004,76.676888
3446,520,2004,311.541938
3447,520,2004,340.79358
3448,540,2004,69.523305
3449,520,2004,1128.361346
3450,520,2004,833.960743
3451,520,2004,161.208777
3452,520,2004,952.292357
3453,520,2004,2271.321343
3454,520,2004,59.934302
3455,520,2004,626.601795
3456,520,2004,47.808016
3457,540,2004,24.427915
3458,430,2004,487.446773
3459,520,2004,373.095488
3460,520,2004,354.407887
3461,520,2004,290.237492
3462,540,2004,12.079398
3463,520,2004,114.095908
3464,520,2004,678.544153
3465,520,2004,518.1706
3466,520,2004,3416.030957
3467,520,2004,923.812211
3468,520,2004,379.677523
3469,540,2004,246.610386
3470,540,2004,53.373885
3471,520,2004,249.939241
3472,520,2004,534.863801
3473,540,2004,51.269257
3474,520,2004,388.285847
3475,520,2004,180.703573
3476,520,2004,1830.531028
3477,540,2004,133.054933
3478,520,2004,3019.973291
3479,520,2004,64.160237
3480,520,2004,940.581302
3481,520,2004,1328.168204
3482,520,2004,2133.847447
3483,540,2004,79.987245
3484,520,2004,1468.007348
3485,520,2004,1379.61545
3486,520,2004,392.11197
3487,520,2004,1074.190334
3488,520,2004,166.285259
3489,520,2004,217.900671
3490,520,2004,578.287315
3491,520,2004,3019.899895
3492,520,2004,750.081783
3493,540,2004,27.12667
3494,520,2004,2233.547819
3495,520,2004,1629.030656
3496,520,2004,737.091346
3497,540,2004,218.476275
3498,520,2004,2077.681528
3499,540,2004,148.445723
3500,520,2004,1922.295302
3501,540,2004,168.31223
3502,520,2004,482.512435
3503,540,2004,140.824159
3504,520,2004,1052.40358
3505,540,2004,72.14664
3506,540,2004,73.433054
3507,520,2004,199.038993
3508,520,2004,744.508842
3509,520,2004,585.944887
3510,520,2004,257.79043
3511,520,2004,26.441829
3512,520,2004,1226.403253
3513,540,2004,275.136364
3514,430,2004,981.870079
3515,540,2004,60.324499
3516,520,2004,217.294484
3517,520,2004,710.107138
3518,520,2004,1623.890827
3519,520,2004,120.890323
3520,520,2004,2015.089138
3521,540,2004,90.377541
3522,520,2004,973.937999
3523,520,2004,1662.357809
3524,540,2004,263.235692
3525,520,2004,361.124743
3526,520,2004,140.142083
3527,520,2004,195.170551
3528,540,2004,65.859181
3529,520,2004,1194.237016
3530,520,2004,390.44342
3531,540,2004,38.437733
3532,520,2004,66.744536
3533,520,2004,3726.076027
3534,520,2004,381.148854
3535,520,2004,82.516711
3536,520,2004,730.582667
3537,520,2004,352.082814
3538,520,2004,218.586904
3539,520,2004,121.08129
3540,540,2004,30.719401
3541,520,2004,2150.16695
3542,520,2004,498.444526
3543,520,2004,1318.392527
3544,520,2004,192.415958
3545,520,2004,397.861158
3546,540,2004,84.562244
3547,540,2004,53.601073
3548,520,2004,259.120037
3549,520,2004,417.759506
3550,520,2004,635.93727
3551,520,2004,40.33512
3552,540,2004,164.590746
3553,540,2004,54.168904
3554,520,2004,2114.574509
3555,510,2004,3850.220865
3556,520,2004,1050.250682
3557,520,2004,750.795286
3558,520,2004,424.351721
3559,520,2004,80.607333
3560,520,2004,733.982496
3561,520,2004,1733.426589
3562,520,2004,3172.181688
3563,540,2004,39.346827
3564,540,2004,80.110921
3565,540,2004,18.649459
3566,540,2004,235.599565
3567,520,2004,318.447808
3568,540,2004,157.426971
3569,540,2004,59.952423
3570,520,2004,81.482695
3571,520,2004,218.976416
3572,520,2004,2238.915282
3573,540,2004,53.938628
3574,520,2004,58.669758
3575,520,2004,1995.856945
3576,510,2004,621.715575
3577,520,2004,1424.586479
3578,540,2004,55.715957
3579,520,2004,248.05736
3580,540,2004,94.882751
3581,520,2004,487.305371
3582,540,2004,220.973194
3583,540,2004,370.39982
3584,520,2004,1445.267214
3585,520,2004,972.457937
3586,540,2004,103.342849
3587,540,2004,40.235916
3588,520,2004,706.647504
3589,520,2004,487.921791
3590,520,2004,1163.204976
3591,520,2004,207.472658
3592,520,2004,97.281251
3593,540,2004,39.81988
3594,540,2004,18.605264
3595,520,2004,3582.297849
3596,520,2004,776.517986
3597,520,2004,436.058087
3598,520,2004,65.10688
3599,430,2004,484.498165
3600,520,2004,377.505243
3601,520,2004,1428.126326
3602,540,2004,35.413718
3603,520,2004,109.545766
3604,520,2004,210.750901
3605,540,2004,26.209493
3606,520,2004,202.993446
3607,540,2004,23.931218
3608,520,2004,2676.777426
3609,540,2004,47.375743
3610,520,2004,229.113514
3611,520,2004,770.59423
3612,540,2004,41.291125
3613,520,2004,2434.739209
3614,520,2004,195.029042
3615,520,2004,21.054383
3616,520,2004,597.063891
3617,540,2004,48.715562
3618,540,2004,164.591109
3619,520,2004,955.271833
3620,520,2004,324.639295
3621,520,2004,1371.907876
3622,520,2004,196.913285
3623,520,2004,376.963492
3624,520,2004,1180.848236
3625,520,2004,674.36625
3626,520,2004,106.45198
3627,520,2004,576.638899
3628,520,2004,584.844035
3629,520,2004,931.15295
3630,520,2004,1410.460706
3631,520,2004,1381.3055
3632,520,2004,63.521458
3633,520,2004,739.932014
3634,520,2004,790.016052
3635,540,2004,106.625473
3636,520,2004,275.842228
3637,540,2004,61.459412
3638,540,2004,26.111601
3639,520,2004,121.642214
3640,540,2004,217.108765
3641,520,2004,1513.486492
3642,520,2004,27.761062
3643,520,2004,691.51282
3644,540,2004,54.452838
3645,520,2004,249.797836
3646,540,2004,134.967576
3647,520,2004,833.527726
3648,540,2004,26.698518
3649,520,2004,461.660091
3650,520,2004,525.7339
3651,520,2004,1109.881095
3652,520,2004,764.642765
3653,520,2004,1173.333981
3654,520,2004,1159.682664
3655,520,2004,260.846868
3656,520,2004,64.5285
3657,540,2004,115.273932
3658,540,2004,26.91263
3659,540,2004,51.497898
3660,540,2004,70.742325
3661,520,2004,718.879482
3662,520,2004,432.42022
3663,520,2004,1698.496857
3664,520,2004,287.006856
3665,540,2004,63.449879
3666,520,2004,1676.710409
3667,520,2004,648.709835
3668,540,2004,38.052631
3669,520,2004,578.524683
3670,540,2004,37.88815
3671,520,2004,137.173582
3672,520,2004,501.329065
3673,540,2004,49.992476
3674,520,2004,35.257913
3675,520,2004,4308.556779
3676,430,2004,384.122245
3677,520,2004,26.398753
3678,520,2004,385.635633
3679,520,2004,450.292042
3680,520,2004,281.497
3681,520,2004,587.138798
3682,520,2004,281.444868
3683,540,2004,124.083817
3684,520,2004,325.758282
3685,520,2004,382.367507
3686,520,2004,472.281481
3687,540,2004,58.841985
3688,520,2004,603.146351
3689,520,2004,241.429673
3690,540,2004,64.086211
3691,520,2004,373.763013
3692,540,2004,79.380583
3693,520,2004,47.673932
3694,520,2004,447.346702
3695,520,2004,502.793569
3696,520,2004,350.906678
3697,430,2004,560.665244
3698,520,2004,731.567487
3699,540,2004,44.777137
3700,520,2004,116.343666
3701,540,2004,22.30815
3702,520,2004,947.118533
3703,520,2004,53.414627
3704,520,2004,385.219252
3705,540,2004,55.173906
3706,520,2004,1361.939837
3707,520,2004,410.874357
3708,520,2004,1011.190462
3709,520,2004,380.505263
3710,520,2004,152.175218
3711,520,2004,444.813321
3712,520,2004,428.100508
3713,520,2004,96.701099
3714,520,2004,888.39785
3715,520,2004,751.066391
3716,520,2004,295.778213
3717,540,2004,37.400229
3718,430,2004,1240.079901
3719,520,2004,584.498061
3720,520,2004,406.002155
3721,540,2004,69.750869
3722,520,2004,453.342787
3723,520,2004,1055.484152
3724,540,2004,44.223611
3725,520,2004,78.227175
3726,520,2004,2064.683752
3727,540,2004,53.266863
3728,540,2004,115.107956
3729,540,2004,35.084023
3730,540,2004,434.259154
3731,540,2004,20.628458
3732,540,2004,188.408151
3733,520,2004,1501.902076
3734,430,2004,1126.803246
3735,520,2004,1388.38925
3736,520,2004,725.058654
3737,540,2004,18.362172
3738,520,2004,277.970844
3739,520,2004,386.896282
3740,520,2004,94.501586
3741,520,2004,930.082681
3742,520,2004,429.500422
3743,520,2004,432.624628
3744,520,2004,1433.209315
3745,520,2004,189.385269
3746,520,2004,2169.355652
3747,520,2004,702.105683
3748,520,2004,797.167368
3749,520,2004,10.644943
3750,520,2004,299.357051
3751,540,2004,52.250054
3752,540,2004,22.881845
3753,520,2004,509.165984
3754,520,2004,479.036687
3755,520,2004,177.884236
3756,520,2004,433.048138
3757,520,2004,369.086601
3758,540,2004,122.844134
3759,520,2004,41.102109
3760,430,2004,584.921434
3761,540,2004,168.252622
3762,520,2004,180.454871
3763,540,2004,81.958505
3764,520,2004,378.829303
3765,520,2004,141.960957
3766,540,2004,55.163887
3767,520,2004,288.224239
3768,540,2004,17.149915
3769,540,2004,63.241584
3770,520,2004,1666.726191
3771,520,2004,594.60797
3772,540,2004,67.623131
3773,540,2004,162.069687
3774,520,2004,674.88652
3775,520,2004,596.606041
3776,520,2004,2727.229623
3777,520,2004,56.271125
3778,540,2004,995.112788
3779,520,2004,265.166687
3780,540,2004,33.634064
3781,520,2004,1092.784695
3782,540,2004,82.609082
3783,540,2004,120.317331
3784,430,2004,731.07383
3785,520,2004,254.398607
3786,520,2004,760.848926
3787,520,2004,928.337656
3788,520,2004,457.588371
3789,520,2004,111.482
3790,540,2004,310.007784
3791,520,2004,865.470034
3792,430,2004,1387.19394
3793,540,2004,133.675653
3794,520,2004,1106.936375
3795,520,2004,240.751627
3796,540,2004,48.571561
3797,520,2004,495.237929
3798,520,2004,15.990413
3799,430,2004,967.492382
3800,430,2004,624.448805
3801,540,2004,44.957146
3802,510,2004,2341.134441
3803,520,2004,119.640159
3804,520,2004,1236.907515
3805,520,2004,23.473515
3806,540,2004,105.114133
3807,520,2004,279.361896
3808,540,2004,71.88809
3809,540,2004,417.401834
3810,540,2004,50.266653
3811,540,2004,13.09292
3812,520,2004,166.439581
3813,520,2004,461.044622
3814,520,2004,228.999817
3815,540,2004,25.101451
3816,520,2004,1520.169594
3817,520,2004,757.447343
3818,520,2004,203.091346
3819,540,2004,77.30679
3820,520,2004,766.976297
3821,520,2004,1100.75775
3822,520,2004,964.958348
3823,520,2004,556.237514
3824,540,2004,30.795667
3825,520,2004,372.582865
3826,520,2004,3965.964844
3827,520,2004,2786.644705
3828,520,2004,747.649478
3829,520,2004,79.12399
3830,520,2004,154.486517
3831,520,2004,172.612352
3832,540,2004,68.383774
3833,520,2004,3080.519944
3834,520,2004,48.631369
3835,520,2004,36.403535
3836,520,2004,331.136062
3837,540,2004,39.7401
3838,540,2004,118.763828
3839,520,2004,2107.822623
3840,520,2004,373.461236
3841,540,2004,43.723469
3842,520,2004,235.62951
3843,520,2004,1055.703473
3844,520,2004,774.001065
3845,520,2004,566.737953
3846,520,2004,566.665547
3847,540,2004,52.555566
3848,520,2004,737.191935
3849,520,2004,217.824984
3850,520,2004,3452.254673
3851,520,2004,79.938481
3852,520,2004,788.374869
3853,520,2004,704.918741
3854,520,2004,1737.686956
3855,520,2004,554.995404
3856,520,2004,708.817556
3857,520,2004,169.808962
3858,540,2004,70.064436
3859,540,2004,68.013036
3860,540,2004,25.605047
3861,520,2004,36.269719
3862,540,2004,51.056542
3863,520,2004,247.195742
3864,520,2004,515.58213
3865,520,2004,1236.359209
3866,520,2004,478.682184
3867,540,2004,18.640994
3868,520,2004,45.999152
3869,520,2004,272.822687
3870,540,2004,210.698476
3871,520,2004,79.137134
3872,540,2004,82.046465
3873,540,2004,44.957936
3874,540,2004,134.782392
3875,520,2004,45.52785
3876,520,2004,225.624533
3877,520,2004,370.970051
3878,520,2004,1681.701697
3879,540,2004,40.922554
3880,520,2004,2487.432515
3881,540,2004,52.818151
3882,520,2004,194.750833
3883,520,2004,303.803427
3884,520,2004,1513.875969
3885,520,2004,102.83648
3886,540,2004,92.664678
3887,520,2004,1321.051261
3888,520,2004,310.397014
3889,520,2004,749.956954
3890,520,2004,29.179317
3891,520,2004,852.830019
3892,540,2004,61.971164
3893,520,2004,156.324773
3894,520,2004,51.159982
3895,520,2004,29.458781
3896,520,2004,358.904327
3897,520,2004,721.65419
3898,520,2004,234.800285
3899,520,2004,248.092638
3900,540,2004,58.224389
3901,520,2004,74.574282
3902,540,2004,57.364206
3903,520,2004,887.638617
3904,520,2004,1220.302567
3905,520,2004,1443.42376
3906,520,2004,348.448638
3907,520,2004,1117.077201
3908,540,2004,104.344133
3909,520,2004,246.543286
3910,520,2004,198.410036
3911,540,2004,41.579254
3912,520,2004,768.032971
3913,520,2004,1251.218684
3914,520,2004,183.819614
3915,430,2004,737.620357
3916,430,2004,233.298824
3917,520,2004,722.491704
3918,540,2004,85.875456
3919,520,2004,253.680594
3920,520,2004,378.291645
3921,520,2004,834.075749
3922,520,2004,241.6181
3923,520,2004,1651.456792
3924,430,2004,185.280013
3925,520,2004,921.30677
3926,520,2004,85.43859
3927,520,2004,2028.428878
3928,520,2004,100.631958
3929,540,2004,299.795019
3930,520,2004,97.751953
3931,520,2004,448.258457
3932,520,2004,2336.553085
3933,540,2004,208.690766
3934,520,2004,1678.796853
3935,520,2004,1137.204532
3936,520,2004,99.798191
3937,540,2004,22.477427
3938,540,2004,19.145409
3939,520,2004,78.23218
3940,520,2004,419.655207
3941,540,2004,95.915142
3942,520,2004,1729.656631
3943,520,2004,725.30301
3944,540,2004,56.451851
3945,520,2004,614.356464
3946,520,2004,224.97606
3947,540,2004,22.731395
3948,540,2004,29.669413
3949,520,2004,2126.083824
3950,520,2004,294.389849
3951,540,2004,57.187099
3952,540,2004,57.069887
3953,520,2004,274.146784
3954,520,2004,401.130046
3955,520,2004,219.591919
3956,520,2004,226.089828
3957,430,2004,262.030459
3958,430,2004,281.362562
3959,520,2004,247.36688
3960,520,2004,256.443051
3961,520,2004,1157.808607
3962,520,2004,714.187306
3963,520,2004,1347.067286
3964,540,2004,12.384936
3965,520,2004,1840.63383
3966,520,2004,1362.183587
3967,520,2004,362.157678
3968,520,2004,630.956653
3969,520,2004,654.274316
3970,540,2004,53.299741
3971,520,2004,567.57021
3972,540,2004,45.567421
3973,520,2004,130.87689
3974,520,2004,1625.961432
3975,520,2004,352.484799
3976,520,2004,1339.907082
3977,520,2004,108.668476
3978,520,2004,445.284644
3979,430,2004,1681.443323
3980,430,2004,430.929574
3981,540,2004,57.688269
3982,520,2004,1176.745577
3983,540,2004,31.03206
3984,520,2004,543.994467
3985,520,2004,440.42435
3986,430,2004,211.43287
3987,430,2004,166.224118
3988,430,2004,131.094951
3989,430,2004,209.180264
3990,540,2004,18.702006
3991,520,2004,445.239375
3992,430,2004,175.003192
3993,540,2004,27.344535
3994,520,2004,55.55468
3995,520,2004,66.919309
3996,540,2004,28.160926
3997,430,2004,840.915257
3998,520,2004,201.008801
3999,520,2004,465.700674
4000,520,2004,1166.41469
2001,430,2004,519.332931
2002,520,2004,97.902657
2003,520,2004,386.882697
2004,540,2004,48.033511
2005,520,2004,301.582849
2006,540,2004,249.55357
2007,520,2004,36.488162
2008,520,2004,357.559182
2009,520,2004,124.960507
2010,520,2004,1661.534534
2011,520,2004,2011.401822
2012,540,2004,58.245495
2013,540,2004,49.723422
2014,540,2004,142.779527
2015,520,2004,454.210701
2016,520,2004,168.80174
2017,540,2004,47.00545
2018,520,2004,354.562948
2019,520,2004,513.788531
2020,520,2004,424.379438
2021,520,2004,314.406891
2022,520,2004,110.824582
2023,520,2004,924.038608
2024,520,2004,882.371828
2025,520,2004,1106.847058
2026,520,2004,1203.044233
2027,540,2004,89.269891
2028,430,2004,697.678056
2029,520,2004,509.228791
2030,520,2004,563.196706
2031,520,2004,173.190731
2032,430,2004,13.595426
2033,520,2004,49.962824
2034,520,2004,244.414846
2035,540,2004,26.884828
2036,520,2004,231.946935
2037,520,2004,413.432843
2038,540,2004,77.480203
2039,520,2004,166.039286
2040,520,2004,346.993089
2041,520,2004,687.068204
2042,520,2004,798.534151
2043,520,2004,229.065577
2044,430,2004,813.242575
2045,540,2004,109.443774
2046,520,2004,675.034041
2047,520,2004,494.099796
2048,520,2004,304.296438
2049,540,2004,100.993157
2050,520,2004,295.079518
2051,520,2004,386.859425
2052,520,2004,372.101757
2053,520,2004,311.590045
2054,540,2004,105.838319
2055,520,2004,308.960084
2056,520,2004,97.695276
2057,540,2004,59.416796
2058,520,2004,102.777116
