Year,Zone Code,Zone Name,Sample Id,Date,Postcode,Parameter,PCV,Result,Units
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2012951,27-May-14,BT15 4AN,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2015594,29-May-14,BT15 3LT,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2015750,30-May-14,BT36 7NG,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2020712,04-Jun-14,BT14 8JR,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2016255,05-Jun-14,BT15 5FL,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2021058,10-Jun-14,BT14 7PY,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2021228,11-Jun-14,BT14 8JP,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2023573,17-Jun-14,BT15 5BS,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2023742,18-Jun-14,BT14 7GH,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2026730,19-Jun-14,BT14 6HJ,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2027179,23-Jun-14,BT14 8HF,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2027333,24-Jun-14,BT14 8QF,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2033813,30-Jun-14,BT14 8FS,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2037888,03-Jul-14,BT36 7HD,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2037557,04-Jul-14,BT14 8HE,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2038799,07-Jul-14,BT15 3FH,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2039173,10-Jul-14,BT36 7NR,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2041025,16-Jul-14,BT3 9JQ,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2041216,17-Jul-14,BT15 4DP,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2041579,22-Jul-14,BT15 5AP,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2041786,23-Jul-14,BT14 8FS,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2045067,24-Jul-14,BT14 6NT,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2045665,29-Jul-14,BT15 5BZ,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2048670,31-Jul-14,BT15 4GQ,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2049157,04-Aug-14,BT14 8JB,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2051557,06-Aug-14,BT15 3FF,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2052158,11-Aug-14,BT14 8FR,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2052359,12-Aug-14,BT15 4EW,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2054281,14-Aug-14,BT15 4AB,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2054758,18-Aug-14,BT36 7HF,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2057083,21-Aug-14,BT36 7SE,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2057641,26-Aug-14,BT14 8HR,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2060345,28-Aug-14,BT15 3FS,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2060991,01-Sep-14,BT15 5GL,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2061165,03-Sep-14,BT15 5AS,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2063878,04-Sep-14,BT36 7HD,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2064405,08-Sep-14,BT36 6UG,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2067511,11-Sep-14,BT36 7JL,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2068002,15-Sep-14,BT15 5AG,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2071068,18-Sep-14,BT36 7HD,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2071579,22-Sep-14,BT15 4DH,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2074285,24-Sep-14,BT14 7GY,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2071739,25-Sep-14,BT3 9LA,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2074843,29-Sep-14,BT14 6PA,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2077810,02-Oct-14,BT14 8PF,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2078282,07-Oct-14,BT14 7QR,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2087256,09-Oct-14,BT15 5EW,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2087290,13-Oct-14,BT14 6QW,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088304,16-Oct-14,BT14 8HB,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2087316,17-Oct-14,BT14 6JB,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088385,21-Oct-14,BT14 6SD,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088565,23-Oct-14,BT36 6DT,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2089065,27-Oct-14,BT15 3FG,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2092003,29-Oct-14,BT14 8JL,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2092673,03-Nov-14,BT14 8QA,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2092859,05-Nov-14,BT36 6DN,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2095824,06-Nov-14,BT14 8JT,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2096332,10-Nov-14,BT15 5GN,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2099386,17-Nov-14,BT14 6JH,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2099907,18-Nov-14,BT14 6SA,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2103166,24-Nov-14,BT15 3LN,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2103599,25-Nov-14,BT14 6TE,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2103763,26-Nov-14,BT14 6QX,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2106047,28-Nov-14,BT14 8LE,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2107187,01-Dec-14,BT14 7JT,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2109985,04-Dec-14,BT15 4FX,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2110462,08-Dec-14,BT15 4DN,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2113334,10-Dec-14,BT36 7JP,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2113849,15-Dec-14,BT14 7BY,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2114051,17-Dec-14,BT15 5HN,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2119408,19-Dec-14,BT15 5DE,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2119886,22-Dec-14,BT15 5GZ,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2120230,29-Dec-14,BT14 8GQ,E. coli,0,0,No./100 ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1951496,06-Jan-14,BT14 6PQ,Enterococci,0,0,No./100ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1962576,17-Feb-14,BT15 4AF,Enterococci,0,0,No./100ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1987557,09-Apr-14,BT3 9JP,Enterococci,0,0,No./100ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2009595,19-May-14,BT14 8JN,Enterococci,0,0,No./100ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2037888,03-Jul-14,BT36 7HD,Enterococci,0,0,No./100ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2051557,06-Aug-14,BT15 3FF,Enterococci,0,0,No./100ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2067511,11-Sep-14,BT36 7JL,Enterococci,0,0,No./100ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088304,16-Oct-14,BT14 8HB,Enterococci,0,0,No./100ml
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1951496,06-Jan-14,BT14 6PQ,Fluoride,1.5,0.043,mg F/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1962576,17-Feb-14,BT15 4AF,Fluoride,1.5,0.035,mg F/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2009595,19-May-14,BT14 8JN,Fluoride,1.5,<0.024,mg F/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2045067,24-Jul-14,BT14 6NT,Fluoride,1.5,0.024,mg F/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2051557,06-Aug-14,BT15 3FF,Fluoride,1.5,0.033,mg F/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2067511,11-Sep-14,BT36 7JL,Fluoride,1.5,0.1,mg F/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2078282,07-Oct-14,BT14 7QR,Fluoride,1.5,0.1,mg F/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088304,16-Oct-14,BT14 8HB,Fluoride,1.5,0.1,mg F/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1951496,06-Jan-14,BT14 6PQ,Hydrogen Ion,6.5,7.14,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1952126,13-Jan-14,BT14 8LJ,Hydrogen Ion,6.5,7.24,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1952750,20-Jan-14,BT3 9BW,Hydrogen Ion,6.5,7.12,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1960276,04-Feb-14,BT14 7GL,Hydrogen Ion,6.5,7.32,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1961776,11-Feb-14,BT14 7GZ,Hydrogen Ion,6.5,7.49,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1962576,17-Feb-14,BT15 4AF,Hydrogen Ion,6.5,7.63,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1969466,03-Mar-14,BT14 8LE,Hydrogen Ion,6.5,7.57,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1974326,10-Mar-14,BT14 8BX,Hydrogen Ion,6.5,7.51,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1977067,19-Mar-14,BT14 6PA,Hydrogen Ion,6.5,7.49,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1987557,09-Apr-14,BT3 9JP,Hydrogen Ion,6.5,7.48,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1991406,14-Apr-14,BT15 5BG,Hydrogen Ion,6.5,7.63,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1997586,23-Apr-14,BT14 6NT,Hydrogen Ion,6.5,7.6,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2001887,08-May-14,BT15 3JR,Hydrogen Ion,6.5,7.7,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2005738,14-May-14,BT15 5AW,Hydrogen Ion,6.5,7.8,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2009595,19-May-14,BT14 8JN,Hydrogen Ion,6.5,7.7,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2009762,21-May-14,BT14 7PY,Hydrogen Ion,6.5,7.68,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2021058,10-Jun-14,BT14 7PY,Hydrogen Ion,6.5,7.8,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2023573,17-Jun-14,BT15 5BS,Hydrogen Ion,6.5,7.71,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2037888,03-Jul-14,BT36 7HD,Hydrogen Ion,6.5,7.67,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2039173,10-Jul-14,BT36 7NR,Hydrogen Ion,6.5,7.62,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2041025,16-Jul-14,BT3 9JQ,Hydrogen Ion,6.5,7.56,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2048670,31-Jul-14,BT15 4GQ,Hydrogen Ion,6.5,7.47,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2051557,06-Aug-14,BT15 3FF,Hydrogen Ion,6.5,7.62,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2054281,14-Aug-14,BT15 4AB,Hydrogen Ion,6.5,7.55,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2060345,28-Aug-14,BT15 3FS,Hydrogen Ion,6.5,7.57,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2063878,04-Sep-14,BT36 7HD,Hydrogen Ion,6.5,7.95,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2071068,18-Sep-14,BT36 7HD,Hydrogen Ion,6.5,7.67,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2074285,24-Sep-14,BT14 7GY,Hydrogen Ion,6.5,7.68,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2077810,02-Oct-14,BT14 8PF,Hydrogen Ion,6.5,7.79,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088304,16-Oct-14,BT14 8HB,Hydrogen Ion,6.5,7.7,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088565,23-Oct-14,BT36 6DT,Hydrogen Ion,6.5,7.62,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2092003,29-Oct-14,BT14 8JL,Hydrogen Ion,6.5,7.69,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2099386,17-Nov-14,BT14 6JH,Hydrogen Ion,6.5,7.53,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2103166,24-Nov-14,BT15 3LN,Hydrogen Ion,6.5,7.73,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2109985,04-Dec-14,BT15 4FX,Hydrogen Ion,6.5,7.67,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2113334,10-Dec-14,BT36 7JP,Hydrogen Ion,6.5,7.54,pH value
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1951496,06-Jan-14,BT14 6PQ,Iron,200,<2,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1952126,13-Jan-14,BT14 8LJ,Iron,200,<2,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1952750,20-Jan-14,BT3 9BW,Iron,200,<2,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1960276,04-Feb-14,BT14 7GL,Iron,200,<2,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1961776,11-Feb-14,BT14 7GZ,Iron,200,5,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1962576,17-Feb-14,BT15 4AF,Iron,200,5,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1969466,03-Mar-14,BT14 8LE,Iron,200,37,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1974326,10-Mar-14,BT14 8BX,Iron,200,15,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1977067,19-Mar-14,BT14 6PA,Iron,200,15,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1987557,09-Apr-14,BT3 9JP,Iron,200,4,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1991406,14-Apr-14,BT15 5BG,Iron,200,4,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1997586,23-Apr-14,BT14 6NT,Iron,200,15,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2001887,08-May-14,BT15 3JR,Iron,200,20,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2005738,14-May-14,BT15 5AW,Iron,200,26,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2009595,19-May-14,BT14 8JN,Iron,200,11,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2009762,21-May-14,BT14 7PY,Iron,200,<2,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2021058,10-Jun-14,BT14 7PY,Iron,200,15,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2023573,17-Jun-14,BT15 5BS,Iron,200,11,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2037888,03-Jul-14,BT36 7HD,Iron,200,9,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2039173,10-Jul-14,BT36 7NR,Iron,200,5,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2041025,16-Jul-14,BT3 9JQ,Iron,200,19,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2048670,31-Jul-14,BT15 4GQ,Iron,200,101,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2051557,06-Aug-14,BT15 3FF,Iron,200,9,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2054281,14-Aug-14,BT15 4AB,Iron,200,<2,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2060345,28-Aug-14,BT15 3FS,Iron,200,42,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2063878,04-Sep-14,BT36 7HD,Iron,200,3,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2071068,18-Sep-14,BT36 7HD,Iron,200,16,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2074285,24-Sep-14,BT14 7GY,Iron,200,39,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2077810,02-Oct-14,BT14 8PF,Iron,200,9,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088304,16-Oct-14,BT14 8HB,Iron,200,39,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088565,23-Oct-14,BT36 6DT,Iron,200,58,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2092003,29-Oct-14,BT14 8JL,Iron,200,54,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2099386,17-Nov-14,BT14 6JH,Iron,200,13,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2103166,24-Nov-14,BT15 3LN,Iron,200,<2,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2109985,04-Dec-14,BT15 4FX,Iron,200,2,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2113334,10-Dec-14,BT36 7JP,Iron,200,42,ug Fe/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1951496,06-Jan-14,BT14 6PQ,Lead,10,0.4,ug Pb/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1962576,17-Feb-14,BT15 4AF,Lead,10,0.2,ug Pb/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1987557,09-Apr-14,BT3 9JP,Lead,10,0.3,ug Pb/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2009595,19-May-14,BT14 8JN,Lead,10,0.1,ug Pb/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2037888,03-Jul-14,BT36 7HD,Lead,10,<0.1,ug Pb/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2051557,06-Aug-14,BT15 3FF,Lead,10,2.2,ug Pb/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2067511,11-Sep-14,BT36 7JL,Lead,10,0.3,ug Pb/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088304,16-Oct-14,BT14 8HB,Lead,10,<0.1,ug Pb/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1951496,06-Jan-14,BT14 6PQ,Manganese,50,1.8,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1952126,13-Jan-14,BT14 8LJ,Manganese,50,1.3,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1952750,20-Jan-14,BT3 9BW,Manganese,50,1.6,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1960276,04-Feb-14,BT14 7GL,Manganese,50,0.4,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1961776,11-Feb-14,BT14 7GZ,Manganese,50,2.4,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1962576,17-Feb-14,BT15 4AF,Manganese,50,1.8,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1969466,03-Mar-14,BT14 8LE,Manganese,50,1.3,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1974326,10-Mar-14,BT14 8BX,Manganese,50,0.6,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1977067,19-Mar-14,BT14 6PA,Manganese,50,0.7,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1987557,09-Apr-14,BT3 9JP,Manganese,50,0.4,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1991406,14-Apr-14,BT15 5BG,Manganese,50,2.4,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1997586,23-Apr-14,BT14 6NT,Manganese,50,1.7,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2001887,08-May-14,BT15 3JR,Manganese,50,9.1,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2005738,14-May-14,BT15 5AW,Manganese,50,8.5,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2009595,19-May-14,BT14 8JN,Manganese,50,4.7,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2009762,21-May-14,BT14 7PY,Manganese,50,<0.1,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2021058,10-Jun-14,BT14 7PY,Manganese,50,<0.1,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2023573,17-Jun-14,BT15 5BS,Manganese,50,0.6,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2037888,03-Jul-14,BT36 7HD,Manganese,50,1.4,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2039173,10-Jul-14,BT36 7NR,Manganese,50,0.9,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2041025,16-Jul-14,BT3 9JQ,Manganese,50,1.5,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2048670,31-Jul-14,BT15 4GQ,Manganese,50,14.6,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2051557,06-Aug-14,BT15 3FF,Manganese,50,0.7,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2054281,14-Aug-14,BT15 4AB,Manganese,50,0.4,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2060345,28-Aug-14,BT15 3FS,Manganese,50,16.8,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2063878,04-Sep-14,BT36 7HD,Manganese,50,6.5,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2071068,18-Sep-14,BT36 7HD,Manganese,50,1.2,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2074285,24-Sep-14,BT14 7GY,Manganese,50,1.8,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2077810,02-Oct-14,BT14 8PF,Manganese,50,0.5,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088304,16-Oct-14,BT14 8HB,Manganese,50,7.1,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2088565,23-Oct-14,BT36 6DT,Manganese,50,1.1,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2092003,29-Oct-14,BT14 8JL,Manganese,50,1.2,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2099386,17-Nov-14,BT14 6JH,Manganese,50,<0.1,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2103166,24-Nov-14,BT15 3LN,Manganese,50,0.4,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2109985,04-Dec-14,BT15 4FX,Manganese,50,<0.1,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-2113334,10-Dec-14,BT36 7JP,Manganese,50,<0.1,ug Mn/l
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1951496,06-Jan-14,BT14 6PQ,Mercury,1,<0.01,ug/l Hg
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1962576,17-Feb-14,BT15 4AF,Mercury,1,0.03,ug/l Hg
2014,ZS0106,Dunore Belfast North,ZS0106AE-14-1987557,09-Apr-14,BT3 9JP,Mercury,1,0.01,ug/l Hg
