TEMA,SURVEY,SHAPE_Length,OBJECTID
MOTORWAY,20050202,38.537731,111
MOTORWAY,20050202,2340.242904,112
MOTORWAY,20050114,365.100324,113
MOTORWAY,20050114,359.520619,114
MOTORWAY,20050202,470.054001,115
MOTORWAY,20050131,1428.26101,116
MOTORWAY,20050114,584.588124,117
MOTORWAY,20050114,160.459109,118
MOTORWAY,20050114,9446.630463,119
MOTORWAY,20050114,1073.762425,120
MOTORWAY,20050114,234.122588,121
MOTORWAY,20060307,1167.139753,122
MOTORWAY,20060307,3680.296631,123
MOTORWAY,20060307,2118.543443,124
MOTORWAY,20050114,412.333537,125
MOTORWAY,20050114,421.584966,126
MOTORWAY,20031029,987.219944,127
MOTORWAY,20031029,563.362658,128
MOTORWAY,20031029,274.808794,129
MOTORWAY,20031029,316.002563,130
MOTORWAY,20031029,220.890766,131
MOTORWAY,20050202,413.523959,132
MOTORWAY,20050202,534.91899,133
MOTORWAY,20031015,37.818326,134
MOTORWAY,20031029,706.383324,135
MOTORWAY,20031029,506.983503,136
MOTORWAY,20031029,402.558038,137
MOTORWAY,20050114,269.968528,138
MOTORWAY,20031029,76.06121,139
MOTORWAY,20031029,39.731595,140
MOTORWAY,20031029,40.863684,141
MOTORWAY,20050202,374.629672,142
MOTORWAY,20050131,250.676116,143
MOTORWAY,20060309,1173.528741,144
MOTORWAY,20050114,244.980648,145
MOTORWAY,20050114,412.478152,146
MOTORWAY,20050114,217.024101,147
MOTORWAY,20031029,5800.231775,148
MOTORWAY,20031029,1078.26514,149
MOTORWAY,20031029,805.280265,150
MOTORWAY,20060309,4947.087285,151
MOTORWAY,20050114,631.190847,152
MOTORWAY,20050114,163.576602,153
MOTORWAY,20031029,554.360942,154
MOTORWAY,20050114,6439.528497,155
MOTORWAY,20050202,516.109298,156
MOTORWAY,20050202,473.468435,157
MOTORWAY,20050114,51.295833,158
MOTORWAY,20060309,374.533424,159
MOTORWAY,20050131,247.715208,160
MOTORWAY,20031029,412.496339,161
MOTORWAY,20060309,1062.778,162
MOTORWAY,20060309,59.515957,163
MOTORWAY,20060309,2488.616499,164
MOTORWAY,20060309,2609.467628,165
MOTORWAY,20060309,1367.692782,166
MOTORWAY,20031029,281.500391,167
MOTORWAY,20031029,290.9604,168
MOTORWAY,20031029,197.686097,169
MOTORWAY,20050114,293.463991,170
MOTORWAY,20050114,330.856404,171
MOTORWAY,20050114,361.964732,172
MOTORWAY,20050114,308.02084,173
MOTORWAY,20050114,315.482365,174
MOTORWAY,20060307,545.141488,175
MOTORWAY,20060307,549.586571,176
MOTORWAY,20060307,534.223092,177
MOTORWAY,20060307,462.512706,178
MOTORWAY,20060307,329.819785,179
MOTORWAY,20060307,336.357935,180
MOTORWAY,20060307,109.568509,181
MOTORWAY,20060307,94.950568,182
MOTORWAY,20060307,216.949912,183
MOTORWAY,20060307,109.156755,184
MOTORWAY,20060307,172.261107,185
MOTORWAY,20060307,383.388474,186
MOTORWAY,20060307,379.670024,187
MOTORWAY,20060307,442.832305,188
MOTORWAY,20060307,492.935983,189
A_CLASS,20060303,651.791976,190
A_CLASS,20060303,152.730099,191
A_CLASS,20060303,267.811871,192
A_CLASS,20060303,274.944831,193
A_CLASS,20060303,12.058764,194
A_CLASS,20060303,77.327402,195
A_CLASS,20060303,1114.775574,196
A_CLASS,20060303,1771.668964,197
A_CLASS,20060303,959.265477,198
A_CLASS,20060303,9.831043,199
A_CLASS,20060303,333.695695,200
A_CLASS,20060303,340.19941,201
A_CLASS,20060303,828.921959,202
A_CLASS,20060303,279.616435,203
A_CLASS,20060303,296.952945,204
A_CLASS,20060303,51.124488,205
A_CLASS,20060307,409.127534,206
A_CLASS,20060307,1217.003688,207
A_CLASS,20060307,860.560933,208
A_CLASS,20060307,131.282457,209
A_CLASS,20060307,96.822827,210
A_CLASS,20060307,853.914649,211
A_CLASS,20060306,586.695965,212
A_CLASS,20060306,546.496756,213
A_CLASS,20060306,2748.805881,214
A_CLASS,20060306,304.41608,215
A_CLASS,20060307,124.321988,216
A_CLASS,20060307,49.758757,217
A_CLASS,20060307,26.080909,218
A_CLASS,20060307,29.94013,219
A_CLASS,20060307,72.85919,220
A_CLASS,20060303,603.01213,221
A_CLASS,20060303,1021.088962,222
A_CLASS,20060303,2.680117,223
A_CLASS,20060303,305.963448,224
A_CLASS,20060303,1870.330801,225
A_CLASS,20060303,1524.448741,226
A_CLASS,20060303,1310.386547,227
A_CLASS,20060306,60.422986,228
A_CLASS,20060306,91.346645,229
A_CLASS,20060306,802.936636,230
A_CLASS,20060306,35.846391,231
A_CLASS,20060306,1384.383976,232
A_CLASS,20060306,44.985386,233
A_CLASS,20060306,1561.554479,234
A_CLASS,20060306,921.391681,235
A_CLASS,20060303,1753.818765,236
A_CLASS,20060303,324.068268,237
A_CLASS,20060303,1634.065498,238
A_CLASS,20060303,589.426376,239
A_CLASS,20060303,373.03757,240
A_CLASS,20060307,72.254436,241
A_CLASS,20060307,32.397436,242
A_CLASS,20060307,79.992691,243
A_CLASS,20060306,1480.934753,244
A_CLASS,20060307,2217.336366,245
A_CLASS,20060307,237.353882,246
A_CLASS,20060307,58.082104,247
A_CLASS,20060307,819.660359,248
A_CLASS,20060306,298.399842,249
A_CLASS,20060306,671.182142,250
A_CLASS,20060306,443.824042,251
A_CLASS,20060306,798.718833,252
A_CLASS,20060303,277.725817,253
A_CLASS,20060303,3472.856831,254
A_CLASS,20060303,1371.300441,255
A_CLASS,20060303,4214.325613,256
A_CLASS,20060303,965.628875,257
A_CLASS,20060303,131.772302,258
A_CLASS,20060303,1195.091213,259
A_CLASS,20060307,1007.389794,260
A_CLASS,20060307,126.427645,261
A_CLASS,20060307,852.989603,262
A_CLASS,20060307,851.350131,263
A_CLASS,20060307,1203.027581,264
A_CLASS,20060307,47.343356,265
A_CLASS,20060307,347.690519,266
A_CLASS,20060307,581.05118,267
A_CLASS,20060307,188.108474,268
A_CLASS,20060307,322.856109,269
A_CLASS,20060307,1438.531237,270
A_CLASS,20060307,2665.001726,271
A_CLASS,20060307,332.551633,272
A_CLASS,20060307,1979.067974,273
A_CLASS,20060307,745.61272,274
A_CLASS,20060307,389.497667,275
A_CLASS,20060307,399.864272,276
A_CLASS,20060307,1980.462405,277
A_CLASS,20060307,70.308384,278
A_CLASS,20060307,1353.359469,279
A_CLASS,20060307,1790.795164,280
A_CLASS,20060307,132.612201,281
A_CLASS,20060307,101.372242,282
A_CLASS,20060306,21.178092,283
A_CLASS,20060306,1121.115326,284
A_CLASS,20060306,52.540747,285
A_CLASS,20060306,211.754445,286
A_CLASS,20060306,977.961724,287
A_CLASS,20060303,199.214658,288
A_CLASS,20060303,969.145463,289
A_CLASS,20060303,1521.750491,290
A_CLASS,20060306,33.150382,291
A_CLASS,20060306,24.451625,292
A_CLASS,20060306,53.041933,293
A_CLASS,20060306,2190.993663,294
A_CLASS,20060306,11053.235742,295
A_CLASS,20060307,71.116141,296
A_CLASS,20060307,911.020839,297
A_CLASS,20060307,893.618165,298
A_CLASS,20060307,26.825826,299
A_CLASS,20060307,49.427606,300
A_CLASS,20060307,29.231281,301
A_CLASS,20060307,1018.439819,302
A_CLASS,20060307,1621.330537,303
A_CLASS,20060307,1431.983442,304
A_CLASS,20060307,1004.011657,305
A_CLASS,20060307,613.102166,306
A_CLASS,20060307,1620.728412,307
A_CLASS,20060307,439.626154,308
A_CLASS,20060307,748.554301,309
A_CLASS,20060307,844.828355,310
A_CLASS,20060307,203.425939,311
A_CLASS,20060307,241.488932,312
A_CLASS,20060307,28.507931,313
A_CLASS,20060307,902.97745,314
A_CLASS,20060307,615.487645,315
A_CLASS,20060307,18.188099,316
A_CLASS,20060307,19.902559,317
A_CLASS,20060307,1480.100022,318
A_CLASS,20060307,870.137984,319
A_CLASS,20060307,87.3774,320
A_CLASS,20060307,19.09125,321
A_CLASS,20060307,20.600926,322
A_CLASS,20060307,20.516024,323
A_CLASS,20060307,22.312979,324
A_CLASS,20060307,73.194968,325
A_CLASS,20060307,485.775882,326
A_CLASS,20060307,102.264676,327
A_CLASS,20060307,1156.365798,328
A_CLASS,20060307,1567.520841,329
A_CLASS,20060307,3000.1392,330
A_CLASS,20060303,778.228437,331
A_CLASS,20060303,272.631309,332
A_CLASS,20060303,98.278869,333
A_CLASS,20060303,522.804144,334
A_CLASS,20060303,811.840683,335
A_CLASS,20060303,305.151012,336
A_CLASS,20060303,1387.795017,337
A_CLASS,20060303,501.577474,338
A_CLASS,20060303,285.01095,339
A_CLASS,20060303,243.039289,340
A_CLASS,20060303,725.421602,341
A_CLASS,20060303,25.432413,342
A_CLASS,20060307,811.406492,343
A_CLASS,20060307,147.506706,344
A_CLASS,20060307,1443.214315,345
A_CLASS,20060307,657.122315,346
A_CLASS,20060307,639.468234,347
A_CLASS,20060307,375.666364,348
A_CLASS,20060306,384.260491,349
A_CLASS,20060306,1462.591365,350
A_CLASS,20060306,78.40789,351
A_CLASS,20060306,677.994054,352
A_CLASS,20060307,735.516637,353
A_CLASS,20060307,41.266122,354
A_CLASS,20060307,218.693803,355
A_CLASS,20060307,721.629057,356
A_CLASS,20060307,80.083472,357
A_CLASS,20060307,1002.705389,358
A_CLASS,20060307,220.022142,359
A_CLASS,20060307,1339.224954,360
A_CLASS,20060307,1002.438624,361
A_CLASS,20060307,932.85372,362
A_CLASS,20060306,1191.844512,363
A_CLASS,20060306,27.102767,364
A_CLASS,20060306,14.112833,365
A_CLASS,20060306,204.098142,366
A_CLASS,20060306,1337.900298,367
A_CLASS,20060306,451.841908,368
A_CLASS,20060307,428.422551,369
A_CLASS,20060307,498.724502,370
A_CLASS,20060307,623.696347,371
A_CLASS,20060307,1348.491879,372
A_CLASS,20060307,522.547064,373
A_CLASS,20060307,268.620022,374
A_CLASS,20060307,70.980129,375
A_CLASS,20060307,2961.898563,376
A_CLASS,20060307,1017.818437,377
A_CLASS,20060307,382.932809,378
A_CLASS,20060307,427.022307,379
A_CLASS,20060307,123.986959,380
A_CLASS,20060307,321.250528,381
A_CLASS,20060307,934.786979,382
A_CLASS,20060307,100.281462,383
A_CLASS,20060307,120.062503,384
A_CLASS,20060303,226.893727,385
A_CLASS,20060303,553.625847,386
A_CLASS,20060303,1438.552095,387
A_CLASS,20060303,628.985065,388
A_CLASS,20060303,790.98159,389
A_CLASS,20060303,540.58966,390
A_CLASS,20060303,2723.369323,391
A_CLASS,20060307,736.474482,392
A_CLASS,20060307,57.309584,393
A_CLASS,20060307,183.626965,394
A_CLASS,20060307,145.068208,395
A_CLASS,20041001,112.279428,396
A_CLASS,20041001,606.828413,397
A_CLASS,20041001,61.539969,398
A_CLASS,20060307,203.597189,399
A_CLASS,20060306,986.055344,400
A_CLASS,20060307,150.436113,401
A_CLASS,20060303,836.765927,402
A_CLASS,20060307,695.611768,403
A_CLASS,20060303,2079.580621,404
A_CLASS,20060306,3678.059951,405
A_CLASS,20060306,891.520612,406
A_CLASS,20060306,2300.412287,407
A_CLASS,20060306,1602.32399,408
A_CLASS,20041001,6.228701,409
A_CLASS,20041001,161.935331,410
A_CLASS,20041001,1772.18411,411
A_CLASS,20041001,473.814202,412
A_CLASS,20060307,27.325966,413
A_CLASS,20060306,93.351418,414
A_CLASS,20060306,89.040708,415
A_CLASS,20041001,935.945969,416
A_CLASS,20041001,2304.052974,417
A_CLASS,20041001,412.332286,418
A_CLASS,20041001,303.421559,419
A_CLASS,20041001,576.406559,420
A_CLASS,20041001,209.754522,421
A_CLASS,20041001,830.323919,422
A_CLASS,20060303,257.565688,423
A_CLASS,20060303,198.960244,424
A_CLASS,20060303,333.324435,425
A_CLASS,20060303,1840.927763,426
A_CLASS,20060303,515.667149,427
A_CLASS,20041001,929.072652,428
A_CLASS,20041001,280.858418,429
A_CLASS,20041001,23.703454,430
A_CLASS,20060306,1472.563242,431
A_CLASS,20060306,1369.174158,432
A_CLASS,20060306,606.362104,433
A_CLASS,20060306,70.361526,434
A_CLASS,20060303,88.554971,435
A_CLASS,20060303,160.238373,436
A_CLASS,20060303,209.772941,437
A_CLASS,20060303,775.836295,438
A_CLASS,20060303,90.323439,439
A_CLASS,20060306,578.059477,440
A_CLASS,20060306,3281.214347,441
A_CLASS,20060306,5998.234576,442
A_CLASS,20060306,805.166892,443
A_CLASS,20060306,2554.515369,444
A_CLASS,20060306,7584.498839,445
A_CLASS,20060303,572.615477,446
A_CLASS,20060303,78.728439,447
A_CLASS,20060303,221.583756,448
A_CLASS,20060303,38.39166,449
A_CLASS,20060306,64.626634,450
A_CLASS,20060306,75.603035,451
A_CLASS,20060306,29.887585,452
A_CLASS,20060306,58.392049,453
A_CLASS,20050118,604.670996,454
A_CLASS,20060306,3074.751676,455
A_CLASS,20060306,57.028232,456
A_CLASS,20060306,270.15967,457
A_CLASS,20060306,1351.909743,458
A_CLASS,20041001,20.549558,459
A_CLASS,20041001,28.829676,460
A_CLASS,20041001,24.661209,461
A_CLASS,20041001,67.924744,462
A_CLASS,20060303,1101.918498,463
A_CLASS,20060303,1666.866264,464
A_CLASS,20060303,1369.78373,465
A_CLASS,20040709,26.908799,466
A_CLASS,20040709,51.773217,467
A_CLASS,20040709,29.408773,468
A_CLASS,20060307,2245.481918,469
A_CLASS,20060307,460.653664,470
A_CLASS,20060307,1132.50433,471
A_CLASS,20060303,8.814758,472
A_CLASS,20060303,1586.03571,473
A_CLASS,20060303,2450.447169,474
A_CLASS,20040921,588.117608,475
A_CLASS,20040921,899.310689,476
A_CLASS,20040921,143.746248,477
A_CLASS,20040921,525.55628,478
A_CLASS,20040921,302.075139,479
A_CLASS,20040921,910.441632,480
A_CLASS,20040921,538.377875,481
A_CLASS,20060307,224.085928,482
A_CLASS,20030801,387.959861,483
A_CLASS,20030801,306.993491,484
A_CLASS,20030801,189.021016,485
A_CLASS,20030801,401.694731,486
A_CLASS,20030801,131.343094,487
A_CLASS,20030801,298.086171,488
A_CLASS,20030801,183.115118,489
A_CLASS,20050118,174.56443,490
A_CLASS,20060303,689.971067,491
A_CLASS,20041001,536.0989,492
A_CLASS,20041001,793.420264,493
A_CLASS,20041001,6.72718,494
A_CLASS,20041001,278.151874,495
A_CLASS,20041001,597.587462,496
A_CLASS,20041001,37.827436,497
A_CLASS,20041001,1563.015172,498
A_CLASS,20041001,690.555596,499
A_CLASS,20051214,73.237424,500
A_CLASS,20051214,43.430708,501
A_CLASS,20051214,80.396871,502
A_CLASS,20041001,323.229942,503
A_CLASS,20041001,740.194726,504
A_CLASS,20041001,1820.099835,505
A_CLASS,20040709,274.278437,506
A_CLASS,20041001,2125.262148,507
A_CLASS,20040709,140.634895,508
A_CLASS,20040709,64.016218,509
A_CLASS,20040709,439.139609,510
A_CLASS,20040709,712.327368,511
A_CLASS,20040709,1522.755636,512
A_CLASS,20040709,351.565114,513
A_CLASS,20040709,54.355109,514
A_CLASS,20040709,408.109818,515
A_CLASS,20040709,535.562912,516
A_CLASS,20040709,634.006819,517
A_CLASS,20040709,15.93215,518
A_CLASS,20040709,80.053136,519
A_CLASS,20040709,581.913455,520
A_CLASS,20040709,522.591854,521
A_CLASS,20040709,666.586568,522
A_CLASS,20040709,703.877533,523
A_CLASS,20040709,905.610903,524
A_CLASS,20040709,1135.04406,525
A_CLASS,20040709,583.944203,526
A_CLASS,20040709,326.100329,527
A_CLASS,20040709,1171.180768,528
A_CLASS,20040709,245.765413,529
A_CLASS,20040709,120.708789,530
A_CLASS,20040709,38.611072,531
A_CLASS,20040709,28.678286,532
A_CLASS,20050118,823.484875,533
A_CLASS,20060306,18.493996,534
A_CLASS,20050118,581.735656,535
A_CLASS,20060306,369.394443,536
A_CLASS,20060306,533.687335,537
A_CLASS,20060306,854.994408,538
A_CLASS,20060306,975.747547,539
A_CLASS,20060306,1432.379033,540
A_CLASS,20060306,308.139539,541
A_CLASS,20060306,1620.808209,542
A_CLASS,20060306,3285.077145,543
A_CLASS,20060306,814.312582,544
A_CLASS,20060306,1471.682634,545
A_CLASS,20060303,3019.876949,546
A_CLASS,20060306,1025.865821,547
A_CLASS,20060306,1136.992235,548
A_CLASS,20060307,1458.47935,549
A_CLASS,20060307,1034.760161,550
A_CLASS,20060307,644.64255,551
A_CLASS,20060307,1242.234444,552
A_CLASS,20060307,17.819302,553
A_CLASS,20060307,59.109401,554
A_CLASS,20060307,36.357649,555
A_CLASS,20060307,135.086371,556
A_CLASS,20060307,25.043014,557
A_CLASS,20060307,50.178791,558
A_CLASS,20060307,281.418015,559
A_CLASS,20030930,407.584989,560
A_CLASS,20030930,740.981865,561
A_CLASS,20030930,23.433078,562
A_CLASS,20030930,2614.925921,563
A_CLASS,20030930,113.530683,564
A_CLASS,20060307,67.410575,565
A_CLASS,20060307,1930.166658,566
A_CLASS,20060307,537.29924,567
A_CLASS,20060307,208.285797,568
A_CLASS,20060307,486.982492,569
A_CLASS,20060307,1093.73897,570
A_CLASS,20060307,197.455911,571
A_CLASS,20060307,1063.483487,572
A_CLASS,20060307,929.177994,573
A_CLASS,20060307,1186.382119,574
A_CLASS,20060307,1228.771621,575
A_CLASS,20060307,380.191579,576
A_CLASS,20060307,1222.523774,577
A_CLASS,20060307,2789.173814,578
A_CLASS,20060307,1142.538168,579
A_CLASS,20060307,1201.916556,580
A_CLASS,20060307,423.214693,581
A_CLASS,20060307,381.04893,582
A_CLASS,20060307,233.132383,583
A_CLASS,20060307,577.972805,584
A_CLASS,20060307,112.097306,585
A_CLASS,20060307,371.964724,586
A_CLASS,20060307,252.039776,587
A_CLASS,20060307,616.165863,588
A_CLASS,20060307,486.639406,589
A_CLASS,20060307,3.332992,590
A_CLASS,20060307,517.977523,591
A_CLASS,20060307,18.087007,592
A_CLASS,20060307,979.391526,593
A_CLASS,20060307,1170.278137,594
A_CLASS,20060307,393.51125,595
A_CLASS,20060307,39.668378,596
A_CLASS,20060307,1946.974099,597
A_CLASS,20060307,34.545616,598
A_CLASS,20060307,156.325812,599
A_CLASS,20060307,132.200665,600
A_CLASS,20060307,23.096407,601
A_CLASS,20060307,25.530234,602
A_CLASS,20060307,36.395991,603
A_CLASS,20060307,33.470547,604
A_CLASS,20060307,34.696707,605
A_CLASS,20060307,93.698025,606
A_CLASS,20060307,26.459204,607
A_CLASS,20060307,23.041978,608
A_CLASS,20060307,26.450588,609
A_CLASS,20060307,24.881515,610
A_CLASS,20060307,144.218759,611
A_CLASS,20060307,725.719796,612
A_CLASS,20060307,130.78987,613
A_CLASS,20060307,712.973791,614
A_CLASS,20060307,342.94932,615
A_CLASS,20060307,602.570131,616
A_CLASS,20060307,349.213803,617
A_CLASS,20060307,459.842858,618
A_CLASS,20060307,59.1674,619
A_CLASS,20060307,204.921358,620
A_CLASS,20060307,211.443004,621
A_CLASS,20060307,1280.179222,622
A_CLASS,20060307,738.742005,623
A_CLASS,20060307,1118.806789,624
A_CLASS,20060307,342.06338,625
A_CLASS,20060307,551.48794,626
A_CLASS,20060307,709.291572,627
A_CLASS,20060307,752.79141,628
A_CLASS,20060307,141.272968,629
A_CLASS,20060307,54.073803,630
A_CLASS,20060307,1580.041474,631
A_CLASS,20060307,40.227806,632
A_CLASS,20060307,87.874335,633
A_CLASS,20060307,556.218001,634
A_CLASS,20060307,12.385869,635
A_CLASS,20060307,55.421928,636
A_CLASS,20060307,30.201145,637
A_CLASS,20060307,316.417881,638
A_CLASS,20060307,532.263201,639
A_CLASS,20060307,683.480671,640
A_CLASS,20060307,583.117624,641
A_CLASS,20060307,552.400776,642
A_CLASS,20060307,1006.163711,643
A_CLASS,20060307,56.450317,644
A_CLASS,20060307,741.292981,645
A_CLASS,20060307,354.698329,646
A_CLASS,20060307,741.825764,647
A_CLASS,20060307,423.859948,648
A_CLASS,20060307,870.572727,649
A_CLASS,20060307,112.400858,650
A_CLASS,20060307,611.336523,651
A_CLASS,20060307,130.601828,652
A_CLASS,20060307,295.965137,653
A_CLASS,20060307,214.664019,654
A_CLASS,20060307,465.939768,655
A_CLASS,20060307,449.007406,656
A_CLASS,20060307,4310.686688,657
A_CLASS,20060307,585.885149,658
A_CLASS,20060307,1397.965003,659
A_CLASS,20060307,903.872399,660
A_CLASS,20060307,174.008581,661
A_CLASS,20060307,26.35461,662
A_CLASS,20060307,172.364373,663
A_CLASS,20060307,442.418857,664
A_CLASS,20060307,44.380489,665
A_CLASS,20060307,44.233869,666
A_CLASS,20060307,231.793896,667
A_CLASS,20060307,21.957309,668
A_CLASS,20060307,16.451576,669
A_CLASS,20060307,19.603829,670
A_CLASS,20060307,7.648921,671
A_CLASS,20060307,781.902616,672
A_CLASS,20060307,345.255677,673
A_CLASS,20060307,747.736285,674
A_CLASS,20060307,207.111203,675
A_CLASS,20060307,471.714527,676
A_CLASS,20060307,2374.013139,677
A_CLASS,20060307,261.09618,678
A_CLASS,20060307,272.912523,679
A_CLASS,20060307,1363.556961,680
A_CLASS,20060307,1808.43469,681
A_CLASS,20060307,78.416637,682
A_CLASS,20060307,517.066824,683
A_CLASS,20060307,157.926817,684
A_CLASS,20060307,11.726934,685
A_CLASS,20060307,305.620212,686
A_CLASS,20060307,649.154153,687
A_CLASS,20060307,1024.76915,688
A_CLASS,20060307,605.192938,689
A_CLASS,20060307,634.127439,690
A_CLASS,20060307,6.691353,691
A_CLASS,20060307,109.930985,692
A_CLASS,20060307,749.908679,693
A_CLASS,20060307,2013.485039,694
A_CLASS,20060307,235.982093,695
A_CLASS,20060307,103.504149,696
A_CLASS,20060307,427.421077,697
A_CLASS,20060307,1677.943277,698
A_CLASS,20060307,197.628385,699
A_CLASS,20060307,866.566284,700
A_CLASS,20060307,334.628314,701
A_CLASS,20060307,465.8525,702
A_CLASS,20060307,1490.752684,703
A_CLASS,20041001,16.907016,704
A_CLASS,20041001,1922.292989,705
A_CLASS,20041001,756.387574,706
A_CLASS,20041001,747.639086,707
A_CLASS,20041001,443.502259,708
A_CLASS,20041001,1097.716919,709
A_CLASS,20041001,1666.778853,710
A_CLASS,20041001,2119.52895,711
A_CLASS,20070123,104.347177,712
A_CLASS,20070123,63.149541,713
A_CLASS,20040709,713.397296,714
A_CLASS,20040709,1954.467622,715
A_CLASS,20040709,39.555058,716
A_CLASS,20040709,142.304484,717
A_CLASS,20040709,26.469799,718
A_CLASS,20040709,76.194573,719
A_CLASS,20040709,67.958194,720
A_CLASS,20040709,69.818838,721
A_CLASS,20060307,30.637328,722
A_CLASS,20060307,205.22432,723
A_CLASS,20060307,75.882523,724
A_CLASS,20060307,4.638708,725
A_CLASS,20060307,869.728691,726
A_CLASS,20040709,450.853368,727
A_CLASS,20040709,687.918214,728
A_CLASS,20040709,28.861847,729
A_CLASS,20040709,31.244826,730
A_CLASS,20040709,30.860461,731
A_CLASS,20040709,31.956661,732
A_CLASS,20040709,126.017229,733
A_CLASS,20040709,65.062099,734
A_CLASS,20040709,57.249591,735
A_CLASS,20040709,19.835079,736
A_CLASS,20040709,39.800337,737
A_CLASS,20040709,131.357234,738
A_CLASS,20040709,515.064147,739
A_CLASS,20040709,411.504677,740
A_CLASS,20040709,35.51404,741
A_CLASS,20040709,66.209217,742
A_CLASS,20040709,26.334207,743
A_CLASS,20040709,2550.512281,744
A_CLASS,20040709,1274.965986,745
A_CLASS,20040709,1170.409809,746
A_CLASS,20040709,38.886098,747
A_CLASS,20040709,658.062252,748
A_CLASS,20040709,321.93406,749
A_CLASS,20040709,404.596453,750
A_CLASS,20040709,797.625133,751
A_CLASS,20040709,135.486393,752
A_CLASS,20040709,413.128958,753
A_CLASS,20040709,786.755934,754
A_CLASS,20040709,775.88663,755
