SAMPLENO,AG,AL,AS_,AU,BA,BE,BI,BR,CD,CE,CO,CR,CS,CU,HO,K,LA,LI,LU,MN,MO,ND,NI,P,PB,PD,PT,RB,RH,SB,SE,SN,SR,TH,TI,TL,U,V,W,Y,ZN,ZR,B,CA,FE,MG,NA,SI,SO4,EASTING,NORTHING
550065,-0.0050,146.8230,0.8760,,43.1130,0.0120,,,0.0070,0.2880,0.6110,1.0310,-0.0010,1.5630,0.0130,2.8600,0.1420,0.6050,0.0030,0.1180,0.0900,0.1630,2.5132,0.0940,0.3200,,,2.2300,,0.0630,-0.4260,0.0830,49.8930,,,-0.0020,0.1170,0.9650,,0.3300,6.7600,0.4210,0.0110,18.7520,1.5600,4.4930,8.1520,2.7830,6.0490,256300,370430
550066,0.0010,67.6480,4.0850,,22.7220,0.0130,,,0.0140,0.2700,1.5400,0.4540,0.0020,1.1610,0.0140,0.5460,0.1000,1.1350,0.0080,1.4320,0.0540,0.1660,1.5520,0.0830,0.2100,,,0.5060,,0.0430,0.6480,0.0790,27.3590,,,0.0020,0.0230,0.3690,,0.4010,19.4800,0.2760,0.0080,15.9210,3.5790,2.9950,6.8040,3.6070,3.0460,256220,381740
550067,-0.0030,116.7680,0.5400,,4.3650,0.0020,,,0.0040,0.3360,0.2020,0.4880,0.0010,1.7780,0.0120,0.3790,0.2220,0.3790,0.0090,0.1120,0.0570,0.2400,0.5441,0.0150,0.3690,,,0.5190,,0.0140,-0.3510,0.0700,18.0360,,,0.0040,0.0350,0.4730,,0.3530,1.4600,0.1120,0.0040,6.5970,0.7140,2.0570,6.1190,1.9790,4.2790,257920,376550
550069,-0.0070,152.5620,0.9010,,84.0830,0.0340,,,0.0370,0.4580,0.5530,0.8550,-0.0010,2.6880,0.0260,3.9000,0.2800,0.7750,0.0160,0.1080,0.0890,0.4050,1.8755,0.1410,0.3310,,,3.5460,,0.0700,-0.3130,0.0400,48.8010,,,-0.0030,0.1380,1.2740,,0.8340,1.9600,0.5140,0.0120,17.3340,1.1100,3.1700,8.8060,2.7790,8.5980,254660,370210
550070,-0.0090,49.1210,1.6910,,7.3980,-0.0020,,,0.0040,0.0660,0.9620,0.2650,0.0000,1.0050,0.0020,0.2340,0.0310,0.5280,0.0030,0.3700,1.3210,0.0380,0.8608,0.0380,0.2690,,,0.3060,,0.0400,-0.6670,0.0660,33.8920,,,0.0030,0.0400,0.2470,,0.1050,2.1000,0.2020,0.0040,13.8530,2.3510,3.0950,7.1490,2.8160,2.5560,258550,381310
550071,-0.0010,150.9680,0.9030,,11.0800,-0.0050,,,0.0160,0.8700,0.8860,0.7420,-0.0050,1.2260,0.0210,0.2910,0.3390,0.6280,0.0110,0.0830,0.0260,0.4250,1.2023,0.0240,0.2010,,,0.5960,,0.0240,-0.4720,0.0730,17.2340,,,-0.0020,0.0770,0.4000,,0.6890,4.6800,0.2490,0.0020,3.4370,1.3170,1.6180,5.7130,2.2460,2.1950,254220,380980
550072,-0.0070,156.2880,1.1000,,24.6120,0.0080,,,0.0130,0.3360,0.7640,1.1960,-0.0030,3.8370,0.0110,1.8490,0.1430,0.6970,0.0070,0.1490,0.0660,0.2070,2.5217,0.0950,0.4380,,,1.8760,,0.0610,-0.3550,0.0820,44.6670,,,0.0000,0.0660,1.0580,,0.4230,6.6400,0.5510,0.0140,17.2110,1.6630,3.8180,9.2400,2.7330,5.9100,258730,371400
550073,0.0020,28.3810,2.0740,,56.6050,0.0060,,,0.0220,0.2660,0.4400,0.2830,0.0020,2.3730,0.0090,2.2490,0.1170,0.4730,0.0060,0.0340,0.0810,0.1330,2.3080,0.0390,0.3560,,,2.0590,,0.0910,0.7010,0.0620,48.1030,,,0.0040,0.0580,0.1610,,0.2110,0.7700,0.2310,0.0230,19.0930,0.5060,2.6330,8.1040,2.2980,7.7770,245910,377030
550074,-0.0010,58.7750,1.5070,,24.5050,0.0060,,,0.0220,0.6350,0.5910,0.4670,0.0020,1.0280,0.0210,0.8710,0.3340,0.6800,0.0090,0.1660,0.0170,0.3530,1.2910,0.0200,0.2120,,,0.9210,,0.0420,0.1890,0.0770,35.1310,,,0.0010,0.0990,0.2330,,0.5150,4.4800,0.2360,0.0040,10.6960,1.0410,1.8480,6.5080,2.6730,4.4750,258450,383620
550076,0.0030,17.9840,0.5020,,8.7130,0.0020,,,0.0430,0.2000,0.8590,0.1940,0.0030,0.8360,0.0080,1.5840,0.0810,1.2320,0.0040,0.1370,0.0590,0.1020,2.9450,0.0280,0.1990,,,1.6830,,0.0360,0.2700,0.0680,166.8590,,,0.0040,0.1420,0.1260,,0.2220,3.2700,0.2710,0.0090,26.8010,1.2390,4.9320,10.6950,3.7970,7.9960,259880,408750
550077,0.0000,34.2250,3.5620,,28.3180,0.0080,,,0.0160,0.1150,0.3550,0.3840,0.0030,1.8520,0.0050,3.1190,0.0610,0.5640,0.0020,0.0630,0.1540,0.0870,2.3510,0.0990,0.2070,,,2.0510,,0.1040,0.5940,0.1090,56.3550,,,0.0030,0.1110,0.2890,,0.1440,0.7700,0.1440,0.0130,20.8430,0.9400,5.5790,9.5290,3.6510,7.2440,248410,373050
550079,-0.0030,32.4320,1.2640,,10.4440,0.0090,,,0.0140,0.1000,0.2120,0.4560,0.0040,2.8110,0.0070,1.0050,0.0460,0.3170,0.0040,0.0890,0.0730,0.0770,1.1380,0.0520,0.2980,,,0.8960,,0.0380,0.7280,0.0500,35.6210,,,0.0010,0.0140,0.3880,,0.2050,0.7700,0.1710,0.0070,15.4750,0.7880,3.3210,8.5490,3.3840,4.1610,256960,380110
550080,-0.0080,50.8490,0.5370,,25.4730,-0.0090,,,0.0040,0.1240,0.2500,0.5160,-0.0040,1.3710,0.0020,1.3770,0.0590,0.4640,0.0020,0.0960,0.0720,0.1090,1.0045,0.0480,0.1510,,,1.1130,,0.0260,-0.1190,0.0850,40.1180,,,-0.0050,0.0200,0.5660,,0.2110,0.7700,0.1740,0.0120,14.6890,0.6490,3.9640,8.4470,3.9880,6.5230,255480,374060
550081,0.0000,18.4210,0.6490,,8.8870,0.0060,,,0.0320,0.2010,0.8650,0.1890,0.0030,0.8730,0.0090,1.9200,0.0780,1.1930,0.0010,0.1570,0.0710,0.1060,2.9480,0.0360,0.2450,,,1.8390,,0.0260,1.4840,0.0730,161.6150,,,0.0090,0.1370,0.1160,,0.2290,4.2900,0.2720,0.0120,26.4230,1.1330,4.8610,10.6430,3.7760,7.9590,259880,408750
550082,0.0000,18.2860,2.0870,,32.0630,0.0140,,,0.0040,0.1860,0.3410,0.1420,0.0030,2.0090,0.0060,5.8560,0.1220,0.2450,0.0020,0.0530,0.1040,0.1440,1.6480,0.1780,0.1420,,,2.6900,,0.0820,0.7820,0.0390,61.7810,,,0.0000,0.0720,0.1440,,0.1420,0.7700,0.1150,0.0190,29.9860,0.6070,3.6030,9.8200,2.4350,11.3000,245780,375900
550083,-0.0080,197.6520,1.2040,,14.9740,-0.0140,,,0.0400,0.8310,1.1690,0.6600,-0.0050,1.2600,0.0130,0.1410,0.2270,0.5700,0.0060,0.1870,0.0150,0.3200,1.2321,0.0110,0.3960,,,0.2680,,0.0450,-0.1990,0.0960,15.1770,,,0.0050,0.0520,0.1960,,0.4310,8.2000,0.1790,0.0070,2.5430,0.8600,1.4440,4.9350,1.8190,1.9400,252830,379850
550084,-0.0080,366.8700,3.0870,,18.6600,-0.0020,,,0.0490,2.8490,2.9980,1.1270,-0.0050,1.0990,0.0530,0.0440,0.6680,0.3680,0.0240,0.2820,0.0150,1.0100,0.8224,0.0310,0.6380,,,0.1820,,0.0370,-0.1600,0.0870,7.8840,,,0.0050,0.1000,0.8480,,1.4560,5.3100,0.4210,0.0050,1.0720,4.0240,0.9400,4.7530,1.1430,2.0400,252710,380980
550085,-0.0010,9.9300,1.1830,,18.5780,0.0090,,,0.0060,0.0480,0.3030,0.1780,0.0020,0.8320,0.0030,2.9580,0.0190,0.2350,0.0010,0.2400,0.0680,0.0300,0.7950,0.1130,0.0540,,,1.2540,,0.0420,0.4050,0.0300,32.8670,,,0.0020,0.0410,0.2180,,0.0740,0.7700,0.0490,0.0110,22.4050,0.9270,6.7930,9.9440,4.6060,7.1990,250900,374550
550087,-0.0040,155.6000,6.6850,,9.0990,-0.0110,,,0.0400,1.0250,2.4650,0.6880,-0.0080,1.2540,0.0180,0.1170,0.2890,0.4890,0.0090,0.4820,0.0320,0.4050,1.7603,0.0150,0.2690,,,0.3800,,0.0460,0.6020,0.0610,17.2580,,,0.0000,0.0570,0.1990,,0.5660,2.0200,0.3280,0.0050,3.0140,1.4600,1.3630,4.9170,1.4990,2.1210,249420,377830
550088,-0.0040,122.5800,2.9440,,26.5810,-0.0030,,,0.0360,0.7840,1.6650,1.0830,0.0010,2.4480,0.0270,0.2800,0.3100,0.6310,0.0120,0.2780,0.0360,0.3800,1.4247,0.0460,0.6450,,,0.5360,,0.0350,-0.0710,0.0920,25.6710,,,0.0000,0.0530,0.5560,,0.7160,16.6300,0.4910,0.0040,5.2620,2.8620,1.7660,5.6840,2.0490,2.9510,255250,383790
550089,0.0030,190.7420,1.6040,,17.3750,-0.0080,,,0.0140,1.0110,1.6060,0.4260,0.0040,0.8310,0.0240,0.0990,0.3540,0.7300,0.0120,0.2510,0.0210,0.3810,1.0859,0.0150,0.6390,,,0.2490,,0.0450,0.4430,0.0860,13.4610,,,0.0020,0.0770,0.3610,,0.5360,1.0600,0.2200,0.0070,3.8680,1.7680,1.6080,5.2910,1.6930,2.4040,252900,379380
550090,0.0040,91.0630,1.7370,,52.2870,0.0200,,,-0.0070,0.1140,0.6510,0.8490,0.0090,0.8760,0.0120,0.5250,0.0380,0.3960,0.0090,0.3840,0.0400,0.0680,1.3625,0.0380,0.6140,,,0.5650,,0.0650,1.1240,0.0860,31.7110,,,0.0100,0.0140,0.5920,,0.1750,2.1900,0.3230,0.0080,13.4250,3.5150,2.5960,7.0840,1.8610,2.8500,255230,371130
550091,-0.0010,29.2870,0.3290,,14.2850,0.0070,,,0.0020,0.1220,0.2040,0.3120,0.0030,1.0730,0.0080,1.4670,0.0840,0.1850,0.0030,0.1610,0.0320,0.1250,0.5320,0.0550,0.2350,,,0.9840,,0.0320,-0.1350,0.0590,25.7650,,,0.0040,0.0150,0.4290,,0.1770,2.1400,0.0800,0.0130,13.6460,0.5640,3.9300,8.5460,4.3210,6.7610,259530,374920
550092,-0.0010,10.5480,3.0430,,24.3400,-0.0010,,,0.0200,0.0250,0.2010,0.0750,0.0030,1.7230,0.0020,5.7140,0.0090,0.1660,0.0010,0.0100,0.4080,0.0190,1.5500,0.1140,0.0340,,,2.3680,,0.1610,0.7010,0.0610,64.3180,,,0.0010,0.1270,0.2350,,0.0390,0.7700,0.0670,0.0210,32.1070,0.0220,6.7470,10.7440,3.4710,14.5910,250330,375530
550093,-0.0010,246.8510,10.0170,,48.0070,0.0170,,,-0.0110,1.2900,2.3000,0.6250,0.0040,3.2640,0.0260,0.0960,0.4600,0.8540,0.0150,0.8200,0.0280,0.5510,1.2130,0.0470,0.5250,,,0.3100,,0.0470,0.5760,0.1980,17.3220,,,0.0050,0.0810,1.0150,,0.8480,24.3300,0.4680,0.0050,6.5110,5.3610,1.4100,5.1090,1.8440,2.0220,253800,379750
550094,0.0070,67.6110,1.5570,,47.2680,0.0280,,,0.0370,0.3200,0.4880,0.5930,0.0270,1.9940,0.0140,1.9330,0.1760,0.9720,0.0100,0.1080,0.0940,0.1850,2.2973,0.0640,0.2050,,,1.9440,,0.0670,0.1870,0.0810,49.9710,,,0.0160,0.0440,0.4990,,0.3530,2.1800,0.3200,0.0100,12.4020,0.8850,3.4350,8.5210,3.5360,6.9380,245130,381400
550095,0.0030,227.1470,0.7670,,19.9710,0.0090,,,-0.0050,0.9440,1.4250,0.6720,0.0070,0.8170,0.0190,0.1270,0.2390,0.5280,0.0070,0.1920,0.0110,0.3270,1.0552,0.0060,0.2780,,,0.2200,,0.0560,-0.4610,0.0970,14.1450,,,0.0080,0.0450,0.3710,,0.4030,0.7700,0.2350,0.0020,2.6170,1.0120,1.2700,4.8890,1.7730,1.9500,251680,380070
550096,-0.0020,78.4250,4.5730,,58.8890,0.0220,,,-0.0090,0.2590,1.0700,0.8510,0.0060,1.9090,0.0080,4.4310,0.1100,1.1330,0.0030,0.6010,0.2010,0.1590,2.2694,0.2270,0.4510,,,3.3970,,0.0830,1.0650,0.0880,73.5310,,,0.0030,0.0550,0.6650,,0.2370,8.5800,0.3300,0.0270,21.9270,1.8250,5.5680,18.2080,3.5410,8.7950,248810,371240
550097,0.0080,59.4630,3.9770,,21.7250,0.0090,,,0.0100,0.5570,1.4970,0.6150,0.0260,1.6210,0.0190,2.3470,0.2340,0.8280,0.0120,0.2120,0.0790,0.2800,1.9454,0.0730,0.2260,,,1.9810,,0.0560,0.7490,0.0780,41.1060,,,0.0080,0.0550,0.4200,,0.4860,5.7700,0.3240,0.0200,11.8310,1.8480,2.1670,7.2950,2.3020,5.9800,257790,383700
550098,0.0050,208.7380,1.1760,,41.4590,0.0470,,,0.0690,2.2800,1.2410,0.6740,0.0330,2.6270,0.0300,0.3000,0.7540,0.9620,0.0150,0.2440,0.0420,0.6970,2.7398,0.0170,0.5990,,,0.9660,,0.0730,0.1250,0.1010,16.7960,,,0.0030,0.0200,0.3480,,0.8220,5.6800,0.2990,0.0090,3.2640,0.7110,1.9550,10.5130,2.5690,6.2530,247660,382830
550099,-0.0020,92.0480,0.9240,,93.7030,0.0180,,,-0.0090,0.1850,1.7780,0.7570,0.0060,1.5540,0.0080,5.2160,0.0640,0.8220,0.0040,2.0990,0.1370,0.1050,1.6526,0.1410,0.1980,,,4.5520,,0.0880,0.2590,0.0640,54.5320,,,0.0030,0.0610,0.9980,,0.2540,9.9300,0.3530,0.0230,21.7840,2.0840,4.5740,10.6920,4.1200,6.8060,258580,372550
550100,0.0230,30.6400,1.2150,,111.8930,0.0150,,,0.0270,0.0830,0.2840,0.6490,0.0520,1.0020,0.0190,1.9280,0.0570,1.8210,0.0140,0.1750,0.0980,0.0580,1.9092,0.0420,0.1070,,,1.5890,,0.0450,0.4390,0.1110,73.9920,,,0.0150,0.0280,0.1730,,0.1830,4.0600,0.2340,0.0120,19.6220,0.8970,5.1340,10.7840,4.8360,9.8160,250200,371700
550101,0.0010,51.1660,0.9020,,13.2610,-0.0070,,,0.0790,0.1800,0.5910,0.6670,0.0240,2.1640,0.0090,2.6030,0.0990,0.8200,0.0030,0.1040,0.0700,0.1060,2.9548,0.0810,0.1710,,,2.6830,,0.0760,0.5970,0.0730,114.0180,,,-0.0020,0.0520,0.2990,,0.2360,8.0400,0.3850,0.0120,21.8350,0.8540,4.8140,9.0620,3.2880,8.3780,255050,402450
550102,-0.0100,14.2940,0.9490,,15.7720,-0.0060,,,0.0120,0.1630,0.8870,0.5870,0.0220,2.7940,0.0070,2.8810,0.0900,0.6280,0.0060,0.1540,0.1770,0.1070,5.2172,0.0340,0.1220,,,1.4930,,0.2770,0.7880,0.0730,373.1460,,,-0.0010,0.6570,0.1160,,0.2610,2.8400,0.4260,0.0120,56.9680,0.4190,4.7690,11.7180,4.0810,18.9090,240340,405730
550103,-0.0050,41.4530,0.7870,,9.7020,-0.0040,,,0.0640,0.3370,0.5320,0.4800,0.0180,2.2550,0.0080,2.6070,0.1280,0.7070,0.0050,0.1050,0.0800,0.1520,1.7099,0.0750,0.2440,,,3.4040,,0.0540,-0.0320,0.0580,65.0640,,,0.0020,0.0640,0.2800,,0.2290,4.0000,0.2450,0.0140,14.6390,0.5640,3.9580,8.5180,3.5220,6.2730,256980,402250
550104,-0.0060,184.2920,1.0470,,4.2150,0.0010,,,0.0090,0.7820,0.9680,0.8020,0.0180,1.2960,0.0140,0.2160,0.2560,0.4910,0.0050,0.1210,0.0530,0.3120,1.4897,0.0260,0.5020,,,0.4050,,0.0560,0.4440,0.0910,17.0740,,,0.0030,0.0270,0.3760,,0.4360,6.3700,0.4380,0.0050,4.7090,1.4420,2.0390,5.4110,1.3610,2.8160,250430,397300
550105,-0.0060,230.0430,0.3990,,2.2450,0.0190,,,0.0110,0.9710,0.5800,0.3610,0.0060,1.5460,0.0100,0.1170,0.2860,0.3600,0.0040,0.0780,0.0190,0.3480,0.8544,0.0080,0.2360,,,0.3230,,0.0580,0.2590,0.0780,7.4240,,,0.0060,0.0170,0.4370,,0.3680,3.2600,0.3330,0.0050,1.1820,0.7970,1.0070,4.3130,1.0400,2.0060,253680,396830
550106,-0.0030,75.3610,0.7750,,5.3370,0.0020,,,0.0170,0.4890,0.5000,0.4400,0.0180,2.6070,0.0120,1.7300,0.3370,0.5050,0.0110,0.0700,0.0520,0.3130,3.2120,0.0360,0.2770,,,1.9970,,0.1650,0.5740,0.0850,139.9530,,,0.0000,0.1500,0.3650,,0.5060,4.4600,0.4620,0.0110,21.5320,0.3850,2.5620,10.3800,1.9950,9.4000,243400,406100
550107,0.0120,63.8360,2.2140,,60.5590,-0.0030,,,0.0570,0.5840,2.1040,0.5380,0.0610,8.3610,0.0300,10.2140,0.8120,0.6080,0.0250,0.6940,0.5370,0.6030,3.6342,0.1670,0.7100,,,9.5630,,0.1280,0.6730,0.0960,183.6930,,,0.0170,0.1010,0.3880,,0.4790,23.3900,0.3600,0.0390,26.7660,0.6470,3.6610,10.7610,2.1820,9.5620,247200,405380
550108,0.0450,35.3720,1.8890,,8.1050,0.0540,,,0.0770,0.2970,0.5200,0.4160,0.0650,1.4130,0.0540,1.8270,0.1810,0.6550,0.0490,0.0560,0.1030,0.2010,2.5389,0.0420,0.2890,,,2.0010,,0.0880,-0.2250,0.0910,161.7720,,,0.0410,0.2110,0.1070,,0.2440,4.9800,0.3580,0.0090,24.3050,0.8030,5.4190,8.8200,2.6490,9.5290,247510,403520
550109,0.0000,15.5050,1.1570,,10.9690,-0.0100,,,0.0170,0.0930,0.4580,0.3260,0.0180,4.2220,0.0020,3.2590,0.0650,0.6110,0.0020,0.0190,0.1530,0.0720,4.7367,0.0670,0.1420,,,1.7740,,0.2070,1.2560,0.0910,271.9140,,,-0.0020,0.5410,0.1800,,0.1260,3.4300,0.6470,0.0160,42.3060,0.0860,3.8970,11.9690,3.0200,12.7780,240780,409790
550110,0.0260,15.4220,0.9200,,11.4980,0.0520,,,0.0830,0.1990,0.6280,0.2910,0.0620,1.2290,0.0320,1.8760,0.0990,0.9700,0.0330,0.1370,0.0880,0.1140,2.5907,0.0230,0.1940,,,1.6780,,0.0850,0.4520,0.0910,246.0860,,,0.0530,0.2640,0.1140,,0.1610,3.8500,0.1740,0.0070,35.4590,0.5380,4.8010,10.6210,3.5590,8.6750,248610,406450
550111,-0.0030,57.8070,0.8610,,6.5920,0.0020,,,0.0180,0.2130,0.2470,0.5810,0.0020,1.5870,0.0030,1.1220,0.1150,0.5750,0.0030,0.0380,0.0700,0.1570,2.1786,0.0270,0.2360,,,1.2680,,0.0720,0.6610,0.0520,96.8210,,,0.0040,0.1120,0.2970,,0.1790,5.5600,0.2150,0.0080,21.1320,0.6180,5.4860,7.8710,2.9640,6.8130,254180,401320
550112,0.0000,21.2820,1.9530,,34.8780,-0.0100,,,0.0220,0.1560,0.7450,0.3280,0.0100,1.4710,0.0050,2.6890,0.0830,0.7300,0.0050,0.0510,0.1580,0.0870,4.1627,0.0560,0.0890,,,1.4880,,0.2470,1.4900,0.0860,463.9610,,,0.0020,0.9260,0.2650,,0.1910,8.0600,0.2440,0.0170,67.2330,0.2110,6.9510,13.0180,3.5340,27.1060,241070,404730
550113,0.0710,32.3570,1.3420,,15.4460,0.1040,,,0.0880,0.5750,1.0760,0.4990,0.0780,3.2840,0.0580,3.8720,0.3450,0.7240,0.0660,0.1700,0.2040,0.3260,4.3901,0.0770,0.2400,,,2.7940,,0.4320,0.9420,0.0660,267.4650,,,0.0830,0.6500,0.1750,,0.3850,4.5400,0.4240,0.0270,45.0160,0.2860,4.8750,13.0130,3.2670,17.0000,241290,408510
550114,-0.0010,53.1160,0.5750,,17.5260,0.0050,,,0.0170,0.1560,0.4150,0.8830,0.0180,2.8180,0.0100,0.7790,0.0670,0.6210,0.0070,0.0850,0.0640,0.0760,2.5330,0.0150,0.1830,,,0.9010,,0.0550,0.0650,0.0920,55.7940,,,0.0040,0.0390,0.2810,,0.1520,13.3900,0.1740,0.0050,15.8790,0.5150,5.0110,7.3710,3.7670,5.7310,253620,399870
550115,-0.0060,51.1880,1.4490,,40.8920,-0.0070,,,0.0270,0.5470,1.3580,0.3370,0.0160,2.8970,0.0080,4.5760,0.2310,0.7490,0.0030,0.1830,0.2280,0.2080,2.4472,0.1290,0.5540,,,4.8210,,0.0820,0.4250,0.0380,82.9280,,,0.0000,0.0860,0.4320,,0.2570,10.0900,0.3880,0.0150,16.8730,0.6480,4.5350,9.9440,2.8320,7.6180,248550,405600
550116,0.0170,50.1560,5.0130,,7.8680,0.0020,,,0.0370,0.3100,1.4050,0.4030,0.0170,2.2710,0.0150,2.2220,0.1420,0.5120,0.0140,0.3880,0.1220,0.1630,3.2243,0.0370,0.3230,,,2.2240,,0.0990,1.2550,0.3050,245.8880,,,0.0130,0.2630,0.0990,,0.2570,36.0700,0.4750,0.0100,31.4020,1.5470,6.2190,9.5800,1.9080,10.2230,251050,402950
550118,0.0040,103.9780,0.6410,,12.5140,-0.0010,,,0.0450,0.4850,0.9200,0.6620,0.0100,7.3520,0.0150,6.3970,0.2140,0.2800,0.0120,0.0750,0.1530,0.2420,2.1833,0.1030,0.5330,,,6.0560,,0.0880,0.6620,0.2220,53.4000,,,0.0020,0.0590,0.7310,,0.4710,13.4900,0.3240,0.0110,14.7590,0.6650,3.0070,8.0530,2.2830,5.9030,259220,401200
550119,0.0030,77.7450,2.2870,,3.6850,0.0110,,,0.0140,0.3250,0.3590,0.3370,0.0010,1.3290,0.0090,0.6700,0.1640,0.4580,0.0080,0.0480,0.0560,0.1680,1.8756,0.0250,0.2610,,,0.9720,,0.1080,0.5170,0.1330,69.0190,,,0.0040,0.0400,0.2780,,0.2070,1.6300,0.3650,0.0090,10.3380,0.8780,2.6280,7.6990,1.7970,5.9930,248850,402450
550120,0.0150,264.2540,1.5360,,5.6270,0.0150,,,0.0140,1.7220,1.8990,0.5250,0.0040,2.5710,0.0330,1.4810,0.6180,0.7620,0.0170,0.2220,0.1220,0.6760,3.6360,0.0460,0.7820,,,1.0760,,0.1790,0.2300,0.3760,54.0910,,,0.0110,0.0780,0.5120,,0.9500,14.6100,1.2600,0.0080,9.6770,1.5760,2.0190,8.9780,1.5200,4.9040,245800,409750
550121,0.0000,91.1730,2.4360,,8.2280,0.0030,,,0.0300,0.3200,0.3940,0.5790,0.0000,2.3430,0.0090,2.2310,0.1760,0.7580,0.0010,0.0070,0.1360,0.1790,2.8882,0.0540,0.2540,,,1.7980,,0.2830,1.0610,0.2390,219.6580,,,0.0020,0.2790,0.5580,,0.2850,5.0200,0.5500,0.0130,30.6270,0.5250,7.2510,9.4290,2.3830,6.9600,246630,402900
550122,-0.0040,79.6930,1.1190,,24.7200,0.0030,,,0.0050,0.4360,1.3160,0.3380,0.0070,1.2540,0.0120,0.3300,0.1910,0.7580,0.0040,0.3480,0.0560,0.2130,1.5656,0.0180,0.3020,,,0.5440,,0.0680,0.1150,0.1950,33.2950,,,0.0030,0.0450,0.1620,,0.3340,8.7600,0.5030,0.0080,6.2270,1.7300,2.3450,8.3510,0.9880,3.6710,251150,405530
550123,-0.0070,14.3380,0.8710,,6.6260,-0.0090,,,0.0090,0.1240,0.4470,0.2190,0.0050,1.3200,0.0030,2.5040,0.0440,0.9050,0.0020,0.0200,0.1150,0.0660,2.8133,0.0580,0.1200,,,2.4200,,0.0510,0.8630,0.0650,184.2970,,,-0.0010,0.3030,0.0880,,0.1560,3.0500,0.2060,0.0180,31.3720,0.8650,5.5060,12.0860,3.3940,8.7460,256230,408290
550124,-0.0020,6.3200,0.4140,,14.2780,-0.0200,,,0.0060,0.0110,0.1980,1.7780,0.0060,0.3050,0.0000,1.0410,0.0010,0.7210,-0.0010,0.0350,0.1680,0.0080,1.6200,0.0180,-0.0030,,,0.5650,,0.0400,1.0650,0.0680,286.3090,,,-0.0040,0.0840,0.3740,,0.0180,0.7700,0.1540,0.0080,30.2860,0.0580,5.9690,11.1690,4.8960,11.0710,254840,405360
550125,0.0010,115.5750,2.1910,,7.5150,-0.0080,,,0.0890,0.9680,0.5840,0.3550,0.0030,2.1820,0.0170,0.9110,0.4480,0.4960,0.0090,0.0750,0.1630,0.4710,2.5344,0.0250,0.4620,,,1.8370,,0.0950,-0.4340,0.1300,59.9880,,,0.0070,0.1270,0.2670,,0.5850,5.1000,0.4860,0.0080,12.3310,0.6880,2.8570,7.6130,1.7220,8.7700,251860,402400
550126,-0.0020,147.7560,0.7220,,4.4340,0.0070,,,0.0340,0.5670,0.2990,0.4830,0.0040,1.5160,0.0130,0.5170,0.4670,0.5400,0.0040,0.1270,0.0730,0.3790,1.2256,0.0160,0.9650,,,1.0050,,0.0820,0.1720,0.3570,36.2150,,,0.0020,0.0440,0.4190,,0.3420,14.8000,0.2010,0.0090,7.4590,0.7960,2.0440,6.3510,1.1510,4.3040,251520,401200
550127,-0.0030,52.6910,1.2330,,6.4840,-0.0060,,,0.0300,0.2070,0.5120,0.3870,0.0040,3.3010,0.0070,4.3910,0.1160,0.7600,0.0040,0.0310,0.1330,0.1390,3.5151,0.0810,0.2480,,,3.0920,,0.6160,0.7700,0.1000,200.7540,,,-0.0030,0.1320,0.1890,,0.2460,4.9500,0.5290,0.0190,33.2900,0.4670,4.5800,10.7200,3.0470,19.8630,245240,405260
550128,-0.0100,10.2350,0.6690,,10.4060,-0.0120,,,0.0110,0.0750,0.4950,0.0930,0.0040,0.8800,0.0020,1.5690,0.0420,0.7120,0.0020,0.1050,0.0650,0.0470,2.4853,0.0230,0.4000,,,1.2330,,0.0590,-0.1680,0.0800,265.9510,,,-0.0010,0.4210,0.0210,,0.0640,2.0600,0.1010,0.0140,41.5670,0.5770,4.9950,10.2490,3.1670,9.5230,250270,407230
550129,0.0010,16.1550,0.7600,,6.5490,-0.0150,,,0.0140,0.1220,0.4660,0.2080,0.0040,1.8460,0.0040,2.2140,0.0530,0.8650,0.0030,0.0220,0.0990,0.0760,2.8916,0.0500,0.1880,,,2.0350,,0.0440,-0.0340,0.0940,173.8320,,,-0.0030,0.2680,0.0620,,0.1500,1.9800,0.2200,0.0210,31.1020,0.8370,5.6370,11.9970,3.2740,8.8390,255630,407520
550130,0.0290,253.5910,1.4510,,5.7640,0.0130,,,0.0410,0.6560,0.6910,0.5530,0.0020,3.0150,0.0200,1.8200,0.3450,0.9590,0.0120,0.0910,0.1150,0.3660,4.0127,0.0510,0.5840,,,1.4200,,0.1840,0.1720,0.2080,93.0980,,,0.0030,0.2490,0.5210,,0.5990,5.6600,8.3900,0.0130,15.9520,0.7620,2.9880,10.0690,1.8040,7.0340,243250,408750
550131,-0.0040,34.3330,0.5470,,21.5920,-0.0110,,,0.0350,0.2250,0.2780,0.3010,0.0030,4.2160,0.0030,1.2250,0.1170,0.5330,0.0010,0.1790,0.0920,0.1120,2.1014,0.0410,0.3980,,,1.7280,,0.0920,-0.1690,0.0890,80.6600,,,-0.0030,0.0440,0.1230,,0.1520,27.7600,0.1770,0.0120,17.2330,0.4670,4.3600,7.3420,2.4650,7.8460,249960,402290
