LocationID,PTI_REF_GIS,Latitude,Longitude,Easting,Northing,IG_Code,Stop_Name,DepotOpsArea,Timing_Point,TP_Name,Fare_Stage,FS_Name,ServiceDirection,Modified
4138,700000004176,54.36720392,-6.219102295,315803,347967,663770,Agnews Garage,Newry,F,,F,,Outward,09/11/2011 15:45
4139,700000004177,54.36422612,-6.223108391,315551,347629,663180,Killymacrew Rd,Newry,F,,F,,Outward,09/11/2011 15:45
4140,700000004178,54.36041823,-6.229334239,315157,347195,662352,Spratts Turn,Newry,F,,F,,Outward,09/11/2011 15:53
4141,700000004179,54.35556747,-6.242883107,314289.77,346633.07,660922.84,Mooneys Bridge,Newry,F,,F,,Outward,19/04/2012 12:37
4142,700000004180,54.35433967,-6.257391123,313350,346473,659823,Ballyvalley,Newry,F,,F,,Outward,09/11/2011 15:50
4143,700000004181,54.35307269,-6.262366852,313030,346324,659354,Chapel,Newry,F,,F,,Outward,09/11/2011 15:53
4144,700000004182,54.35180434,-6.266634799,312756,346176,658932,Church Square,Newry,F,,F,,Outward,09/11/2011 15:45
4145,700000004183,54.34636838,-6.27163111,312446,345563,658009,Banbridge War Memorial,Newry,T,Banbridge War Memorial,T,Monument,Outward,09/11/2011 15:50
4146,700000004184,54.34453822,-6.273076588,312357,345357,657714,Downshire,Newry,F,,F,,Outward,09/11/2011 15:51
4147,700000004185,54.33870955,-6.277437606,312089.27,344701.33,656790.6,Graveyard,Newry,F,,F,,Outward,30/07/2014 11:04
4148,700000004186,54.33379516,-6.282705377,311760,344146,655906,Yellow Hill,Newry,F,,F,,Outward,09/11/2011 15:50
4149,700000004187,54.32278809,-6.297227722,310845,342898,653743,Ivy Cottage,Newry,F,,F,,Outward,09/11/2011 15:51
4150,700000004188,54.21745788,-6.336994819,308534,331113,639647,Lemons House,Newry,F,,F,,Inward,09/11/2011 15:45
4151,700000004189,54.23058866,-6.352203998,307507.83,332551.19,640059.02,Brooks Shop,Newry,F,,F,,Inward,19/04/2012 12:38
4152,700000004190,54.23904846,-6.35204833,307496,333493,640989,Carrickavoddy Rd,Newry,F,,F,,Inward,09/11/2011 15:45
4153,700000004191,54.24885242,-6.341684816,308146,334600,642746,Cogary Cross,Newry,F,,F,,Inward,09/11/2011 15:45
4154,700000004192,54.25528185,-6.338158334,308359,335321,643680,Dromintine,Newry,F,,F,,Inward,09/11/2011 15:54
4155,700000004193,54.26260908,-6.333289986,308657,336144,644801,Glen Chapel,Newry,F,,F,,Inward,09/11/2011 15:45
4156,700000004194,54.26570651,-6.322113841,309377,336506,645883,Tullymore Rd,Newry,F,,F,,Inward,09/11/2011 15:45
4157,700000004195,54.26566012,-6.322008283,309384,336501,645885,Tullymore Rd,Newry,F,,F,,Outward,09/11/2011 15:53
4158,700000004196,54.26241343,-6.333436008,308648,336122,644770,Glen Chapel,Newry,F,,F,,Outward,09/11/2011 15:45
4159,700000004197,54.25541079,-6.33790456,308375.2,335335.74,643710.94,Dromintine,Newry,F,,F,,Outward,19/04/2012 12:38
4160,700000004198,54.24877716,-6.341353983,308167.76,334592.13,642759.89,Corgary Cross,Newry,F,,F,,Outward,19/04/2012 12:38
4161,700000004199,54.23930509,-6.351892842,307505.47,333521.8,641027.27,Carrickavody Rd,Newry,F,,F,,Outward,19/04/2012 12:38
4162,700000004200,54.23090938,-6.352786712,307469,332586,640055,Brooks Shop,Newry,T,Brooks Shop,T,Lurganare,Outward,09/11/2011 15:45
4163,700000004201,54.21769735,-6.33690578,308539.18,331139.79,639678.97,Lemons House,Newry,F,,F,,Outward,19/04/2012 12:38
4164,700000004202,54.2299198,-6.310515353,310228,332541,642769,Lisserboy Rd,Newry,F,,F,,Inward,09/11/2011 15:45
4165,700000004203,54.24211996,-6.300843418,310826,333914,644740,Donaghamore,Newry,F,,F,,Inward,09/11/2011 15:50
4166,700000004204,54.24835235,-6.297442011,311031,334613,645644,Tullymurray Cottages,Newry,F,,F,,Inward,09/11/2011 15:51
4167,700000004205,54.25203552,-6.292318872,311355,335031,646386,Mcgaffins Cnr,Newry,F,,F,,Inward,09/11/2011 15:45
4168,700000004206,54.26471768,-6.274972571,312451,336470,648921,Glasker Rd,Newry,F,,F,,Inward,09/11/2011 15:50
4169,700000004207,54.26844083,-6.296061422,311067,336851,647918,Glasker,Newry,F,,F,,Inward,09/11/2011 15:51
4170,700000004208,54.26854988,-6.296149023,311061,336863,647924,Glasker,Newry,F,,F,,Outward,09/11/2011 15:45
4171,700000004209,54.26501621,-6.275742889,312400,336502,648902,Annaghban,Newry,F,,F,,Inward,09/11/2011 15:54
4172,700000004210,54.2775966,-6.251527208,313943,337941,651884,Doctors Cnr,Newry,F,,F,,Outward,09/11/2011 15:51
4173,700000004211,54.27522736,-6.253577313,313816,337674,651490,Glaskerbeg Rd,Newry,F,,F,,Outward,09/11/2011 15:45
4174,700000004212,54.25221801,-6.291881701,311383,335052,646435,Mcgaffins Cr,Newry,F,,F,,Outward,09/11/2011 15:54
4175,700000004213,54.24829782,-6.29739823,311034,334607,645641,Tullymurray Cottages,Newry,F,,F,,Outward,09/11/2011 15:45
4176,700000004214,54.24312222,-6.300556775,310842,334026,644868,Donaghmore Church,Newry,F,,F,,Outward,09/11/2011 15:45
4177,700000004215,54.22986501,-6.309812155,310274,332536,642810,Lisserboy Rd,Newry,F,,F,,Outward,09/11/2011 15:54
4178,700000004216,54.14858237,-6.352980284,307670.04,323422.8,631092.84,Mountain Rd,Newry,F,,F,,Outward,19/04/2012 12:37
4179,700000004217,54.1426123,-6.357808828,307370,322751,630121,Village Cnr,Newry,F,,F,,Outward,09/11/2011 15:45
4180,700000004218,54.13529387,-6.367904318,306729.11,321921.19,628650.3,Finnegans Forge,Newry,F,,F,,Outward,19/04/2012 12:37
4181,700000004219,54.12307397,-6.373969354,306364,320552,626916,Railway Bridge,Newry,F,,F,,Outward,09/11/2011 15:45
4182,700000004220,54.11590288,-6.379252382,306036.91,319745.94,625782.85,Railway Gates,Newry,F,,F,,Outward,19/04/2012 12:37
4183,700000004221,54.09712254,-6.364067667,307078.17,317678.6,624756.77,Worthy Hill,Newry,F,,F,,Outward,19/04/2012 12:37
4184,700000004222,54.08835412,-6.371615806,306606.86,316691.3,623298.16,Jonesborough,Newry,T,Jonesborough,T,Jonesboro,Outward,19/04/2012 12:37
4185,700000004223,54.08847759,-6.388658612,305491.41,316679.5,622170.91,Finnegans X Rds,Newry,F,,F,,Outward,19/04/2012 12:37
4186,700000004224,54.07420087,-6.381534496,305993.91,315101.18,621095.09,Kilnasaggart,Newry,F,,F,,Inward,19/04/2012 12:37
4187,700000004225,54.08860783,-6.388769564,305483.82,316693.83,622177.65,Finnegans X Rds,Newry,F,,F,,Inward,19/04/2012 12:37
4188,700000004226,54.08849132,-6.371674928,306602.64,316706.48,623309.12,Jonesboro,Newry,F,,F,,Inward,19/04/2012 12:37
4189,700000004227,54.0969942,-6.364098552,307076.48,317664.27,624740.75,Worthy Hill,Newry,F,,F,,Inward,19/04/2012 12:37
4190,700000004228,54.11527335,-6.379168518,306044,319676,625720,Railway Gates,Newry,F,,F,,Inward,09/11/2011 15:45
4191,700000004229,54.12230671,-6.374398614,306337.9,320465.96,626803.86,Railway Bridge,Newry,F,,F,,Inward,19/04/2012 12:37
4193,700000004231,54.12787611,-6.376291486,306199.91,321082.98,627282.89,Carn Rd,Newry,F,,F,,Outward,19/04/2012 12:37
4194,700000004232,54.12262491,-6.3889078,305388.51,320479.66,625868.17,Meigh,Newry,F,,F,,Outward,19/04/2012 12:37
4195,700000004233,54.12747929,-6.392230371,305159,321015,626174,Meigh Chapel,Newry,F,,F,,Outward,09/11/2011 15:45
4196,700000004234,54.1410153,-6.400234223,304601.69,322509.67,627111.36,Murray's Corner,Newry,T,Murray's Corner,T,Murrays Cnr,Inward,19/04/2012 12:37
4197,700000004235,54.12778536,-6.392159164,305162.88,321049.17,626212.05,Meigh Chapel,Newry,F,,F,,Inward,19/04/2012 12:37
4198,700000004236,54.12222972,-6.389207172,305369.94,320435.23,625805.17,Meigh,Newry,F,,F,,Outward,25/04/2013 16:14
4199,700000004237,54.11423574,-6.400762316,304634.61,319528.36,624162.97,Chambres,Newry,F,,F,,Outward,19/04/2012 12:37
4200,700000004238,54.10574364,-6.399217436,304757.03,318585.49,623342.52,Adavoyle,Newry,F,,F,,Outward,19/04/2012 12:37
4201,700000004239,54.0888873,-6.395171767,305064.21,316715.41,621779.62,Brennans,Newry,F,,F,,Outward,19/04/2012 12:37
4202,700000004240,54.08877598,-6.4093927,304134,316682,620816,Ballynamona Road,Newry,F,,F,,Outward,09/11/2011 15:45
4203,700000004241,54.09678989,-6.415475667,303716,317565,621281,"Dromintee, St Patrick's Park",Newry,T,"Dromintee, St Patrick's Park",T,"Dromintee, St Patrick's Park",Outward,09/11/2011 15:53
4205,700000004243,54.08768596,-6.433138037,302583,316526,619109,Tiffcrum,Newry,F,,F,,Outward,09/11/2011 15:50
4206,700000004244,54.08180018,-6.448360759,301601.3,315848.96,617450.26,Forkhill,Newry,F,,F,,Outward,19/04/2012 12:37
4207,700000004245,54.06185014,-6.437638976,302352,313644,615996,Murphys,Newry,F,,F,,Outward,09/11/2011 15:45
4208,700000004246,54.06147976,-6.437484875,302363,313603,615966,Murphys,Newry,F,,F,,Inward,09/11/2011 15:50
4209,700000004247,54.08122356,-6.448906388,301567,315784,617351,Forkhill,Newry,F,,F,,Inward,09/11/2011 15:51
4210,700000004248,54.08221477,-6.450803197,301440.45,315891.6,617332.05,Forkhill,Newry,F,,F,,Outward,07/02/2013 16:21
4211,700000004249,54.08736181,-6.434464561,302497,316488,618985,Tiffcrum,Newry,F,,F,,Inward,09/11/2011 15:50
4212,700000004250,54.08921421,-6.419067284,303499.89,316716.58,620216.47,Dromintee Chapel,Newry,F,,F,,Inward,19/04/2012 12:37
4213,700000004251,54.098707,-6.415182908,303730.37,317778.8,621509.17,Forest Park,Newry,F,,F,,Inward,25/04/2013 16:14
4214,700000004252,54.08864076,-6.409039635,304157.44,316667.47,620824.91,Ballynamona Rd,Newry,F,,F,,Inward,19/04/2012 12:37
4215,700000004253,54.08870568,-6.395304253,305056,316695,621751,Brennans Cnr,Newry,F,,F,,Inward,09/11/2011 15:45
4216,700000004254,54.10541069,-6.399388049,304746.71,318548.18,623294.89,Station Rd,Newry,F,,F,,Inward,19/04/2012 12:37
4218,700000004256,54.12229282,-6.389477904,305352.08,320441.85,625793.93,Meigh,Newry,F,,F,,Inward,25/04/2013 16:14
4219,700000004257,54.1086295,-6.384213679,305731,318929,624660,Station Rd,Newry,F,,F,,Inward,09/11/2011 15:45
4220,700000004258,54.10847155,-6.384495051,305713,318911,624624,Station Rd,Newry,F,,F,,Inward,09/11/2011 15:53
4221,700000004259,54.12822484,-6.376154087,306208,321122,627330,Carn Rd,Newry,F,,F,,Inward,09/11/2011 15:45
4222,700000004260,54.13529737,-6.368162147,306712.25,321921.19,628633.44,Finnegans Forge,Newry,F,,F,,Inward,19/04/2012 12:37
4223,700000004261,54.1417339,-6.35928206,307276,322651,629927,Village Cnr,Newry,F,,F,,Inward,09/11/2011 15:53
4224,700000004262,54.1482014,-6.353899031,307611,323379,630990,Mountain Rd,Newry,F,,F,,Inward,09/11/2011 15:45
4225,700000004263,54.16149634,-6.345838689,308103,324871,632974,Maguires,Newry,F,,F,,Inward,09/11/2011 15:50
4226,700000004264,54.16733458,-6.34373764,308225,325524,633749,Dromalane,Newry,F,,F,,Inward,09/11/2011 15:53
4227,700000004265,54.09590535,-6.535198954,295885.84,317297.69,613183.53,Tullydonnel Rd,Newry,F,,F,,Outward,19/04/2012 12:37
4228,700000004266,54.079323,-6.508201024,297691,315489,613180,Garveys,Newry,F,,F,,Outward,09/11/2011 15:50
4229,700000004267,54.06877612,-6.487437621,299075,314344,613419,Lavells,Newry,F,,F,,Outward,09/11/2011 15:51
4230,700000004268,54.06793626,-6.486383597,299146,314252,613398,Lavells,Newry,F,,F,,Inward,09/11/2011 15:45
4231,700000004269,54.0785023,-6.506503904,297804,315400,613204,Garveys,Newry,F,,F,,Inward,09/11/2011 15:50
4232,700000004270,54.06492089,-6.498132279,298384,313900,612284,Ballsmills,Newry,F,,F,,Outward,09/11/2011 15:51
4233,700000004271,54.06888705,-6.521651196,296835,314309,611144,Ballsmills P.O.,Newry,F,,F,,Outward,09/11/2011 15:45
4234,700000004272,54.07172712,-6.534330014,295998.45,314607.83,610606.28,Glassdrummond Chapel,Newry,F,,F,,Outward,27/01/2014 14:43
4235,700000004273,54.07082393,-6.630030665,289735.87,314381.75,604117.62,Mckennas Cottage,Newry,F,,F,,Outward,18/03/2015 10:14
4236,700000004274,54.06310135,-6.642883379,288911,313506,602417,Culloville,Newry,F,,F,,Outward,09/11/2011 15:45
4237,700000004275,54.05617654,-6.622149975,290283.5,312761.5,603045,Clonalig,Newry,F,,F,,Outward,27/01/2014 14:43
4238,700000004276,54.04878136,-6.607524609,291257.43,311957.16,603214.59,Donnellys,Newry,F,,F,,Inward,27/01/2014 14:43
4239,700000004277,54.04862735,-6.607772063,291241.56,311939.7,603181.26,Donnellys Shop,Newry,F,,F,,Inward,27/01/2014 14:43
4240,700000004278,54.06242592,-6.643587497,288866.34,313429.94,602296.28,Culloughville,Newry,F,,F,,Inward,27/01/2014 14:43
4241,700000004279,54.0709488,-6.630139751,289728.46,314395.51,604123.97,Mckennascottage,Newry,F,,F,,Inward,18/03/2015 10:14
4242,700000004280,54.07189895,-6.53438461,295994.48,314626.88,610621.36,Glassdrummand,Newry,F,,F,,Inward,27/01/2014 14:43
4243,700000004281,54.0690363,-6.521681791,296832.65,314325.57,611158.22,Ballsmill P.O,Newry,F,,F,,Inward,27/01/2014 14:43
4244,700000004282,54.06434231,-6.497847678,298404,313836,612240,Ballsmill,Newry,F,,F,,Inward,09/11/2011 15:45
4246,700000004284,54.17074132,-6.336363081,308697.68,325914.48,634612.16,William St,Newry,F,,F,,Outward,19/04/2012 12:37
4247,700000004285,54.16382723,-6.331138942,309057,325153,634210,Cemetry,Newry,F,,F,,Outward,09/11/2011 15:45
4248,700000004286,54.16168817,-6.327970371,309269.58,324919.82,634189.4,Toragh Pk,Newry,F,,F,,Outward,19/04/2012 12:37
4249,700000004287,54.15903799,-6.325507404,309437.44,324628.67,634066.11,Carlingford Pk,Newry,F,,F,,Outward,19/04/2012 12:37
4250,700000004288,54.15542062,-6.322309729,309655.87,324231.02,633886.89,Warrenhill,Newry,F,,F,,Outward,19/04/2012 12:37
4251,700000004289,54.15373865,-6.320460666,309781.11,324046.69,633827.8,Grinan Rd,Newry,F,,F,,Outward,19/04/2012 12:37
4252,700000004290,54.14886205,-6.316257596,310068.62,323510.47,633579.09,Magennis Villas,Newry,F,,F,,Outward,19/04/2012 12:37
4253,700000004291,54.1394566,-6.30906406,310563.66,322474.89,633038.55,Aughnamoira Rd,Newry,F,,F,,Outward,19/04/2012 12:37
4254,700000004292,54.13549779,-6.307667738,310665.46,322036.47,632701.93,Foxes,Newry,F,,F,,Outward,19/04/2012 12:37
4255,700000004293,54.11169897,-6.279620329,312563,319432,631995,Narrowwater Castle,Newry,F,,F,,Outward,09/11/2011 15:51
4256,700000004294,54.10572041,-6.268014923,313338.22,318785.14,632123.36,Aylesford House,Newry,F,,F,,Outward,19/04/2012 12:37
4257,700000004295,54.10317174,-6.260220165,313855,318514,632369,Reids,Newry,F,,F,,Outward,09/11/2011 15:54
4258,700000004296,54.10150158,-6.254753435,314217.15,318336.93,632554.08,"Warrenpoint, Square",Newry,T,Warrenpoint,T,Warrenpoint,Outward,19/04/2012 12:37
4259,700000004297,54.10052135,-6.252794175,314348,318231,632579,Town Hall,Newry,T,Warrenpoint,T,Warrenpoint,Outward,09/11/2011 15:45
4260,700000004298,54.09961182,-6.250799161,314481,318133,632614,Park,Newry,F,,F,,Outward,09/11/2011 15:54
4261,700000004299,54.09921805,-6.247819391,314677,318094,632771,Barmoral Hotel,Newry,F,,F,,Outward,09/11/2011 15:45
4262,700000004300,54.09976469,-6.245870097,314803,318158,632961,Shore Rd,Newry,F,,F,,Outward,09/11/2011 15:45
4263,700000004301,54.10042211,-6.242280261,315036,318237,633273,Well Rd,Newry,F,,F,,Outward,09/11/2011 15:53
4264,700000004302,54.10109924,-6.237588725,315341,318320,633661,St Leonards,Newry,F,,F,,Outward,09/11/2011 15:45
4265,700000004303,54.10145246,-6.234714829,315528,318364,633892,Shore Rd 2,Newry,F,,F,,Outward,09/11/2011 15:45
4266,700000004304,54.10157784,-6.23020998,315822.31,318385.32,634207.63,Moygannon,Newry,F,,F,,Outward,19/04/2012 12:37
4267,700000004305,54.10128146,-6.225533839,316129,318360,634489,Drumbo Hse,Newry,F,,F,,Outward,09/11/2011 15:45
4268,700000004306,54.10073224,-6.218769377,316573,318310,634883,Hoggs House,Newry,F,,F,,Outward,09/11/2011 15:50
4269,700000004307,54.10000961,-6.213663635,316909,318238,635147,Drumsesk Rd,Newry,F,,F,,Outward,09/11/2011 15:51
4270,700000004308,54.09945185,-6.205768604,317427,318189,635616,Tinnellys Garage,Newry,F,,F,,Outward,09/11/2011 15:45
4271,700000004309,54.10038712,-6.202211981,317657,318299,635956,St Colemans Pk,Newry,F,,F,,Outward,09/11/2011 15:50
4272,700000004310,54.10110244,-6.198374251,317906,318385,636291,Rostrevor Sq,Newry,T,Rostrevor,T,Rostrevor,Outward,09/11/2011 15:51
4273,700000004311,54.10011578,-6.195736134,318081.36,318279.59,636360.95,Synite Place,Newry,F,,F,,Outward,19/04/2012 12:37
4274,700000004312,54.09662903,-6.193661151,318227,317895,636122,Kilbroney,Newry,F,,F,,Outward,09/11/2011 15:54
4275,700000004313,54.09610456,-6.193439361,318243,317837,636080,Kilbroney,Newry,F,,F,,Inward,09/11/2011 15:51
4276,700000004314,54.10002146,-6.195791597,318078,318269,636347,Synite Place,Newry,F,,F,,Inward,09/11/2011 15:45
4277,700000004315,54.10112148,-6.199046111,317862,318386,636248,"Rostrevor,Bridge St",Newry,T,Rostrevor,T,Rostrevor,Inward,09/11/2011 15:54
4278,700000004316,54.10038416,-6.202013365,317670,318299,635969,St Colemans Pk,Newry,F,,F,,Inward,09/11/2011 15:45
4279,700000004317,54.09931297,-6.20609564,317406,318173,635579,Tinnellys Garage,Newry,F,,F,,Inward,09/11/2011 15:45
4280,700000004318,54.09987356,-6.213577756,316915,318223,635138,Drumsesk Rd,Newry,F,,F,,Inward,09/11/2011 15:54
4281,700000004319,54.10065792,-6.218604394,316584,318302,634886,Hoggs House,Newry,F,,F,,Inward,09/11/2011 15:45
4282,700000004320,54.10122018,-6.225643474,316122,318353,634475,Drumbo House,Newry,F,,F,,Inward,09/11/2011 15:45
4283,700000004321,54.10144034,-6.230220575,315822,318370,634192,Moygannon,Newry,F,,F,,Inward,09/11/2011 15:53
4284,700000004322,54.10137298,-6.234809935,315522,318355,633877,Shore Rd,Newry,F,,F,,Inward,09/11/2011 15:45
4285,700000004323,54.101053,-6.237498957,315347,318315,633662,St.Leonards,Newry,F,,F,,Inward,09/11/2011 15:45
4286,700000004324,54.1005645,-6.241570992,315082,318254,633336,Well Road,Newry,F,,F,,Inward,09/11/2011 15:53
4287,700000004325,54.09911163,-6.247915603,314671,318082,632753,Balmoral Hotel,Newry,F,,F,,Inward,09/11/2011 15:45
4288,700000004326,54.10006981,-6.252018194,314400,318182,632582,Town Hall,Newry,F,,F,,Inward,09/11/2011 15:50
4289,700000004327,54.10110951,-6.25506588,314197.79,318292.79,632490.58,"Warrenpoint, Square",Newry,T,"Warrenpoint, Square",T,Warrenpoint,Inward,19/04/2012 12:37
4290,700000004328,54.10290625,-6.259879638,313878,318485,632363,Reids,Newry,F,,F,,Inward,09/11/2011 15:45
4291,700000004329,54.10512166,-6.267080001,313401,318720,632121,Aylesfordhouse,Newry,F,,F,,Inward,09/11/2011 15:50
4292,700000004330,54.11104108,-6.278225442,312656,319361,632017,Narrowwater Castle,Newry,F,,F,,Inward,09/11/2011 15:51
4293,700000004331,54.13441071,-6.307336593,310690,321916,632606,Foxes,Newry,F,,F,,Inward,09/11/2011 15:45
4294,700000004332,54.13910197,-6.309333441,310547,322435,632982,Aughnamoira Rd,Newry,F,,F,,Inward,09/11/2011 15:50
4295,700000004333,54.14875234,-6.316424594,310058,323498,633556,Magennis Villas,Newry,F,,F,,Inward,09/11/2011 15:51
4296,700000004334,54.15366246,-6.320679738,309767,324037.87,633804.87,Grinan Rd,Newry,F,,F,,Inward,19/04/2012 12:37
4297,700000004335,54.1552979,-6.322542323,309641,324217,633858,Warrenhill,Newry,F,,F,,Inward,09/11/2011 15:54
4298,700000004336,54.15896363,-6.325762092,309421,324620,634041,Carlingford Pk,Newry,F,,F,,Inward,09/11/2011 15:45
4299,700000004337,54.16231886,-6.328309483,309245.77,324989.49,634235.26,Toragh Pk,Newry,F,,F,,Inward,19/04/2012 12:37
4300,700000004338,54.16365297,-6.330649878,309089.4,325134.36,634223.76,Cemetry,Newry,F,,F,,Inward,19/04/2012 12:37
4301,700000004339,54.1707399,-6.336572629,308684,325914,634598,William St,Newry,F,,F,,Inward,09/11/2011 15:45
4302,700000004340,54.09453788,-6.191428572,318379,317666,636045,Campbells Garage,Newry,F,,F,,Outward,09/11/2011 15:45
4303,700000004341,54.07904327,-6.183325793,318953.38,315955.13,634908.51,Killowen,Newry,F,,F,,Outward,19/04/2012 12:37
4304,700000004342,54.07520837,-6.178905058,319253.68,315535.77,634789.45,Killowen P.O.,Newry,F,,F,,Outward,19/04/2012 12:37
4305,700000004343,54.07272385,-6.170178299,319832,315274,635106,Ballyedmond,Newry,F,,F,,Outward,09/11/2011 15:45
4306,700000004344,54.07043572,-6.149242348,321209,315055,636264,Chapel Cnr,Newry,F,,F,,Outward,09/11/2011 15:53
4307,700000004345,54.06886194,-6.124793413,322814,314922,637736,Moffetts Gates,Newry,F,,F,,Outward,09/11/2011 15:45
4308,700000004346,54.06830419,-6.112689054,323608,314881,638489,Kilfegan Rd,Newry,F,,F,,Outward,09/11/2011 15:50
4309,700000004347,54.0676849,-6.099610122,324466,314835,639301,Lisnacree,Newry,F,,F,,Outward,09/11/2011 15:53
4310,700000004348,54.07143124,-6.092197374,324940,315265,640205,Ballymaderphy,Newry,F,,F,,Outward,09/11/2011 15:45
4311,700000004349,54.07352321,-6.084204762,325456.85,315511.96,640968.81,Glenloughlin,Newry,F,,F,,Outward,19/04/2012 12:37
4312,700000004350,54.07187184,-6.067108484,326580.85,315358.62,641939.47,Tullyframe Rd,Newry,F,,F,,Outward,17/09/2015 11:07
4313,700000004351,54.07152009,-6.064021148,326784,315325,642109,Whitewater Bridge,Newry,F,,F,,Outward,09/11/2011 15:45
4314,700000004352,54.07170647,-6.054967981,327376,315362,642738,Golf Club,Newry,F,,F,,Outward,09/11/2011 15:50
4315,700000004353,54.07006071,-6.043800848,328112,315199,643311,Ballyardle,Newry,F,,F,,Outward,09/11/2011 15:51
4316,700000004354,54.06881916,-6.039291449,328411,315069,643480,Mourne Grange,Newry,F,,F,,Outward,09/11/2011 15:45
4317,700000004355,54.06763082,-6.034199297,328748,314946,643694,Massforth Chapel,Newry,F,,F,,Outward,09/11/2011 15:54
4318,700000004356,54.06710202,-6.026311031,329266.01,314901.53,644167.54,Scrogg Rd,Newry,F,,F,,Outward,19/04/2012 12:37
4319,700000004357,54.06720938,-6.022196764,329535,314921,644456,Grange Manor,Newry,F,,F,,Outward,09/11/2011 15:45
4320,700000004358,54.06348335,-6.007679354,330497,314533,645030,Newry St,Newry,F,,F,,Outward,09/11/2011 15:54
4321,700000004359,54.06175063,-6.008897502,330422.68,314337.92,644760.6,Kilmorey Arms,Newry,F,,F,,Outward,30/07/2015 14:59
4322,700000004360,54.06121911,-6.010399638,330326,314276,644602,Kilkeel Depot,Newry,F,,F,,Inward,10/04/2013 11:29
4323,700000004361,54.06348755,-6.007444682,330512.35,314533.9,645046.25,Newry St,Newry,F,,F,,Inward,21/03/2012 10:18
4324,700000004362,54.06716844,-6.021893184,329555,314917,644472,Grange Manor,Newry,F,,F,,Outward,09/11/2011 15:45
4325,700000004363,54.06699274,-6.025965015,329289,314890,644179,Scrogg Rd,Newry,F,,F,,Inward,09/11/2011 15:45
4326,700000004364,54.0673068,-6.031968987,328895,314914,643809,Massforthchapel,Newry,F,,F,,Inward,09/11/2011 15:53
4327,700000004365,54.06862066,-6.038689733,328451,315048,643499,Mournegrange,Newry,F,,F,,Inward,09/11/2011 15:45
4328,700000004366,54.0699732,-6.043392477,328139,315190,643329,Ballyardle,Newry,F,,F,,Inward,09/11/2011 15:45
4329,700000004367,54.07164806,-6.055245714,327358,315355,642713,Golf Club,Newry,F,,F,,Inward,09/11/2011 15:53
4330,700000004368,54.07142784,-6.063872664,326794,315315,642109,Whitewater Bridge,Newry,F,,F,,Inward,09/11/2011 15:45
4331,700000004369,54.07168972,-6.067019932,326587.2,315338.51,641925.71,Tullyframe,Newry,F,,F,,Inward,17/09/2015 11:07
4332,700000004370,54.0733517,-6.083568677,325499,315494,640993,Glenloughlin,Newry,F,,F,,Inward,09/11/2011 15:51
4333,700000004371,54.07133271,-6.09221717,324939,315254,640193,Ballymaderphy,Newry,F,,F,,Inward,09/11/2011 15:45
4334,700000004372,54.06766332,-6.099381963,324481,314833,639314,Lisnacree,Newry,F,,F,,Inward,09/11/2011 15:50
4335,700000004373,54.06823846,-6.112508718,323620,314874,638494,Kilfegan Rd,Newry,F,,F,,Inward,09/11/2011 15:51
4336,700000004374,54.0687728,-6.12426275,322849,314913,637762,Moffets Gate,Newry,F,,F,,Inward,09/11/2011 15:45
4337,700000004375,54.0704708,-6.148018615,321289,315061,636350,Chapel Cnr,Newry,F,,F,,Inward,09/11/2011 15:54
4338,700000004376,54.07271147,-6.170545513,319808,315272,635080,Ballyedmond,Newry,F,,F,,Inward,09/11/2011 15:51
4339,700000004377,54.07501513,-6.179061416,319244,315514,634758,Killowen P.O.,Newry,F,,F,,Inward,09/11/2011 15:45
4340,700000004378,54.07875555,-6.183390008,318950,315923,634873,Killowen,Newry,F,,F,,Inward,09/11/2011 15:54
4341,700000004379,54.08084269,-6.184750521,318855,316153,635008,Prestons,Newry,F,,F,,Inward,09/11/2011 15:45
4342,700000004380,54.09436498,-6.191283237,318389,317647,636036,Campbells Garage,Newry,F,,F,,Inward,09/11/2011 15:45
4343,700000004381,54.17645735,-6.435343312,302220,326403,628623,Lake End,Newry,F,,F,,Outward,09/11/2011 15:54
4344,700000004382,54.17777766,-6.447806617,301403,326532,627935,Kesh Rd,Newry,F,,F,,Outward,09/11/2011 15:45
4345,700000004383,54.17965127,-6.458672521,300689,326725,627414,Mountain House,Newry,F,,F,,Outward,09/11/2011 15:45
4346,700000004384,54.1814252,-6.466724694,300159,326911,627070,Oliver Plunkett Park,Newry,F,,F,,Outward,09/11/2011 15:53
4347,700000004385,54.18218743,-6.482213149,299146,326974,626120,Murphys,Newry,F,,F,,Outward,09/11/2011 15:45
4348,700000004386,54.18433563,-6.487281406,298810,327206,626016,Beleeks,Newry,F,,F,,Outward,09/11/2011 15:45
4349,700000004387,54.17537987,-6.509049243,297410,326179,623589,Walshes X Rds,Newry,F,,F,,Outward,09/11/2011 15:53
4350,700000004388,54.17424276,-6.515185322,297012,326044,623056,Murphys X Rds,Newry,F,,F,,Outward,09/11/2011 15:45
4351,700000004389,54.17837887,-6.529357613,296077,326485,622562,Outlacken Rd,Newry,F,,F,,Outward,09/11/2011 15:50
4352,700000004390,54.18031469,-6.536334601,295617,326691,622308,Cavanakill Rd,Newry,F,,F,,Outward,09/11/2011 15:53
4353,700000004391,54.18991881,-6.556401832,294285,327733,622018,Whiterock Rd,Newry,F,,F,,Outward,09/11/2011 15:45
