LocationID,PTI_REF_GIS,Latitude,Longitude,Easting,Northing,IG_Code,Stop_Name,DepotOpsArea,Timing_Point,TP_Name,Fare_Stage,FS_Name,ServiceDirection,Modified
11680,700000011737,54.65069089,-7.06032895,260706.84,378467.96,639174.8,Copney Bridge,Omagh,F,,F,,Outward,23/05/2012 11:21
11681,700000011738,54.65203715,-7.032733927,262486,378642,641128,Creggan Crossroads,Omagh,F,,F,,Outward,09/11/2011 15:47
11682,700000011739,54.65224699,-7.010884094,263896,378685,642581,Foxs Rocks,Omagh,F,,F,,Outward,09/11/2011 15:49
11683,700000011740,54.65483787,-6.988536714,265334.28,378993.95,644328.23,Quarry View,Omagh,F,,F,,Outward,23/05/2012 11:21
11684,700000011741,54.65575824,-6.983204924,265676.92,379101.37,644778.29,Boundary Bridge,Omagh,F,,F,,Outward,23/05/2012 11:21
11685,700000011742,54.65572314,-6.982631275,265714,379098,644812,Boundary Bridge,Omagh,F,,F,,Inward,09/11/2011 15:54
11686,700000011743,54.65471966,-6.988311581,265349,378981,644330,Quarry View,Omagh,F,,F,,Inward,09/11/2011 15:47
11687,700000011744,54.65219069,-7.010591098,263915,378679,642594,Foxs Rocks,Omagh,F,,F,,Inward,09/11/2011 15:47
11688,700000011745,54.65193419,-7.033340586,262447,378630,641077,Creggan Crossroads,Omagh,T,Creggan Crossroads,T,Creggan Crossroads,Inward,09/11/2011 15:54
11689,700000011746,54.65059624,-7.059662494,260750,378458,639208,Copney Bridge,Omagh,F,,F,,Inward,09/11/2011 15:47
11690,700000011747,54.65334124,-7.074317607,259800,378751,638551,Brackagh South,Omagh,F,,F,,Inward,09/11/2011 15:47
11691,700000011748,54.65768427,-7.090271471,258764,379221,637985,Yellow Bungalow,Omagh,F,,F,,Inward,09/11/2011 15:52
11692,700000011749,54.65998856,-7.101717749,258022,379468,637490,Mccolloughs Road,Omagh,F,,F,,Inward,09/11/2011 15:47
11693,700000011750,54.65579775,-7.140876476,255500.62,378969.87,634470.49,Finger Post,Omagh,F,,F,,Inward,23/05/2012 11:21
11694,700000011751,54.64674377,-7.163987519,254021,377944,631965,Forestview,Omagh,F,,F,,Inward,09/11/2011 15:52
11695,700000011752,54.64679164,-7.169640577,253656,377945,631601,Mountfield,Omagh,F,,F,,Inward,09/11/2011 15:47
11696,700000011753,54.64350065,-7.177784063,253134.58,377572.47,630707.05,Mountfield Quarry,Omagh,F,,F,,Inward,23/05/2012 11:21
11697,700000011754,54.63610414,-7.186251066,252597.48,376742.74,629340.22,Fecarry Cross,Omagh,F,,F,,Inward,23/05/2012 11:21
11698,700000011755,54.62823043,-7.19736247,251890,375858,627748,Kellys Cross,Omagh,F,,F,,Inward,09/11/2011 15:47
11699,700000011756,54.62237667,-7.207416636,251248,375199,626447,Maine Crossroads,Omagh,F,,F,,Inward,09/11/2011 15:49
11700,700000011757,54.61665141,-7.219415788,250480,374553,625033,Killycurragh Road,Omagh,F,,F,,Inward,09/11/2011 15:51
11701,700000011758,54.61360278,-7.225897439,250065,374209,624274,Ballynamullan Lane,Omagh,F,,F,,Inward,09/11/2011 15:47
11702,700000011759,54.60790356,-7.243771651,248917,373562,622479,Glendale Junction,Omagh,F,,F,,Inward,09/11/2011 15:49
11703,700000011760,54.6074796,-7.247818613,248656,373512,622168,Glendale,Omagh,F,,F,,Inward,09/11/2011 15:51
11704,700000011761,54.60668026,-7.267018544,247416.26,373409.91,620826.17,Killyclogher,Omagh,F,,F,,Other Direction,23/05/2012 11:21
11705,700000011762,54.60567985,-7.273571053,246993.99,373294.15,620288.14,Ballinamullan Road,Omagh,F,,F,,Other Direction,23/05/2012 11:22
11706,700000011763,54.60261647,-7.284401259,246297.6,372945.96,619243.56,Hospital Back Gate,Omagh,F,,F,,Other Direction,23/05/2012 11:21
11707,700000011764,54.67879122,-7.111550022,257361,381553,638914,Cashel Road,Omagh,F,,F,,Outward,09/11/2011 15:47
11708,700000011765,54.68454923,-7.098100839,258220.3,382205.03,640425.33,Cashel Bridge,Omagh,F,,F,,Outward,23/05/2012 11:21
11709,700000011766,54.68946492,-7.078085657,259504,382769,642273,Greencastle Crossroads,Omagh,T,Greencastle Crossroads,T,Greencastle Crossroads,Outward,09/11/2011 15:47
11710,700000011767,54.68562358,-7.064849827,260363.24,382352.68,642715.92,Kates Corner,Omagh,F,,F,,Outward,23/05/2012 11:21
11711,700000011768,54.67954087,-7.046506639,261555.45,381691.48,643246.93,Mullydoo Road,Omagh,F,,F,,Outward,23/05/2012 11:21
11712,700000011769,54.65447847,-7.033590066,262427,378913,641340,An Creagan Centre,Omagh,F,,F,,Outward,09/11/2011 15:47
11714,700000011771,54.67948468,-7.046762983,261539,381685,643224,Mullydoo Road,Omagh,F,,F,,Inward,09/11/2011 15:52
11715,700000011772,54.68536243,-7.064394392,260393,382324,642717,Kates Corner,Omagh,F,,F,,Inward,09/11/2011 15:47
11716,700000011773,54.68928581,-7.078087546,259504.14,382749.06,642253.2,Greencastle Crossroads,Omagh,F,,F,,Inward,23/05/2012 11:21
11717,700000011774,54.68436727,-7.097864702,258235.79,382184.97,640420.76,Cashel Bridge,Omagh,F,,F,,Inward,23/05/2012 11:21
11718,700000011775,54.68063669,-7.103540931,257875,381765,639640,Cashel Road,Omagh,F,,F,,Inward,09/11/2011 15:47
11719,700000011776,54.60684039,-7.300012832,245284,373406,618690,Gardenville Ave,Omagh,F,,F,,Inward,09/11/2011 15:49
11720,700000011777,54.61438753,-7.300223829,245262,374246,619508,Beattie Park,Omagh,T,Beattie Park,T,Beattie Park,Inward,09/11/2011 15:51
11721,700000011778,54.62897459,-7.296830275,245465,375872,621337,Killybrack Road,Omagh,F,,F,,Inward,09/11/2011 15:47
11722,700000011779,54.63356473,-7.29833059,245363,376382,621745,Burns Gate,Omagh,F,,F,,Inward,09/11/2011 15:49
11723,700000011780,54.64045595,-7.298521686,245343,377149,622492,Mcgirrs Shop,Omagh,F,,F,,Inward,09/11/2011 15:51
11724,700000011781,54.64647403,-7.293770989,245643,377822,623465,Ergangh Crossroads,Omagh,F,,F,,Inward,09/11/2011 15:47
11725,700000011782,54.65172299,-7.293878279,245630.2,378406.24,624036.44,Lyons House,Omagh,F,,F,,Inward,23/05/2012 11:22
11726,700000011783,54.66555572,-7.28330462,246297,379953,626250,Bradleys Road,Omagh,F,,F,,Inward,09/11/2011 15:51
11727,700000011784,54.67480608,-7.272368488,246992,380990,627982,Lislap Po,Omagh,F,,F,,Inward,09/11/2011 15:47
11728,700000011785,54.68207339,-7.256083523,248034,381810,629844,Ulster History Park,Omagh,T,Ulster History Park,T,Ulster History Park,Inward,09/11/2011 15:54
11729,700000011786,54.68464202,-7.251617676,248319,382099,630418,Back Road,Omagh,F,,F,,Inward,09/11/2011 15:47
11730,700000011787,54.70385354,-7.233812849,249444,384250,633694,Lakes End,Omagh,F,,F,,Inward,09/11/2011 15:47
11731,700000011788,54.7187685,-7.237131747,249212,385908,635120,Gortin,Omagh,F,,F,,Inward,09/11/2011 15:54
11732,700000011789,54.72754706,-7.234607644,249364,386887,636251,Trinamaden Bridge,Omagh,F,,F,,Inward,09/11/2011 15:47
11733,700000011790,54.74372102,-7.246786722,248560,388679,637239,Halfway House,Omagh,F,,F,,Inward,09/11/2011 15:47
11734,700000011791,54.76232402,-7.246232692,248573.43,390750.28,639323.71,Dunns Bridge,Omagh,F,,F,,Inward,23/05/2012 11:22
11735,700000011792,54.76753919,-7.248892407,248396,391329,639725,Plumbridge,Omagh,T,Plumbridge,T,Plumbridge,Inward,09/11/2011 15:47
11736,700000011793,54.76907983,-7.216935094,250451,391523,641974,Eden Orange Hall,Omagh,F,,F,,Outward,09/11/2011 15:47
11737,700000011794,54.7684153,-7.192306404,252037,391467,643504,Drumnaspar,Omagh,F,,F,,Outward,09/11/2011 15:52
11738,700000011795,54.76500294,-7.162272532,253974.6,391109.81,645084.41,The Glen Lounge,Omagh,F,,F,,Outward,23/05/2012 11:22
11739,700000011796,54.77430878,-7.107764374,257470,392189,649659,Mcconnells Shop,Omagh,F,,F,,Outward,09/11/2011 15:49
11740,700000011797,54.78059242,-7.086629214,258821,392906,651727,Cranagh,Omagh,T,Cranagh,T,Cranagh,Outward,09/11/2011 15:51
11741,700000011798,54.78574458,-7.056731326,260737,393505,654242,Sperrin Heritage Centre,Omagh,F,,F,,Outward,09/11/2011 15:47
11742,700000011799,54.78601342,-7.056647349,260742,393535,654277,Sperrin Heritage Centre,Omagh,F,,F,,,09/11/2011 15:49
11743,700000011800,54.78073133,-7.085988871,258862,392922,651784,Cranagh,Omagh,T,Cranagh,T,Cranagh,Inward,09/11/2011 15:51
11744,700000011801,54.77446142,-7.106533407,257549,392207,649756,Mcconnells Shop,Omagh,F,,F,,Inward,09/11/2011 15:47
11745,700000011802,54.76481459,-7.162068245,253988,391089,645077,The Glen Lounge,Omagh,F,,F,,Inward,09/11/2011 15:54
11746,700000011803,54.76801202,-7.191102569,252115,391423,643538,Drumnaspar,Omagh,F,,F,,Inward,09/11/2011 15:51
11747,700000011804,54.76895217,-7.216642354,250470,391509,641979,Eden Orange Hall,Omagh,F,,F,,Inward,09/11/2011 15:47
11748,700000011805,54.76756191,-7.248644956,248411.9,391331.7,639743.6,Plumbridge,Omagh,T,Plumbridge,T,Plumbridge,Outward,23/05/2012 11:22
11749,700000011806,54.76268168,-7.245849952,248597.64,390790.36,639388,Dunns Bridge,Omagh,F,,F,,Outward,23/05/2012 11:22
11750,700000011807,54.74388082,-7.246698511,248565.49,388696.85,637262.34,Halfway House,Omagh,F,,F,,Outward,23/05/2012 11:22
11751,700000011808,54.72769936,-7.234542688,249368,386904,636272,Trinamaden Bridge,Omagh,F,,F,,Outward,09/11/2011 15:54
11752,700000011809,54.71835972,-7.23641009,249259,385863,635122,Gortin,Omagh,F,,F,,Inward,09/11/2011 15:47
11753,700000011810,54.71469798,-7.203429115,251389,385479,636868,Toners House,Omagh,F,,F,,Inward,09/11/2011 15:47
11754,700000011811,54.7163908,-7.179779033,252911,385685,638596,Glenmacoffer Sch,Omagh,F,,F,,Inward,09/11/2011 15:52
11755,700000011812,54.71858294,-7.169260213,253586,385937,639523,Drumlea,Omagh,F,,F,,Inward,09/11/2011 15:47
11756,700000011813,54.71638991,-7.14877785,254908.88,385708.69,640617.57,Rooskey Chapel,Omagh,F,,F,,Inward,23/05/2012 11:22
11757,700000011814,54.70013845,-7.122444701,256628.54,383920.5,640549.04,New Line,Omagh,F,,F,,Inward,23/05/2012 11:22
11758,700000011815,54.69020264,-7.080511624,259346.48,382849.07,642195.55,Greencastle Sch,Omagh,F,,F,,,23/05/2012 11:22
11759,700000011816,54.69005918,-7.08063086,259339,382833,642172,Greencastle Sch,Omagh,F,,F,,Outward,09/11/2011 15:49
11760,700000011817,54.70001826,-7.122595269,256619,383907,640526,New Line,Omagh,F,,F,,Outward,09/11/2011 15:52
11761,700000011818,54.71624031,-7.148825673,254906,385692,640598,Rooskey Chapel,Omagh,F,,F,,Outward,09/11/2011 15:47
11762,700000011819,54.71853356,-7.168609473,253628,385932,639560,Drumlea,Omagh,F,,F,,Outward,09/11/2011 15:49
11763,700000011820,54.71625307,-7.179603058,252922.52,385669.8,638592.32,Glenmacoffer,Omagh,F,,F,,Outward,23/05/2012 11:22
11764,700000011821,54.71457778,-7.202813767,251428.81,385466.07,636894.88,Toners House,Omagh,F,,F,,Outward,23/05/2012 11:22
11765,700000011822,54.71847824,-7.237457484,249191.36,385875.46,635066.82,Gortin,Omagh,T,Gortin,T,Gortin,Outward,23/05/2012 11:22
11766,700000011823,54.70405416,-7.233718321,249449.85,384272.4,633722.25,Lakes End,Omagh,F,,F,,Outward,23/05/2012 11:22
11767,700000011824,54.68469343,-7.251213605,248345,382105,630450,Back Road,Omagh,F,,F,,Outward,09/11/2011 15:47
11768,700000011825,54.6822238,-7.255708679,248058,381827,629885,Ulster History Park,Omagh,T,Ulster History Park,T,Ulster History Park,Outward,09/11/2011 15:54
11769,700000011826,54.67514479,-7.271928398,247020,381028,628048,Lislap Po,Omagh,F,,F,,Outward,09/11/2011 15:47
11770,700000011827,54.66568018,-7.283085462,246311,379967,626278,Bradleys Road,Omagh,F,,F,,Outward,09/11/2011 15:47
11771,700000011828,54.65151086,-7.293670953,245643.82,378382.76,624026.58,Lyons House,Omagh,F,,F,,Outward,23/05/2012 11:22
11772,700000011829,54.64646885,-7.293528966,245658.63,377821.58,623480.21,Erganagh Crossroads,Omagh,F,,F,,Outward,23/05/2012 11:22
11773,700000011830,54.64078208,-7.298389224,245351.19,377185.39,622536.58,Mcgirrs Shop,Omagh,F,,F,,Outward,23/05/2012 11:22
11774,700000011831,54.63403362,-7.298060967,245379.89,376434.37,621814.26,Burns Gate,Omagh,F,,F,,Outward,23/05/2012 11:22
11775,700000011832,54.6290186,-7.29667468,245475,375877,621352,Killybrack Crossroads,Omagh,F,,F,,Outward,09/11/2011 15:47
11776,700000011833,54.61428713,-7.29993441,245280.81,374235.01,619515.82,Beattie Park,Omagh,T,Beattie Park,T,Beattie Park,Outward,23/05/2012 11:22
11777,700000011834,54.61103162,-7.300884995,245223,373872,619095,Oneills House,Omagh,F,,F,,Outward,09/11/2011 15:52
11778,700000011835,54.60386272,-7.30083762,245234,373074,618308,Health Centre,Omagh,F,,F,,Outward,09/11/2011 15:47
11779,700000011836,54.60465259,-7.296073456,245541,373165,618706,Leisure Centre,Omagh,F,,F,,Outward,09/11/2011 15:49
11780,700000011837,54.6064027,-7.286588016,246152,373366,619518,Beechgrove,Omagh,F,,F,,Outward,09/11/2011 15:52
11781,700000011838,54.60695928,-7.284999808,246254,373429,619683,Mcbrides Shop,Omagh,F,,F,,Outward,09/11/2011 15:47
11782,700000011839,54.60796879,-7.281020352,246510,373544,620054,Oakland Ave,Omagh,F,,F,,Outward,09/11/2011 15:49
11783,700000011840,54.60877833,-7.276672819,246790,373637,620427,Castle Manor,Omagh,F,,F,,Outward,09/11/2011 15:51
11784,700000011841,54.60986472,-7.27357376,246989,373760,620749,Killyclogher Old School,Omagh,F,,F,,Outward,09/11/2011 15:47
11785,700000011842,54.60966186,-7.2712095,247142,373739,620881,Killyclogher,Omagh,T,Killyclogher,T,Killyclogher,Outward,09/11/2011 15:49
11786,700000011843,54.60825487,-7.268789465,247300,373584,620884,Berkeley Heights,Omagh,F,,F,,Outward,09/11/2011 15:51
11787,700000011844,54.60727851,-7.267770114,247367,373476,620843,Mc Ivor Villas,Omagh,F,,F,,Outward,09/11/2011 15:47
11788,700000011845,54.60740449,-7.320183064,243980,373456,617436,Gortrush Park,Omagh,F,,F,,Outward,09/11/2011 15:54
11789,700000011846,54.61275841,-7.324984696,243664,374049,617713,Watson Park,Omagh,F,,F,,Outward,09/11/2011 15:51
11790,700000011847,54.61988318,-7.333287941,243120,374837,617957,Nestles Factory,Omagh,F,,F,,Outward,09/11/2011 15:47
11791,700000011848,54.62437512,-7.336620487,242900,375335,618235,Old Castlederg Road,Omagh,F,,F,,Outward,09/11/2011 15:54
11792,700000011849,54.64122476,-7.34435359,242383,377206,619589,Sperrin Restaurant,Omagh,F,,F,,Outward,09/11/2011 15:47
11793,700000011850,54.64557456,-7.341402474,242569,377692,620261,Knockmoyle Road,Omagh,F,,F,,Outward,09/11/2011 15:47
11794,700000011851,54.65841567,-7.337228147,242825,379124,621949,Folk Park,Omagh,T,Folk Park,T,Folk Park,Outward,09/11/2011 15:54
11795,700000011852,54.66689933,-7.341344067,242550.51,380065.9,622616.41,Castletown Crossroads,Omagh,F,,F,,Outward,23/05/2012 11:22
11796,700000011853,54.675275,-7.351803704,241867,380992,622859,Halfway House,Omagh,F,,F,,Outward,09/11/2011 15:47
11797,700000011854,54.70001101,-7.354527026,241666,383744,625410,Blackrock Bridge,Omagh,F,,F,,Outward,09/11/2011 15:52
11798,700000011855,54.71213866,-7.361409348,241210,385090,626300,Pattersons Cottages,Omagh,F,,F,,Outward,09/11/2011 15:47
11799,700000011856,54.71794544,-7.377673432,240156,385727,625883,Newtownstwart,Omagh,T,Newtownstewart,T,Newtownstewart,Outward,09/11/2011 15:47
11800,700000011857,54.72170301,-7.37296022,240456,386148,626604,Newtownstewart By-Pass,Omagh,T,Newtownstewart By-Pass,T,Newtownstewart By-Pass,Outward,09/11/2011 15:52
11801,700000011858,54.71954178,-7.382428525,239848,385902,625750,Newtownstewart Orr Park,Omagh,T,Orr Park,T,Newtownstewart Orr Park,Outward,09/11/2011 15:47
11802,700000011859,54.72416274,-7.400288408,238692.69,386406.43,625099.12,Ardstraw Road,Omagh,F,,F,,Outward,23/05/2012 11:22
11803,700000011860,54.73569735,-7.431006295,236703,387674,624377,New Bridge,Omagh,F,,F,,Outward,09/11/2011 15:51
11804,700000011861,54.74711058,-7.443672836,235877,388938,624815,Smiths Farm,Omagh,F,,F,,Outward,09/11/2011 15:47
11805,700000011862,54.74749782,-7.443884928,235863,388981,624844,Smiths Farm,Omagh,F,,F,,Inward,09/11/2011 15:49
11806,700000011863,54.73596497,-7.431374195,236679.06,387703.6,624382.66,Newbridge,Omagh,F,,F,,Inward,23/05/2012 11:22
11807,700000011864,54.72556712,-7.403506602,238484,386561,625045,Ardstraw Road,Omagh,F,,F,,Inward,09/11/2011 15:47
11808,700000011865,54.72194681,-7.37320476,240440,386175,626615,Newtownstewart By-Pass,Omagh,T,Newtownstewart By-Pass,T,Newtownstewart By-Pass,Inward,09/11/2011 15:54
11809,700000011866,54.71962262,-7.382427297,239848,385911,625759,Newtownstewart Orr Park,Omagh,T,Orr Park,T,Newtownstewart Orr Park,Inward,09/11/2011 15:51
11810,700000011867,54.71802997,-7.377184114,240187.45,385736.69,625924.14,Newtownstewart,Omagh,T,Newtownstewart,T,Newtownsrewart,Inward,23/05/2012 11:22
11811,700000011868,54.71242931,-7.361469479,241205.83,385122.32,626328.15,Pattersons Cottages,Omagh,F,,F,,Inward,23/05/2012 11:22
11812,700000011869,54.7008017,-7.354561006,241663,383832,625495,Blackrock Bridge,Omagh,F,,F,,Inward,09/11/2011 15:47
11813,700000011870,54.67536408,-7.351662774,241876,381002,622878,Halfway House,Omagh,F,,F,,Inward,09/11/2011 15:47
11814,700000011871,54.66792462,-7.343055699,242439,380179,622618,Castletown Crossroads,Omagh,F,,F,,Inward,09/11/2011 15:54
11815,700000011872,54.65936898,-7.337429562,242811,379230,622041,Folk Park,Omagh,T,Folk Park,T,Folk Park,Inward,09/11/2011 15:47
11816,700000011873,54.64660357,-7.340657797,242616,377807,620423,Knockmoyle Road,Omagh,F,,F,,Inward,09/11/2011 15:47
11817,700000011874,54.64175438,-7.344283114,242387,377265,619652,Sperrin Restaurant,Omagh,F,,F,,Inward,09/11/2011 15:52
11818,700000011875,54.6252326,-7.337365159,242851,375430,618281,Old Castlederg Road,Omagh,F,,F,,Inward,09/11/2011 15:47
11819,700000011876,54.62032366,-7.33334266,243116,374886,618002,Nestles Factory,Omagh,F,,F,,Inward,09/11/2011 15:47
11820,700000011877,54.61316615,-7.325081184,243657.33,374094.33,617751.66,Watson Park,Omagh,T,Watson Park,T,Watson Park,Inward,23/05/2012 11:22
11821,700000011878,54.60736682,-7.319874185,244000,373452,617452,Gortrush Park,Omagh,F,,F,,Inward,09/11/2011 15:47
11822,700000011879,54.72562622,-7.419383002,237461,386559,624020,Woodbrook House,Omagh,F,,F,,Outward,09/11/2011 15:49
11823,700000011880,54.73016594,-7.431456323,236679,387058,623737,Milltown Crossroads,Omagh,F,,F,,Outward,09/11/2011 15:52
11824,700000011881,54.7325599,-7.457935956,234971,387311,622282,Ardstraw,Omagh,F,,F,,Outward,09/11/2011 15:47
11825,700000011882,54.74500592,-7.454959248,235152,388698,623850,Marshalls House,Omagh,F,,F,,Outward,09/11/2011 15:49
11826,700000011883,54.74539195,-7.454907481,235155,388741,623896,Marshalls House,Omagh,F,,F,,Inward,09/11/2011 15:51
11827,700000011884,54.73396483,-7.458739944,234918,387467,622385,Ardstraw Road,Omagh,T,Ardstraw Road,T,Ardsrraw,Inward,09/11/2011 15:47
11828,700000011885,54.73035122,-7.431523579,236674.5,387078.59,623753.09,Milltown Crossroads,Omagh,F,,F,,Inward,23/05/2012 11:22
11829,700000011886,54.72575953,-7.419270592,237468.12,386573.9,624042.02,Woodbrook House,Omagh,F,,F,,Inward,23/05/2012 11:22
11830,700000011887,54.7284519,-7.484066616,233291,386841,620132,Killeen Road,Omagh,F,,F,,Inward,09/11/2011 15:47
11831,700000011888,54.72071568,-7.518553525,231075,385964,617039,Crew Finger-Post,Omagh,F,,F,,Inward,09/11/2011 15:54
11832,700000011889,54.72074491,-7.519127357,231038,385967,617005,Crew Finger-Post,Omagh,F,,F,,Outward,09/11/2011 15:47
11833,700000011890,54.72850599,-7.484112493,233288,386847,620135,Killeen Road,Omagh,F,,F,,Outward,09/11/2011 15:47
11834,700000011891,54.63590764,-7.369913875,240738,376599,617337,Calkill School,Omagh,F,,F,,Inward,09/11/2011 15:54
11835,700000011892,54.6384432,-7.379058528,240145,376876,617021,Forge Cr,Omagh,F,,F,,Inward,09/11/2011 15:47
11836,700000011893,54.64034985,-7.38832217,239545,377083,616628,Mccreas Crossroads,Omagh,F,,F,,Inward,09/11/2011 15:47
11837,700000011894,54.64455924,-7.403794857,238542,377543,616085,Duntague Road,Omagh,F,,F,,Inward,09/11/2011 15:52
11838,700000011895,54.64767993,-7.410022875,238137,377887,616024,Taggarts Garage,Omagh,F,,F,,Inward,09/11/2011 15:47
11839,700000011896,54.65114059,-7.416030084,237746,378269,616015,Sweeneys House,Omagh,F,,F,,Inward,09/11/2011 15:47
11840,700000011897,54.65576176,-7.422455661,237327,378780,616107,Leglands Po,Omagh,F,,F,,Inward,09/11/2011 15:52
11841,700000011898,54.66227198,-7.456873164,235100,379487,614587,Maguires Cross,Omagh,F,,F,,Inward,09/11/2011 15:47
11842,700000011899,54.66686104,-7.47079099,234198,379991,614189,Government Cottages,Omagh,F,,F,,Inward,09/11/2011 15:49
11843,700000011900,54.67172603,-7.482383497,233446,380527,613973,Drumlegagh Manse,Omagh,F,,F,,Inward,09/11/2011 15:52
11844,700000011901,54.67510517,-7.504227868,232034,380893,612927,Moores House,Omagh,F,,F,,Inward,09/11/2011 15:47
11845,700000011902,54.67644353,-7.513062893,231463,381038,612501,Whittens House,Omagh,F,,F,,Inward,09/11/2011 15:49
11846,700000011903,54.68448421,-7.524595037,230713,381928,612641,Magheracreggan Cr,Omagh,F,,F,,Inward,09/11/2011 15:51
11847,700000011904,54.68467731,-7.532670665,230192,381946,612138,Magheracreggan Sch,Omagh,F,,F,,Inward,09/11/2011 15:47
11848,700000011905,54.6916256,-7.538514587,229810,382717,612527,Loves Cr,Omagh,F,,F,,Inward,09/11/2011 15:49
11849,700000011906,54.69995995,-7.545151505,229376,383642,613018,Carncorren Cr,Omagh,F,,F,,Inward,09/11/2011 15:51
11850,700000011907,54.71055962,-7.549904419,229062,384820,613882,Spamount,Omagh,F,,F,,Inward,09/11/2011 15:47
11851,700000011908,54.70850027,-7.592890369,226292.62,384573.83,610866.45,"Castlederg Diamond, Kyle's Shop",Omagh,T,Castlederg,T,Castlederg,Outward,07/07/2014 16:15
11852,700000011909,54.69762257,-7.606222963,225440,383358,608798,Creeduff Road,Omagh,F,,F,,Outward,09/11/2011 15:47
11853,700000011910,54.68981814,-7.608850426,225275.43,382488.25,607763.68,Silverhill  Road,Omagh,F,,F,,Outward,23/05/2012 11:22
11854,700000011911,54.67267272,-7.627652819,224073,380573,604646,Killen,Omagh,T,Killen,T,Killen,Outward,09/11/2011 15:54
11855,700000011912,54.67173101,-7.628141921,224042,380468,604510,Killen,Omagh,T,Killen,T,Killen,Inward,09/11/2011 15:47
11856,700000011913,54.68969823,-7.609270098,225248.44,382474.75,607723.19,Silverhill Road,Omagh,F,,F,,Inward,23/05/2012 11:22
11857,700000011914,54.69751578,-7.606534186,225420,383346,608766,Creeduff Road,Omagh,F,,F,,Inward,09/11/2011 15:52
11858,700000011915,54.71065849,-7.549918839,229061,384831,613892,Spamount,Omagh,F,,F,,Outward,09/11/2011 15:47
11859,700000011916,54.70047207,-7.545176797,229374,383699,613073,Carncorren Cr,Omagh,F,,F,,Outward,09/11/2011 15:47
11860,700000011917,54.69192279,-7.53871281,229797,382750,612547,Loves Cr,Omagh,F,,F,,Outward,09/11/2011 15:52
11861,700000011918,54.68474127,-7.532949013,230174,381953,612127,Magheracreggan Sch,Omagh,F,,F,,Outward,09/11/2011 15:47
11862,700000011919,54.68455582,-7.524532182,230717,381936,612653,Magheracreggan Cr,Omagh,F,,F,,Outward,09/11/2011 15:47
11863,700000011920,54.67653492,-7.513449336,231438,381048,612486,Whittens House,Omagh,F,,F,,Outward,09/11/2011 15:52
11864,700000011921,54.67513231,-7.50427404,232031,380896,612927,Moores Hse,Omagh,F,,F,,Outward,09/11/2011 15:47
11865,700000011922,54.67179988,-7.482847549,233416,380535,613951,Drumlegagh Manse,Omagh,F,,F,,Outward,09/11/2011 15:49
11866,700000011923,54.66707912,-7.471361578,234161,380015,614176,Government Cottages,Omagh,F,,F,,Outward,09/11/2011 15:51
11867,700000011924,54.6624627,-7.457335505,235070,379508,614578,Maguires Cross,Omagh,F,,F,,Outward,09/11/2011 15:47
11868,700000011925,54.65577022,-7.422347086,237334,378781,616115,Leglands Po,Omagh,F,,F,,Outward,09/11/2011 15:49
11869,700000011926,54.65117697,-7.416122514,237740,378273,616013,Sweeneys House,Omagh,F,,F,,Outward,09/11/2011 15:51
11870,700000011927,54.64773405,-7.410068563,238134,377893,616027,Taggarts Garage,Omagh,F,,F,,Outward,09/11/2011 15:47
11871,700000011928,54.64459502,-7.403763355,238544,377547,616091,Duntague Road,Omagh,F,,F,,Outward,09/11/2011 15:54
11872,700000011929,54.64041382,-7.388538039,239531,377090,616621,Mccreas Crossroads,Omagh,F,,F,,Outward,09/11/2011 15:51
11873,700000011930,54.63887944,-7.380043066,240081,376924,617005,Forge Cr,Omagh,F,,F,,Outward,09/11/2011 15:47
11874,700000011931,54.63590845,-7.370068724,240728,376599,617327,Calkill Sch,Omagh,F,,F,,Outward,09/11/2011 15:54
11875,700000011932,54.61188059,-7.32663515,243558.3,373950.26,617508.56,Drumquin Road,Omagh,F,,F,,Inward,23/05/2012 11:22
11876,700000011933,54.61128074,-7.348781567,242128,373870,615998,Scotts Farm,Omagh,F,,F,,Inward,09/11/2011 15:47
11877,700000011934,54.61285605,-7.354421151,241762,374042,615804,Aughnamoyle Crossroads,Omagh,F,,F,,Inward,09/11/2011 15:54
11878,700000011935,54.61189805,-7.372111095,240620,373925,614545,Nugents House,Omagh,F,,F,,Inward,09/11/2011 15:47
11879,700000011936,54.61237179,-7.3945767,239168,373965,613133,Halfway House,Omagh,F,,F,,Inward,09/11/2011 15:47
11880,700000011937,54.60847277,-7.409057922,238236,373523,611759,Semples House,Omagh,F,,F,,Inward,09/11/2011 15:52
11881,700000011938,54.60460722,-7.434816591,236575,373079,609654,Dressough Crossroads,Omagh,F,,F,,Inward,09/11/2011 15:47
11882,700000011939,54.60531712,-7.44457115,235944,373153,609097,Livingstones Lane,Omagh,F,,F,,Inward,09/11/2011 15:47
11883,700000011940,54.60000803,-7.474752789,233998,372547,606545,Unshinagh F P,Omagh,F,,F,,Inward,09/11/2011 15:52
11884,700000011941,54.60691736,-7.48763193,233160,373310,606470,Crooked Bridge,Omagh,F,,F,,Inward,09/11/2011 15:47
11885,700000011942,54.61526879,-7.489074843,233060,374239,607299,Drumquin,Omagh,T,Drumquin,T,Drumquin,Inward,09/11/2011 15:49
11886,700000011943,54.62194921,-7.492629115,232825,374981,607806,Baronscourt Road,Omagh,F,,F,,Inward,09/11/2011 15:51
