SAMPLE_NO,YEAR,LABNO,EASTING,NORTHING,TIO2,V,CO,GA,RB,SR,Y,ZR,NB,BI,TH,AG,CS,LA
563566,2005,11329,291100,427858,1.058,175.3,35.9,15.5,29.0,123.3,24.3,248.3,10.9,0.40,3.10,0.25,1.0,18.0
563567,2005,11329,317723,442439,2.307,195.7,37.4,21.6,41.0,220.0,25.8,474.5,29.9,0.15,5.40,0.25,1.0,34.0
563568,2005,11387,318404,438996,1.241,160.6,28.1,23.5,97.9,171.5,33.2,600.2,21.6,0.15,9.10,0.25,3.0,47.0
563569,2005,11329,287680,422825,1.231,206.9,55.6,17.5,37.7,109.2,26.4,186.7,11.2,0.50,3.50,0.25,1.0,19.0
563570,2005,11329,295739,439237,1.169,190.3,39.9,17.7,28.3,96.8,18.6,171.8,11.5,0.15,3.50,0.25,1.0,16.0
563571,2005,11329,319654,437770,1.627,237.1,43.9,22.4,71.2,191.6,28.2,384.9,15.7,0.50,5.80,0.25,4.0,26.0
563572,2005,11329,306623,443278,1.507,269.2,61.2,20.4,21.0,134.1,31.2,174.3,12.5,0.60,2.30,0.25,1.0,15.0
563574,2005,11329,291941,428447,1.143,183.5,33.6,21.3,65.5,120.3,30.9,286.0,14.2,0.40,6.00,0.25,3.0,28.0
563576,2005,11329,320165,438657,1.628,209.9,43.7,19.2,50.5,270.4,33.8,390.3,14.4,0.90,5.60,0.25,2.0,34.0
563578,2005,11387,305652,442671,1.171,246.1,40.2,17.1,24.0,189.5,25.4,225.6,11.5,0.70,2.80,0.25,1.0,17.0
563582,2005,11329,297743,438414,1.117,190.1,33.0,17.5,37.9,131.0,24.8,206.5,12.7,0.15,3.70,0.25,2.0,19.0
563583,2005,11387,298556,437371,0.953,163.7,39.8,16.1,25.6,103.7,23.5,124.4,11.1,0.40,3.10,0.25,1.0,13.0
563584,2005,11329,298226,437037,0.996,178.6,53.3,14.0,39.7,126.6,24.1,218.5,12.7,0.40,4.30,0.25,2.0,19.0
563586,2005,11387,297842,444574,1.044,124.4,25.3,13.9,51.3,132.3,23.8,658.1,14.8,0.50,6.40,0.25,1.0,23.0
563588,2005,11329,301503,441642,1.128,200.1,43.4,16.1,29.3,147.2,24.6,348.6,11.6,0.40,3.00,0.25,1.0,17.0
563589,2005,11329,289346,429178,1.185,183.0,43.4,17.8,44.0,144.8,23.7,343.5,12.8,0.70,4.60,0.25,2.0,21.0
563592,2005,11329,301577,436517,1.069,221.2,50.3,15.8,25.1,156.1,22.7,199.0,11.2,0.40,3.10,0.25,1.0,15.0
563593,2005,11329,300234,441953,1.156,288.0,67.9,19.4,49.0,202.1,48.3,225.8,10.6,0.60,3.00,0.25,2.0,25.0
563595,2005,11387,317563,440026,0.932,105.1,19.0,13.4,59.7,167.8,25.8,304.1,15.1,0.50,6.10,0.25,2.0,31.0
563596,2005,11329,295937,443652,1.403,263.6,56.6,18.1,26.2,205.8,24.0,222.0,10.9,0.50,3.10,0.25,1.0,16.0
563598,2005,11329,291388,426873,1.240,193.5,41.3,20.3,53.4,139.5,25.2,229.8,13.4,0.30,4.80,0.25,3.0,25.0
563600,2005,11329,303881,442162,1.177,243.8,27.1,16.0,27.4,166.3,25.4,316.0,11.8,0.60,3.30,0.25,1.0,18.0
563601,2005,11298,310629,337828,0.795,103.9,26.1,17.1,79.5,132.4,25.8,332.9,13.6,0.30,7.20,0.25,4.0,32.0
563602,2005,11298,335296,332408,0.796,102.4,22.4,16.2,82.1,87.4,33.8,282.7,14.3,0.40,9.30,0.25,7.0,38.0
563603,2005,11298,331214,326884,0.578,24.0,5.7,32.9,345.6,19.0,235.9,1378.2,63.4,0.15,215.10,0.25,18.0,145.0
563604,2005,11298,348083,336680,0.734,94.7,14.2,13.4,66.7,78.2,22.8,281.2,13.5,0.15,7.90,0.25,3.0,26.0
563605,2005,11298,316050,337300,0.830,100.5,20.2,16.9,82.7,203.3,23.6,339.8,14.3,0.15,8.30,0.25,4.0,33.0
563606,2005,11298,331890,334635,0.707,107.7,38.4,14.1,53.2,150.6,29.1,229.8,13.8,0.15,9.70,0.25,4.0,37.0
563607,2005,11298,333541,330514,0.755,112.3,70.3,14.0,81.6,69.9,33.8,175.6,13.6,0.40,9.70,0.25,11.0,33.0
563608,2005,11298,333107,330928,0.756,97.0,25.7,16.9,82.8,38.6,33.0,231.5,14.7,0.40,11.30,0.25,12.0,36.0
563609,2005,11298,334090,324293,0.448,29.3,6.4,22.5,241.2,21.8,163.8,730.4,38.0,0.15,78.10,0.25,9.0,129.0
563610,2005,11298,332061,330928,0.532,67.9,17.5,17.3,140.8,59.0,60.9,340.5,16.9,0.60,23.90,0.25,7.0,41.0
563611,2005,11298,313581,338068,0.763,80.6,16.7,15.6,75.9,160.0,24.6,354.1,14.5,0.50,7.40,0.25,4.0,37.0
563612,2005,11298,331007,334569,0.937,98.8,22.1,16.0,65.5,321.4,29.6,612.2,16.0,0.15,13.20,0.25,5.0,50.0
563613,2005,11298,334242,323922,0.658,36.7,6.4,29.2,242.8,30.1,188.0,963.3,54.9,0.15,113.90,0.25,15.0,239.0
563614,2005,11298,312914,338366,0.851,89.6,19.0,16.7,80.1,136.2,24.7,485.6,15.3,0.30,7.70,0.25,3.0,31.0
563615,2005,11298,333762,329744,0.645,20.1,5.1,30.5,242.1,28.6,246.4,1880.5,64.3,0.70,110.60,0.25,12.0,126.0
563616,2005,11298,323546,332590,0.752,90.3,21.5,16.8,83.0,261.3,22.1,406.8,15.2,0.15,14.10,0.25,5.0,35.0
563618,2005,11298,335882,324352,0.641,75.8,43.1,21.0,208.7,66.7,101.4,531.9,26.2,0.15,52.10,0.25,9.0,82.0
563619,2005,11298,322773,333978,0.862,103.4,19.2,21.1,99.9,154.2,32.3,354.8,17.7,0.15,22.70,0.25,7.0,43.0
563620,2005,11298,329339,333378,0.883,91.1,16.7,13.6,52.5,341.9,20.3,506.6,15.6,0.15,13.10,0.25,3.0,39.0
563621,2005,11298,326286,332175,0.932,111.4,22.3,19.0,92.2,246.8,25.1,473.0,16.3,0.15,13.50,0.25,6.0,41.0
563622,2005,11298,331875,329159,0.348,62.8,4.0,29.1,378.7,7.1,253.2,621.3,50.3,2.50,210.50,0.25,21.0,137.0
563623,2005,11298,334283,326888,0.342,9.8,4.3,38.8,594.8,8.4,205.8,785.0,82.4,0.15,189.60,0.25,34.0,83.0
563624,2005,11298,318672,334471,0.257,33.4,4.8,5.0,16.7,85.8,7.2,38.4,7.4,0.15,5.10,0.25,3.0,10.0
563625,2005,11298,322448,332973,0.795,88.9,13.2,19.8,106.6,138.8,43.5,319.5,18.1,0.15,24.30,0.25,7.0,48.0
563627,2005,11298,335759,333750,0.778,89.3,44.2,15.0,66.6,188.1,31.3,412.0,13.8,0.60,9.30,0.25,5.0,44.0
563629,2005,11298,334349,325313,0.519,45.2,14.0,32.8,376.2,30.6,151.5,710.2,52.2,0.15,116.10,0.25,18.0,137.0
563630,2005,11298,333331,324224,0.427,27.0,4.3,26.3,289.4,19.9,135.8,689.9,43.2,0.40,79.00,0.25,11.0,130.0
563631,2005,11298,324400,334550,0.706,78.7,16.8,13.8,57.7,179.8,29.7,249.8,13.1,0.15,11.90,0.25,5.0,40.0
563632,2005,11298,323390,332570,0.776,80.3,16.0,18.0,81.5,249.1,24.0,459.5,14.8,0.15,14.20,0.25,6.0,36.0
563633,2005,11298,310561,338187,0.797,116.1,24.6,17.5,88.0,162.1,23.4,594.0,14.3,0.15,8.20,0.25,3.0,27.0
563634,2005,11298,325430,338560,1.120,129.4,19.8,20.4,121.9,184.1,29.9,234.0,16.9,0.15,12.00,0.25,7.0,47.0
563635,2005,11298,323424,334043,0.813,93.8,23.6,17.9,108.1,185.3,35.9,486.1,18.1,0.60,27.60,0.25,7.0,50.0
563636,2005,11298,328603,339792,0.949,96.4,17.3,15.5,68.9,254.9,24.7,1304.8,16.3,0.30,16.60,0.25,4.0,34.0
563637,2005,11298,311841,337310,0.828,100.1,32.0,16.4,85.3,140.9,28.5,356.0,14.8,0.15,7.80,0.25,3.0,38.0
563638,2005,11298,317879,335137,1.075,168.6,20.6,20.3,104.0,281.1,24.7,825.6,16.2,0.15,21.60,0.25,5.0,49.0
563640,2005,11298,312159,337248,0.897,93.0,28.7,15.3,80.3,173.4,26.6,790.5,15.6,0.60,8.00,0.25,4.0,36.0
563641,2005,11298,321492,334444,1.071,120.3,29.7,21.4,92.1,228.2,29.1,699.0,18.1,0.15,30.70,0.25,6.0,49.0
563642,2005,11298,333967,324929,0.354,21.5,7.8,33.6,435.1,11.4,277.4,1110.7,65.4,0.50,179.50,0.25,19.0,115.0
563643,2005,11298,334424,327348,0.410,19.1,9.9,32.5,359.9,26.5,239.6,1098.6,62.1,0.15,187.10,0.25,18.0,118.0
563645,2005,11298,325959,335641,0.834,95.9,25.2,16.0,74.7,223.0,25.5,472.6,15.1,0.15,11.50,0.25,6.0,40.0
563646,2005,11298,337081,329132,0.565,53.2,17.0,29.8,276.7,39.5,196.9,755.3,55.3,0.15,147.10,0.25,22.0,109.0
563648,2005,11298,332181,327736,0.420,24.0,16.5,34.1,351.3,14.1,233.0,1403.2,60.9,0.15,216.50,0.25,16.0,153.0
563649,2005,11298,335482,330579,0.819,120.2,35.2,16.7,107.2,72.6,36.3,229.9,15.5,0.60,11.30,0.25,11.0,40.0
563650,2005,11298,333774,328068,0.331,15.9,5.4,37.5,496.9,7.6,187.9,619.3,58.1,0.15,150.10,0.25,19.0,92.0
563651,2005,11298,331339,333792,0.877,106.8,35.6,17.8,79.7,240.5,30.0,421.8,15.8,0.40,11.30,0.25,6.0,44.0
563652,2005,11298,316998,336455,1.191,135.9,28.9,19.4,130.9,261.7,27.6,582.2,18.6,0.50,13.20,0.25,9.0,47.0
563654,2005,11298,331509,329033,0.393,19.9,5.8,32.6,345.0,13.3,264.6,780.5,52.3,1.00,142.10,0.25,18.0,150.0
563655,2005,11298,324508,338530,0.957,101.7,17.1,20.2,131.6,159.4,43.6,248.6,18.8,0.15,20.60,0.25,9.0,53.0
563656,2005,11298,327224,320628,0.707,87.4,23.2,17.3,138.0,86.2,64.5,294.9,19.6,0.15,31.40,0.25,9.0,51.0
563657,2005,11298,337640,326875,0.488,50.1,9.7,30.3,366.4,26.9,106.4,511.8,40.4,0.15,76.50,0.25,16.0,71.0
563658,2005,11298,334635,324079,0.588,71.3,26.8,13.8,112.3,54.8,114.3,577.9,20.3,0.15,40.70,0.25,5.0,79.0
563659,2005,11298,334781,323210,0.473,22.8,9.1,24.3,302.1,31.1,132.7,829.5,41.9,0.15,74.40,0.25,11.0,138.0
563660,2005,11298,315542,334061,0.736,74.4,12.0,16.2,67.9,269.8,18.8,484.7,13.3,0.15,8.20,0.25,4.0,26.0
563661,2005,11298,334571,335051,0.730,90.5,41.2,15.0,70.5,187.4,35.6,257.0,13.5,0.50,9.00,0.25,5.0,49.0
563663,2005,11298,337650,325170,0.493,36.7,10.6,28.7,275.9,43.1,157.7,836.3,35.4,3.80,94.80,0.25,9.0,109.0
563664,2005,11298,330368,339481,0.906,107.4,21.9,15.8,69.7,239.1,23.3,516.9,14.9,0.15,14.80,0.25,4.0,37.0
563665,2005,11298,333404,324201,0.376,28.8,4.0,20.2,237.5,17.6,150.6,772.1,36.8,0.15,73.60,0.25,6.0,122.0
563666,2005,11298,321580,337558,0.840,91.6,14.9,18.5,84.5,214.1,24.6,457.8,15.1,0.30,12.50,0.25,5.0,34.0
563668,2005,11298,315929,338263,0.814,81.5,24.2,15.2,76.9,154.6,24.4,474.9,15.1,0.15,7.40,0.25,3.0,33.0
563669,2005,11298,336447,326717,0.456,54.1,13.5,27.8,330.9,23.1,160.6,638.1,43.0,0.15,97.10,0.25,15.0,80.0
563670,2005,11298,317617,334367,0.953,101.7,16.6,20.5,112.8,288.8,21.6,477.1,15.3,0.15,13.90,0.25,6.0,38.0
563672,2005,11298,316977,335073,0.785,90.2,20.8,16.7,76.1,269.1,19.2,412.2,13.8,0.15,8.60,0.25,4.0,28.0
563673,2005,11298,338631,326409,0.930,99.8,8.7,19.6,102.6,75.9,61.7,302.2,17.8,0.15,13.50,0.25,11.0,43.0
563674,2005,11298,318186,333686,0.476,75.9,15.1,10.6,43.0,80.8,23.3,107.1,9.8,0.15,10.50,0.25,3.0,36.0
563676,2005,11298,314196,335945,0.834,93.7,22.2,17.5,85.2,146.2,23.3,335.3,14.8,0.15,8.30,0.25,4.0,31.0
563677,2005,11298,328582,338264,0.823,82.4,13.6,15.3,65.0,270.9,21.8,769.9,14.3,0.30,11.00,0.25,4.0,33.0
563678,2005,11298,336455,329444,0.965,111.5,21.5,18.5,122.9,94.9,43.9,488.5,22.5,0.70,17.60,0.25,11.0,49.0
563680,2005,11298,320050,321341,0.523,32.3,9.5,19.4,258.7,39.0,56.2,630.7,23.9,0.15,47.50,0.25,7.0,70.0
563681,2005,11298,338262,325031,0.798,69.1,16.4,21.9,220.4,78.3,97.6,1123.2,32.3,0.60,69.10,0.25,9.0,90.0
563682,2005,11298,330558,335008,0.841,96.7,24.7,15.1,50.4,277.3,20.8,616.8,16.9,0.15,18.50,0.25,4.0,39.0
563683,2005,11298,333351,335452,0.753,98.3,40.4,15.1,62.2,234.7,26.9,463.6,14.5,0.30,10.35,0.25,4.0,41.0
563684,2005,11298,318156,335728,0.710,75.7,12.6,17.0,84.9,335.3,16.5,755.8,13.8,0.15,9.70,0.25,4.0,25.0
563685,2005,11298,317994,332888,0.856,85.7,17.4,18.5,82.4,229.2,18.5,306.8,13.6,0.40,10.90,0.70,7.0,30.0
563686,2005,11298,334451,327499,0.272,9.6,2.8,38.9,614.2,3.9,232.2,1075.4,83.2,7.80,210.70,0.25,31.0,58.0
563688,2005,11298,332341,327505,0.511,20.3,7.0,33.4,341.4,17.2,274.8,2001.0,71.3,0.15,287.40,0.25,16.0,222.0
563690,2005,11298,333580,330891,0.619,71.6,27.0,19.0,180.7,63.1,101.7,364.4,23.7,0.15,33.60,0.25,11.0,67.0
563692,2005,11298,330168,339237,0.841,89.1,18.2,16.4,65.8,263.4,20.9,441.0,13.8,0.15,8.90,0.25,4.0,31.0
563693,2005,11298,319528,332697,1.069,127.3,19.2,23.5,156.0,259.0,20.9,368.8,16.0,0.40,15.80,0.50,11.0,45.0
563694,2005,11298,337685,327220,0.496,41.1,23.4,25.7,295.4,31.8,126.6,400.7,35.3,0.40,63.70,0.25,13.0,79.0
563697,2005,11298,335301,330719,0.680,91.7,40.8,17.9,161.5,66.8,35.4,341.8,16.7,0.15,16.50,0.25,9.0,42.0
563700,2005,11298,333449,324468,0.457,32.0,3.6,26.1,302.3,22.4,129.1,780.1,43.5,0.15,64.50,0.25,11.0,139.0
563701,2005,11298,302189,438274,1.205,237.5,52.0,18.4,22.8,188.7,27.0,219.9,10.0,0.15,2.80,0.25,0.5,16.0
563702,2005,11298,305101,431908,1.606,210.4,34.8,15.6,32.5,142.8,24.0,424.5,14.1,0.40,4.60,0.25,0.5,18.0
563704,2005,11298,303333,421349,1.459,274.3,65.4,18.5,9.7,162.8,22.9,129.6,8.3,0.50,0.35,0.25,1.0,8.0
563705,2005,11298,304604,439513,1.062,251.6,50.4,16.1,20.4,154.7,21.1,219.0,10.2,0.15,2.70,0.25,1.0,14.0
563706,2005,11298,313153,437529,0.878,108.1,55.8,25.0,132.9,112.4,43.6,660.8,20.6,0.90,12.40,0.25,4.0,67.0
563707,2005,11298,295485,424845,1.402,211.1,44.1,17.0,24.6,151.3,24.2,164.5,10.6,0.50,1.90,0.25,1.0,11.0
563708,2005,11298,302115,427777,1.367,299.2,56.8,16.5,12.2,136.4,22.9,135.1,9.3,0.15,1.90,0.25,0.5,8.0
563710,2005,11298,309175,442886,1.948,284.5,50.9,21.0,24.3,121.9,21.0,493.9,13.2,0.15,3.20,0.25,0.5,15.0
563711,2005,11298,302643,436819,0.995,211.2,39.9,14.4,25.2,137.2,24.9,272.0,10.4,0.40,3.50,0.25,1.0,16.0
563712,2005,11298,291811,423751,1.304,200.4,44.3,17.5,36.7,174.3,25.4,208.6,11.8,0.15,3.30,0.25,1.0,15.0
563713,2005,11298,309405,439488,1.178,196.9,31.7,16.7,50.5,190.7,26.2,274.6,14.1,0.30,4.80,0.25,1.0,21.0
563714,2005,11298,308776,440938,1.035,121.7,20.9,15.0,66.4,172.8,23.2,324.0,15.6,0.15,6.00,0.25,4.0,30.0
563715,2005,11298,299128,433253,1.328,197.9,42.7,17.6,37.2,206.4,24.6,185.8,12.0,0.70,2.90,0.25,1.0,17.0
563716,2005,11298,311907,434624,1.575,167.4,31.9,18.1,69.3,130.7,35.0,741.8,17.0,0.15,8.60,0.25,1.0,36.0
563717,2005,11298,314025,438626,1.328,115.1,24.4,20.1,84.9,95.8,33.8,978.6,26.8,0.70,11.00,0.25,3.0,40.0
563718,2005,11298,312655,437739,1.192,139.6,54.2,24.1,133.3,119.1,40.2,884.2,19.1,0.60,13.60,0.25,3.0,55.0
563720,2005,11298,310223,442090,1.482,200.6,37.7,16.0,34.2,117.7,19.5,353.0,13.6,0.60,3.50,0.25,1.0,17.0
563721,2005,11298,310603,439101,1.021,115.2,15.2,28.9,180.8,123.4,36.1,534.8,19.6,0.15,15.00,0.50,4.0,59.0
563722,2005,11298,308758,439156,1.234,207.0,29.3,17.1,24.0,157.2,22.9,281.7,12.5,0.15,4.30,0.25,1.0,16.0
563723,2005,11298,309441,437367,1.190,163.9,35.3,18.8,76.0,134.7,30.8,248.1,14.6,0.15,8.40,0.25,1.0,33.0
563724,2005,11298,310032,439111,1.244,165.2,26.7,18.4,53.9,115.8,24.2,466.3,15.1,0.30,5.00,0.25,1.0,23.0
563725,2005,11298,315903,440890,1.193,119.0,23.8,16.0,51.5,118.1,22.6,705.4,18.8,0.15,6.00,0.25,3.0,25.0
563726,2005,11298,301907,432399,1.194,188.4,47.5,15.0,28.7,139.2,22.3,414.2,12.0,0.15,3.10,0.25,0.5,15.0
563727,2005,11298,302419,439214,1.050,248.9,35.2,17.3,19.1,129.5,35.6,186.5,10.9,0.15,3.80,0.25,0.5,19.0
563728,2005,11298,301983,428904,1.424,278.1,55.9,16.1,20.6,162.4,23.6,166.7,10.1,0.50,1.30,0.25,1.0,13.0
563729,2005,11298,308430,430472,1.466,153.9,39.3,23.3,100.4,154.0,33.3,903.3,22.2,0.60,9.40,0.25,3.0,36.0
563731,2005,11298,304390,435323,1.188,139.7,26.9,16.4,47.5,135.8,17.2,437.7,13.4,0.15,4.20,0.25,1.0,16.0
563733,2005,11298,302917,438220,1.150,238.8,46.1,17.5,27.7,170.2,25.1,290.7,11.3,0.15,3.60,0.25,1.0,17.0
563735,2005,11298,308623,436104,0.909,102.3,25.2,21.4,113.3,163.7,36.3,322.7,17.1,0.15,13.40,0.25,3.0,43.0
563737,2005,11298,305364,438786,0.978,164.0,35.2,13.7,31.6,132.9,18.3,463.7,11.5,0.50,2.50,0.25,1.0,14.0
563739,2005,11298,309589,440407,1.098,251.6,40.1,20.1,17.8,199.2,22.2,190.3,9.7,0.15,2.20,0.25,1.0,16.0
563740,2005,11298,305742,436534,1.153,218.4,40.6,16.0,31.6,169.6,22.3,207.4,11.5,0.60,3.50,0.25,1.0,17.0
563741,2005,11298,313489,434917,1.229,111.5,18.9,28.7,211.8,95.8,49.1,535.6,27.3,0.90,31.70,1.00,3.0,54.0
563742,2005,11298,314954,439126,1.254,119.9,19.3,17.5,67.4,107.8,26.3,559.1,19.3,0.40,7.50,0.25,3.0,30.0
563743,2005,11298,313307,435752,1.013,117.8,27.4,23.3,120.6,123.4,42.5,410.8,17.5,0.40,13.90,0.25,1.0,61.0
563746,2005,11298,301327,435461,1.143,206.5,47.3,16.7,35.4,173.7,24.1,218.8,11.8,0.15,2.50,0.25,1.0,17.0
563748,2005,11298,300802,435207,1.303,245.9,44.0,15.3,20.4,160.0,21.9,341.2,10.9,0.60,2.10,0.25,0.5,12.0
563749,2005,11298,290841,423340,1.250,170.6,30.9,18.3,60.3,137.1,27.8,230.8,14.6,0.15,5.60,0.25,4.0,26.0
563750,2005,11298,300326,433255,1.331,238.7,60.9,16.5,25.6,163.8,25.0,325.3,11.4,0.15,2.70,0.25,1.0,14.0
563751,2005,11298,300242,427159,1.570,296.7,48.7,16.1,16.4,174.4,26.2,246.0,10.0,0.60,1.70,0.25,0.5,11.0
563752,2005,11298,309441,437894,1.220,136.8,25.8,12.7,35.0,120.3,20.9,638.1,13.4,0.15,3.80,0.25,1.0,17.0
563753,2005,11298,303528,431690,1.461,257.5,54.7,18.9,30.5,199.6,29.8,304.2,11.8,0.60,2.80,0.25,1.0,22.0
563754,2005,11298,294022,423818,1.437,233.7,44.2,16.3,21.6,176.8,21.4,187.0,10.4,0.30,2.50,0.25,1.0,11.0
563755,2005,11298,305651,437492,1.003,169.9,32.9,17.6,58.9,114.6,25.5,314.7,14.0,0.15,5.80,0.25,3.0,26.0
563757,2005,11298,298091,434586,1.052,177.4,47.9,14.0,32.7,150.2,21.1,264.8,11.5,0.15,3.40,0.25,1.0,16.0
563758,2005,11298,307975,430582,1.411,132.2,33.1,21.3,82.8,130.9,33.2,688.8,19.9,0.60,9.00,0.25,1.0,36.0
563761,2005,11298,307030,435021,1.010,130.8,23.2,20.4,94.4,149.8,25.4,203.2,17.5,0.15,8.70,0.50,5.0,37.0
563762,2005,11298,303356,440351,1.048,234.4,56.0,15.5,19.2,168.8,27.1,231.4,9.7,0.30,2.20,0.25,1.0,16.0
563763,2005,11298,305299,430692,1.290,230.5,54.1,15.6,22.3,151.4,23.8,217.2,10.3,0.15,1.80,0.25,0.5,14.0
563765,2005,11298,306154,430959,1.318,219.8,48.2,15.8,18.9,180.2,25.1,244.8,10.2,0.50,1.70,0.25,0.5,14.0
563767,2005,11298,298937,434799,1.146,208.7,49.5,14.5,27.6,158.9,24.1,359.7,11.5,0.15,3.50,0.25,1.0,15.0
563768,2005,11298,304685,431553,1.393,239.9,55.0,15.0,22.4,157.4,26.2,261.7,11.3,0.15,3.10,0.25,1.0,15.0
563769,2005,11298,305263,435150,0.985,151.6,31.5,19.5,75.6,105.9,23.0,230.1,15.6,0.60,6.60,0.25,4.0,31.0
563770,2005,11298,302876,433956,1.052,211.0,42.7,16.2,26.5,140.1,24.6,187.1,10.3,0.15,3.00,0.25,0.5,16.0
563771,2005,11298,295229,424524,1.426,223.6,47.1,17.8,24.4,172.0,24.5,227.5,9.9,0.60,1.70,0.25,0.5,12.0
563773,2005,11298,313676,439195,1.639,136.8,24.4,25.0,70.7,117.4,34.2,799.5,39.4,0.80,9.50,0.25,4.0,51.0
563775,2005,11298,306360,439742,0.802,113.6,24.1,12.6,50.7,96.5,17.4,256.5,12.7,0.15,4.70,0.25,3.0,17.0
563776,2005,11298,310026,438215,1.030,124.7,22.4,20.3,94.4,102.8,24.8,358.8,15.1,0.15,8.70,0.25,1.0,25.0
563777,2005,11298,309167,433519,1.219,130.0,30.7,21.5,105.8,127.9,44.0,590.2,20.1,0.15,12.90,0.25,1.0,51.0
563778,2005,11298,303894,431076,1.285,234.6,37.1,15.6,19.0,137.2,25.5,206.5,9.8,0.15,2.50,0.25,0.5,15.0
563779,2005,11298,302833,437400,1.117,185.1,28.7,15.9,28.4,114.1,21.6,312.8,11.5,0.15,3.60,0.25,1.0,15.0
563781,2005,11298,314815,438694,1.290,126.7,19.9,19.9,85.4,134.3,33.9,822.4,20.3,0.30,10.50,0.25,1.0,40.0
563783,2005,11298,304443,439646,1.248,394.6,49.9,20.4,29.2,283.6,24.3,166.0,11.0,0.15,3.60,0.25,1.0,17.0
563784,2005,11298,301835,440539,1.140,276.0,43.4,23.5,29.8,96.9,37.9,104.1,8.8,0.50,2.30,0.25,1.0,13.0
563785,2005,11298,302148,428843,1.478,258.3,43.6,16.6,17.7,131.5,26.0,243.2,10.3,0.15,2.20,0.25,1.0,10.0
563786,2005,11298,308505,443221,2.192,332.2,57.9,23.9,30.8,122.3,30.0,364.6,13.4,0.60,2.90,0.25,1.0,21.0
563787,2005,11298,301937,439310,1.093,246.4,55.7,16.4,23.7,135.3,28.7,188.4,10.4,0.15,2.90,0.25,1.0,18.0
563788,2005,11298,309042,433178,1.108,117.1,42.4,24.1,129.5,145.8,46.5,592.2,20.4,0.15,13.60,0.25,1.0,56.0
563789,2005,11298,302026,439432,1.085,241.7,53.7,17.2,19.2,145.8,23.1,222.2,10.1,0.70,2.20,0.25,1.0,14.0
563790,2005,11298,308849,433455,1.126,118.2,27.4,23.9,98.9,130.2,46.3,449.6,20.4,0.30,12.20,0.60,3.0,59.0
563791,2005,11298,291768,423954,1.262,216.1,44.2,15.1,23.8,152.3,22.3,248.9,9.9,0.15,3.30,0.25,1.0,13.0
563793,2005,11298,307625,440981,0.914,252.8,62.2,15.6,15.6,287.5,19.9,201.9,9.1,0.60,1.40,0.25,0.5,10.0
563794,2005,11298,312436,440185,0.960,99.8,23.9,13.9,69.4,140.4,20.6,364.8,13.8,0.15,6.10,0.25,3.0,24.0
563795,2005,11298,306634,430373,1.723,275.3,43.7,19.3,16.7,206.0,22.9,211.0,10.7,0.40,1.30,0.25,0.5,17.0
563797,2005,11298,313411,436908,1.002,126.1,30.0,26.5,150.6,136.8,36.6,364.6,20.4,0.60,13.70,0.25,3.0,57.0
563798,2005,11298,313426,436075,1.175,144.1,33.9,25.7,132.7,119.6,38.1,461.9,18.9,0.40,12.00,0.25,3.0,46.0
563799,2005,11298,307283,438626,0.900,167.9,42.7,13.1,18.6,148.5,18.1,158.7,9.8,0.15,1.90,0.25,1.0,10.0
563800,2005,11298,290306,425817,1.148,177.7,48.9,19.3,44.0,107.1,22.1,201.9,12.4,0.15,4.50,0.25,3.0,19.0
563801,2005,11329,351509,339283,0.731,89.6,13.5,14.0,72.3,76.5,24.5,275.7,13.9,0.30,7.90,0.25,3.0,29.0
563802,2005,11329,358307,379810,0.774,100.6,19.2,16.8,91.6,102.6,24.1,238.0,14.7,0.30,8.20,0.25,5.0,31.0
563803,2005,11329,352507,340073,0.782,89.7,14.2,14.1,77.2,61.2,25.0,326.1,14.4,0.15,8.40,0.25,3.0,29.0
563804,2005,11329,355803,338143,0.863,142.4,21.5,23.4,141.3,97.3,28.8,184.5,15.7,0.30,11.30,0.25,11.0,42.0
563805,2005,11329,340211,375892,0.803,128.0,26.4,17.8,83.1,82.8,23.5,312.1,13.7,0.15,7.70,0.25,3.0,26.0
563806,2005,11329,355790,380550,0.809,100.1,18.5,14.8,70.1,94.3,19.8,446.1,14.0,0.15,6.60,0.25,2.0,25.0
563807,2005,11329,353732,342161,0.710,86.0,14.4,13.6,74.6,72.7,22.6,449.1,13.4,0.50,7.30,0.25,4.0,27.0
563808,2005,11329,339063,376304,0.790,112.7,20.1,15.5,77.9,98.2,18.0,314.6,13.3,0.15,6.00,0.25,2.0,21.0
563809,2005,11329,341398,372784,0.839,114.2,20.0,14.7,81.0,89.1,18.5,362.2,13.8,0.50,6.20,0.25,3.0,22.0
563812,2005,11329,356634,380611,0.747,95.7,15.0,15.3,86.0,92.9,20.9,364.8,14.4,0.40,7.20,0.25,3.0,28.0
563813,2005,11329,343183,374885,0.920,144.1,30.8,18.1,86.0,98.9,25.2,304.6,14.0,0.15,7.60,0.25,2.0,32.0
563814,2005,11329,347670,380489,0.724,111.3,26.4,14.3,72.3,95.8,23.8,288.6,13.0,0.15,6.70,0.25,3.0,28.0
563815,2005,11329,313336,335422,0.827,88.1,17.4,15.8,78.1,167.2,22.7,376.3,14.6,0.30,8.10,0.25,4.0,31.0
563816,2005,11329,353203,337428,0.894,131.5,21.2,21.8,129.5,100.6,28.9,199.0,15.7,0.40,10.60,0.25,6.0,41.0
563817,2005,11329,354338,339021,0.843,151.5,27.2,24.3,152.0,101.8,26.9,184.5,15.6,0.40,10.60,0.25,11.0,41.0
