Councils,Variable,Date,Value ($000)
Porirua City,19 Total Assets,2011,893213
Porirua City,20 Public Debt,2011,30651
Porirua City,21 Non-current,2011,30645
Porirua City,22 Current,2011,6
Porirua City,23 Other Liabilities,2011,10981
Porirua City,24 Total Liabilities,2011,41632
Porirua City,25 Equity,2011,851581
Porirua City,14 Monetary Assets,2012,14498
Porirua City,16 Fixed Assets,2012,924757
Porirua City,17 Investment properties,2012,7847
Porirua City,18 Other Assets,2012,6302
Porirua City,19 Total Assets,2012,953404
Porirua City,20 Public Debt,2012,28403
Porirua City,21 Non-current,2012,28396
Porirua City,22 Current,2012,7
Porirua City,23 Other Liabilities,2012,11236
Porirua City,24 Total Liabilities,2012,39639
Porirua City,25 Equity,2012,913765
Porirua City,14 Monetary Assets,2013,15317
Porirua City,16 Fixed Assets,2013,921670
Porirua City,17 Investment properties,2013,8004
Porirua City,18 Other Assets,2013,5990
Porirua City,19 Total Assets,2013,950981
Porirua City,20 Public Debt,2013,28370
Porirua City,21 Non-current,2013,28368
Porirua City,22 Current,2013,2
Porirua City,23 Other Liabilities,2013,11468
Porirua City,24 Total Liabilities,2013,39838
Porirua City,25 Equity,2013,911143
Porirua City,14 Monetary Assets,2014,15518
Porirua City,16 Fixed Assets,2014,914435
Porirua City,17 Investment properties,2014,8164
Porirua City,18 Other Assets,2014,5940
Porirua City,19 Total Assets,2014,944057
Porirua City,20 Public Debt,2014,26485
Porirua City,21 Non-current,2014,26485
Porirua City,22 Current,2014,0
Porirua City,23 Other Liabilities,2014,11007
Porirua City,24 Total Liabilities,2014,37492
Porirua City,25 Equity,2014,906565
Porirua City,14 Monetary Assets,2015,16134
Porirua City,16 Fixed Assets,2015,966836
Porirua City,17 Investment properties,2015,8328
Porirua City,18 Other Assets,2015,5890
Porirua City,19 Total Assets,2015,997188
Porirua City,20 Public Debt,2015,25663
Porirua City,21 Non-current,2015,22163
Porirua City,22 Current,2015,3500
Porirua City,23 Other Liabilities,2015,10984
Porirua City,24 Total Liabilities,2015,36647
Porirua City,25 Equity,2015,960541
Porirua City,14 Monetary Assets,2016,16520
Porirua City,16 Fixed Assets,2016,960675
Porirua City,17 Investment properties,2016,8494
Porirua City,18 Other Assets,2016,5890
Porirua City,19 Total Assets,2016,991579
Porirua City,20 Public Debt,2016,23697
Porirua City,21 Non-current,2016,23697
Porirua City,22 Current,2016,0
Porirua City,23 Other Liabilities,2016,10957
Porirua City,24 Total Liabilities,2016,34654
Porirua City,25 Equity,2016,956925
Queenstown-Lakes District,14 Monetary Assets,2007,600
Queenstown-Lakes District,16 Fixed Assets,2007,587960
Queenstown-Lakes District,17 Investment properties,2007,106443
Queenstown-Lakes District,18 Other Assets,2007,15928
Queenstown-Lakes District,19 Total Assets,2007,710931
Queenstown-Lakes District,20 Public Debt,2007,24161
Queenstown-Lakes District,21 Non-current,2007,24161
Queenstown-Lakes District,22 Current,2007,0
Queenstown-Lakes District,23 Other Liabilities,2007,11866
Queenstown-Lakes District,24 Total Liabilities,2007,36027
Queenstown-Lakes District,25 Equity,2007,674904
Queenstown-Lakes District,14 Monetary Assets,2008,1152
Queenstown-Lakes District,16 Fixed Assets,2008,676942
Queenstown-Lakes District,17 Investment properties,2008,111702
Queenstown-Lakes District,18 Other Assets,2008,16160
Queenstown-Lakes District,19 Total Assets,2008,805956
Queenstown-Lakes District,20 Public Debt,2008,48359
Queenstown-Lakes District,21 Non-current,2008,48359
Queenstown-Lakes District,22 Current,2008,0
Queenstown-Lakes District,23 Other Liabilities,2008,12059
Queenstown-Lakes District,24 Total Liabilities,2008,60418
Queenstown-Lakes District,25 Equity,2008,745538
Queenstown-Lakes District,14 Monetary Assets,2009,721
Queenstown-Lakes District,16 Fixed Assets,2009,721734
Queenstown-Lakes District,17 Investment properties,2009,113225
Queenstown-Lakes District,18 Other Assets,2009,16270
Queenstown-Lakes District,19 Total Assets,2009,851950
Queenstown-Lakes District,20 Public Debt,2009,60796
Queenstown-Lakes District,21 Non-current,2009,60796
Queenstown-Lakes District,22 Current,2009,0
Queenstown-Lakes District,23 Other Liabilities,2009,11848
Queenstown-Lakes District,24 Total Liabilities,2009,72644
Queenstown-Lakes District,25 Equity,2009,779306
Queenstown-Lakes District,14 Monetary Assets,2010,1368
Queenstown-Lakes District,16 Fixed Assets,2010,778362
Queenstown-Lakes District,17 Investment properties,2010,121386
Queenstown-Lakes District,18 Other Assets,2010,16384
Queenstown-Lakes District,19 Total Assets,2010,917500
Queenstown-Lakes District,20 Public Debt,2010,81485
Queenstown-Lakes District,21 Non-current,2010,81485
Queenstown-Lakes District,22 Current,2010,0
Queenstown-Lakes District,23 Other Liabilities,2010,11931
Queenstown-Lakes District,24 Total Liabilities,2010,93416
Queenstown-Lakes District,25 Equity,2010,824084
Queenstown-Lakes District,14 Monetary Assets,2011,1226
Queenstown-Lakes District,16 Fixed Assets,2011,874121
Queenstown-Lakes District,17 Investment properties,2011,126303
Queenstown-Lakes District,18 Other Assets,2011,16506
Queenstown-Lakes District,19 Total Assets,2011,1018156
Queenstown-Lakes District,20 Public Debt,2011,83007
Queenstown-Lakes District,21 Non-current,2011,83007
Queenstown-Lakes District,22 Current,2011,0
Queenstown-Lakes District,23 Other Liabilities,2011,12085
Queenstown-Lakes District,24 Total Liabilities,2011,95092
Queenstown-Lakes District,25 Equity,2011,923064
Queenstown-Lakes District,14 Monetary Assets,2012,1116
Queenstown-Lakes District,16 Fixed Assets,2012,930627
Queenstown-Lakes District,17 Investment properties,2012,132339
Queenstown-Lakes District,18 Other Assets,2012,16632
Queenstown-Lakes District,19 Total Assets,2012,1080714
Queenstown-Lakes District,20 Public Debt,2012,101574
Queenstown-Lakes District,21 Non-current,2012,101574
Queenstown-Lakes District,22 Current,2012,0
Queenstown-Lakes District,23 Other Liabilities,2012,12373
Queenstown-Lakes District,24 Total Liabilities,2012,113947
Queenstown-Lakes District,25 Equity,2012,966767
Queenstown-Lakes District,14 Monetary Assets,2013,1300
Queenstown-Lakes District,16 Fixed Assets,2013,983422
Queenstown-Lakes District,17 Investment properties,2013,136151
Queenstown-Lakes District,18 Other Assets,2013,16767
Queenstown-Lakes District,19 Total Assets,2013,1137640
Queenstown-Lakes District,20 Public Debt,2013,109030
Queenstown-Lakes District,21 Non-current,2013,109030
Queenstown-Lakes District,22 Current,2013,0
Queenstown-Lakes District,23 Other Liabilities,2013,12932
Queenstown-Lakes District,24 Total Liabilities,2013,121962
Queenstown-Lakes District,25 Equity,2013,1015678
Queenstown-Lakes District,14 Monetary Assets,2014,1250
Queenstown-Lakes District,16 Fixed Assets,2014,1064805
Queenstown-Lakes District,17 Investment properties,2014,145309
Queenstown-Lakes District,18 Other Assets,2014,16907
Queenstown-Lakes District,19 Total Assets,2014,1228271
Queenstown-Lakes District,20 Public Debt,2014,116144
Queenstown-Lakes District,21 Non-current,2014,116144
Queenstown-Lakes District,22 Current,2014,0
Queenstown-Lakes District,23 Other Liabilities,2014,13757
Queenstown-Lakes District,24 Total Liabilities,2014,129901
Queenstown-Lakes District,25 Equity,2014,1098370
Queenstown-Lakes District,14 Monetary Assets,2015,1277
Queenstown-Lakes District,16 Fixed Assets,2015,1104182
Queenstown-Lakes District,17 Investment properties,2015,150140
Queenstown-Lakes District,18 Other Assets,2015,17054
Queenstown-Lakes District,19 Total Assets,2015,1272653
Queenstown-Lakes District,20 Public Debt,2015,114697
Queenstown-Lakes District,21 Non-current,2015,114697
Queenstown-Lakes District,22 Current,2015,0
Queenstown-Lakes District,23 Other Liabilities,2015,14716
Queenstown-Lakes District,24 Total Liabilities,2015,129413
Queenstown-Lakes District,25 Equity,2015,1143240
Queenstown-Lakes District,14 Monetary Assets,2016,1595
Queenstown-Lakes District,16 Fixed Assets,2016,1155370
Queenstown-Lakes District,17 Investment properties,2016,157911
Queenstown-Lakes District,18 Other Assets,2016,17209
Queenstown-Lakes District,19 Total Assets,2016,1332085
Queenstown-Lakes District,20 Public Debt,2016,128921
Queenstown-Lakes District,21 Non-current,2016,128921
Queenstown-Lakes District,22 Current,2016,0
Queenstown-Lakes District,23 Other Liabilities,2016,15741
Queenstown-Lakes District,24 Total Liabilities,2016,144662
Queenstown-Lakes District,25 Equity,2016,1187423
Rangitikei District,14 Monetary Assets,2007,6812
Rangitikei District,16 Fixed Assets,2007,441488
Rangitikei District,17 Investment properties,2007,337
Rangitikei District,18 Other Assets,2007,5552
Rangitikei District,19 Total Assets,2007,454189
Rangitikei District,20 Public Debt,2007,0
Rangitikei District,21 Non-current,2007,0
Rangitikei District,22 Current,2007,0
Rangitikei District,23 Other Liabilities,2007,4923
Rangitikei District,24 Total Liabilities,2007,4923
Rangitikei District,25 Equity,2007,449266
Rangitikei District,14 Monetary Assets,2008,3256
Rangitikei District,16 Fixed Assets,2008,490070
Rangitikei District,17 Investment properties,2008,337
Rangitikei District,18 Other Assets,2008,5675
Rangitikei District,19 Total Assets,2008,499338
Rangitikei District,20 Public Debt,2008,0
Rangitikei District,21 Non-current,2008,0
Rangitikei District,22 Current,2008,0
Rangitikei District,23 Other Liabilities,2008,5031
Rangitikei District,24 Total Liabilities,2008,5031
Rangitikei District,25 Equity,2008,494307
Rangitikei District,14 Monetary Assets,2009,4391
Rangitikei District,16 Fixed Assets,2009,494530
Rangitikei District,17 Investment properties,2009,337
Rangitikei District,18 Other Assets,2009,5586
Rangitikei District,19 Total Assets,2009,504844
Rangitikei District,20 Public Debt,2009,1100
Rangitikei District,21 Non-current,2009,733
Rangitikei District,22 Current,2009,367
Rangitikei District,23 Other Liabilities,2009,5153
Rangitikei District,24 Total Liabilities,2009,6253
Rangitikei District,25 Equity,2009,498591
Rangitikei District,14 Monetary Assets,2010,3897
Rangitikei District,16 Fixed Assets,2010,499606
Rangitikei District,17 Investment properties,2010,337
Rangitikei District,18 Other Assets,2010,5251
Rangitikei District,19 Total Assets,2010,509091
Rangitikei District,20 Public Debt,2010,3302
Rangitikei District,21 Non-current,2010,2079
Rangitikei District,22 Current,2010,1223
Rangitikei District,23 Other Liabilities,2010,5241
Rangitikei District,24 Total Liabilities,2010,8543
Rangitikei District,25 Equity,2010,500548
Rangitikei District,14 Monetary Assets,2011,3713
Rangitikei District,16 Fixed Assets,2011,543842
Rangitikei District,17 Investment properties,2011,337
Rangitikei District,18 Other Assets,2011,5293
Rangitikei District,19 Total Assets,2011,553185
Rangitikei District,20 Public Debt,2011,6383
Rangitikei District,21 Non-current,2011,3725
Rangitikei District,22 Current,2011,2658
Rangitikei District,23 Other Liabilities,2011,5328
Rangitikei District,24 Total Liabilities,2011,11711
Rangitikei District,25 Equity,2011,541474
Rangitikei District,14 Monetary Assets,2012,4011
Rangitikei District,16 Fixed Assets,2012,553036
Rangitikei District,17 Investment properties,2012,337
Rangitikei District,18 Other Assets,2012,5389
Rangitikei District,19 Total Assets,2012,562773
Rangitikei District,20 Public Debt,2012,11759
Rangitikei District,21 Non-current,2012,6790
Rangitikei District,22 Current,2012,4969
Rangitikei District,23 Other Liabilities,2012,5423
Rangitikei District,24 Total Liabilities,2012,17182
Rangitikei District,25 Equity,2012,545591
Rangitikei District,14 Monetary Assets,2013,4183
Rangitikei District,16 Fixed Assets,2013,558261
Rangitikei District,17 Investment properties,2013,337
Rangitikei District,18 Other Assets,2013,5456
Rangitikei District,19 Total Assets,2013,568237
Rangitikei District,20 Public Debt,2013,12342
Rangitikei District,21 Non-current,2013,6379
Rangitikei District,22 Current,2013,5963
Rangitikei District,23 Other Liabilities,2013,5718
Rangitikei District,24 Total Liabilities,2013,18060
Rangitikei District,25 Equity,2013,550177
Rangitikei District,14 Monetary Assets,2014,3725
Rangitikei District,16 Fixed Assets,2014,605942
Rangitikei District,17 Investment properties,2014,337
Rangitikei District,18 Other Assets,2014,5503
Rangitikei District,19 Total Assets,2014,615507
Rangitikei District,20 Public Debt,2014,9765
Rangitikei District,21 Non-current,2014,4108
Rangitikei District,22 Current,2014,5657
Rangitikei District,23 Other Liabilities,2014,5616
Rangitikei District,24 Total Liabilities,2014,15381
Rangitikei District,25 Equity,2014,600126
Rangitikei District,14 Monetary Assets,2015,3889
Rangitikei District,16 Fixed Assets,2015,604498
Rangitikei District,17 Investment properties,2015,337
Rangitikei District,18 Other Assets,2015,5435
Rangitikei District,19 Total Assets,2015,614159
Rangitikei District,20 Public Debt,2015,7319
Rangitikei District,21 Non-current,2015,3269
Rangitikei District,22 Current,2015,4050
Rangitikei District,23 Other Liabilities,2015,5714
Rangitikei District,24 Total Liabilities,2015,13033
Rangitikei District,25 Equity,2015,601126
Rangitikei District,14 Monetary Assets,2016,3469
Rangitikei District,16 Fixed Assets,2016,602951
Rangitikei District,17 Investment properties,2016,337
Rangitikei District,18 Other Assets,2016,5526
Rangitikei District,19 Total Assets,2016,612283
Rangitikei District,20 Public Debt,2016,4621
Rangitikei District,21 Non-current,2016,2771
Rangitikei District,22 Current,2016,1850
Rangitikei District,23 Other Liabilities,2016,5359
Rangitikei District,24 Total Liabilities,2016,9980
Rangitikei District,25 Equity,2016,602303
Rodney District,14 Monetary Assets,2007,5256
Rodney District,16 Fixed Assets,2007,1465515
Rodney District,17 Investment properties,2007,8025
Rodney District,18 Other Assets,2007,33694
Rodney District,19 Total Assets,2007,1512490
Rodney District,20 Public Debt,2007,203248
Rodney District,21 Non-current,2007,188748
Rodney District,22 Current,2007,14500
Rodney District,23 Other Liabilities,2007,37360
Rodney District,24 Total Liabilities,2007,240608
Rodney District,25 Equity,2007,1271882
Rodney District,14 Monetary Assets,2008,2186
Rodney District,16 Fixed Assets,2008,1543674
Rodney District,17 Investment properties,2008,8025
Rodney District,18 Other Assets,2008,33059
Rodney District,19 Total Assets,2008,1586944
Rodney District,20 Public Debt,2008,241111
Rodney District,21 Non-current,2008,226111
Rodney District,22 Current,2008,15000
Rodney District,23 Other Liabilities,2008,37360
Rodney District,24 Total Liabilities,2008,278471
Rodney District,25 Equity,2008,1308473
Rodney District,14 Monetary Assets,2009,652
Rodney District,16 Fixed Assets,2009,1631812
Rodney District,17 Investment properties,2009,8025
Rodney District,18 Other Assets,2009,32424
Rodney District,19 Total Assets,2009,1672913
Rodney District,20 Public Debt,2009,278727
Rodney District,21 Non-current,2009,266227
Rodney District,22 Current,2009,12500
Rodney District,23 Other Liabilities,2009,43669
Rodney District,24 Total Liabilities,2009,322396
Rodney District,25 Equity,2009,1350517
Rodney District,14 Monetary Assets,2010,652
Rodney District,16 Fixed Assets,2010,1713075
Rodney District,17 Investment properties,2010,8025
Rodney District,18 Other Assets,2010,31789
Rodney District,19 Total Assets,2010,1753541
Rodney District,20 Public Debt,2010,315068
Rodney District,21 Non-current,2010,295068
Rodney District,22 Current,2010,20000
Rodney District,23 Other Liabilities,2010,44188
Rodney District,24 Total Liabilities,2010,359256
Rodney District,25 Equity,2010,1394285
Rodney District,14 Monetary Assets,2011,652
Rodney District,16 Fixed Assets,2011,1789080
Rodney District,17 Investment properties,2011,8025
Rodney District,18 Other Assets,2011,32134
Rodney District,19 Total Assets,2011,1829891
Rodney District,20 Public Debt,2011,345942
Rodney District,21 Non-current,2011,315442
Rodney District,22 Current,2011,30500
Rodney District,23 Other Liabilities,2011,45620
Rodney District,24 Total Liabilities,2011,391562
Rodney District,25 Equity,2011,1438329
Rodney District,14 Monetary Assets,2012,652
Rodney District,16 Fixed Assets,2012,1866940
Rodney District,17 Investment properties,2012,8025
Rodney District,18 Other Assets,2012,32479
Rodney District,19 Total Assets,2012,1908096
Rodney District,20 Public Debt,2012,365604
Rodney District,21 Non-current,2012,360476
Rodney District,22 Current,2012,5128
Rodney District,23 Other Liabilities,2012,54450
Rodney District,24 Total Liabilities,2012,420054
Rodney District,25 Equity,2012,1488042
Rodney District,14 Monetary Assets,2013,652
Rodney District,16 Fixed Assets,2013,1932404
Rodney District,17 Investment properties,2013,8025
Rodney District,18 Other Assets,2013,32100
Rodney District,19 Total Assets,2013,1973181
Rodney District,20 Public Debt,2013,378564
Rodney District,21 Non-current,2013,341564
Rodney District,22 Current,2013,37000
Rodney District,23 Other Liabilities,2013,56385
Rodney District,24 Total Liabilities,2013,434949
Rodney District,25 Equity,2013,1538232
Rodney District,14 Monetary Assets,2014,652
Rodney District,16 Fixed Assets,2014,1977777
Rodney District,17 Investment properties,2014,8025
Rodney District,18 Other Assets,2014,30998
Rodney District,19 Total Assets,2014,2017452
Rodney District,20 Public Debt,2014,388237
Rodney District,21 Non-current,2014,388237
Rodney District,22 Current,2014,0
Rodney District,23 Other Liabilities,2014,48151
Rodney District,24 Total Liabilities,2014,436388
Rodney District,25 Equity,2014,1581064
Rodney District,14 Monetary Assets,2015,652
Rodney District,16 Fixed Assets,2015,2019344
Rodney District,17 Investment properties,2015,8025
Rodney District,18 Other Assets,2015,29896
Rodney District,19 Total Assets,2015,2057917
Rodney District,20 Public Debt,2015,390787
Rodney District,21 Non-current,2015,390787
Rodney District,22 Current,2015,0
Rodney District,23 Other Liabilities,2015,44463
Rodney District,24 Total Liabilities,2015,435250
Rodney District,25 Equity,2015,1622667
Rodney District,14 Monetary Assets,2016,652
Rodney District,16 Fixed Assets,2016,2067701
Rodney District,17 Investment properties,2016,8025
Rodney District,18 Other Assets,2016,30241
Rodney District,19 Total Assets,2016,2106619
Rodney District,20 Public Debt,2016,395368
Rodney District,21 Non-current,2016,385368
Rodney District,22 Current,2016,10000
Rodney District,23 Other Liabilities,2016,46417
Rodney District,24 Total Liabilities,2016,441785
Rodney District,25 Equity,2016,1664834
Rotorua District,14 Monetary Assets,2007,3896
Rotorua District,16 Fixed Assets,2007,836983
Rotorua District,17 Investment properties,2007,85
Rotorua District,18 Other Assets,2007,15759
Rotorua District,19 Total Assets,2007,856723
Rotorua District,20 Public Debt,2007,105100
Rotorua District,21 Non-current,2007,96093
Rotorua District,22 Current,2007,9007
Rotorua District,23 Other Liabilities,2007,15317
Rotorua District,24 Total Liabilities,2007,120417
Rotorua District,25 Equity,2007,736306
Rotorua District,14 Monetary Assets,2008,3839
Rotorua District,16 Fixed Assets,2008,874264
Rotorua District,17 Investment properties,2008,85
Rotorua District,18 Other Assets,2008,15347
Rotorua District,19 Total Assets,2008,893535
Rotorua District,20 Public Debt,2008,122557
Rotorua District,21 Non-current,2008,100050
Rotorua District,22 Current,2008,22507
Rotorua District,23 Other Liabilities,2008,15317
Rotorua District,24 Total Liabilities,2008,137874
Rotorua District,25 Equity,2008,755661
Rotorua District,14 Monetary Assets,2009,3843
Rotorua District,16 Fixed Assets,2009,936714
Rotorua District,17 Investment properties,2009,85
Rotorua District,18 Other Assets,2009,14604
Rotorua District,19 Total Assets,2009,955246
Rotorua District,20 Public Debt,2009,142733
Rotorua District,21 Non-current,2009,138725
Rotorua District,22 Current,2009,4008
Rotorua District,23 Other Liabilities,2009,15317
Rotorua District,24 Total Liabilities,2009,158050
Rotorua District,25 Equity,2009,797196
Rotorua District,14 Monetary Assets,2010,3745
Rotorua District,16 Fixed Assets,2010,958697
Rotorua District,17 Investment properties,2010,85
Rotorua District,18 Other Assets,2010,14472
Rotorua District,19 Total Assets,2010,976999
Rotorua District,20 Public Debt,2010,156053
Rotorua District,21 Non-current,2010,151046
Rotorua District,22 Current,2010,5007
Rotorua District,23 Other Liabilities,2010,15317
Rotorua District,24 Total Liabilities,2010,171370
Rotorua District,25 Equity,2010,805629
Rotorua District,14 Monetary Assets,2011,3649
Rotorua District,16 Fixed Assets,2011,982045
Rotorua District,17 Investment properties,2011,85
Rotorua District,18 Other Assets,2011,14274
Rotorua District,19 Total Assets,2011,1000053
Rotorua District,20 Public Debt,2011,164649
Rotorua District,21 Non-current,2011,101748
Rotorua District,22 Current,2011,62901
Rotorua District,23 Other Liabilities,2011,15317
Rotorua District,24 Total Liabilities,2011,179966
Rotorua District,25 Equity,2011,820087
Rotorua District,14 Monetary Assets,2012,3557
Rotorua District,16 Fixed Assets,2012,1103283
Rotorua District,17 Investment properties,2012,85
Rotorua District,18 Other Assets,2012,14302
Rotorua District,19 Total Assets,2012,1121227
Rotorua District,20 Public Debt,2012,163721
Rotorua District,21 Non-current,2012,138748
Rotorua District,22 Current,2012,24973
Rotorua District,23 Other Liabilities,2012,15147
Rotorua District,24 Total Liabilities,2012,178868
Rotorua District,25 Equity,2012,942359
Rotorua District,14 Monetary Assets,2013,3466
Rotorua District,16 Fixed Assets,2013,1121962
Rotorua District,17 Investment properties,2013,85
Rotorua District,18 Other Assets,2013,14322
Rotorua District,19 Total Assets,2013,1139835
Rotorua District,20 Public Debt,2013,167606
Rotorua District,21 Non-current,2013,134914
Rotorua District,22 Current,2013,32692
Rotorua District,23 Other Liabilities,2013,15317
Rotorua District,24 Total Liabilities,2013,182923
Rotorua District,25 Equity,2013,956912
Rotorua District,14 Monetary Assets,2014,3377
Rotorua District,16 Fixed Assets,2014,1132146
Rotorua District,17 Investment properties,2014,85
Rotorua District,18 Other Assets,2014,14207
Rotorua District,19 Total Assets,2014,1149815
Rotorua District,20 Public Debt,2014,166287
Rotorua District,21 Non-current,2014,138949
Rotorua District,22 Current,2014,27338
Rotorua District,23 Other Liabilities,2014,15317
Rotorua District,24 Total Liabilities,2014,181604
Rotorua District,25 Equity,2014,968211
Rotorua District,14 Monetary Assets,2015,3289
Rotorua District,16 Fixed Assets,2015,1218284
Rotorua District,17 Investment properties,2015,85
Rotorua District,18 Other Assets,2015,14188
Rotorua District,19 Total Assets,2015,1235846
Rotorua District,20 Public Debt,2015,150030
Rotorua District,21 Non-current,2015,123011
Rotorua District,22 Current,2015,27019
Rotorua District,23 Other Liabilities,2015,15317
Rotorua District,24 Total Liabilities,2015,165347
Rotorua District,25 Equity,2015,1070499
Rotorua District,14 Monetary Assets,2016,3415
Rotorua District,16 Fixed Assets,2016,1229218
Rotorua District,17 Investment properties,2016,85
Rotorua District,18 Other Assets,2016,14228
Rotorua District,19 Total Assets,2016,1246946
Rotorua District,20 Public Debt,2016,141499
Rotorua District,21 Non-current,2016,109499
Rotorua District,22 Current,2016,32000
Rotorua District,23 Other Liabilities,2016,15317
Rotorua District,24 Total Liabilities,2016,156816
Rotorua District,25 Equity,2016,1090130
Ruapehu District,14 Monetary Assets,2007,1244
Ruapehu District,16 Fixed Assets,2007,267540
Ruapehu District,17 Investment properties,2007,3239
Ruapehu District,18 Other Assets,2007,2217
Ruapehu District,19 Total Assets,2007,274240
Ruapehu District,20 Public Debt,2007,25264
Ruapehu District,21 Non-current,2007,22287
Ruapehu District,22 Current,2007,2977
Ruapehu District,23 Other Liabilities,2007,3420
Ruapehu District,24 Total Liabilities,2007,28684
Ruapehu District,25 Equity,2007,245556
Ruapehu District,14 Monetary Assets,2008,1244
Ruapehu District,16 Fixed Assets,2008,296040
Ruapehu District,17 Investment properties,2008,3333
Ruapehu District,18 Other Assets,2008,2267
Ruapehu District,19 Total Assets,2008,302884
Ruapehu District,20 Public Debt,2008,27137
Ruapehu District,21 Non-current,2008,24137
Ruapehu District,22 Current,2008,3000
Ruapehu District,23 Other Liabilities,2008,3538
Ruapehu District,24 Total Liabilities,2008,30675
Ruapehu District,25 Equity,2008,272209
Ruapehu District,14 Monetary Assets,2009,1244
Ruapehu District,16 Fixed Assets,2009,301428
Ruapehu District,17 Investment properties,2009,3424
Ruapehu District,18 Other Assets,2009,2320
Ruapehu District,19 Total Assets,2009,308416
Ruapehu District,20 Public Debt,2009,27932
Ruapehu District,21 Non-current,2009,24932
Ruapehu District,22 Current,2009,3000
Ruapehu District,23 Other Liabilities,2009,3658
Ruapehu District,24 Total Liabilities,2009,31590
Ruapehu District,25 Equity,2009,276826
Ruapehu District,14 Monetary Assets,2010,1244
Ruapehu District,16 Fixed Assets,2010,306665
Ruapehu District,17 Investment properties,2010,3511
Ruapehu District,18 Other Assets,2010,2369
Ruapehu District,19 Total Assets,2010,313789
Ruapehu District,20 Public Debt,2010,28209
Ruapehu District,21 Non-current,2010,24936
Ruapehu District,22 Current,2010,3273
Ruapehu District,23 Other Liabilities,2010,3773
Ruapehu District,24 Total Liabilities,2010,31982
Ruapehu District,25 Equity,2010,281807
Ruapehu District,14 Monetary Assets,2011,1244
Ruapehu District,16 Fixed Assets,2011,333718
Ruapehu District,17 Investment properties,2011,3592
Ruapehu District,18 Other Assets,2011,2414
Ruapehu District,19 Total Assets,2011,340968
Ruapehu District,20 Public Debt,2011,28507
Ruapehu District,21 Non-current,2011,25407
Ruapehu District,22 Current,2011,3100
Ruapehu District,23 Other Liabilities,2011,3887
Ruapehu District,24 Total Liabilities,2011,32394
Ruapehu District,25 Equity,2011,308574
Ruapehu District,14 Monetary Assets,2012,1244
Ruapehu District,16 Fixed Assets,2012,339721
Ruapehu District,17 Investment properties,2012,3667
Ruapehu District,18 Other Assets,2012,2459
Ruapehu District,19 Total Assets,2012,347091
Ruapehu District,20 Public Debt,2012,28259
Ruapehu District,21 Non-current,2012,25059
Ruapehu District,22 Current,2012,3200
Ruapehu District,23 Other Liabilities,2012,3815
Ruapehu District,24 Total Liabilities,2012,32074
Ruapehu District,25 Equity,2012,315017
Ruapehu District,14 Monetary Assets,2013,1244
Ruapehu District,16 Fixed Assets,2013,344410
Ruapehu District,17 Investment properties,2013,3738
Ruapehu District,18 Other Assets,2013,2501
Ruapehu District,19 Total Assets,2013,351893
Ruapehu District,20 Public Debt,2013,27497
Ruapehu District,21 Non-current,2013,24197
Ruapehu District,22 Current,2013,3300
Ruapehu District,23 Other Liabilities,2013,3912
Ruapehu District,24 Total Liabilities,2013,31409
Ruapehu District,25 Equity,2013,320484
Ruapehu District,14 Monetary Assets,2014,1244
Ruapehu District,16 Fixed Assets,2014,367497
Ruapehu District,17 Investment properties,2014,3803
Ruapehu District,18 Other Assets,2014,2540
Ruapehu District,19 Total Assets,2014,375084
Ruapehu District,20 Public Debt,2014,27033
Ruapehu District,21 Non-current,2014,23833
Ruapehu District,22 Current,2014,3200
Ruapehu District,23 Other Liabilities,2014,4004
Ruapehu District,24 Total Liabilities,2014,31037
Ruapehu District,25 Equity,2014,344047
Ruapehu District,14 Monetary Assets,2015,1244
Ruapehu District,16 Fixed Assets,2015,372871
Ruapehu District,17 Investment properties,2015,3858
Ruapehu District,18 Other Assets,2015,2577
Ruapehu District,19 Total Assets,2015,380550
Ruapehu District,20 Public Debt,2015,26744
Ruapehu District,21 Non-current,2015,23590
Ruapehu District,22 Current,2015,3154
Ruapehu District,23 Other Liabilities,2015,4096
Ruapehu District,24 Total Liabilities,2015,30840
Ruapehu District,25 Equity,2015,349710
Ruapehu District,14 Monetary Assets,2016,1244
Ruapehu District,16 Fixed Assets,2016,377362
Ruapehu District,17 Investment properties,2016,3916
Ruapehu District,18 Other Assets,2016,2605
Ruapehu District,19 Total Assets,2016,385127
Ruapehu District,20 Public Debt,2016,26485
Ruapehu District,21 Non-current,2016,23285
Ruapehu District,22 Current,2016,3200
Ruapehu District,23 Other Liabilities,2016,4186
Ruapehu District,24 Total Liabilities,2016,30671
Ruapehu District,25 Equity,2016,354456
Selwyn District,14 Monetary Assets,2007,8641
Selwyn District,16 Fixed Assets,2007,467933
Selwyn District,17 Investment properties,2007,495
Selwyn District,18 Other Assets,2007,74874
Selwyn District,19 Total Assets,2007,551943
Selwyn District,20 Public Debt,2007,0
Selwyn District,21 Non-current,2007,0
Selwyn District,22 Current,2007,0
Selwyn District,23 Other Liabilities,2007,8591
Selwyn District,24 Total Liabilities,2007,8591
Selwyn District,25 Equity,2007,543352
Selwyn District,14 Monetary Assets,2008,9311
Selwyn District,16 Fixed Assets,2008,477831
Selwyn District,17 Investment properties,2008,510
Selwyn District,18 Other Assets,2008,76809
Selwyn District,19 Total Assets,2008,564461
Selwyn District,20 Public Debt,2008,0
Selwyn District,21 Non-current,2008,0
Selwyn District,22 Current,2008,0
Selwyn District,23 Other Liabilities,2008,8591
