Councils,Variable,Date,Value ($000)
Selwyn District,24 Total Liabilities,2008,8591
Selwyn District,25 Equity,2008,555870
Selwyn District,14 Monetary Assets,2009,11579
Selwyn District,16 Fixed Assets,2009,523254
Selwyn District,17 Investment properties,2009,524
Selwyn District,18 Other Assets,2009,78657
Selwyn District,19 Total Assets,2009,614014
Selwyn District,20 Public Debt,2009,0
Selwyn District,21 Non-current,2009,0
Selwyn District,22 Current,2009,0
Selwyn District,23 Other Liabilities,2009,8592
Selwyn District,24 Total Liabilities,2009,8592
Selwyn District,25 Equity,2009,605422
Selwyn District,14 Monetary Assets,2010,16766
Selwyn District,16 Fixed Assets,2010,529593
Selwyn District,17 Investment properties,2010,537
Selwyn District,18 Other Assets,2010,80427
Selwyn District,19 Total Assets,2010,627323
Selwyn District,20 Public Debt,2010,0
Selwyn District,21 Non-current,2010,0
Selwyn District,22 Current,2010,0
Selwyn District,23 Other Liabilities,2010,8594
Selwyn District,24 Total Liabilities,2010,8594
Selwyn District,25 Equity,2010,618729
Selwyn District,14 Monetary Assets,2011,17850
Selwyn District,16 Fixed Assets,2011,535733
Selwyn District,17 Investment properties,2011,549
Selwyn District,18 Other Assets,2011,82130
Selwyn District,19 Total Assets,2011,636262
Selwyn District,20 Public Debt,2011,0
Selwyn District,21 Non-current,2011,0
Selwyn District,22 Current,2011,0
Selwyn District,23 Other Liabilities,2011,8595
Selwyn District,24 Total Liabilities,2011,8595
Selwyn District,25 Equity,2011,627667
Selwyn District,14 Monetary Assets,2012,22247
Selwyn District,16 Fixed Assets,2012,577214
Selwyn District,17 Investment properties,2012,561
Selwyn District,18 Other Assets,2012,83718
Selwyn District,19 Total Assets,2012,683740
Selwyn District,20 Public Debt,2012,0
Selwyn District,21 Non-current,2012,0
Selwyn District,22 Current,2012,0
Selwyn District,23 Other Liabilities,2012,8597
Selwyn District,24 Total Liabilities,2012,8597
Selwyn District,25 Equity,2012,675143
Selwyn District,14 Monetary Assets,2013,28772
Selwyn District,16 Fixed Assets,2013,578882
Selwyn District,17 Investment properties,2013,571
Selwyn District,18 Other Assets,2013,85200
Selwyn District,19 Total Assets,2013,693425
Selwyn District,20 Public Debt,2013,0
Selwyn District,21 Non-current,2013,0
Selwyn District,22 Current,2013,0
Selwyn District,23 Other Liabilities,2013,8598
Selwyn District,24 Total Liabilities,2013,8598
Selwyn District,25 Equity,2013,684827
Selwyn District,14 Monetary Assets,2014,28168
Selwyn District,16 Fixed Assets,2014,588371
Selwyn District,17 Investment properties,2014,581
Selwyn District,18 Other Assets,2014,86588
Selwyn District,19 Total Assets,2014,703708
Selwyn District,20 Public Debt,2014,0
Selwyn District,21 Non-current,2014,0
Selwyn District,22 Current,2014,0
Selwyn District,23 Other Liabilities,2014,8599
Selwyn District,24 Total Liabilities,2014,8599
Selwyn District,25 Equity,2014,695109
Selwyn District,14 Monetary Assets,2015,34784
Selwyn District,16 Fixed Assets,2015,624745
Selwyn District,17 Investment properties,2015,590
Selwyn District,18 Other Assets,2015,87763
Selwyn District,19 Total Assets,2015,747882
Selwyn District,20 Public Debt,2015,0
Selwyn District,21 Non-current,2015,0
Selwyn District,22 Current,2015,0
Selwyn District,23 Other Liabilities,2015,8600
Selwyn District,24 Total Liabilities,2015,8600
Selwyn District,25 Equity,2015,739282
Selwyn District,14 Monetary Assets,2016,45150
Selwyn District,16 Fixed Assets,2016,624804
Selwyn District,17 Investment properties,2016,599
Selwyn District,18 Other Assets,2016,88957
Selwyn District,19 Total Assets,2016,759510
Selwyn District,20 Public Debt,2016,0
Selwyn District,21 Non-current,2016,0
Selwyn District,22 Current,2016,0
Selwyn District,23 Other Liabilities,2016,8601
Selwyn District,24 Total Liabilities,2016,8601
Selwyn District,25 Equity,2016,750909
South Taranaki District,14 Monetary Assets,2007,102610
South Taranaki District,16 Fixed Assets,2007,445912
South Taranaki District,17 Investment properties,2007,0
South Taranaki District,18 Other Assets,2007,9384
South Taranaki District,19 Total Assets,2007,557906
South Taranaki District,20 Public Debt,2007,51082
South Taranaki District,21 Non-current,2007,51082
South Taranaki District,22 Current,2007,0
South Taranaki District,23 Other Liabilities,2007,5657
South Taranaki District,24 Total Liabilities,2007,56739
South Taranaki District,25 Equity,2007,501167
South Taranaki District,14 Monetary Assets,2008,106790
South Taranaki District,16 Fixed Assets,2008,474258
South Taranaki District,17 Investment properties,2008,0
South Taranaki District,18 Other Assets,2008,9384
South Taranaki District,19 Total Assets,2008,590432
South Taranaki District,20 Public Debt,2008,77764
South Taranaki District,21 Non-current,2008,77764
South Taranaki District,22 Current,2008,0
South Taranaki District,23 Other Liabilities,2008,5657
South Taranaki District,24 Total Liabilities,2008,83421
South Taranaki District,25 Equity,2008,507011
South Taranaki District,14 Monetary Assets,2009,110433
South Taranaki District,16 Fixed Assets,2009,540584
South Taranaki District,17 Investment properties,2009,0
South Taranaki District,18 Other Assets,2009,9384
South Taranaki District,19 Total Assets,2009,660401
South Taranaki District,20 Public Debt,2009,102691
South Taranaki District,21 Non-current,2009,102691
South Taranaki District,22 Current,2009,0
South Taranaki District,23 Other Liabilities,2009,5657
South Taranaki District,24 Total Liabilities,2009,108348
South Taranaki District,25 Equity,2009,552053
South Taranaki District,14 Monetary Assets,2010,113629
South Taranaki District,16 Fixed Assets,2010,550712
South Taranaki District,17 Investment properties,2010,0
South Taranaki District,18 Other Assets,2010,9384
South Taranaki District,19 Total Assets,2010,673725
South Taranaki District,20 Public Debt,2010,110156
South Taranaki District,21 Non-current,2010,110156
South Taranaki District,22 Current,2010,0
South Taranaki District,23 Other Liabilities,2010,5657
South Taranaki District,24 Total Liabilities,2010,115813
South Taranaki District,25 Equity,2010,557912
South Taranaki District,14 Monetary Assets,2011,117039
South Taranaki District,16 Fixed Assets,2011,562511
South Taranaki District,17 Investment properties,2011,0
South Taranaki District,18 Other Assets,2011,9384
South Taranaki District,19 Total Assets,2011,688934
South Taranaki District,20 Public Debt,2011,119525
South Taranaki District,21 Non-current,2011,119525
South Taranaki District,22 Current,2011,0
South Taranaki District,23 Other Liabilities,2011,5657
South Taranaki District,24 Total Liabilities,2011,125182
South Taranaki District,25 Equity,2011,563752
South Taranaki District,14 Monetary Assets,2012,121165
South Taranaki District,16 Fixed Assets,2012,604711
South Taranaki District,17 Investment properties,2012,0
South Taranaki District,18 Other Assets,2012,9384
South Taranaki District,19 Total Assets,2012,735260
South Taranaki District,20 Public Debt,2012,128232
South Taranaki District,21 Non-current,2012,128232
South Taranaki District,22 Current,2012,0
South Taranaki District,23 Other Liabilities,2012,5657
South Taranaki District,24 Total Liabilities,2012,133889
South Taranaki District,25 Equity,2012,601371
South Taranaki District,14 Monetary Assets,2013,125157
South Taranaki District,16 Fixed Assets,2013,606633
South Taranaki District,17 Investment properties,2013,0
South Taranaki District,18 Other Assets,2013,9384
South Taranaki District,19 Total Assets,2013,741174
South Taranaki District,20 Public Debt,2013,128900
South Taranaki District,21 Non-current,2013,128900
South Taranaki District,22 Current,2013,0
South Taranaki District,23 Other Liabilities,2013,5657
South Taranaki District,24 Total Liabilities,2013,134557
South Taranaki District,25 Equity,2013,606617
South Taranaki District,14 Monetary Assets,2014,129711
South Taranaki District,16 Fixed Assets,2014,608339
South Taranaki District,17 Investment properties,2014,0
South Taranaki District,18 Other Assets,2014,9384
South Taranaki District,19 Total Assets,2014,747434
South Taranaki District,20 Public Debt,2014,129340
South Taranaki District,21 Non-current,2014,129340
South Taranaki District,22 Current,2014,0
South Taranaki District,23 Other Liabilities,2014,5657
South Taranaki District,24 Total Liabilities,2014,134997
South Taranaki District,25 Equity,2014,612437
South Taranaki District,14 Monetary Assets,2015,134551
South Taranaki District,16 Fixed Assets,2015,637638
South Taranaki District,17 Investment properties,2015,0
South Taranaki District,18 Other Assets,2015,9384
South Taranaki District,19 Total Assets,2015,781573
South Taranaki District,20 Public Debt,2015,130565
South Taranaki District,21 Non-current,2015,130565
South Taranaki District,22 Current,2015,0
South Taranaki District,23 Other Liabilities,2015,5657
South Taranaki District,24 Total Liabilities,2015,136222
South Taranaki District,25 Equity,2015,645351
South Taranaki District,14 Monetary Assets,2016,139566
South Taranaki District,16 Fixed Assets,2016,640166
South Taranaki District,17 Investment properties,2016,0
South Taranaki District,18 Other Assets,2016,9384
South Taranaki District,19 Total Assets,2016,789116
South Taranaki District,20 Public Debt,2016,132278
South Taranaki District,21 Non-current,2016,132278
South Taranaki District,22 Current,2016,0
South Taranaki District,23 Other Liabilities,2016,5657
South Taranaki District,24 Total Liabilities,2016,137935
South Taranaki District,25 Equity,2016,651181
South Waikato District,14 Monetary Assets,2007,27327
South Waikato District,16 Fixed Assets,2007,203617
South Waikato District,17 Investment properties,2007,141
South Waikato District,18 Other Assets,2007,1876
South Waikato District,19 Total Assets,2007,232961
South Waikato District,20 Public Debt,2007,5563
South Waikato District,21 Non-current,2007,4867
South Waikato District,22 Current,2007,696
South Waikato District,23 Other Liabilities,2007,4304
South Waikato District,24 Total Liabilities,2007,9867
South Waikato District,25 Equity,2007,223094
South Waikato District,14 Monetary Assets,2008,27813
South Waikato District,16 Fixed Assets,2008,205221
South Waikato District,17 Investment properties,2008,141
South Waikato District,18 Other Assets,2008,1929
South Waikato District,19 Total Assets,2008,235104
South Waikato District,20 Public Debt,2008,6002
South Waikato District,21 Non-current,2008,5323
South Waikato District,22 Current,2008,679
South Waikato District,23 Other Liabilities,2008,4357
South Waikato District,24 Total Liabilities,2008,10359
South Waikato District,25 Equity,2008,224745
South Waikato District,14 Monetary Assets,2009,29025
South Waikato District,16 Fixed Assets,2009,229478
South Waikato District,17 Investment properties,2009,141
South Waikato District,18 Other Assets,2009,1979
South Waikato District,19 Total Assets,2009,260623
South Waikato District,20 Public Debt,2009,6984
South Waikato District,21 Non-current,2009,6376
South Waikato District,22 Current,2009,608
South Waikato District,23 Other Liabilities,2009,4407
South Waikato District,24 Total Liabilities,2009,11391
South Waikato District,25 Equity,2009,249232
South Waikato District,14 Monetary Assets,2010,30418
South Waikato District,16 Fixed Assets,2010,230111
South Waikato District,17 Investment properties,2010,141
South Waikato District,18 Other Assets,2010,2027
South Waikato District,19 Total Assets,2010,262697
South Waikato District,20 Public Debt,2010,7140
South Waikato District,21 Non-current,2010,6388
South Waikato District,22 Current,2010,752
South Waikato District,23 Other Liabilities,2010,4456
South Waikato District,24 Total Liabilities,2010,11596
South Waikato District,25 Equity,2010,251101
South Waikato District,14 Monetary Assets,2011,32191
South Waikato District,16 Fixed Assets,2011,230025
South Waikato District,17 Investment properties,2011,141
South Waikato District,18 Other Assets,2011,2074
South Waikato District,19 Total Assets,2011,264431
South Waikato District,20 Public Debt,2011,6867
South Waikato District,21 Non-current,2011,6053
South Waikato District,22 Current,2011,814
South Waikato District,23 Other Liabilities,2011,4502
South Waikato District,24 Total Liabilities,2011,11369
South Waikato District,25 Equity,2011,253062
South Waikato District,14 Monetary Assets,2012,34798
South Waikato District,16 Fixed Assets,2012,249259
South Waikato District,17 Investment properties,2012,141
South Waikato District,18 Other Assets,2012,2119
South Waikato District,19 Total Assets,2012,286317
South Waikato District,20 Public Debt,2012,6629
South Waikato District,21 Non-current,2012,5785
South Waikato District,22 Current,2012,844
South Waikato District,23 Other Liabilities,2012,4546
South Waikato District,24 Total Liabilities,2012,11175
South Waikato District,25 Equity,2012,275142
South Waikato District,14 Monetary Assets,2013,37452
South Waikato District,16 Fixed Assets,2013,248672
South Waikato District,17 Investment properties,2013,141
South Waikato District,18 Other Assets,2013,2163
South Waikato District,19 Total Assets,2013,288428
South Waikato District,20 Public Debt,2013,6307
South Waikato District,21 Non-current,2013,5420
South Waikato District,22 Current,2013,887
South Waikato District,23 Other Liabilities,2013,4591
South Waikato District,24 Total Liabilities,2013,10898
South Waikato District,25 Equity,2013,277530
South Waikato District,14 Monetary Assets,2014,40386
South Waikato District,16 Fixed Assets,2014,248093
South Waikato District,17 Investment properties,2014,141
South Waikato District,18 Other Assets,2014,2205
South Waikato District,19 Total Assets,2014,290825
South Waikato District,20 Public Debt,2014,6193
South Waikato District,21 Non-current,2014,5305
South Waikato District,22 Current,2014,888
South Waikato District,23 Other Liabilities,2014,4633
South Waikato District,24 Total Liabilities,2014,10826
South Waikato District,25 Equity,2014,279999
South Waikato District,14 Monetary Assets,2015,43630
South Waikato District,16 Fixed Assets,2015,263556
South Waikato District,17 Investment properties,2015,141
South Waikato District,18 Other Assets,2015,2247
South Waikato District,19 Total Assets,2015,309574
South Waikato District,20 Public Debt,2015,5876
South Waikato District,21 Non-current,2015,4958
South Waikato District,22 Current,2015,918
South Waikato District,23 Other Liabilities,2015,4675
South Waikato District,24 Total Liabilities,2015,10551
South Waikato District,25 Equity,2015,299023
South Waikato District,14 Monetary Assets,2016,47067
South Waikato District,16 Fixed Assets,2016,262760
South Waikato District,17 Investment properties,2016,141
South Waikato District,18 Other Assets,2016,2289
South Waikato District,19 Total Assets,2016,312257
South Waikato District,20 Public Debt,2016,5831
South Waikato District,21 Non-current,2016,5105
South Waikato District,22 Current,2016,726
South Waikato District,23 Other Liabilities,2016,4718
South Waikato District,24 Total Liabilities,2016,10549
South Waikato District,25 Equity,2016,301708
South Wairarapa District,14 Monetary Assets,2007,2927
South Wairarapa District,16 Fixed Assets,2007,218962
South Wairarapa District,17 Investment properties,2007,6581
South Wairarapa District,18 Other Assets,2007,3720
South Wairarapa District,19 Total Assets,2007,232190
South Wairarapa District,20 Public Debt,2007,5561
South Wairarapa District,21 Non-current,2007,5551
South Wairarapa District,22 Current,2007,10
South Wairarapa District,23 Other Liabilities,2007,2294
South Wairarapa District,24 Total Liabilities,2007,7856
South Wairarapa District,25 Equity,2007,224333
South Wairarapa District,14 Monetary Assets,2008,5838
South Wairarapa District,16 Fixed Assets,2008,221322
South Wairarapa District,17 Investment properties,2008,6581
