"SECTION_NAME","SECTION_OFFICE_NAME","GULLY_TYPE_NAME","START_METRES","END_METRES","EASTING","NORTHING"
"7020U5342_16 - RIVERSIDE GDS1: RIVERSIDE GARDENS (15) TO DEAD END [CDS 1L] -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",43,43,293376,393008
"7020U5342_16 - RIVERSIDE GDS1: RIVERSIDE GARDENS (15) TO DEAD END [CDS 1L] -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",56,56,293383,393020
"7020U5342_16 - RIVERSIDE GDS1: RIVERSIDE GARDENS (15) TO DEAD END [CDS 1L] -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",94,94,293406,393017
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",191,191,293195,393185
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",229,229,293171,393215
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",255,255,293146,393225
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",327,327,293075,393210
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",191,191,293199,393189
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",229,229,293167,393211
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",288,288,293114,393209
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",303,303,293098,393215
"7020U5342_14 - RIVERSIDE S1: RIVERSIDE SOUTH TO RIVERSIDE GARDENS (15) -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",18,18,293309,393052
"7020U5342_13 - RIVERSIDE S1: RIVERSIDE SOUTH (12) TO DEAD END [CDS 1L] -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",16,16,293343,393061
"7020U5342_15 - RIVERSIDE GDS1: RIVERSIDE SOUTH (14) TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",34,34,293316,392999
"7020U5342_12 - RIVERSIDE S1: PARK VIEW TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",63,63,293338,393052
"7020U5342_16 - RIVERSIDE GDS1: RIVERSIDE GARDENS (15) TO DEAD END [CDS 1L] -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",43,43,293381,393007
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",0,0,293320,393113
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",255,255,293146,393219
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",327,327,293075,393205
"7020U5342_14 - RIVERSIDE S1: RIVERSIDE SOUTH TO RIVERSIDE GARDENS (15) -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",6,6,293321,393051
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",354,354,293066,393206
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",37,37,293284,393106
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",152,152,293209,393153
"7020U5342_12 - RIVERSIDE S1: PARK VIEW TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",16,16,293326,393092
"7020U5342_12 - RIVERSIDE S1: PARK VIEW TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",16,16,293321,393091
"7020U5342_12 - RIVERSIDE S1: PARK VIEW TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",50,50,293323,393057
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",82,82,293240,393099
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",151,151,293218,393153
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",244,244,293155,393218
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",37,37,293285,393099
"7020U5342_04 - PARK VW1: PARKER AVENUE TO DEAD END -  MAGHERAFELT","COOKSTOWN / MAGHERAFELT","Surface Type",82,82,293240,393093
