Sample_Ide,Easting,Northing,Auppb,Ptppb,Pdppb
559911,326682,412711,3.76198336,2.30028439,1.3071558
559912,332699,404598,1.06137184,1.31853973,0.1727502
559913,331599,397648,1.09537216,0.84411955,0.310894
559915,334342,408412,0.7160272,3.31822378,1.7215873
559916,331459,405502,0.04393024,0.59683875,0.1569822
559917,331577,413740,0.39677344,0.94472694,0.6583857
559918,332161,406435,1.33964032,2.66073604,1.7073068
559919,334406,412160,3.28269184,1.18702224,1.2569758
559920,339133,397299,6.37887808,3.79084918,2.1977024
559921,323445,409688,0.9456064,2.89555309,1.4533324
559922,318574,402699,0.47843584,1.43470188,0.7656876
559923,333199,413335,1.16059936,4.01100886,1.4046399
559924,334800,396300,0.6287152,1.73153855,3.3988495
559925,324670,410657,1.28365792,2.76672777,0.8614859
559926,343499,397598,0.60940384,3.26916646,2.0087836
559927,320454,406411,1.67276128,2.33468434,0.8642626
559929,335400,409208,0.35167936,3.26667371,1.3614018
559930,332892,402618,0.55876288,3.94589823,0.9155335
559931,326553,406632,0.77293408,1.81848567,1.7564951
559932,330511,408442,0.32651296,0.63263464,-0.0613902
559933,337190,399526,1.98297568,1.22590914,0.7040039
559934,319300,403222,1.15700416,1.26599256,0.2756887
559935,333209,411155,0.33226528,1.36251184,0.2505987
559936,338559,406214,0.23766016,1.1018699,-0.0100201
559938,326874,410713,2.9188576,1.7160835,0.508639
559939,320285,402481,0.20817952,5.87379108,1.5287016
559940,328621,406186,0.25625248,2.64408447,0.4462611
559941,325419,409334,0.06447424,3.94849069,0.9206903
559942,332342,408617,0.58998976,0.45804243,-0.2937455
559944,333867,405704,0.48090112,3.66671023,0.5388858
559945,333733,399283,8.9664976,-0.41342297,-0.2498132
559946,320521,408859,1.0508944,1.711098,0.9339791
559947,319543,401738,0.0144496,1.15810634,0.0037645
559948,321526,403428,-0.14004128,1.62574624,-0.0246973
559949,329769,409278,0.79245088,1.0998757,0.0399616
559950,328401,408379,0.52989856,0.99129151,0.6238745
559951,330848,412397,6.78862816,0.8176964,0.1190001
559952,330843,396495,1.86926464,1.80213323,0.7522005
559953,342336,398138,0.88130368,0.70971047,0.0521595
559954,321442,401602,-0.10604096,1.62405117,0.3525454
559955,341651,397455,-0.07563584,0.03407551,-0.2680605
559956,332279,396718,0.60293248,0.96496807,0.1921875
559957,330853,410391,-0.12874208,0.20288454,-0.1536183
559959,333714,409519,-0.08169632,4.24512794,1.3485097
559960,328744,404833,-0.02037248,2.26369082,0.5573315
559961,338500,398212,0.9825856,4.08240122,0.6563031
559963,327597,407248,0.4561456,0.96058083,0.4039155
559964,327206,409503,-0.30952928,0.01881988,-0.7534976
559965,333875,403696,3.99300064,-0.66020522,-0.9662173
559966,335457,395678,2.28271264,10.46453919,-0.0940171
559967,324291,408837,0.40684,2.4170448,1.0127201
559968,329149,411747,0.33996928,0.17436748,-0.2639945
559969,331579,407718,2.18348512,0.614288,-0.218773
559970,320695,400622,-0.11323136,1.24565172,-0.2664737
559971,328639,410359,0.8706208,0.59793556,-0.2395987
559972,331448,415106,0.22492288,3.09078527,0.4498312
559973,327724,411317,0.42984928,4.473065,-0.2025091
559974,335186,397468,1.2393856,4.28600904,0.1904025
559975,330556,406503,0.32702656,3.70749162,-0.8594112
559976,325787,411400,9.39668896,41.34961198,0.1059096
559978,332617,414453,-0.0276656,2.27206646,0.0448209
559979,326600,408157,0.45594016,-0.48621127,-0.8303544
559981,334872,400640,0.82470496,1.62016248,2.9098422
559982,318248,400579,0.44833888,0.47698733,-0.6466915
559983,336078,398720,0.06344704,-0.19455952,-0.6483774
559984,337415,397252,-0.30973472,0.73573478,-0.4027333
559985,321400,409476,12.7953856,55.92870963,1.2488439
559986,335396,407851,1.03322656,3.52562058,0.4418976
559987,334291,404856,0.0200992,3.52312783,0.4900942
559988,331367,411692,0.41803648,2.42522102,-0.2173846
559989,333805,397384,0.1207648,0.79964889,-0.0034749
559990,329389,405141,16.97547328,45.33362474,-0.4600536
559991,325116,407376,2.908072,25.27267071,0.0996619
559992,341551,399206,0.44916064,3.12548435,1.0188686
559993,332805,410903,1.13810368,7.63038215,-0.1525274
559994,333743,401486,0.8685664,3.04731171,-0.2967206
559995,323548,407752,0.5973856,4.48552875,0.0438292
559996,320397,404209,-0.0163664,2.01501408,0.3446118
559997,336462,396229,0.22954528,0.8845021,-0.0108135
559998,332679,398417,0.17561728,1.69703889,2.2090078
559999,329197,407187,-0.82138304,1.53162,0.039069
560000,334816,410488,0.56513152,0.18732978,0.1431975
560001,345819,401555,-0.21780032,0.84082912,0.1712627
560002,331219,401412,-1.20360416,-0.73827815,-0.7652988
560003,322435,406253,-0.19325024,2.20974771,2.3262268
560004,347269,397337,-0.26577056,0.96556633,0.0591014
560005,341699,395452,1.36182784,0.5614417,0.0628698
560006,327520,403163,-0.3502064,0.40060947,-0.915343
560008,317601,397346,0.1495264,-0.00640675,-0.9064177
560009,328133,398422,1.40147776,1.53321536,0.2626974
560010,319804,399687,0.05081248,0.97633501,-0.1763282
560011,343750,401593,0.0303712,0.21475003,-0.1821792
560012,330479,400418,2.71074688,1.90872322,0.3255712
560013,330900,398700,2.8736608,1.75935764,1.6061534
560014,344759,400858,0.90985984,0.02909001,-0.299894
560015,317735,399561,-0.55852256,0.71659046,-0.5992883
560016,338659,400612,-0.35267168,0.16010895,-0.5330427
560018,335163,403724,-0.3856448,0.53890724,-0.0797366
560019,334887,402335,-0.53736224,3.95267851,1.8251207
560020,319638,397463,-0.48497504,0.54169912,-0.3125878
560021,320839,396277,-0.53725952,-0.19585575,-0.7059952
560022,327403,395320,-0.43022528,2.20635757,0.468376
560023,325809,405680,-0.49781504,1.12729595,-0.0613902
560024,338180,404850,-0.37865984,0.70661946,0.0527545
560025,340126,400370,-0.72328544,1.84849838,0.2466319
560026,339314,401750,-0.26330528,0.72167567,0.2859032
560027,330586,402288,-0.09484448,0.93615188,0.3669251
560028,321882,395107,-0.59272832,0.34337593,-0.3893454
560029,324568,404427,0.71592448,2.02598218,0.2041871
560030,327498,397187,-0.1745552,1.86794183,0.723342
560031,336516,402726,0.17479552,3.56131676,1.4817942
560032,337314,401183,0.89763616,2.00484366,0.613065
560033,346737,400364,-0.2022896,0.65895808,-0.1052233
560034,329356,397128,0.5937904,1.77610892,0.3671234
560035,321197,397498,0.14110336,1.28025109,0.270036
560036,327729,399328,2.69729056,1.42014422,0.3633549
560037,342767,402408,0.02400256,1.31744292,0.5568356
560038,339601,403824,5.87400928,1.01272916,1.7036375
560039,336524,404802,1.02747424,0.65128041,-0.1786091
560040,344478,402367,0.229648,0.64160854,-0.0119043
560041,335739,401199,0.49322752,1.60849641,1.0411819
560042,323622,397249,-0.06885632,-0.09225706,-0.5634879
560043,326697,404807,-0.53725952,2.43529173,-0.240392
560045,338166,402817,1.18299232,7.61024073,11.5440783
560046,325277,395469,10.02420544,6.42598506,16.6882245
560047,346838,398588,1.08920896,0.44388361,0.4309889
560048,322572,404790,0.45840544,4.26816095,4.4015573
560049,322408,396410,0.24392608,-0.57236071,-0.046713
560050,334387,406253,0.60180256,2.68466644,1.4533324
560051,329721,401220,0.92937664,0.86366271,1.2451746
560052,339912,395776,0.52568704,1.79126484,0.6955744
560054,335877,405296,5.14202656,3.60199844,5.5150381
560055,329192,395372,1.47625792,0.95719069,1.0240255
560056,318851,396204,0.3097696,-0.05416784,-0.2004265
560057,324579,406109,0.64628032,2.30297656,0.5439435
560058,331732,399635,-0.51876992,0.41935495,-0.4317901
560059,332200,400184,3.94718752,1.70730902,0.3385624
560060,337219,395851,0.29271808,0.66474126,-0.0106151
560061,329450,403190,1.36994272,0.01363496,-0.5566452
560063,337456,403791,0.83076544,0.25971924,0.2881841
560064,322105,398506,2.129968,0.54040289,0.4126424
560065,326647,398572,0.20530336,1.55834228,0.0638615
560066,339477,405250,1.66351648,0.02779378,-0.1748407
560067,326216,396510,0.87103168,1.10326584,-0.0131936
560068,342209,396650,0.69979744,-0.03711743,-0.3652471
560069,323801,405318,0.38280352,2.28861832,0.4982261
560070,336710,406739,1.2717424,0.08442906,0.3103982
560071,340786,398560,-0.0153392,0.60511468,-0.0014915
560072,340593,396294,0.24741856,-0.06393942,-0.0806292
560073,320828,398371,0.1372,0.66294648,-0.1322967
560074,337641,405572,0.67843168,0.41915553,0.1281237
560076,338640,396746,0.7191088,0.39612252,0.8657502
560077,325379,399140,2.13417952,0.49822556,0.0144749
560078,321454,399216,4.22730496,0.97105038,0.1134465
560079,328199,396385,7.99753984,1.70072816,0.8081324
560080,326640,400331,1.62602368,1.44527114,0.062374
560081,340737,402844,2.42354176,0.31077076,0.3515537
560082,329369,399752,2.31157696,1.15341997,1.0102409
560083,328651,402465,1.48529728,2.71248553,1.5172971
560084,340104,404750,2.25302656,1.20217816,1.4953805
560085,335209,399748,-0.00332096,2.28213717,1.2909911
560086,327601,405608,0.62696896,4.01170683,2.3891005
560088,321260,405780,1.00538944,3.87001892,2.6540828
560089,327491,401660,1.47143008,1.003157,0.2581356
560090,318681,398719,-0.12483872,0.28065834,-0.2979106
560092,324558,398847,-0.1031648,1.79674889,0.8099175
560093,336428,400370,0.9548512,2.22330827,1.6043683
560094,321682,407661,0.80364736,2.83732245,1.2692729
560095,324688,396283,-0.13942496,1.11463278,0.2142033
560097,323883,395314,0.11347168,1.02369726,0.1758245
560098,328398,400142,0.31634368,2.02628131,1.5823526
560099,326780,402389,0.83323072,0.49094673,0.5249029
560100,325392,397199,1.25130112,0.21295525,-0.0834059
560101,319120,393140,-0.04143008,-0.23115309,-0.442203
560104,317810,389281,0.29015008,0.06568358,-0.2573501
560105,347293,399539,1.82817664,1.88389543,2.2107929
560106,324562,390196,0.21033664,0.22103176,-0.3708997
560107,316491,378290,0.1351456,0.34876027,-0.3805192
560108,314868,378125,0.25296544,0.58208167,0.1352639
560109,312801,372584,1.66844704,0.04304941,-0.4716565
560110,321261,389636,0.173152,2.30666583,0.5202419
560111,320903,394797,1.50060256,1.13656898,0.2127157
560112,315884,375466,3.12666016,1.54079332,1.0776765
560113,346681,396664,9.37162528,1.49642237,1.3065608
560114,322471,392328,1.89247936,0.48456529,-0.0359035
560115,340811,394166,0.15990112,1.6283387,0.5288697
560116,323301,391670,0.30956416,0.90464352,0.0661425
560117,321906,387482,0.78526048,0.68398529,0.0717951
560118,324306,386772,0.49856896,0.6013257,0.1073972
560119,315121,381811,0.30894784,0.53870782,-0.3371819
560120,320914,390121,-0.16983008,2.8089051,1.0615117
560121,323917,389897,1.41596128,0.28394877,-0.3679246
560122,343456,395382,0.5372944,1.26509517,0.5661576
560123,321250,391178,3.57133504,3.60379322,0.9637301
560124,322606,394257,3.3590128,-0.0856762,-0.5771733
560125,324371,388610,3.3764752,0.89497165,-0.1192063
560126,312437,370175,2.72872288,0.45365519,-0.1293216
560127,318608,392182,0.70380352,-0.25288987,-0.6831861
560128,315614,379110,1.17087136,0.6950531,-0.0832076
560129,332635,394360,0.08758624,1.18103964,-0.1637336
560131,313837,373655,0.82223968,1.99257933,0.6027513
560133,320228,392149,4.06962976,3.6085793,11.5381281
560135,315543,389463,2.337976,1.08840905,-0.1005623
560136,308163,388644,3.11032768,1.89994874,0.0786379
560137,348135,398313,1.39233568,0.39602281,-0.4541034
560138,314442,388791,2.23566688,1.10496091,0.1602548
560139,323184,393514,1.57558816,0.60252222,-0.1046283
560140,312394,374861,5.91612448,0.86326387,-0.1002648
560141,318677,386458,1.71764992,1.77421443,0.9044265
560142,323495,387339,4.95959584,1.55973822,0.5686368
560143,319419,385578,3.69521536,1.54318636,0.201807
560144,322314,388697,2.23299616,1.16737937,0.3268604
560145,338702,394335,0.94570912,1.41984509,0.0981744
560146,310379,370166,1.03024768,0.42663378,-0.1059175
560148,339779,391325,-0.05242112,1.99816309,0.677228
560149,317101,375101,-0.18061568,0.89497165,0.0078305
560150,341382,393560,-0.01307936,5.72392695,1.2519181
560151,318326,376591,0.79964128,0.65028331,0.3065305
560152,318623,390344,-0.17332256,0.6112967,-0.0112102
560153,317106,377115,-0.1026512,0.72825653,0.0826047
560154,316154,380360,1.65057376,0.56712517,-0.0936204
560155,311353,375784,0.90585376,0.32682407,-0.3014807
560156,316865,386696,1.41287968,1.15341997,0.3151583
560157,339750,393554,-0.25087616,1.94711157,0.7893893
560158,334212,394661,-0.37876256,1.00784337,0.3061339
560159,333566,395769,-0.4719296,0.79057528,-0.1293216
560161,313310,387739,0.2286208,0.39582339,-0.2103435
560162,348105,396318,6.15114784,1.6253474,0.8879642
560163,315321,377306,0.30689344,0.60601207,-0.2764899
560164,319281,389594,0.30381184,1.47119574,0.8546431
560165,331727,395422,13.97984992,1.2643972,0.4599465
560167,340363,392324,7.21912768,1.82387001,2.1410764
560168,316891,376864,0.30473632,0.58367703,-0.2035008
560169,313558,375446,2.08795552,0.2323987,-0.4453764
560170,313392,371700,0.09272224,0.8525949,-0.1420154
560171,314427,380840,0.19503136,0.68378587,-0.1485606
560172,316194,388793,3.61252576,1.72057045,0.8226112
560173,319763,387873,2.08384672,1.7350284,2.0503358
560174,310882,390325,4.04127904,0.77422284,0.2705318
560175,344490,396345,1.56613792,1.74410201,0.6151476
560176,322717,390129,2.46801952,1.30258613,1.8020141
560177,341515,391676,1.77075616,1.83902593,1.3155853
560178,312123,376713,-0.01297664,1.15511504,0.0157641
560179,319534,395203,2.04039616,2.1049525,0.285209
560180,317083,387844,1.81636384,1.40379178,0.3213069
560181,322287,386396,2.86718944,1.55435388,0.9784073
560182,319588,391626,1.76007328,1.2095567,0.2807463
560183,345816,399682,2.33520256,1.67071545,1.2525132
560184,347842,395804,1.26712,1.25462562,0.4285096
560185,311261,371293,0.92485696,0.87742269,0.3247778
560186,320545,388851,0.21362368,1.62345291,1.0169844
560187,318261,394103,8.27837632,0.71449655,0.2520862
560188,342290,392606,0.98238016,1.47468559,1.0980063
560189,317827,395530,0.40334752,0.80184251,0.3986595
560190,342504,394393,6.05099584,2.61367292,1.5073801
560191,314211,376129,8.26625536,1.11403452,0.9392351
560192,315200,387450,5.08594144,1.98001587,1.0021089
560193,321173,393245,1.5167296,1.41555756,0.8126942
560194,314132,386392,5.64699808,1.82526595,0.6542206
560195,330193,394446,2.85589024,1.58466572,1.0213479
560197,318284,388439,9.46438144,1.52942638,1.1132785
560198,320278,386185,2.67109696,3.53728665,4.7707673
560199,345688,395752,1.47379264,1.28164703,0.9698787
560200,313670,377364,4.32283456,1.80173439,0.5339273
560201,314201,384568,2.33191552,1.94960432,0.9141451
560202,346090,394160,1.80146944,0.78917934,0.5412659
560203,323367,403512,0.73174336,0.50739888,0.0759603
560204,314614,382381,0.7822816,0.88789224,0.3959819
560205,324854,392505,1.9573984,1.25971083,0.6890292
560206,322577,384712,1.76305216,1.11812263,0.6493612
560207,323926,399688,3.79772992,1.51058119,0.7282014
560208,345182,389423,2.03669824,1.26509517,0.9396318
560209,339645,389506,5.4868576,1.63950622,1.3896653
560212,324723,384540,1.70439904,0.43042276,0.5787522
560213,322898,380881,5.57180704,0.47888182,0.473037
560214,323497,383469,0.63908992,-0.41661369,-0.1825759
560215,312772,378710,5.07320416,0.53083073,0.2714244
560216,318701,384216,3.69521536,2.28293485,3.405593
560217,317823,383362,1.55052448,0.78060428,0.5007054
560218,317468,379499,1.68909376,0.28384906,0.0721918
560219,311338,379550,5.60313664,22.06629624,20.1531251
560220,323791,385853,1.45530304,10.43861459,4.7639245
560221,319563,377111,3.86408704,24.72665875,13.4341593
560223,337184,393730,5.1761296,13.04742703,4.067652
560224,340458,388829,1.37774944,0.17376922,0.6540222
560225,343147,389485,2.23874848,0.5365142,0.5737937
560226,313103,379354,3.81878752,0.80603033,0.1447843
560227,346598,390752,2.21728,0.82178451,0.4562772
560228,311655,381146,3.11875072,1.05121722,0.8215203
560229,319797,383284,2.59662496,8.09971712,6.284399
560231,347417,393628,0.38927488,0.79725585,0.4391208
560232,318701,382265,6.42253408,1.47727805,1.0182736
560233,342470,390900,3.9707104,7.13791446,1.2839501
560234,322843,400741,0.75947776,1.62803957,0.0986702
560235,323899,381299,1.36665568,0.06618213,-0.0386802
560236,335650,393236,4.07250592,0.99149093,0.7148134
560237,315856,383767,3.20739808,0.42005292,-0.433476
560238,325195,403545,0.23663296,4.97470601,0.613065
560239,310946,380290,1.81348768,-0.18259432,-0.1930879
560240,321292,379586,0.851104,2.45254156,0.384974
560241,317347,381453,0.22153312,0.00775207,-0.3412479
560242,334133,382891,1.17713728,1.59792715,1.1611776
560243,319627,381750,3.83512,4.25081141,0.572207
560244,320493,384306,1.16624896,-0.19366213,-0.2087568
560245,309540,375261,0.64628032,-0.23145222,0.3355873
560246,318187,380860,0.19349056,-0.24770495,-0.2439621
560247,342546,388947,7.96477216,-0.10402284,0.330728
560248,324713,380275,2.15657248,0.18463761,0.0090205
560249,318294,378539,1.07513632,0.00775207,-0.2601269
560250,341742,389877,0.38588512,0.46761459,0.538985
560251,320889,380202,0.15599776,0.07276299,-0.0955047
560252,326148,394518,0.517264,1.45942996,2.0703682
560253,347177,391227,2.29462816,0.45564939,0.0605889
560254,312527,380789,0.4304656,0.52365161,0.0799271
560255,324229,382508,5.01136672,2.46929284,2.1465307
560256,310473,378500,6.43373056,1.31455133,3.194956
560257,322886,378353,0.42142624,2.42731493,1.4319117
560258,321425,385131,3.23595424,1.4707969,0.8072399
560259,328208,394154,2.48650912,2.80312192,1.8049892
560260,324443,394342,0.43878592,1.62255552,1.9192331
560261,324651,378834,0.86435488,1.64638621,0.76182
560262,313649,381235,0.54017056,0.93884405,0.593231
560263,346620,392803,1.59983008,0.63343232,1.6076409
560264,327595,393775,1.70275552,1.33309739,1.0260089
560265,316273,384433,0.67175488,0.69415571,0.8425444
560266,329370,393827,4.826368,1.13317884,0.1348673
560267,324644,400405,1.41698848,1.49382991,0.101447
560269,313811,383554,2.06412448,1.35224171,0.4976311
560270,333114,393627,7.3229776,0.76395271,0.2645816
560271,323096,379308,3.41869312,0.75806982,0.123066
560272,316572,382794,2.41368064,1.27127719,0.2844156
560273,320518,382868,4.71193792,1.13347797,0.1359581
560274,336800,394750,2.23412608,2.72704319,1.1448145
560276,348185,394564,3.42536992,0.39203441,0.279953
560277,339615,387794,13.80019264,0.68877137,0.6730629
560279,325395,393326,6.70943104,0.85399084,0.6532289
560280,317770,385791,1.39130848,1.80313033,0.7165985
560282,322885,382327,6.2038432,0.47429516,0.3170426
560283,323704,401874,3.50240992,2.06117981,1.0717263
560284,320472,378865,0.78762304,0.63642362,0.0033678
560285,340646,390572,1.96160992,1.24724708,0.4883091
560287,321496,383334,0.42471328,0.6372213,0.1514287
560288,331149,393829,2.10757504,1.88439398,1.9877595
560289,324213,402165,0.74951392,0.83135667,0.2038896
560290,312883,382849,4.33505824,0.7628559,-0.1013557
560291,325307,401321,0.33329248,0.87273632,0.3243811
560292,344209,394628,0.52897408,0.75059157,0.3939985
560293,319792,379760,-0.22375808,0.1047699,-0.1339826
560294,310226,376337,6.53573152,-0.10073241,-0.2017157
560295,322815,402400,3.12265408,1.98948832,1.2304974
560296,344737,390574,2.15688064,0.34925882,0.0731835
560297,321302,381178,0.77293408,0.08971369,-0.136561
560298,311294,377834,2.30315392,0.35783388,0.2366157
560299,315573,385419,4.9254928,0.60561323,0.5625875
560300,341487,387812,1.9214464,0.17017966,0.2888783
560301,343511,391583,1.01504512,1.14065709,0.509234
560302,336667,388160,-0.0625904,1.29819889,1.1361868
560303,321673,371165,-0.07933376,-0.08737127,-0.1311067
560304,316821,370267,1.67255584,-0.40484791,-0.1580809
560305,317856,371926,-0.10860896,-0.01956847,0.2265995
560306,321813,375445,3.13117984,-0.17711027,0.1567838
560307,325443,381368,0.84925504,0.39133644,0.1785021
560308,326380,386272,0.40345024,2.55793503,0.4410051
560310,331768,389781,1.09537216,1.2873305,0.6890292
560311,345501,391428,0.66230464,0.14824346,0.4167084
560312,334857,380488,4.08185344,-0.20403197,0.3051422
560313,329692,381450,0.57776608,1.37048864,0.2535738
560315,318679,372356,0.17253568,-0.12546049,0.0229043
560316,330814,392330,1.30122304,1.082925,0.9293181
560317,320742,374375,-0.15770912,0.62984276,0.1579739
560318,333197,381517,0.34890592,1.29012238,0.4443768
560319,321671,377208,-0.42324032,0.36790459,-0.1041324
560320,332761,388281,0.378592,1.72655305,1.1170469
560321,324426,374567,-0.26628416,0.20158831,-0.2003273
560322,323559,377188,-0.02725472,0.53452,0.2456402
560323,319792,375647,0.56359072,0.84551549,0.4166092
560324,328455,386319,0.53544544,0.40449816,0.2119224
560325,322834,370678,-0.02571392,0.40968308,0.1674942
560326,332576,386712,0.03971872,0.54887824,0.3641483
560327,314809,370737,-0.1524704,0.06059837,-0.124264
560329,317325,373869,0.4900432,0.50700004,0.2600198
560330,326121,390337,1.71939616,1.58755731,0.5381917
560331,334461,392322,4.36998304,2.2425523,1.2881152
560332,325518,385292,0.59902912,0.09210673,0.071101
560333,338423,388286,0.10268608,3.26208705,1.3713188
560334,316368,374475,0.24279616,-0.19864763,-0.1270407
560335,319794,371893,0.13011232,-0.23115309,0.2296738
560336,318314,370746,-0.0749168,-0.0388125,0.0993644
560338,323764,371162,0.08060128,0.27617139,0.2597223
560339,315186,373936,0.16873504,0.61847582,0.3226952
560340,332506,390838,0.50298592,1.94631389,1.1280548
560341,323516,373397,0.02698144,0.45485171,0.2195584
560342,332451,380843,0.67822624,0.68238993,0.6368658
560344,326175,392750,-0.04286816,1.53421246,0.559414
560345,331150,381361,0.32024704,1.29052122,0.6977562
560346,324206,372553,-0.10131584,0.32383277,0.0331188
560347,322777,376171,-0.0985424,0.47808414,0.1677917
560348,314719,372107,0.08142304,0.27816559,0.0535479
560349,327558,385268,0.4474144,1.91161481,1.1086175
560350,327473,387182,0.4962064,0.464723,0.3408434
560351,326626,388129,0.53524,1.73622492,0.9775148
560352,328654,380458,0.07269184,0.66922821,0.6423202
560353,333394,387250,0.43580704,1.91839509,0.9658127
560354,314397,374208,5.03930656,0.753882,0.4881108
560355,331807,387688,1.09670752,1.75566837,1.2353568
560356,327385,381619,0.70770688,0.58706717,0.3725778
560357,325855,387554,0.42491872,1.75776228,0.9923903
560359,320673,370855,0.04362208,0.50939308,0.1941709
560360,331582,391635,0.12559264,1.08651456,0.5496954
560361,334674,388540,0.07361632,2.19897903,1.208085
560363,330800,388598,4.40172352,1.16239387,1.0929486
560364,322467,374743,-0.06505568,-0.56189116,-0.2931505
560365,327163,391814,-0.12185984,0.04105521,-0.1094876
560366,329099,385616,-0.05889248,0.29671165,0.657394
560367,330823,390549,-0.0497504,0.75338345,0.8279664
560368,345521,393450,0.48757792,0.27188386,1.0340417
560369,332881,382651,1.08807904,1.03576217,0.9337808
560370,324437,376110,-0.0625904,-0.05147567,-0.0047641
560371,343291,393633,-0.09864512,0.99557904,0.8960962
560372,319353,373821,-0.18821696,-0.09175851,0.06882
560373,324721,370816,-0.21523232,0.1775582,-0.1670062
560374,330195,386497,0.5578384,0.20537729,0.8183469
560375,329392,391742,1.63598752,1.10775279,0.4674834
560376,344860,392508,0.11706688,0.63961434,1.0620076
560378,318545,374829,1.105336,1.15750808,0.7486304
560379,328554,388842,1.41781024,1.27367023,1.5564692
560381,325625,389428,2.77032448,1.07674298,0.3963786
560382,323142,375327,0.28069984,0.47539197,0.6038422
560383,333628,385698,0.4931248,0.50191483,0.6580882
560384,334458,386684,0.21300736,2.71996378,2.0277251
560385,322342,372283,0.5059648,-0.1076124,-0.145288
560386,316118,372203,-0.11662112,0.22870943,0.5344232
560387,325288,391402,0.44761984,0.23997666,0.2899691
560388,321862,373494,-0.25118432,0.14804404,-0.0459197
560389,326184,380613,-0.25190336,-0.11738398,0.1326855
560390,332578,392128,0.08471008,0.70422642,0.508639
560391,328643,390169,0.35845888,1.22890044,0.6061231
560392,331510,385898,1.02408448,0.22113147,0.2765812
560393,320261,372808,-0.03824576,-0.00501081,0.2451443
560394,327613,389657,10.89640096,2.75027562,1.5363377
560395,329797,389462,0.173152,0.99687527,0.7012271
560396,315250,371240,0.50195872,0.27736791,0.2573422
560397,329788,387129,0.25645792,0.34397419,0.4572689
560398,330640,380343,-0.25755296,0.25343751,0.2645816
560399,328411,392674,-0.12175712,0.5863692,0.6303206
560400,320758,376727,1.22521024,0.78648717,0.7895876
560401,280663,436501,-0.45231008,-1.15247349,-0.5103328
560402,287124,433287,0.45296128,-0.16075783,0.7591424
560403,335463,383316,1.33070368,-0.39208503,0.4013371
560404,285452,433635,0.89496544,-0.42728266,0.3551238
560405,284610,436379,0.55845472,-0.36825434,0.2927459
560406,287756,431756,-0.18154016,-0.61663195,-0.091637
560408,329165,379636,0.19739392,0.92189335,0.8367925
560409,326323,376580,-0.22858592,0.37458516,0.2762837
560410,327820,371900,1.91980288,-0.46068551,-0.0508782
560411,283188,433512,-0.16674848,-0.26704869,-0.2815476
560412,297811,435792,7.39323808,2.62284624,1.2917845
560413,325319,377315,0.2409472,0.23828159,0.3647433
560414,282890,434369,-0.00527264,-0.11140138,0.0169541
560415,328670,372570,0.63302944,2.568604,1.362096
560416,327841,383676,0.87996832,-0.46367681,0.0463085
560418,337173,389491,0.67113856,2.7710153,2.0362537
560419,326398,384211,8.9207872,-0.02226064,0.0705059
560420,329363,375873,0.75485536,-0.4466264,0.4421951
560421,329411,377894,0.34715968,0.37129473,1.0451487
560422,326157,370639,-0.2346464,-0.16614217,-0.4227657
560423,337753,387282,0.49887712,-0.14978973,0.1794938
560424,336711,392473,-0.07121888,1.04453665,0.3150592
560425,329285,383509,0.80005216,-0.25239132,-0.2379128
560426,328175,382487,0.95464576,-0.25338842,0.0936125
560427,288245,432598,0.42419968,1.11233945,0.0988686
560428,327258,373690,-0.05611904,0.98750253,0.4807722
560429,338638,386459,0.6497728,0.26659923,-0.0203338
560430,325732,379494,0.90821632,0.99707469,0.5129033
560431,328715,384551,0.18486208,1.62863783,0.1490486
560432,325537,383248,0.13853536,0.17965211,0.2147983
560433,281762,437217,4.64784064,0.22890885,-0.2475323
560434,335631,385696,1.21760896,0.36820372,0.7525972
560435,331778,379226,0.21896512,5.59490221,3.0209126
560436,327159,379564,-0.17845856,1.11323684,0.3850732
560437,283744,435255,0.16164736,0.11454148,0.2705318
560438,337633,391317,-0.083648,1.13537246,0.7003346
560439,335257,389534,-0.23947424,1.29550672,0.4629216
560440,282799,436328,0.89024032,0.28105718,-0.0906453
560441,330219,384709,0.7889584,0.58577094,0.3755529
560442,328509,374340,3.89644384,0.94841621,0.756564
560443,336484,386805,0.1618528,1.12360668,0.393701
560445,326170,382523,0.21896512,0.87692414,0.2501028
560446,325733,367429,-0.28313024,0.88809166,0.0313338
560447,286491,438548,0.05892736,1.19968541,0.3272571
560448,333462,391616,0.3369904,1.19180832,0.7396059
560449,325162,373566,3.0262,-0.35040625,-0.4826643
560450,333884,389606,0.12436,1.93883564,0.2178726
560451,297266,437236,0.60077536,3.5776692,1.3828225
560452,284310,434495,0.55650304,0.90254961,-0.0780507
560454,334699,390353,0.33729856,0.40579439,0.4208735
560455,344269,388872,0.9163312,0.01493119,-0.0097226
560456,330674,378755,-0.11107424,0.65526881,0.5192502
560457,336797,384589,0.41135968,0.45634736,0.5313489
560458,325130,375399,-0.20578208,0.92907247,0.240285
560459,326204,374394,-0.43782656,0.37847385,0.2179717
560460,280308,434413,0.81987712,0.61847582,0.3591898
560461,289779,433616,-0.104192,0.13747478,0.0954968
560463,335592,391606,0.1187104,1.7051154,0.4583598
560464,328852,376533,-0.37290752,1.32502088,0.5379933
560465,326825,378128,0.119224,1.51716205,0.737325
560466,338557,390390,0.18003424,1.57070632,1.1425336
560467,325650,369334,-0.17568512,0.27457603,0.2742011
560468,284211,438155,0.05522944,0.27676965,0.2748953
560469,337823,385865,0.23745472,0.34038463,0.5662568
