RECORD_NUMBER,REGION,RESIDENCE_TYPE,FAMTYPE,POPBASE,SEX,AGE,MARSTAT,STUDENT,COB,HEALTH,ETHNICITY,RELIGIONNI,RELIGIONBNI,ECONACT,OCC,INDUSTRY,HOURS
5300983,N92000002,H,3,1,1,5,1,2,1,2,1,1,1,3,1,3,2
5426175,N92000002,H,6,1,2,2,1,1,1,1,1,8,2,6,7,2,3
5326383,N92000002,H,2,1,2,4,2,2,1,1,1,3,2,1,9,12,1
5252363,N92000002,H,2,1,2,5,2,2,1,1,1,1,1,1,2,11,2
5352123,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5351668,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,5,9,3,4
5327013,N92000002,H,5,1,1,4,2,2,1,2,1,1,1,1,2,11,2
5402439,N92000002,H,2,1,1,6,2,2,1,1,1,7,4,1,3,12,3
5377793,N92000002,H,2,1,1,3,2,2,1,1,1,5,2,1,8,2,4
5401604,N92000002,H,5,1,2,2,1,1,1,2,1,7,1,6,-9,-9,-9
5277373,N92000002,H,2,1,1,7,2,2,1,2,1,2,2,5,5,3,3
5352018,N92000002,H,5,1,2,3,1,2,1,2,1,1,1,1,9,4,2
5277268,N92000002,H,5,1,2,4,3,2,1,1,1,1,1,1,2,10,3
5278598,N92000002,H,2,1,2,1,1,1,1,2,1,2,2,-9,-9,-9,-9
5353888,N92000002,H,1,1,1,3,1,2,1,2,1,4,2,1,9,2,3
5280298,N92000002,H,2,1,1,2,1,2,1,1,1,2,2,1,5,2,3
5430588,N92000002,H,2,1,2,8,2,2,1,3,1,1,1,5,-9,-9,-9
5255838,N92000002,H,2,1,2,3,2,2,1,3,1,5,2,7,7,4,1
5380703,N92000002,H,2,1,1,4,2,2,1,3,1,1,1,1,5,3,3
5355553,N92000002,H,2,1,2,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5330318,N92000002,H,2,1,2,1,1,1,1,1,1,4,2,-9,-9,-9,-9
5405979,N92000002,H,1,1,1,7,3,2,1,1,1,1,1,1,9,1,2
5256468,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5306953,N92000002,H,2,1,1,2,1,2,1,1,1,2,2,3,6,6,2
5307213,N92000002,H,5,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5257263,N92000002,H,2,1,2,2,1,1,1,2,1,2,2,6,7,12,1
5233038,N92000002,H,2,1,2,2,1,2,1,1,1,2,2,1,4,8,3
5307813,N92000002,H,5,1,2,2,1,1,1,1,1,2,2,6,-9,-9,-9
5357693,N92000002,H,2,1,1,7,2,2,1,2,1,3,2,5,3,11,3
5235068,N92000002,H,2,1,1,2,1,2,1,1,1,1,1,1,9,3,3
5384278,N92000002,H,2,1,2,3,1,2,1,1,1,2,2,1,6,10,2
5285423,N92000002,H,1,1,1,7,1,2,1,2,1,2,2,5,5,4,3
5410939,N92000002,H,5,1,2,2,1,2,1,2,1,3,2,1,9,4,2
5260788,N92000002,H,2,1,2,3,1,2,1,1,1,1,1,1,7,4,1
5236508,N92000002,H,3,1,1,3,1,2,1,2,1,3,2,1,7,3,3
5412894,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,6,5,3,3
5262328,N92000002,H,2,1,2,6,2,2,1,4,1,8,1,8,7,4,3
5263133,N92000002,H,2,1,2,8,2,2,1,2,1,2,2,5,5,5,2
5286298,N92000002,H,2,1,2,8,2,2,1,3,1,1,1,5,5,2,2
5314633,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5289083,N92000002,H,2,1,2,8,2,2,1,2,1,1,1,5,4,2,3
5286738,N92000002,H,3,1,1,3,1,2,1,2,1,8,4,7,-9,-9,-9
5364893,N92000002,H,2,1,1,4,2,2,1,2,1,1,1,1,8,2,3
5290288,N92000002,H,3,1,1,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5315213,N92000002,H,2,1,2,7,2,2,1,2,1,5,2,1,7,4,1
5390188,N92000002,H,1,1,2,6,4,2,1,4,1,2,2,8,-9,-9,-9
5315113,N92000002,H,2,1,1,3,2,2,1,2,1,5,2,3,3,7,3
5342038,N92000002,H,2,1,1,3,1,2,1,1,1,4,2,1,4,7,3
5293698,N92000002,H,2,1,1,1,1,2,1,1,1,3,2,-9,-9,-9,-9
5268893,N92000002,H,2,1,2,1,1,2,1,1,1,3,2,-9,-9,-9,-9
5369518,N92000002,H,5,1,1,5,1,2,1,2,1,1,1,8,7,4,3
5369908,N92000002,H,1,1,1,4,1,2,1,3,1,1,1,8,8,2,3
5295113,N92000002,H,1,1,1,4,1,2,1,3,1,1,1,3,5,3,3
5269738,N92000002,H,2,1,2,1,1,2,1,1,2,7,4,-9,-9,-9,-9
5295003,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5394443,N92000002,H,2,1,1,3,2,2,1,2,1,1,1,3,9,2,3
5344138,N92000002,H,2,1,2,8,2,2,1,1,1,1,1,5,9,2,1
5246578,N92000002,H,3,1,1,1,1,2,1,1,1,7,4,-9,-9,-9,-9
5420436,N92000002,H,2,1,2,4,2,2,2,1,2,6,3,1,4,9,2
5320703,N92000002,H,5,1,2,3,1,2,1,1,1,8,2,2,5,3,3
5321523,N92000002,H,1,1,2,6,2,2,1,1,1,1,1,9,7,10,3
5397259,N92000002,H,2,1,2,6,2,2,1,2,1,3,2,1,4,7,3
5423725,N92000002,H,2,1,2,4,2,2,1,2,1,3,2,1,6,10,2
5249303,N92000002,H,2,1,1,4,2,2,1,2,1,2,2,1,3,9,3
5274973,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5374908,N92000002,H,2,1,2,2,1,1,1,1,1,3,2,4,6,11,1
5274563,N92000002,H,2,1,2,2,1,1,1,1,1,2,2,4,9,5,2
5374513,N92000002,H,1,1,1,6,1,2,1,4,1,2,2,8,5,2,3
5249968,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5249848,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5350168,N92000002,H,3,1,1,6,2,2,1,3,1,7,4,5,2,7,3
5325098,N92000002,H,1,1,1,3,1,2,1,1,1,1,1,1,8,2,3
5326073,N92000002,H,2,1,1,2,1,2,1,1,1,1,1,1,5,4,3
5376278,N92000002,H,2,1,2,7,2,2,1,3,1,3,2,5,4,9,3
5426330,N92000002,H,2,1,2,4,2,2,1,1,1,3,2,2,6,7,1
5377214,N92000002,H,2,1,1,5,2,2,1,1,1,1,1,2,6,12,3
5376888,N92000002,H,5,1,2,5,3,2,1,3,1,1,1,3,9,10,2
5252108,N92000002,H,3,1,2,3,1,2,1,1,1,2,2,1,7,5,1
5352318,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,5,4,8,3
5426690,N92000002,H,2,1,1,3,2,2,2,1,1,1,1,1,9,2,3
5253163,N92000002,H,2,1,2,5,2,2,1,1,1,1,1,1,5,5,2
5402399,N92000002,H,2,1,1,8,2,2,1,2,1,1,1,2,5,1,3
5428403,N92000002,H,5,1,2,4,4,2,1,1,1,1,1,1,6,10,2
5433338,N92000002,C,-9,1,2,8,2,2,1,3,1,2,2,5,8,11,3
5403794,N92000002,H,3,1,2,2,1,2,2,1,1,1,1,1,9,8,3
5303503,N92000002,H,2,1,1,4,2,2,2,2,2,1,1,1,8,2,3
5303433,N92000002,H,5,1,1,2,1,2,1,1,1,2,2,1,8,6,4
5378493,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5304513,N92000002,H,2,1,2,4,2,2,1,1,1,2,2,1,4,8,2
5280513,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5430104,N92000002,H,4,1,2,2,1,1,1,1,1,1,1,6,-9,-9,-9
5331218,N92000002,H,2,1,1,4,2,2,1,1,1,1,1,1,9,3,3
5405754,N92000002,H,2,1,1,7,2,2,1,4,1,1,1,5,8,2,3
5331488,N92000002,H,2,1,2,2,2,2,1,1,1,5,2,1,7,4,3
5282373,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5331838,N92000002,H,3,1,1,6,1,2,1,2,1,3,2,2,1,4,3
5382679,N92000002,H,2,1,2,7,2,2,1,1,1,2,2,5,7,8,3
5259238,N92000002,H,3,1,2,7,4,2,1,2,1,3,2,5,6,9,3
5283768,N92000002,H,1,1,1,7,5,2,1,3,1,1,1,5,-9,-9,-9
5358848,N92000002,H,5,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5383268,N92000002,H,2,1,1,8,2,2,1,3,1,1,1,5,8,2,3
5408439,N92000002,H,5,1,1,3,1,2,1,1,1,1,1,3,9,3,3
5334638,N92000002,H,5,1,2,8,5,2,1,3,1,1,1,8,-9,-9,-9
5260608,N92000002,H,3,1,1,3,1,2,1,1,1,3,2,1,8,2,3
5238748,N92000002,H,5,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5237083,N92000002,H,2,1,2,6,2,2,1,1,1,5,2,5,5,5,2
5289413,N92000002,H,2,1,1,1,1,1,1,2,2,7,4,-9,-9,-9,-9
5286463,N92000002,H,1,1,2,8,5,2,1,2,1,5,2,5,4,6,1
5286308,N92000002,H,1,1,1,7,4,2,1,2,1,1,1,5,8,6,3
5389113,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5362303,N92000002,H,1,1,1,6,4,2,1,3,1,8,2,8,1,11,3
5265363,N92000002,H,2,1,1,5,2,2,1,1,1,5,2,2,1,6,2
5365348,N92000002,H,5,1,2,3,3,2,1,1,1,1,1,1,2,9,3
5391128,N92000002,H,2,1,1,6,2,2,1,2,1,2,2,5,4,7,3
5415914,N92000002,H,2,1,1,2,1,2,1,1,1,2,2,1,7,4,1
5315718,N92000002,H,1,1,2,7,5,2,1,4,1,4,2,5,8,4,3
5415539,N92000002,H,5,1,2,1,1,1,1,2,1,7,4,-9,-9,-9,-9
5392028,N92000002,H,2,1,2,6,2,2,1,1,1,3,2,1,2,2,3
5341543,N92000002,H,2,1,2,4,2,2,1,3,1,2,2,7,9,2,3
5242193,N92000002,H,2,1,2,3,1,2,1,1,1,1,1,1,2,11,3
5367583,N92000002,H,2,1,2,2,1,2,1,1,1,5,2,1,3,11,2
5242648,N92000002,H,2,1,2,7,2,2,1,3,1,1,1,5,6,4,3
5342418,N92000002,H,2,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5317598,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,1,2,9,3
5367343,N92000002,H,1,1,1,3,2,2,2,1,1,8,1,3,-9,-9,-9
5268448,N92000002,H,5,1,2,7,5,2,1,3,1,1,1,1,7,4,3
5318303,N92000002,H,5,1,2,3,1,2,1,1,1,5,2,1,2,11,3
5418205,N92000002,H,5,1,2,4,4,2,2,2,1,7,4,1,8,8,3
5367693,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5343818,N92000002,H,2,1,2,3,2,2,1,2,1,4,2,2,4,3,3
5369013,N92000002,H,2,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5294518,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5319808,N92000002,H,2,1,2,1,1,1,1,1,1,8,2,-9,-9,-9,-9
5419995,N92000002,H,5,1,2,3,1,2,1,1,1,1,1,1,4,9,2
5344538,N92000002,H,2,1,2,2,1,1,1,1,1,1,1,4,7,4,2
5321298,N92000002,H,5,1,2,3,1,2,1,1,1,1,1,1,4,7,2
5420416,N92000002,H,1,1,1,8,5,2,1,3,1,1,1,5,2,11,3
5420955,N92000002,H,2,1,1,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5420585,N92000002,H,2,1,2,8,2,2,1,3,1,1,1,5,2,10,3
5346238,N92000002,H,2,1,1,4,2,2,1,2,1,7,2,1,1,4,3
5371713,N92000002,H,2,1,1,5,2,2,1,1,1,1,1,2,5,1,3
5323573,N92000002,H,2,1,2,3,1,2,1,1,1,2,2,1,4,6,3
5273603,N92000002,H,5,1,1,4,1,2,1,3,1,5,2,1,5,4,3
5348588,N92000002,H,1,1,2,7,5,2,1,1,1,8,1,9,-9,-9,-9
5298773,N92000002,H,5,1,2,1,1,1,1,2,1,2,2,-9,-9,-9,-9
5425340,N92000002,H,1,1,2,7,1,2,1,4,1,1,1,5,6,11,3
5325378,N92000002,H,3,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5325643,N92000002,H,2,1,1,5,1,2,1,3,1,1,1,8,9,3,3
5250408,N92000002,H,2,1,1,1,1,1,1,1,1,5,2,-9,-9,-9,-9
5350498,N92000002,H,5,1,2,2,1,2,1,2,1,2,2,7,-9,-9,-9
5349748,N92000002,H,4,1,1,8,5,2,2,2,1,2,2,5,8,2,3
5401139,N92000002,H,2,1,1,1,1,1,1,2,1,2,2,-9,-9,-9,-9
5425980,N92000002,H,2,1,2,3,1,2,1,3,1,1,1,1,8,6,4
5300913,N92000002,H,1,1,1,5,3,2,1,4,1,4,2,8,5,3,3
5402244,N92000002,H,2,1,1,8,2,2,1,3,1,2,2,5,1,2,4
5352338,N92000002,H,1,1,1,8,1,2,1,1,1,2,2,5,6,10,1
5276968,N92000002,H,2,1,2,2,1,2,1,2,1,1,1,1,3,6,3
5252383,N92000002,H,2,1,2,5,2,2,1,5,1,1,1,8,8,2,3
5351783,N92000002,H,2,1,1,8,2,2,1,3,1,1,1,5,5,3,3
5378028,N92000002,H,2,1,1,4,1,2,1,1,1,2,2,1,2,11,3
5378483,N92000002,H,2,1,2,4,2,2,2,2,1,1,1,1,9,8,2
5428383,N92000002,H,2,1,2,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5303968,N92000002,H,2,1,2,3,2,2,1,2,1,1,1,1,2,11,3
5328933,N92000002,H,1,1,2,4,4,2,1,1,1,3,2,9,6,11,2
5279318,N92000002,H,5,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5354553,N92000002,H,2,1,1,4,2,2,1,1,1,7,2,1,1,6,4
5330038,N92000002,H,2,1,2,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5433468,N92000002,C,-9,1,1,2,1,2,1,1,1,5,2,1,1,9,3
5355728,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5280428,N92000002,H,3,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5256038,N92000002,H,5,1,2,1,1,2,1,3,1,1,1,-9,-9,-9,-9
5281548,N92000002,H,2,1,2,4,2,2,1,1,1,1,1,1,9,5,1
5380973,N92000002,H,5,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5256643,N92000002,H,1,1,2,4,1,2,1,3,1,1,1,9,8,2,3
5406829,N92000002,H,5,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5381518,N92000002,H,2,1,1,2,1,2,1,1,1,2,2,1,1,4,3
5282908,N92000002,H,2,1,1,1,1,1,1,2,1,7,4,-9,-9,-9,-9
5357918,N92000002,H,5,1,1,1,1,1,1,1,1,5,2,-9,-9,-9,-9
5258198,N92000002,H,2,1,2,4,2,2,1,3,1,7,1,1,1,11,3
5234038,N92000002,H,2,1,1,3,1,2,1,1,1,7,2,2,3,7,3
5408889,N92000002,H,4,1,1,1,1,2,2,1,1,8,2,-9,-9,-9,-9
5358723,N92000002,H,1,1,2,4,2,2,1,3,1,3,2,1,8,2,3
5383563,N92000002,H,5,1,2,4,3,2,1,1,1,1,1,7,-9,-9,-9
5408829,N92000002,H,2,1,2,3,2,2,1,3,1,5,2,1,6,11,2
5259073,N92000002,H,2,1,1,4,2,2,1,1,1,2,2,2,8,4,4
5234763,N92000002,H,2,1,2,6,2,2,1,1,1,2,2,1,2,10,3
5360108,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5235778,N92000002,H,2,1,2,6,2,2,1,2,1,2,2,5,6,2,3
5414654,N92000002,H,5,1,2,2,1,1,1,2,1,8,4,4,7,4,1
5262803,N92000002,H,2,1,2,5,2,2,1,2,1,5,2,1,6,11,2
5364323,N92000002,H,5,1,2,4,3,2,1,3,1,7,4,1,7,4,2
5432083,N92000002,C,-9,1,1,1,1,2,2,1,1,7,4,-9,-9,-9,-9
5412264,N92000002,H,3,1,1,6,2,2,1,3,1,1,1,1,9,11,3
5264148,N92000002,H,1,1,2,8,5,2,1,2,1,1,1,5,6,10,3
5336428,N92000002,H,1,1,1,6,5,2,1,2,1,4,2,1,2,2,4
5311718,N92000002,H,4,1,1,6,5,2,1,3,1,2,2,1,2,12,3
5431720,N92000002,C,-9,1,2,4,2,2,1,2,1,2,2,1,6,11,3
5313468,N92000002,H,6,1,1,5,1,2,1,3,1,3,2,1,4,9,3
5262903,N92000002,H,2,1,1,8,2,2,1,4,1,1,1,5,8,11,4
5386223,N92000002,H,5,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5413594,N92000002,H,2,1,1,4,2,2,2,1,2,1,1,1,5,5,2
5390163,N92000002,H,2,1,2,6,2,2,1,2,1,3,2,5,4,4,2
5265353,N92000002,H,2,1,2,6,2,2,1,4,1,1,1,8,4,9,3
5365278,N92000002,H,1,1,2,5,1,2,1,2,1,2,2,1,6,9,3
5315783,N92000002,H,2,1,1,3,1,2,1,5,1,8,2,1,5,9,3
5266408,N92000002,H,2,1,1,8,2,2,1,3,1,2,2,5,1,4,3
5266203,N92000002,H,2,1,1,4,2,2,1,1,1,2,2,3,5,4,3
5415374,N92000002,H,2,1,2,3,2,2,1,1,1,7,4,1,2,9,3
5266708,N92000002,H,2,1,1,5,2,2,1,2,1,3,2,1,5,2,3
5416374,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5342008,N92000002,H,2,1,1,4,2,2,1,2,1,1,1,2,5,4,3
5267908,N92000002,H,2,1,1,5,2,2,1,5,1,2,2,2,1,12,3
5342913,N92000002,H,3,1,2,4,4,2,1,2,1,7,2,1,3,10,3
5269058,N92000002,H,4,1,1,6,2,2,1,2,1,1,1,8,8,3,3
5268263,N92000002,H,1,1,2,6,4,2,1,2,1,4,2,1,6,11,2
5393363,N92000002,H,2,1,1,2,1,2,1,1,1,4,2,1,7,4,2
5420070,N92000002,H,5,1,2,2,1,2,1,2,1,1,1,7,-9,-9,-9
5344753,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5270033,N92000002,H,2,1,1,2,1,1,1,1,1,3,2,6,5,3,3
5396243,N92000002,H,2,1,1,7,2,2,1,1,1,3,2,5,3,9,4
5272318,N92000002,H,3,1,1,4,1,2,1,1,1,1,1,1,8,6,3
5321678,N92000002,H,4,1,1,2,1,2,1,1,1,5,2,3,8,2,3
5247318,N92000002,H,2,1,1,5,2,2,1,4,1,3,2,1,4,8,3
5272443,N92000002,H,2,1,1,4,2,2,1,1,1,3,2,1,1,2,4
5421575,N92000002,H,1,1,2,3,1,2,1,1,1,3,2,1,4,2,3
5247848,N92000002,H,5,1,2,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5432749,N92000002,C,-9,1,2,8,5,2,1,4,1,3,2,5,-9,-9,-9
5273613,N92000002,H,2,1,2,4,2,2,1,2,1,2,2,7,7,4,3
5348553,N92000002,H,2,1,1,4,2,2,1,1,1,3,2,1,1,2,4
5324553,N92000002,H,5,1,2,3,3,2,1,1,1,1,1,1,4,11,2
5425285,N92000002,H,2,1,2,3,2,2,1,1,1,3,2,1,4,8,2
5275823,N92000002,H,2,1,2,2,1,2,1,1,1,2,2,1,2,10,3
5399949,N92000002,H,5,1,2,4,1,2,1,2,1,1,1,1,6,12,1
5250038,N92000002,H,2,1,1,3,1,2,1,1,1,1,1,3,7,4,1
5425430,N92000002,H,2,1,2,1,1,1,1,1,1,5,2,-9,-9,-9,-9
5274963,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5400504,N92000002,H,2,1,2,1,1,1,1,1,1,7,2,-9,-9,-9,-9
5351033,N92000002,H,2,1,2,7,2,2,1,1,1,5,2,2,6,12,2
5425891,N92000002,H,2,1,1,4,2,2,1,2,1,1,1,7,9,3,2
5351493,N92000002,H,5,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5426720,N92000002,H,2,1,1,6,2,2,1,3,1,1,1,2,5,4,3
5277083,N92000002,H,1,1,1,5,3,2,1,3,1,1,1,8,5,4,3
5402119,N92000002,H,5,1,2,3,1,2,1,2,1,1,1,3,9,12,1
5252948,N92000002,H,1,1,2,7,5,2,1,2,1,1,1,5,-9,-9,-9
5352328,N92000002,H,2,1,1,5,2,2,2,1,2,6,3,1,9,5,2
5426760,N92000002,H,1,1,2,4,1,2,1,1,1,1,1,2,6,11,3
5402769,N92000002,H,5,1,1,2,1,2,1,1,1,8,2,3,6,12,3
5378913,N92000002,H,4,1,1,5,5,2,1,5,1,2,2,8,3,2,3
5253288,N92000002,H,2,1,1,6,2,2,1,2,1,5,2,3,1,5,4
5303598,N92000002,H,1,1,2,6,4,2,1,4,1,3,2,8,1,5,3
5254368,N92000002,H,2,1,1,2,1,2,1,1,1,4,2,3,3,8,3
5303348,N92000002,H,5,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5428553,N92000002,H,2,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5329593,N92000002,H,5,1,2,2,1,1,1,1,1,2,2,6,-9,-9,-9
5329243,N92000002,H,2,1,1,1,1,1,1,1,1,7,2,-9,-9,-9,-9
5280493,N92000002,H,2,1,1,5,2,2,1,1,1,2,2,1,3,11,3
5305408,N92000002,H,2,1,1,3,1,2,1,1,1,1,1,1,5,3,3
5281223,N92000002,H,2,1,2,7,2,2,1,3,1,3,2,5,8,2,3
5380828,N92000002,H,2,1,2,5,2,2,1,1,1,1,1,1,4,10,3
5381498,N92000002,H,2,1,1,7,2,2,1,3,1,1,1,5,9,6,3
5232008,N92000002,H,1,1,2,7,4,2,1,2,1,2,2,5,3,9,4
5258393,N92000002,H,2,1,1,4,2,2,1,3,1,2,2,1,8,8,3
5397314,N92000002,H,2,1,2,2,1,1,1,4,1,1,1,6,-9,-9,-9
5397869,N92000002,H,2,1,1,7,2,2,1,2,1,4,2,2,5,2,2
5273298,N92000002,H,2,1,1,7,2,2,2,4,1,8,2,5,8,2,3
5399999,N92000002,H,5,1,2,8,5,2,1,3,1,2,2,5,5,2,3
5275458,N92000002,H,5,1,2,6,1,2,1,2,1,3,2,1,6,8,3
5349838,N92000002,H,2,1,2,2,1,2,1,1,1,3,2,1,7,4,3
5349633,N92000002,H,2,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5375453,N92000002,H,1,1,1,5,2,1,1,1,1,1,1,4,5,4,4
5250338,N92000002,H,2,1,1,6,2,2,1,2,1,2,2,3,5,3,3
5374478,N92000002,H,5,1,2,1,1,1,1,2,1,3,2,-9,-9,-9,-9
5301208,N92000002,H,3,1,1,7,1,2,1,2,1,1,1,5,5,3,4
5401334,N92000002,H,3,1,2,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5352358,N92000002,H,1,1,2,8,5,2,1,5,1,5,2,5,8,2,2
5277403,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,2,8,3,3
5303698,N92000002,H,5,1,2,2,1,2,1,2,1,2,2,1,3,6,3
5328263,N92000002,H,2,1,1,4,2,2,1,1,1,3,2,2,5,3,3
5428635,N92000002,H,2,1,2,7,2,2,1,4,1,1,1,5,6,12,3
5378163,N92000002,H,2,1,2,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5330088,N92000002,H,2,1,1,5,2,2,1,1,1,5,2,1,8,6,3
5305108,N92000002,H,5,1,2,4,1,2,1,2,1,6,3,7,4,5,3
5354708,N92000002,H,1,1,2,7,4,2,1,2,1,2,2,5,2,11,3
5329263,N92000002,H,2,1,1,8,2,2,1,2,1,5,2,5,4,8,3
5329388,N92000002,H,2,1,2,4,2,2,1,1,1,2,2,1,6,11,2
5255408,N92000002,H,2,1,2,4,2,2,1,2,1,8,2,7,4,4,3
5280348,N92000002,H,2,1,2,5,2,2,1,3,1,2,2,1,7,8,3
5232283,N92000002,H,2,1,1,4,2,2,1,1,1,3,2,1,8,6,4
5306758,N92000002,H,2,1,1,5,2,2,1,2,1,2,2,1,5,3,3
5406324,N92000002,H,1,1,1,3,1,2,1,2,1,1,1,1,2,6,3
5331733,N92000002,H,2,1,1,3,2,2,1,2,1,2,2,2,5,3,3
5259208,N92000002,H,2,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5359103,N92000002,H,2,1,1,1,1,1,1,2,1,7,2,-9,-9,-9,-9
5383978,N92000002,H,2,1,1,5,2,2,1,2,1,5,2,1,2,10,4
5359368,N92000002,H,2,1,1,4,2,2,1,1,1,2,2,1,8,2,3
5360028,N92000002,H,2,1,1,4,2,2,1,2,1,2,2,1,4,9,3
5410269,N92000002,H,3,1,2,3,1,2,1,1,1,3,2,1,2,9,3
5431535,N92000002,C,-9,1,2,6,4,2,2,3,1,6,3,8,9,11,1
5310068,N92000002,H,2,1,1,4,2,2,1,1,1,3,2,2,5,3,3
5285238,N92000002,H,2,1,1,8,2,2,1,3,1,1,1,1,8,2,3
5285753,N92000002,H,5,1,2,4,4,2,1,2,1,3,2,3,5,5,2
5260883,N92000002,H,3,1,1,5,2,2,1,1,1,1,1,3,8,2,3
5335833,N92000002,H,2,1,2,5,2,2,1,2,1,3,2,1,6,11,3
5361008,N92000002,H,2,1,2,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5289113,N92000002,H,2,1,2,2,1,2,1,1,1,3,2,1,9,5,3
5287233,N92000002,H,6,1,1,5,3,2,1,1,1,1,1,1,4,9,3
5387543,N92000002,H,1,1,2,8,5,2,1,3,1,1,1,5,-9,-9,-9
5413124,N92000002,H,5,1,2,4,3,2,1,2,1,3,2,1,6,12,2
5261593,N92000002,H,6,1,2,3,1,1,1,2,1,5,2,4,4,9,2
5286848,N92000002,H,3,1,2,4,1,2,1,1,1,1,1,1,9,6,2
5364853,N92000002,H,3,1,2,6,4,2,1,2,1,2,2,1,9,4,1
5412289,N92000002,H,4,1,1,3,2,2,1,1,1,8,4,7,4,11,2
5386023,N92000002,H,5,1,2,5,1,2,1,2,1,8,2,1,6,8,2
5312153,N92000002,H,2,1,2,8,2,2,1,1,1,2,2,5,4,12,3
5363993,N92000002,H,2,1,2,6,2,2,1,2,1,2,2,5,6,8,2
5363918,N92000002,H,3,1,1,3,1,2,2,1,1,1,1,1,9,5,3
5314403,N92000002,H,2,1,1,6,3,2,1,5,1,7,4,8,-9,-9,-9
5431775,N92000002,C,-9,1,1,2,1,1,1,1,1,1,1,4,7,8,2
5291383,N92000002,H,2,1,1,1,1,1,1,2,1,3,2,-9,-9,-9,-9
5291298,N92000002,H,1,1,1,5,3,2,1,1,1,4,2,3,9,6,4
5316203,N92000002,H,6,1,1,3,1,2,1,1,1,4,2,1,3,2,3
5241923,N92000002,H,2,1,2,8,2,2,1,2,1,2,2,5,6,11,3
5342118,N92000002,H,5,1,1,2,1,1,1,1,1,7,4,6,-9,-9,-9
5391843,N92000002,H,2,1,1,2,1,2,1,1,1,1,1,2,5,3,3
5316588,N92000002,H,2,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5268113,N92000002,H,5,1,2,7,5,2,1,3,1,3,2,5,-9,-9,-9
5243248,N92000002,H,5,1,1,1,1,2,1,2,1,3,2,-9,-9,-9,-9
5243788,N92000002,H,2,1,1,7,2,2,1,1,1,7,2,2,1,2,2
5293418,N92000002,H,3,1,1,2,1,2,1,2,1,1,1,3,7,5,2
5293183,N92000002,H,5,1,2,1,1,1,1,1,1,4,2,-9,-9,-9,-9
