Council,Date,Financial,Value ($000)
Wellington Region,2018,07 Other Income,59291
Wellington Region,2018,08 Total Income,295336
Wellington Region,2018,09 Direct Costs,252264
Wellington Region,2018,10 Interest,15604
Wellington Region,2018,11 Depreciation,17246
Wellington Region,2018,12 Other Expenses,0
Wellington Region,2018,13 Total Expenditure,285114
Wellington Region,2018,14 Net Surplus/Deficit,10222
Wellington Region,2019,01 Rates,134226
Wellington Region,2019,02 Development Contributions,0
Wellington Region,2019,03 Subsidies,114902
Wellington Region,2019,04 Investment Income,6029
Wellington Region,2019,05 Vested Assets,0
Wellington Region,2019,06 Asset Revaluations,2752
Wellington Region,2019,07 Other Income,62739
Wellington Region,2019,08 Total Income,320648
Wellington Region,2019,09 Direct Costs,274870
Wellington Region,2019,10 Interest,15555
Wellington Region,2019,11 Depreciation,18100
Wellington Region,2019,12 Other Expenses,0
Wellington Region,2019,13 Total Expenditure,308525
Wellington Region,2019,14 Net Surplus/Deficit,12123
West Coast Region,2010,01 Rates,3342
West Coast Region,2010,02 Development Contributions,0
West Coast Region,2010,03 Subsidies,179
West Coast Region,2010,04 Investment Income,775
West Coast Region,2010,05 Vested Assets,0
West Coast Region,2010,06 Asset Revaluations,4899
West Coast Region,2010,07 Other Income,5068
West Coast Region,2010,08 Total Income,14263
West Coast Region,2010,09 Direct Costs,12242
West Coast Region,2010,10 Interest,237
West Coast Region,2010,11 Depreciation,284
West Coast Region,2010,12 Other Expenses,0
West Coast Region,2010,13 Total Expenditure,12763
West Coast Region,2010,14 Net Surplus/Deficit,1500
West Coast Region,2011,01 Rates,3554
West Coast Region,2011,02 Development Contributions,0
West Coast Region,2011,03 Subsidies,167
West Coast Region,2011,04 Investment Income,765
West Coast Region,2011,05 Vested Assets,0
West Coast Region,2011,06 Asset Revaluations,0
West Coast Region,2011,07 Other Income,5174
West Coast Region,2011,08 Total Income,9661
West Coast Region,2011,09 Direct Costs,8403
West Coast Region,2011,10 Interest,256
West Coast Region,2011,11 Depreciation,287
West Coast Region,2011,12 Other Expenses,0
West Coast Region,2011,13 Total Expenditure,8946
West Coast Region,2011,14 Net Surplus/Deficit,715
West Coast Region,2012,01 Rates,3649
West Coast Region,2012,02 Development Contributions,0
West Coast Region,2012,03 Subsidies,171
West Coast Region,2012,04 Investment Income,790
West Coast Region,2012,05 Vested Assets,0
West Coast Region,2012,06 Asset Revaluations,0
West Coast Region,2012,07 Other Income,3780
West Coast Region,2012,08 Total Income,8390
West Coast Region,2012,09 Direct Costs,7238
West Coast Region,2012,10 Interest,315
West Coast Region,2012,11 Depreciation,288
West Coast Region,2012,12 Other Expenses,0
West Coast Region,2012,13 Total Expenditure,7842
West Coast Region,2012,14 Net Surplus/Deficit,548
West Coast Region,2013,01 Rates,3724
West Coast Region,2013,02 Development Contributions,0
West Coast Region,2013,03 Subsidies,152
West Coast Region,2013,04 Investment Income,821
West Coast Region,2013,05 Vested Assets,0
West Coast Region,2013,06 Asset Revaluations,4859
West Coast Region,2013,07 Other Income,3983
West Coast Region,2013,08 Total Income,13539
West Coast Region,2013,09 Direct Costs,7514
West Coast Region,2013,10 Interest,304
West Coast Region,2013,11 Depreciation,295
West Coast Region,2013,12 Other Expenses,0
West Coast Region,2013,13 Total Expenditure,8113
West Coast Region,2013,14 Net Surplus/Deficit,5426
West Coast Region,2014,01 Rates,3809
West Coast Region,2014,02 Development Contributions,0
West Coast Region,2014,03 Subsidies,176
West Coast Region,2014,04 Investment Income,852
West Coast Region,2014,05 Vested Assets,0
West Coast Region,2014,06 Asset Revaluations,0
West Coast Region,2014,07 Other Income,4045
West Coast Region,2014,08 Total Income,8882
West Coast Region,2014,09 Direct Costs,7744
West Coast Region,2014,10 Interest,294
West Coast Region,2014,11 Depreciation,284
West Coast Region,2014,12 Other Expenses,0
West Coast Region,2014,13 Total Expenditure,8322
West Coast Region,2014,14 Net Surplus/Deficit,560
West Coast Region,2015,01 Rates,3890
West Coast Region,2015,02 Development Contributions,0
West Coast Region,2015,03 Subsidies,178
West Coast Region,2015,04 Investment Income,882
West Coast Region,2015,05 Vested Assets,0
West Coast Region,2015,06 Asset Revaluations,0
West Coast Region,2015,07 Other Income,4128
West Coast Region,2015,08 Total Income,9078
West Coast Region,2015,09 Direct Costs,7929
West Coast Region,2015,10 Interest,272
West Coast Region,2015,11 Depreciation,280
West Coast Region,2015,12 Other Expenses,0
West Coast Region,2015,13 Total Expenditure,8482
West Coast Region,2015,14 Net Surplus/Deficit,596
West Coast Region,2016,01 Rates,3942
West Coast Region,2016,02 Development Contributions,0
West Coast Region,2016,03 Subsidies,160
West Coast Region,2016,04 Investment Income,915
West Coast Region,2016,05 Vested Assets,0
West Coast Region,2016,06 Asset Revaluations,5746
West Coast Region,2016,07 Other Income,4217
West Coast Region,2016,08 Total Income,14980
West Coast Region,2016,09 Direct Costs,8033
West Coast Region,2016,10 Interest,252
West Coast Region,2016,11 Depreciation,283
West Coast Region,2016,12 Other Expenses,0
West Coast Region,2016,13 Total Expenditure,8568
West Coast Region,2016,14 Net Surplus/Deficit,6412
West Coast Region,2017,01 Rates,4009
West Coast Region,2017,02 Development Contributions,0
West Coast Region,2017,03 Subsidies,184
West Coast Region,2017,04 Investment Income,954
West Coast Region,2017,05 Vested Assets,0
West Coast Region,2017,06 Asset Revaluations,0
West Coast Region,2017,07 Other Income,4249
West Coast Region,2017,08 Total Income,9396
West Coast Region,2017,09 Direct Costs,8240
West Coast Region,2017,10 Interest,240
West Coast Region,2017,11 Depreciation,269
West Coast Region,2017,12 Other Expenses,0
West Coast Region,2017,13 Total Expenditure,8748
West Coast Region,2017,14 Net Surplus/Deficit,648
West Coast Region,2018,01 Rates,4100
West Coast Region,2018,02 Development Contributions,0
West Coast Region,2018,03 Subsidies,186
West Coast Region,2018,04 Investment Income,992
West Coast Region,2018,05 Vested Assets,0
West Coast Region,2018,06 Asset Revaluations,0
West Coast Region,2018,07 Other Income,4493
West Coast Region,2018,08 Total Income,9771
West Coast Region,2018,09 Direct Costs,8641
West Coast Region,2018,10 Interest,227
West Coast Region,2018,11 Depreciation,271
West Coast Region,2018,12 Other Expenses,0
West Coast Region,2018,13 Total Expenditure,9138
West Coast Region,2018,14 Net Surplus/Deficit,633
West Coast Region,2019,01 Rates,4201
West Coast Region,2019,02 Development Contributions,0
West Coast Region,2019,03 Subsidies,169
West Coast Region,2019,04 Investment Income,1028
West Coast Region,2019,05 Vested Assets,0
West Coast Region,2019,06 Asset Revaluations,5594
West Coast Region,2019,07 Other Income,4446
West Coast Region,2019,08 Total Income,15438
West Coast Region,2019,09 Direct Costs,8803
West Coast Region,2019,10 Interest,207
West Coast Region,2019,11 Depreciation,290
West Coast Region,2019,12 Other Expenses,0
West Coast Region,2019,13 Total Expenditure,9301
West Coast Region,2019,14 Net Surplus/Deficit,6138
Canterbury Region,2010,01 Rates,71825
Canterbury Region,2010,02 Development Contributions,0
Canterbury Region,2010,03 Subsidies,31035
Canterbury Region,2010,04 Investment Income,2268
Canterbury Region,2010,05 Vested Assets,0
Canterbury Region,2010,06 Asset Revaluations,0
Canterbury Region,2010,07 Other Income,21783
Canterbury Region,2010,08 Total Income,126911
Canterbury Region,2010,09 Direct Costs,116182
Canterbury Region,2010,10 Interest,4856
Canterbury Region,2010,11 Depreciation,2944
Canterbury Region,2010,12 Other Expenses,0
Canterbury Region,2010,13 Total Expenditure,123982
Canterbury Region,2010,14 Net Surplus/Deficit,2929
Canterbury Region,2011,01 Rates,77014
Canterbury Region,2011,02 Development Contributions,0
Canterbury Region,2011,03 Subsidies,30026
Canterbury Region,2011,04 Investment Income,2914
Canterbury Region,2011,05 Vested Assets,0
Canterbury Region,2011,06 Asset Revaluations,0
Canterbury Region,2011,07 Other Income,29614
Canterbury Region,2011,08 Total Income,139568
Canterbury Region,2011,09 Direct Costs,128594
Canterbury Region,2011,10 Interest,5840
Canterbury Region,2011,11 Depreciation,3673
Canterbury Region,2011,12 Other Expenses,0
Canterbury Region,2011,13 Total Expenditure,138107
Canterbury Region,2011,14 Net Surplus/Deficit,1461
Canterbury Region,2012,01 Rates,80620
Canterbury Region,2012,02 Development Contributions,0
Canterbury Region,2012,03 Subsidies,28921
Canterbury Region,2012,04 Investment Income,3188
Canterbury Region,2012,05 Vested Assets,0
Canterbury Region,2012,06 Asset Revaluations,0
Canterbury Region,2012,07 Other Income,30713
Canterbury Region,2012,08 Total Income,143442
Canterbury Region,2012,09 Direct Costs,134126
Canterbury Region,2012,10 Interest,4987
Canterbury Region,2012,11 Depreciation,3790
Canterbury Region,2012,12 Other Expenses,0
Canterbury Region,2012,13 Total Expenditure,142903
Canterbury Region,2012,14 Net Surplus/Deficit,539
Canterbury Region,2013,01 Rates,84306
Canterbury Region,2013,02 Development Contributions,0
Canterbury Region,2013,03 Subsidies,27079
Canterbury Region,2013,04 Investment Income,3099
Canterbury Region,2013,05 Vested Assets,0
Canterbury Region,2013,06 Asset Revaluations,0
Canterbury Region,2013,07 Other Income,50277
Canterbury Region,2013,08 Total Income,164761
Canterbury Region,2013,09 Direct Costs,156162
Canterbury Region,2013,10 Interest,4045
Canterbury Region,2013,11 Depreciation,3734
Canterbury Region,2013,12 Other Expenses,0
Canterbury Region,2013,13 Total Expenditure,163941
Canterbury Region,2013,14 Net Surplus/Deficit,820
Canterbury Region,2014,01 Rates,85092
Canterbury Region,2014,02 Development Contributions,0
Canterbury Region,2014,03 Subsidies,27761
Canterbury Region,2014,04 Investment Income,2751
Canterbury Region,2014,05 Vested Assets,0
Canterbury Region,2014,06 Asset Revaluations,0
Canterbury Region,2014,07 Other Income,54076
Canterbury Region,2014,08 Total Income,169680
Canterbury Region,2014,09 Direct Costs,158328
Canterbury Region,2014,10 Interest,2708
Canterbury Region,2014,11 Depreciation,3299
Canterbury Region,2014,12 Other Expenses,0
Canterbury Region,2014,13 Total Expenditure,164335
Canterbury Region,2014,14 Net Surplus/Deficit,5345
Canterbury Region,2015,01 Rates,89876
Canterbury Region,2015,02 Development Contributions,0
Canterbury Region,2015,03 Subsidies,30480
Canterbury Region,2015,04 Investment Income,2409
Canterbury Region,2015,05 Vested Assets,0
Canterbury Region,2015,06 Asset Revaluations,0
Canterbury Region,2015,07 Other Income,58144
Canterbury Region,2015,08 Total Income,180909
Canterbury Region,2015,09 Direct Costs,170771
Canterbury Region,2015,10 Interest,2361
Canterbury Region,2015,11 Depreciation,3014
Canterbury Region,2015,12 Other Expenses,0
Canterbury Region,2015,13 Total Expenditure,176146
Canterbury Region,2015,14 Net Surplus/Deficit,4763
Canterbury Region,2016,01 Rates,91612
Canterbury Region,2016,02 Development Contributions,0
Canterbury Region,2016,03 Subsidies,32565
Canterbury Region,2016,04 Investment Income,2092
Canterbury Region,2016,05 Vested Assets,0
Canterbury Region,2016,06 Asset Revaluations,0
Canterbury Region,2016,07 Other Income,62781
Canterbury Region,2016,08 Total Income,189050
Canterbury Region,2016,09 Direct Costs,178836
Canterbury Region,2016,10 Interest,2054
Canterbury Region,2016,11 Depreciation,3104
Canterbury Region,2016,12 Other Expenses,0
Canterbury Region,2016,13 Total Expenditure,183994
Canterbury Region,2016,14 Net Surplus/Deficit,5056
Canterbury Region,2017,01 Rates,94268
Canterbury Region,2017,02 Development Contributions,0
Canterbury Region,2017,03 Subsidies,37415
Canterbury Region,2017,04 Investment Income,1801
Canterbury Region,2017,05 Vested Assets,0
Canterbury Region,2017,06 Asset Revaluations,0
Canterbury Region,2017,07 Other Income,67225
Canterbury Region,2017,08 Total Income,200709
Canterbury Region,2017,09 Direct Costs,188561
Canterbury Region,2017,10 Interest,1838
Canterbury Region,2017,11 Depreciation,3069
Canterbury Region,2017,12 Other Expenses,0
Canterbury Region,2017,13 Total Expenditure,193468
Canterbury Region,2017,14 Net Surplus/Deficit,7241
Canterbury Region,2018,01 Rates,101411
Canterbury Region,2018,02 Development Contributions,0
Canterbury Region,2018,03 Subsidies,38677
Canterbury Region,2018,04 Investment Income,1553
Canterbury Region,2018,05 Vested Assets,0
Canterbury Region,2018,06 Asset Revaluations,0
Canterbury Region,2018,07 Other Income,73123
Canterbury Region,2018,08 Total Income,214764
Canterbury Region,2018,09 Direct Costs,209127
Canterbury Region,2018,10 Interest,1704
Canterbury Region,2018,11 Depreciation,3074
Canterbury Region,2018,12 Other Expenses,0
Canterbury Region,2018,13 Total Expenditure,213905
Canterbury Region,2018,14 Net Surplus/Deficit,859
Canterbury Region,2019,01 Rates,105283
Canterbury Region,2019,02 Development Contributions,0
Canterbury Region,2019,03 Subsidies,41398
Canterbury Region,2019,04 Investment Income,1327
Canterbury Region,2019,05 Vested Assets,0
Canterbury Region,2019,06 Asset Revaluations,0
Canterbury Region,2019,07 Other Income,79826
Canterbury Region,2019,08 Total Income,227834
Canterbury Region,2019,09 Direct Costs,217923
Canterbury Region,2019,10 Interest,1557
Canterbury Region,2019,11 Depreciation,2964
Canterbury Region,2019,12 Other Expenses,0
Canterbury Region,2019,13 Total Expenditure,222444
Canterbury Region,2019,14 Net Surplus/Deficit,5390
Otago Region,2010,01 Rates,15982
Otago Region,2010,02 Development Contributions,0
Otago Region,2010,03 Subsidies,5354
Otago Region,2010,04 Investment Income,8260
Otago Region,2010,05 Vested Assets,0
Otago Region,2010,06 Asset Revaluations,13817
Otago Region,2010,07 Other Income,6812
Otago Region,2010,08 Total Income,50225
Otago Region,2010,09 Direct Costs,38347
Otago Region,2010,10 Interest,808
Otago Region,2010,11 Depreciation,1463
Otago Region,2010,12 Other Expenses,0
Otago Region,2010,13 Total Expenditure,40618
Otago Region,2010,14 Net Surplus/Deficit,9607
Otago Region,2011,01 Rates,16405
Otago Region,2011,02 Development Contributions,0
Otago Region,2011,03 Subsidies,5725
Otago Region,2011,04 Investment Income,14217
Otago Region,2011,05 Vested Assets,0
Otago Region,2011,06 Asset Revaluations,34341
Otago Region,2011,07 Other Income,6724
Otago Region,2011,08 Total Income,77412
Otago Region,2011,09 Direct Costs,46787
Otago Region,2011,10 Interest,2169
Otago Region,2011,11 Depreciation,1688
Otago Region,2011,12 Other Expenses,0
Otago Region,2011,13 Total Expenditure,50644
Otago Region,2011,14 Net Surplus/Deficit,26768
Otago Region,2012,01 Rates,16917
Otago Region,2012,02 Development Contributions,0
Otago Region,2012,03 Subsidies,6038
Otago Region,2012,04 Investment Income,15327
Otago Region,2012,05 Vested Assets,0
Otago Region,2012,06 Asset Revaluations,29054
Otago Region,2012,07 Other Income,7020
Otago Region,2012,08 Total Income,74356
Otago Region,2012,09 Direct Costs,40209
Otago Region,2012,10 Interest,3015
Otago Region,2012,11 Depreciation,1866
Otago Region,2012,12 Other Expenses,0
Otago Region,2012,13 Total Expenditure,45090
Otago Region,2012,14 Net Surplus/Deficit,29266
Otago Region,2013,01 Rates,17412
Otago Region,2013,02 Development Contributions,0
Otago Region,2013,03 Subsidies,6092
Otago Region,2013,04 Investment Income,16835
Otago Region,2013,05 Vested Assets,0
Otago Region,2013,06 Asset Revaluations,31369
Otago Region,2013,07 Other Income,6479
Otago Region,2013,08 Total Income,78187
Otago Region,2013,09 Direct Costs,30864
Otago Region,2013,10 Interest,2975
Otago Region,2013,11 Depreciation,2010
Otago Region,2013,12 Other Expenses,0
Otago Region,2013,13 Total Expenditure,35849
Otago Region,2013,14 Net Surplus/Deficit,42338
Otago Region,2014,01 Rates,17584
Otago Region,2014,02 Development Contributions,0
Otago Region,2014,03 Subsidies,6030
Otago Region,2014,04 Investment Income,13005
Otago Region,2014,05 Vested Assets,0
Otago Region,2014,06 Asset Revaluations,33871
Otago Region,2014,07 Other Income,6261
Otago Region,2014,08 Total Income,76751
Otago Region,2014,09 Direct Costs,30587
Otago Region,2014,10 Interest,2437
Otago Region,2014,11 Depreciation,2056
Otago Region,2014,12 Other Expenses,0
Otago Region,2014,13 Total Expenditure,35080
Otago Region,2014,14 Net Surplus/Deficit,41671
Otago Region,2015,01 Rates,17889
Otago Region,2015,02 Development Contributions,0
Otago Region,2015,03 Subsidies,6251
Otago Region,2015,04 Investment Income,14176
Otago Region,2015,05 Vested Assets,0
Otago Region,2015,06 Asset Revaluations,36571
Otago Region,2015,07 Other Income,6615
Otago Region,2015,08 Total Income,81502
Otago Region,2015,09 Direct Costs,31636
Otago Region,2015,10 Interest,2062
Otago Region,2015,11 Depreciation,2080
Otago Region,2015,12 Other Expenses,0
Otago Region,2015,13 Total Expenditure,35778
Otago Region,2015,14 Net Surplus/Deficit,45724
Otago Region,2016,01 Rates,18365
Otago Region,2016,02 Development Contributions,0
Otago Region,2016,03 Subsidies,6499
Otago Region,2016,04 Investment Income,15466
Otago Region,2016,05 Vested Assets,0
Otago Region,2016,06 Asset Revaluations,39487
Otago Region,2016,07 Other Income,6688
Otago Region,2016,08 Total Income,86505
Otago Region,2016,09 Direct Costs,32619
Otago Region,2016,10 Interest,1616
Otago Region,2016,11 Depreciation,2080
Otago Region,2016,12 Other Expenses,0
Otago Region,2016,13 Total Expenditure,36315
Otago Region,2016,14 Net Surplus/Deficit,50190
Otago Region,2017,01 Rates,18750
Otago Region,2017,02 Development Contributions,0
Otago Region,2017,03 Subsidies,6725
Otago Region,2017,04 Investment Income,15765
Otago Region,2017,05 Vested Assets,0
Otago Region,2017,06 Asset Revaluations,42638
Otago Region,2017,07 Other Income,6907
Otago Region,2017,08 Total Income,90785
Otago Region,2017,09 Direct Costs,33762
Otago Region,2017,10 Interest,1288
Otago Region,2017,11 Depreciation,2064
Otago Region,2017,12 Other Expenses,0
Otago Region,2017,13 Total Expenditure,37114
Otago Region,2017,14 Net Surplus/Deficit,53671
Otago Region,2018,01 Rates,19230
Otago Region,2018,02 Development Contributions,0
Otago Region,2018,03 Subsidies,7007
Otago Region,2018,04 Investment Income,16253
Otago Region,2018,05 Vested Assets,0
Otago Region,2018,06 Asset Revaluations,46038
Otago Region,2018,07 Other Income,6902
Otago Region,2018,08 Total Income,95430
Otago Region,2018,09 Direct Costs,34596
Otago Region,2018,10 Interest,1187
Otago Region,2018,11 Depreciation,2092
Otago Region,2018,12 Other Expenses,0
Otago Region,2018,13 Total Expenditure,37875
Otago Region,2018,14 Net Surplus/Deficit,57555
Otago Region,2019,01 Rates,19660
Otago Region,2019,02 Development Contributions,0
Otago Region,2019,03 Subsidies,7250
Otago Region,2019,04 Investment Income,16868
Otago Region,2019,05 Vested Assets,0
Otago Region,2019,06 Asset Revaluations,49712
Otago Region,2019,07 Other Income,7341
Otago Region,2019,08 Total Income,100831
Otago Region,2019,09 Direct Costs,35910
Otago Region,2019,10 Interest,1078
Otago Region,2019,11 Depreciation,2103
Otago Region,2019,12 Other Expenses,0
Otago Region,2019,13 Total Expenditure,39091
Otago Region,2019,14 Net Surplus/Deficit,61740
Southland Region,2010,01 Rates,10601
Southland Region,2010,02 Development Contributions,0
Southland Region,2010,03 Subsidies,4896
Southland Region,2010,04 Investment Income,3386
Southland Region,2010,05 Vested Assets,0
Southland Region,2010,06 Asset Revaluations,0
Southland Region,2010,07 Other Income,1689
Southland Region,2010,08 Total Income,20572
Southland Region,2010,09 Direct Costs,19674
Southland Region,2010,10 Interest,0
Southland Region,2010,11 Depreciation,489
Southland Region,2010,12 Other Expenses,45
Southland Region,2010,13 Total Expenditure,20208
Southland Region,2010,14 Net Surplus/Deficit,364
Southland Region,2011,01 Rates,11528
Southland Region,2011,02 Development Contributions,0
Southland Region,2011,03 Subsidies,5236
Southland Region,2011,04 Investment Income,3410
Southland Region,2011,05 Vested Assets,0
Southland Region,2011,06 Asset Revaluations,0
Southland Region,2011,07 Other Income,1570
Southland Region,2011,08 Total Income,21744
Southland Region,2011,09 Direct Costs,20874
Southland Region,2011,10 Interest,0
Southland Region,2011,11 Depreciation,523
Southland Region,2011,12 Other Expenses,46
Southland Region,2011,13 Total Expenditure,21443
Southland Region,2011,14 Net Surplus/Deficit,301
Southland Region,2012,01 Rates,12411
Southland Region,2012,02 Development Contributions,0
Southland Region,2012,03 Subsidies,5546
Southland Region,2012,04 Investment Income,3436
Southland Region,2012,05 Vested Assets,0
Southland Region,2012,06 Asset Revaluations,0
Southland Region,2012,07 Other Income,1537
Southland Region,2012,08 Total Income,22930
Southland Region,2012,09 Direct Costs,21814
Southland Region,2012,10 Interest,0
Southland Region,2012,11 Depreciation,536
Southland Region,2012,12 Other Expenses,47
Southland Region,2012,13 Total Expenditure,22397
Southland Region,2012,14 Net Surplus/Deficit,533
Southland Region,2013,01 Rates,13059
Southland Region,2013,02 Development Contributions,0
Southland Region,2013,03 Subsidies,5297
Southland Region,2013,04 Investment Income,3509
Southland Region,2013,05 Vested Assets,0
Southland Region,2013,06 Asset Revaluations,0
Southland Region,2013,07 Other Income,1541
Southland Region,2013,08 Total Income,23406
Southland Region,2013,09 Direct Costs,22653
Southland Region,2013,10 Interest,0
Southland Region,2013,11 Depreciation,545
Southland Region,2013,12 Other Expenses,48
Southland Region,2013,13 Total Expenditure,23246
Southland Region,2013,14 Net Surplus/Deficit,160
Southland Region,2014,01 Rates,13518
Southland Region,2014,02 Development Contributions,0
Southland Region,2014,03 Subsidies,5374
Southland Region,2014,04 Investment Income,3540
Southland Region,2014,05 Vested Assets,0
Southland Region,2014,06 Asset Revaluations,0
Southland Region,2014,07 Other Income,1556
Southland Region,2014,08 Total Income,23988
Southland Region,2014,09 Direct Costs,23030
Southland Region,2014,10 Interest,0
Southland Region,2014,11 Depreciation,545
Southland Region,2014,12 Other Expenses,49
Southland Region,2014,13 Total Expenditure,23624
Southland Region,2014,14 Net Surplus/Deficit,364
Southland Region,2015,01 Rates,13863
Southland Region,2015,02 Development Contributions,0
Southland Region,2015,03 Subsidies,5500
Southland Region,2015,04 Investment Income,3575
Southland Region,2015,05 Vested Assets,0
Southland Region,2015,06 Asset Revaluations,0
Southland Region,2015,07 Other Income,1573
Southland Region,2015,08 Total Income,24511
Southland Region,2015,09 Direct Costs,23418
Southland Region,2015,10 Interest,0
Southland Region,2015,11 Depreciation,545
Southland Region,2015,12 Other Expenses,50
Southland Region,2015,13 Total Expenditure,24013
Southland Region,2015,14 Net Surplus/Deficit,498
Southland Region,2016,01 Rates,14139
Southland Region,2016,02 Development Contributions,0
Southland Region,2016,03 Subsidies,5626
Southland Region,2016,04 Investment Income,3611
Southland Region,2016,05 Vested Assets,0
Southland Region,2016,06 Asset Revaluations,0
Southland Region,2016,07 Other Income,1578
Southland Region,2016,08 Total Income,24954
Southland Region,2016,09 Direct Costs,23886
Southland Region,2016,10 Interest,0
Southland Region,2016,11 Depreciation,545
Southland Region,2016,12 Other Expenses,51
Southland Region,2016,13 Total Expenditure,24482
Southland Region,2016,14 Net Surplus/Deficit,472
Southland Region,2017,01 Rates,14627
Southland Region,2017,02 Development Contributions,0
Southland Region,2017,03 Subsidies,5802
Southland Region,2017,04 Investment Income,3650
Southland Region,2017,05 Vested Assets,0
Southland Region,2017,06 Asset Revaluations,0
Southland Region,2017,07 Other Income,1596
Southland Region,2017,08 Total Income,25675
Southland Region,2017,09 Direct Costs,24733
Southland Region,2017,10 Interest,0
Southland Region,2017,11 Depreciation,545
Southland Region,2017,12 Other Expenses,52
Southland Region,2017,13 Total Expenditure,25330
Southland Region,2017,14 Net Surplus/Deficit,345
Southland Region,2018,01 Rates,15163
Southland Region,2018,02 Development Contributions,0
Southland Region,2018,03 Subsidies,5961
Southland Region,2018,04 Investment Income,3692
Southland Region,2018,05 Vested Assets,0
Southland Region,2018,06 Asset Revaluations,0
Southland Region,2018,07 Other Income,1607
Southland Region,2018,08 Total Income,26423
Southland Region,2018,09 Direct Costs,25340
Southland Region,2018,10 Interest,0
Southland Region,2018,11 Depreciation,545
Southland Region,2018,12 Other Expenses,53
Southland Region,2018,13 Total Expenditure,25938
Southland Region,2018,14 Net Surplus/Deficit,485
Southland Region,2019,01 Rates,15443
Southland Region,2019,02 Development Contributions,0
Southland Region,2019,03 Subsidies,6138
Southland Region,2019,04 Investment Income,3737
Southland Region,2019,05 Vested Assets,0
Southland Region,2019,06 Asset Revaluations,0
Southland Region,2019,07 Other Income,1627
Southland Region,2019,08 Total Income,26945
Southland Region,2019,09 Direct Costs,25857
Southland Region,2019,10 Interest,0
Southland Region,2019,11 Depreciation,545
Southland Region,2019,12 Other Expenses,54
Southland Region,2019,13 Total Expenditure,26456
Southland Region,2019,14 Net Surplus/Deficit,489
Far North District,2010,01 Rates,66000
Far North District,2010,02 Development Contributions,6842
Far North District,2010,03 Subsidies,27858
Far North District,2010,04 Investment Income,0
Far North District,2010,05 Vested Assets,0
Far North District,2010,06 Asset Revaluations,45231
Far North District,2010,07 Other Income,11505
Far North District,2010,08 Total Income,157436
Far North District,2010,09 Direct Costs,60627
Far North District,2010,10 Interest,7784
Far North District,2010,11 Depreciation,23231
Far North District,2010,12 Other Expenses,0
Far North District,2010,13 Total Expenditure,91642
Far North District,2010,14 Net Surplus/Deficit,65794
Far North District,2011,01 Rates,69390
Far North District,2011,02 Development Contributions,6993
Far North District,2011,03 Subsidies,22158
Far North District,2011,04 Investment Income,0
Far North District,2011,05 Vested Assets,0
Far North District,2011,06 Asset Revaluations,49687
Far North District,2011,07 Other Income,11118
Far North District,2011,08 Total Income,159346
Far North District,2011,09 Direct Costs,59763
Far North District,2011,10 Interest,8958
Far North District,2011,11 Depreciation,24990
Far North District,2011,12 Other Expenses,0
Far North District,2011,13 Total Expenditure,93711
Far North District,2011,14 Net Surplus/Deficit,65635
Far North District,2012,01 Rates,73286
Far North District,2012,02 Development Contributions,7003
Far North District,2012,03 Subsidies,22645
Far North District,2012,04 Investment Income,0
Far North District,2012,05 Vested Assets,0
Far North District,2012,06 Asset Revaluations,61849
Far North District,2012,07 Other Income,11001
Far North District,2012,08 Total Income,175784
Far North District,2012,09 Direct Costs,61033
Far North District,2012,10 Interest,10045
Far North District,2012,11 Depreciation,26615
Far North District,2012,12 Other Expenses,0
Far North District,2012,13 Total Expenditure,97693
Far North District,2012,14 Net Surplus/Deficit,78091
Far North District,2013,01 Rates,76243
Far North District,2013,02 Development Contributions,6830
Far North District,2013,03 Subsidies,20462
Far North District,2013,04 Investment Income,0
Far North District,2013,05 Vested Assets,0
Far North District,2013,06 Asset Revaluations,51291
Far North District,2013,07 Other Income,11704
Far North District,2013,08 Total Income,166530
Far North District,2013,09 Direct Costs,62476
Far North District,2013,10 Interest,10155
Far North District,2013,11 Depreciation,28998
Far North District,2013,12 Other Expenses,0
Far North District,2013,13 Total Expenditure,101629
Far North District,2013,14 Net Surplus/Deficit,64901
Far North District,2014,01 Rates,78976
Far North District,2014,02 Development Contributions,6701
Far North District,2014,03 Subsidies,18446
Far North District,2014,04 Investment Income,0
Far North District,2014,05 Vested Assets,0
Far North District,2014,06 Asset Revaluations,51510
Far North District,2014,07 Other Income,12178
Far North District,2014,08 Total Income,167811
Far North District,2014,09 Direct Costs,64238
Far North District,2014,10 Interest,10258
Far North District,2014,11 Depreciation,30230
Far North District,2014,12 Other Expenses,0
Far North District,2014,13 Total Expenditure,104726
Far North District,2014,14 Net Surplus/Deficit,63085
Far North District,2015,01 Rates,81945
Far North District,2015,02 Development Contributions,6531
Far North District,2015,03 Subsidies,20854
Far North District,2015,04 Investment Income,0
Far North District,2015,05 Vested Assets,0
Far North District,2015,06 Asset Revaluations,64563
Far North District,2015,07 Other Income,12448
Far North District,2015,08 Total Income,186341
Far North District,2015,09 Direct Costs,65930
Far North District,2015,10 Interest,10532
Far North District,2015,11 Depreciation,31456
Far North District,2015,12 Other Expenses,0
Far North District,2015,13 Total Expenditure,107918
Far North District,2015,14 Net Surplus/Deficit,78423
Far North District,2016,01 Rates,85239
Far North District,2016,02 Development Contributions,6321
Far North District,2016,03 Subsidies,19259
Far North District,2016,04 Investment Income,0
Far North District,2016,05 Vested Assets,0
Far North District,2016,06 Asset Revaluations,69753
